Index,Title,Session/Area,Authors,Affiliation,Status,OpenReview URL,PDF URL
17,A Variational Approximation for Topic Modeling of Hierarchical Corpora,,Do-kyum Kim;Geoffrey Voelker;Lawrence Saul;,"University of California, San Diego;",Poster,,http://proceedings.mlr.press/v28/kim13.pdf
18,ABC Reinforcement Learning,,Christos Dimitrakakis;Nikolaos Tziortziotis;,EPFL;University of Ioannina;,Poster,,http://proceedings.mlr.press/v28/dimitrakakis13.pdf
19,Active Learning for Multi-Objective Optimization,,Marcela Zuluaga;Guillaume Sergent;Andreas Krause;Markus Püschel;,ETH Zurich;Ecole Normale Supérieure de Lyon;,Poster,,http://proceedings.mlr.press/v28/zuluaga13.pdf
20,Activized Learning with Uniform Classification Noise,,Liu Yang;Steve Hanneke;,Carnegie Mellon University;,Poster,,http://proceedings.mlr.press/v28/yang13c.pdf
21,Adaptive Hamiltonian and Riemann Manifold Monte Carlo,,Ziyu Wang;Shakir Mohamed;Nando Freitas;,University of British Columbia;,Poster,,http://proceedings.mlr.press/v28/wang13e.pdf
22,Adaptive Sparsity in Gaussian Graphical Models,,Eleanor Wong;Suyash Awate;P. Thomas Fletcher;,University of Utah;,Poster,,http://proceedings.mlr.press/v28/wong13.pdf
23,Adaptive Task Assignment for Crowdsourced Classification,,Chien-Ju Ho;Shahin Jabbari;Jennifer Wortman Vaughan;,"University of California, Los Angeles;Microsoft;",Poster,,http://proceedings.mlr.press/v28/ho13.pdf
24,"Algebraic classifiers: a generic approach to fast cross-validation, online training, and parallel training",,Michael Izbicki;,"University of California, Riverside;",Poster,,http://proceedings.mlr.press/v28/izbicki13.pdf
25,Algorithms for Direct 0–1 Loss Optimization in Binary Classification,,Tan Nguyen;Scott Sanner;,Queensland University of Technology;Australian National University;,Poster,,http://proceedings.mlr.press/v28/nguyen13a.pdf
26,Almost Optimal Exploration in Multi-Armed Bandits,,Zohar Karnin;Tomer Koren;Oren Somekh;,Yahoo! Labs;Technion—Israel Institute of Technology;,Poster,,http://proceedings.mlr.press/v28/karnin13.pdf
27,An Adaptive Learning Rate for Stochastic Variational Inference,,Rajesh Ranganath;Chong Wang;Blei David;Eric Xing;,Princeton University;Carnegie Mellon University;,Poster,,http://proceedings.mlr.press/v28/ranganath13.pdf
28,An Efficient Posterior Regularized Latent Variable Model for Interactive Sound Source Separation,,Nicholas Bryan;Gautham Mysore;,Stanford University;Adobe;,Poster,,http://proceedings.mlr.press/v28/bryan13.pdf
29,An Optimal Policy for Target Localization with Application to Electron Microscopy,,Raphael Sznitman;Aurelien Lucchi;Peter Frazier;Bruno Jedynak;Pascal Fua;,Ecole Polytechnique Federale de Lausanne;Cornell University;Johns Hopkins University;,Poster,,http://proceedings.mlr.press/v28/sznitman13.pdf
30,Analogy-preserving Semantic Embedding for Visual Object Categorization,,Sung Ju Hwang;Kristen Grauman;Fei Sha;,University of Texas at Austin;University of Southern California;,Poster,,http://proceedings.mlr.press/v28/juhwang13.pdf
31,Anytime Representation Learning,,Zhixiang Xu;Matt Kusner;Gao Huang;Kilian Weinberger;,Washington University in St. Louis;Tsinghua University;,Poster,,http://proceedings.mlr.press/v28/xu13b.pdf
32,Approximate Inference in Collective Graphical Models,,Daniel Sheldon;Tao Sun;Akshat Kumar;Tom Dietterich;,University of Massachusetts Amherst;IBM;Oregon State University;,Poster,,http://proceedings.mlr.press/v28/sheldon13.pdf
33,Approximation properties of DBNs with binary hidden units and real-valued visible units,,Oswin Krause;Asja Fischer;Tobias Glasmachers;Christian Igel;,University of Copenhagen;Ruhr-Universität Bochum;,Poster,,http://proceedings.mlr.press/v28/krause13.pdf
34,Average Reward Optimization Objective In Partially Observable Domains,,Yuri Grinberg;Doina Precup;,McGill University;,Poster,,http://proceedings.mlr.press/v28/grinberg13.pdf
35,Bayesian Games for Adversarial Regression Problems,,Michael Großhans;Christoph Sawade;Michael Brückner;Tobias Scheffer;,University of Potsdam;SoundCloud;,Poster,,http://proceedings.mlr.press/v28/grosshans13.pdf
36,Bayesian Learning of Recursively Factored Environments,,Marc Bellemare;Joel Veness;Michael Bowling;,University of Alberta;,Poster,,http://proceedings.mlr.press/v28/bellemare13.pdf
37,Better Mixing via Deep Representations,,Yoshua Bengio;Gregoire Mesnil;Yann Dauphin;Salah Rifai;,Université de Montréal;Université de Rouen;,Poster,,http://proceedings.mlr.press/v28/bengio13.pdf
38,Better Rates for Any Adversarial Deterministic MDP,,Ofer Dekel;Elad Hazan;,Microsoft;Technion - Israel Institute of Technology;,Poster,,http://proceedings.mlr.press/v28/dekel13.pdf
39,Block-Coordinate Frank-Wolfe Optimization for Structural SVMs,,Simon Lacoste-Julien;Martin Jaggi;Mark Schmidt;Patrick Pletscher;,Ecole Normale Supérieure;Ecole Polytechnique;ETH Zurich;,Poster,,http://proceedings.mlr.press/v28/lacoste-julien13.pdf
40,Breaking the Small Cluster Barrier of Graph Clustering,,Nir Ailon;Yudong Chen;Huan Xu;,Technion Israel Institute of Technology;University of Texas at Austin;National University of Singapore;,Poster,,http://proceedings.mlr.press/v28/ailon13.pdf
41,Canonical Correlation Analysis based on Hilbert-Schmidt Independence Criterion and Centered Kernel Target Alignment,,Billy Chang;Uwe Kruger;Rafal Kustra;Junping Zhang;,University of Toronto;Sultan Qaboos University;Fudan University;,Poster,,http://proceedings.mlr.press/v28/chang13.pdf
42,Characterizing the Representer Theorem,,Yaoliang Yu;Hao Cheng;Dale Schuurmans;Csaba Szepesvari;,University of Alberta;,Poster,,http://proceedings.mlr.press/v28/yu13.pdf
43,Coco-Q: Learning in Stochastic Games with Side Payments,,Eric Sodomka;Elizabeth Hilliard;Michael Littman;Amy Greenwald;,Brown University;,Poster,,http://proceedings.mlr.press/v28/sodomka13.pdf
44,Collaborative hyperparameter tuning,,Rémi Bardenet;Mátyás Brendel;Balázs Kégl;Michèle Sebag;,University of Oxford;CNRS/University of Paris Sud;University of Paris Sud;Ferchau Engineering;,Poster,,http://proceedings.mlr.press/v28/bardenet13.pdf
45,Collective Stability in Structured Prediction: Generalization from One Example,,Ben London;Bert Huang;Ben Taskar;Lise Getoor;,University of Maryland;University of Washington;,Poster,,http://proceedings.mlr.press/v28/london13.pdf
46,Combinatorial Multi-Armed Bandit: General Framework and Applications,,Wei Chen;Yajun Wang;Yang Yuan;,Microsoft;Cornell University;,Poster,,http://proceedings.mlr.press/v28/chen13a.pdf
47,Computation-Risk Tradeoffs for Covariance-Thresholded Regression,,Dinah Shender;John Lafferty;,University Affiliation Not Specified;Department of Computer Science;,Poster,,http://proceedings.mlr.press/v28/shender13.pdf
48,Concurrent Reinforcement Learning from Customer Interactions,,David Silver;Leonard Newnham;David Barker;Suzanne Weller;Jason McFall;,University College London;Causata Ltd.;,Poster,,http://proceedings.mlr.press/v28/silver13.pdf
49,Connecting the Dots with Landmarks:  Discriminatively Learning Domain-Invariant Features for Unsupervised Domain Adaptation,,Boqing Gong;Kristen Grauman;Fei Sha;,University of Southern California;University of Texas at Austin;,Poster,,http://proceedings.mlr.press/v28/gong13.pdf
50,Consistency of Online Random Forests,,Misha Denil;David Matheson;Nando Freitas;,University of British Columbia;,Poster,,http://proceedings.mlr.press/v28/denil13.pdf
51,Consistency versus Realizable H-Consistency for Multiclass Classification,,Phil Long;Rocco Servedio;,Microsoft;Columbia University;,Poster,,http://proceedings.mlr.press/v28/long13.pdf
52,Constrained fractional set programs and their  application in local clustering and community detection,,Thomas Bühler;Shyam Sundar Rangapuram;Simon Setzer;Matthias Hein;,Saarland University;Max Planck Institute for Informatics;,Poster,,http://proceedings.mlr.press/v28/buhler13.pdf
53,Convex Adversarial Collective Classification,,MohamadAli Torkamani;Daniel Lowd;,University of Oregon;,Poster,,http://proceedings.mlr.press/v28/torkamani13.pdf
54,Convex formulations of radius-margin based Support Vector Machines,,Huyen Do;Alexandros Kalousis;,University of Geneva;University of Applied Sciences Western Switzerland;,Poster,,http://proceedings.mlr.press/v28/do13.pdf
55,Convex Relaxations for Learning Bounded-Treewidth Decomposable Graphs,,K. S. Sesh Kumar;Francis Bach;,INRIA;,Poster,,http://proceedings.mlr.press/v28/kumar13c.pdf
56,Copy or Coincidence? A Model for Detecting Social Influence and Duplication Events,,Lisa Friedland;David Jensen;Michael Lavine;,University of Massachusetts Amherst;,Poster,,http://proceedings.mlr.press/v28/friedland13.pdf
57,Cost-sensitive Multiclass Classification Risk Bounds,,Bernardo Ávila Pires;Csaba Szepesvari;Mohammad Ghavamzadeh;,University of Alberta;INRIA Lille - Nord Europe;,Poster,,http://proceedings.mlr.press/v28/avilapires13.pdf
58,Cost-Sensitive Tree of Classifiers,,Zhixiang Xu;Matt Kusner;Kilian Weinberger;Minmin Chen;,Washington University in St. Louis;,Poster,,http://proceedings.mlr.press/v28/xu13.pdf
59,Covariate Shift in Hilbert Space: A Solution via Sorrogate Kernels,,Kai Zhang;Vincent Zheng;Qiaojun Wang;James Kwok;Qiang Yang;Ivan Marsic;,,Poster,,http://proceedings.mlr.press/v28/zhang13b.pdf
60,Deep Canonical Correlation Analysis,,Galen Andrew;Raman Arora;Jeff Bilmes;Karen Livescu;,University of Washington;Toyota Technological Institute at Chicago;,Poster,,http://proceedings.mlr.press/v28/andrew13.pdf
61,Deep learning with COTS HPC systems,,Adam Coates;Brody Huval;Tao Wang;David Wu;Bryan Catanzaro;Ng Andrew;,Stanford University;NVIDIA;,Poster,,http://proceedings.mlr.press/v28/coates13.pdf
62,Dependent Normalized Random Measures,,Changyou Chen;Vinayak Rao;Wray Buntine;Yee Whye Teh;,Australian National University;National ICT Australia;Duke University;University of Oxford;,Poster,,http://proceedings.mlr.press/v28/chen13i.pdf
63,Differentially Private Learning with Kernels,,Prateek Jain;Abhradeep Thakurta;,Microsoft;Stanford University;,Poster,,http://proceedings.mlr.press/v28/jain13.pdf
64,Direct Modeling of Complex Invariances for Visual Object Features,,Ka Yu Hui;,Chinese University of Hong Kong;,Poster,,http://proceedings.mlr.press/v28/yuhui13.pdf
65,Discriminatively Activated Sparselets,,Ross Girshick;Hyun Oh Song;Trevor Darrell;,"University of California, Berkeley;",Poster,,http://proceedings.mlr.press/v28/girshick13.pdf
66,Distributed training of Large-scale Logistic models,,Siddharth Gopal;Yiming Yang;,Carnegie Mellon University;,Poster,,http://proceedings.mlr.press/v28/gopal13.pdf
67,Distribution to Distribution Regression,,Junier Oliva;Barnabas Poczos;Jeff Schneider;,Carnegie Mellon University;,Poster,,http://proceedings.mlr.press/v28/oliva13.pdf
68,Domain Adaptation for Sequence Labeling Tasks with a Probabilistic Language Adaptation Model,,Min Xiao;Yuhong Guo;,Temple University;,Poster,,http://proceedings.mlr.press/v28/xiao13.pdf
69,Domain Adaptation under Target and Conditional Shift,,Kun Zhang;Bernhard Schölkopf;Krikamol Muandet;Zhikun Wang;,Max Planck Institute for Intelligent Systems;,Poster,,http://proceedings.mlr.press/v28/zhang13d.pdf
70,Domain Generalization via Invariant Feature Representation,,Krikamol Muandet;David Balduzzi;Bernhard Schölkopf;,Max Planck Institute for Intelligent Systems;ETH Zurich;,Poster,,http://proceedings.mlr.press/v28/muandet13.pdf
71,Dual Averaging and Proximal Gradient Descent for Online Alternating Direction Multiplier Method,,Taiji Suzuki;,University of Tokyo;,Poster,,http://proceedings.mlr.press/v28/suzuki13.pdf
72,Dynamic Covariance Models for Multivariate Financial Time Series,,Yue Wu;Jose Miguel Hernandez-Lobato;Ghahramani Zoubin;,University of Cambridge;,Poster,,http://proceedings.mlr.press/v28/wu13.pdf
73,Dynamic Probabilistic Models for Latent Feature Propagation in Social Networks,,Creighton Heaukulani;Zoubin Ghahramani;,University of Cambridge;,Poster,,http://proceedings.mlr.press/v28/heaukulani13.pdf
74,Dynamical Models and tracking regret in online convex programming,,Eric Hall;Rebecca Willett;,Duke University;,Poster,,http://proceedings.mlr.press/v28/hall13.pdf
75,Efficient Active Learning of Halfspaces: an Aggressive Approach,,Alon Gonen;Sivan Sabato;Shai Shalev-Shwartz;,Hebrew University;Microsoft;,Poster,,http://proceedings.mlr.press/v28/gonen13.pdf
76,Efficient Dimensionality Reduction for  Canonical Correlation Analysis,,Haim Avron;Christos Boutsidis;Sivan Toledo;Anastasios Zouzias;,IBM;Tel Aviv University;University of Toronto;,Poster,,http://proceedings.mlr.press/v28/avron13.pdf
77,Efficient Multi-label Classification with Many Labels,,Wei Bi;James Kwok;,Hong Kong University of Science and Technology;,Poster,,http://proceedings.mlr.press/v28/bi13.pdf
78,Efficient Ranking from Pairwise Comparisons,,Fabian Wauthier;Michael Jordan;Nebojsa Jojic;,"University of California, Berkeley;Microsoft;",Poster,,http://proceedings.mlr.press/v28/wauthier13.pdf
79,Efficient Semi-supervised and Active Learning of Disjunctions,,Nina Balcan;Christopher Berlind;Steven Ehrlich;Yingyu Liang;,Georgia Institute of Technology;,Poster,,http://proceedings.mlr.press/v28/balcan13.pdf
80,Efficient Sparse Group Feature Selection via Nonconvex Optimization,,Shuo Xiang;Xiaoshen Tong;Jieping Ye;,Arizona State University;University of Minnesota;,Poster,,http://proceedings.mlr.press/v28/xiang13.pdf
81,ELLA: An Efficient Lifelong Learning Algorithm,,Paul Ruvolo;Eric Eaton;,Bryn Mawr College;,Poster,,http://proceedings.mlr.press/v28/ruvolo13.pdf
82,Ellipsoidal Multiple Instance Learning,,Gabriel Krummenacher;Cheng Soon Ong;Joachim Buhmann;,,Poster,,http://proceedings.mlr.press/v28/krummenacher13.pdf
83,Enhanced statistical rankings  via  targeted data collection,,Braxton Osting;Christoph Brune;Stanley Osher;,"University of California, Los Angeles;",Poster,,http://proceedings.mlr.press/v28/osting13.pdf
84,Entropic Affinities: Properties and Efficient Numerical Computation,,Max Vladymyrov;Miguel Carreira-Perpinan;,"University of California, Merced;",Poster,,http://proceedings.mlr.press/v28/vladymyrov13.pdf
85,Estimating Unknown Sparsity in Compressed Sensing,,Miles Lopes;,"University of California, Berkeley;",Poster,,http://proceedings.mlr.press/v28/lopes13.pdf
86,Estimation of Causal Peer Influence Effects,,Panos Toulis;Edward Kao;,Harvard University;,Poster,,http://proceedings.mlr.press/v28/toulis13.pdf
87,Exact Rule Learning via Boolean Compressed Sensing,,Dmitry Malioutov;Kush Varshney;,IBM;,Poster,,http://proceedings.mlr.press/v28/malioutov13.pdf
88,Expensive Function Optimization with Stochastic Binary Outcomes,,Matthew Tesch;Jeff Schneider;Howie Choset;,Carnegie Mellon University;,Poster,,http://proceedings.mlr.press/v28/tesch13.pdf
89,Exploiting Ontology Structures and Unlabeled Data for Learning,,Nina Balcan;Avrim Blum;Yishay Mansour;,Georgia Institute of Technology;Carnegie Mellon University;Tel Aviv University;,Poster,,http://proceedings.mlr.press/v28/balcan13a.pdf
90,Exploring the Mind: Integrating Questionnaires and fMRI,,Esther Salazar;Ryan Bogdan;Adam Gorka;Ahmad Hariri;Lawrence Carin;,Duke University;Washington University;,Poster,,http://proceedings.mlr.press/v28/salazar13.pdf
91,Factorial Multi-Task Learning : A Bayesian Nonparametric Approach,,Sunil Gupta;Dinh Phung;Svetha Venkatesh;,Deakin University;,Poster,,http://proceedings.mlr.press/v28/gupta13a.pdf
92,Fast algorithms for sparse principal component analysis based on Rayleigh quotient iteration,,Volodymyr Kuleshov;,Stanford University;,Poster,,http://proceedings.mlr.press/v28/kuleshov13.pdf
93,Fast Conical Hull Algorithms for Near-separable Non-negative Matrix Factorization,,Abhishek Kumar;Vikas Sindhwani;Prabhanjan Kambadur;,"University of Maryland, College Park;IBM;",Poster,,http://proceedings.mlr.press/v28/kumar13b.pdf
94,Fast dropout training,,Sida Wang;Christopher Manning;,Stanford University;,Poster,,http://proceedings.mlr.press/v28/wang13a.pdf
95,Fast Dual Variational Inference for Non-Conjugate Latent Gaussian Models,,Mohammad Emtiyaz Khan;Aleksandr Aravkin;Michael Friedlander;Matthias Seeger;,EPFL;IBM;University of British Columbia;,Poster,,http://proceedings.mlr.press/v28/emtiyazkhan13.pdf
96,Fast Image Tagging,,Minmin Chen;Alice Zheng;Kilian Weinberger;,Amazon;Microsoft;Washington University in St. Louis;,Poster,,http://proceedings.mlr.press/v28/chen13j.pdf
97,Fast Max-Margin Matrix Factorization with Data Augmentation,,Minjie Xu;Jun Zhu;Bo Zhang;,Tsinghua University;,Poster,,http://proceedings.mlr.press/v28/xu13a.pdf
98,Fast Probabilistic Optimization from Noisy Gradients,,Philipp Hennig;,Max Planck Institute for Intelligent Systems;,Poster,,http://proceedings.mlr.press/v28/hennig13.pdf
99,Fast Semidifferential-based Submodular Function Optimization,,Rishabh Iyer;Stefanie Jegelka;Jeff Bilmes;,"University of Washington;University of California, Berkeley;",Poster,,http://proceedings.mlr.press/v28/iyer13.pdf
100,Fastfood - Computing Hilbert Space Expansions in loglinear time,,Quoc Le;Tamas Sarlos;Alexander Smola;,Google;,Poster,,http://proceedings.mlr.press/v28/le13.pdf
101,Feature Multi-Selection among Subjective Features,,Sivan Sabato;Adam Kalai;,Microsoft;,Poster,,http://proceedings.mlr.press/v28/sabato13.pdf
102,Feature Selection in High-Dimensional Classification,,Mladen Kolar;Han Liu;,Carnegie Mellon University;Princeton University;,Poster,,http://proceedings.mlr.press/v28/kolar13.pdf
103,Fixed-Point Model For Structured Labeling,,Quannan Li;Jingdong Wang;David Wipf;Zhuowen Tu;,University College London;Microsoft;,Poster,,http://proceedings.mlr.press/v28/li13b.pdf
104,Forecastable Component Analysis,,Georg Goerg;,Carnegie Mellon University;,Poster,,http://proceedings.mlr.press/v28/goerg13.pdf
105,Gated Autoencoders with Tied Input Weights,,Droniou Alain;Sigaud Olivier;,Institut des Systèmes Intelligents et de Robotique;Université Pierre et Marie Curie;,Poster,,http://proceedings.mlr.press/v28/alain13.pdf
106,Gaussian Process Kernels for Pattern Discovery and Extrapolation,,Andrew Wilson;Ryan Adams;,University of Cambridge;Harvard University;,Poster,,http://proceedings.mlr.press/v28/wilson13.pdf
107,Gaussian Process Vine Copulas for Multivariate Dependence,,David Lopez-Paz;Jose Miguel Hernández-Lobato;Ghahramani Zoubin;,Max Planck Institute for Intelligent Systems;University of Cambridge;,Poster,,http://proceedings.mlr.press/v28/lopez-paz13.pdf
108,General Functional Matrix Factorization Using Gradient Boosting,,Tianqi Chen;Hang Li;Qiang Yang;Yong Yu;,Shanghai Jiao Tong University;Huawei;,Poster,,http://proceedings.mlr.press/v28/chen13e.pdf
109,Generic Exploration and K-armed Voting Bandits,,Tanguy Urvoy;Fabrice Clerot;Raphael Féraud;Sami Naamane;,Orange Labs;,Poster,,http://proceedings.mlr.press/v28/urvoy13.pdf
110,Gibbs Max-Margin Topic Models with Fast Sampling Algorithms,,Jun Zhu;Ning Chen;Hugh Perkins;Bo Zhang;,,Poster,,http://proceedings.mlr.press/v28/zhu13.pdf
111,Gossip-based distributed stochastic bandit algorithms,,Balazs Szorenyi;Robert Busa-Fekete;Istvan Hegedus;Robert Ormandi;Mark Jelasity;Balazs Kegl;,INRIA Lille - Nord Europe;University of Szeged;University of Marburg;University of Paris Sud;,Poster,,http://proceedings.mlr.press/v28/szorenyi13.pdf
112,Guaranteed Sparse Recovery under Linear Transformation,,Ji Liu;Lei Yuan;Jieping Ye;,University of Wisconsin-Madison;Arizona State University;,Poster,,http://proceedings.mlr.press/v28/liu13.pdf
113,Guided Policy Search,,Sergey Levine;Vladlen Koltun;,Stanford University;,Poster,,http://proceedings.mlr.press/v28/levine13.pdf
114,Hierarchical Regularization Cascade for Joint Learning,,Alon Zweig;Daphna Weinshall;,Hebrew University of Jerusalem;,Poster,,http://proceedings.mlr.press/v28/zweig13.pdf
115,Hierarchical Tensor Decomposition of Latent Tree Graphical Models,,Le Song;Mariya Ishteva;Ankur Parikh;Eric Xing;Haesun Park;,Georgia Institute of Technology;Vrije Universiteit Brussel;Carnegie Mellon University;,Poster,,http://proceedings.mlr.press/v28/song13.pdf
116,Hierarchically-coupled hidden Markov models for learning kinetic rates from single-molecule data,,Jan-Willem Meent;Jonathan Bronson;Frank Wood;Ruben Gonzalez Jr.;Chris Wiggins;,Columbia University;University of Oxford;,Poster,,http://proceedings.mlr.press/v28/willemvandemeent13.pdf
117,Human Boosting,,Harsh Pareek;Pradeep Ravikumar;,University of Texas at Austin;,Poster,,http://proceedings.mlr.press/v28/pareek13.pdf
118,Inference algorithms for pattern-based CRFs on sequence data,,Rustem Takhanov;Vladimir Kolmogorov;,Institute of Science and Technology;,Poster,,http://proceedings.mlr.press/v28/takhanov13.pdf
119,Infinite Markov-Switching Maximum Entropy Discrimination Machines,,Sotirios Chatzis;,,Poster,,http://proceedings.mlr.press/v28/chatzis13.pdf
120,Infinite Positive Semidefinite Tensor Factorization for Source Separation of Mixture Signals,,Kazuyoshi Yoshii;Ryota Tomioka;Daichi Mochihashi;Masataka Goto;,National Institute of Advanced Industrial Science and Technology;University of Tokyo;Institute of Statistical Mathematics;,Poster,,http://proceedings.mlr.press/v28/yoshii13.pdf
121,Infinitesimal Annealing for Training Semi-Supervised Support Vector Machines,,Kohei Ogawa;Motoki Imamura;Ichiro Takeuchi;Masashi Sugiyama;,Nagoya Institute of Technology;Tokyo Institute of Technology;,Poster,,http://proceedings.mlr.press/v28/ogawa13a.pdf
122,Intersecting singularities for multi-structured estimation,,Emile Richard;Francis BACH;Jean-Philippe Vert;,MINES ParisTech;INRIA;,Poster,,http://proceedings.mlr.press/v28/richard13.pdf
123,Iterative Learning and Denoising in Convolutional Neural Associative Memories,,Amin Karbasi;Amir Hesam Salavati;Amin Shokrollahi;,Ecole Polytechnique Federale de Lausanne;,Poster,,http://proceedings.mlr.press/v28/karbasi13.pdf
124,Joint Transfer and Batch-mode Active Learning,,Rita Chattopadhyay;Wei Fan;Ian Davidson;Sethuraman Panchanathan;Jieping Ye;,"Arizona State University;Huawei;University of California, Davis;",Poster,,http://proceedings.mlr.press/v28/chattopadhyay13.pdf
125,Kernelized Bayesian Matrix Factorization,,Mehmet Gönen;Suleiman Khan;Samuel Kaski;,Helsinki Institute for Information Technology;Aalto University;University of Helsinki;,Poster,,http://proceedings.mlr.press/v28/gonen13a.pdf
126,Label Partitioning For Sublinear Ranking,,Jason Weston;Ameesh Makadia;Hector Yee;,Google;,Poster,,http://proceedings.mlr.press/v28/weston13.pdf
127,Large-Scale Bandit Problems and KWIK Learning,,Jacob Abernethy;Kareem Amin;Michael Kearns;Moez Draief;,University of Pennsylvania;Imperial College London;,Poster,,http://proceedings.mlr.press/v28/abernethy13.pdf
128,Large-Scale Learning with Less RAM via Randomization,,Daniel Golovin;D. Sculley;Brendan McMahan;Michael Young;,Google;,Poster,,http://proceedings.mlr.press/v28/golovin13.pdf
129,LDA Topic Model with Soft Assignment of Descriptors to Words,,Daphna Weinshall;Gal Levi;Dmitri Hanukaev;,Hebrew University of Jerusalem;,Poster,,http://proceedings.mlr.press/v28/weinshall13.pdf
130,Learning an Internal Dynamics Model from Control Demonstration,,Matthew Golub;Steven Chase;Byron Yu;,Carnegie Mellon University;,Poster,,http://proceedings.mlr.press/v28/golub13.pdf
131,Learning and Selecting Features Jointly with Point-wise Gated Boltzmann Machines,,Kihyuk Sohn;Guanyu Zhou;Chansoo Lee;Honglak Lee;,University of Michigan;,Poster,,http://proceedings.mlr.press/v28/sohn13.pdf
132,Learning Connections in Financial Time Series,,Gartheeban Ganeshapillai;John Guttag;Andrew Lo;,Massachusetts Institute of Technology;,Poster,,http://proceedings.mlr.press/v28/ganeshapillai13.pdf
133,Learning Convex QP Relaxations for Structured Prediction,,Jeremy Jancsary;Sebastian Nowozin;Carsten Rother;,Microsoft;,Poster,,http://proceedings.mlr.press/v28/jancsary13.pdf
134,Learning Fair Representations,,Rich Zemel;Yu Wu;Kevin Swersky;Toni Pitassi;Cynthia Dwork;,University of Toronto;Microsoft;,Poster,,http://proceedings.mlr.press/v28/zemel13.pdf
135,Learning from Human-Generated Lists,,Kwang-Sung Jun;Jerry Zhu;Burr Settles;Timothy Rogers;,University of Wisconsin-Madison;Carnegie Mellon University;,Poster,,http://proceedings.mlr.press/v28/jun13.pdf
