Index,Title,Session/Area,Authors,Affiliation,Status,OpenReview URL,PDF URL
1,"""Hey, that’s not an ODE"": Faster ODE Adjoints via Seminorms",,Patrick Kidger;Ricky T. Q. Chen;Terry J Lyons;,University of Oxford;Alan Turing Institute;University of Toronto;Vector Institute;,Spotlight,,http://proceedings.mlr.press/v139/kidger21a/kidger21a.pdf
2,1-bit Adam: Communication Efficient Large-Scale Training with Adam’s Convergence Speed,,Hanlin Tang;Shaoduo Gan;Ammar Ahmad Awan;Samyam Rajbhandari;Conglong Li;Xiangru Lian;Ji Liu;Ce Zhang;Yuxiong He;,Microsoft;University of Rochester;ETH Zurich;,Spotlight,,http://proceedings.mlr.press/v139/tang21a/tang21a.pdf
3,12-Lead ECG Reconstruction via Koopman Operators,,Tomer Golany;Kira Radinsky;Daniel Freedman;Saar Minha;,Technion - Israel Institute of Technology;Google;Shamir Medical Center;Tel-Aviv University;,Spotlight,,http://proceedings.mlr.press/v139/golany21a/golany21a.pdf
4,A Bit More Bayesian: Domain-Invariant Learning with Uncertainty,,Zehao Xiao;Jiayi Shen;Xiantong Zhen;Ling Shao;Cees Snoek;,University of Amsterdam;Inception Institute of Artificial Intelligence;,Spotlight,,http://proceedings.mlr.press/v139/xiao21a/xiao21a.pdf
5,A Collective Learning Framework to Boost GNN Expressiveness for Node Classification,,Mengyue Hang;Jennifer Neville;Bruno Ribeiro;,Purdue University;,Spotlight,,http://proceedings.mlr.press/v139/hang21a/hang21a.pdf
6,A Deep Reinforcement Learning Approach to Marginalized Importance Sampling with the Successor Representation,,Scott Fujimoto;David Meger;Doina Precup;,McGill University;,Spotlight,,http://proceedings.mlr.press/v139/fujimoto21a/fujimoto21a.pdf
7,A Differentiable Point Process with Its Application to Spiking Neural Networks,,Hiroshi Kajino;,IBM;,Spotlight,,http://proceedings.mlr.press/v139/kajino21a/kajino21a.pdf
8,A Discriminative Technique for Multiple-Source Adaptation,,Corinna Cortes;Mehryar Mohri;Ananda Theertha Suresh;Ningshan Zhang;,Google;Courant Institute of Mathematical Sciences;Hudson River Trading;,Spotlight,,http://proceedings.mlr.press/v139/cortes21b/cortes21b.pdf
9,A Distribution-dependent Analysis of Meta Learning,,Mikhail Konobeev;Ilja Kuzborskij;Csaba Szepesvari;,University of Alberta;DeepMind;,Spotlight,,http://proceedings.mlr.press/v139/konobeev21a/konobeev21a.pdf
10,A Framework for Private Matrix Analysis in Sliding Window Model,,Jalaj Upadhyay;Sarvagya Upadhyay;,Apple;Fujitsu Research of America;,Spotlight,,http://proceedings.mlr.press/v139/upadhyay21a/upadhyay21a.pdf
11,"A Free Lunch From ANN: Towards Efficient, Accurate Spiking Neural Networks Calibration",,Yuhang Li;Shikuang Deng;Xin Dong;Ruihao Gong;Shi Gu;,University of Electronic Science and Technology of China;Yale University;Harvard University;SenseTime;,Spotlight,,http://proceedings.mlr.press/v139/li21d/li21d.pdf
12,A Functional Perspective on Learning Symmetric Functions with Neural Networks,,Aaron Zweig;Joan Bruna;,New York University;,Spotlight,,http://proceedings.mlr.press/v139/zweig21a/zweig21a.pdf
13,A General Framework For Detecting Anomalous Inputs to DNN Classifiers,,Jayaram Raghuram;Varun Chandrasekaran;Somesh Jha;Suman Banerjee;,University of Wisconsin-Madison;XaiPient Inc.;,Oral,,http://proceedings.mlr.press/v139/raghuram21a/raghuram21a.pdf
14,A Gradient Based Strategy for Hamiltonian Monte Carlo Hyperparameter Optimization,,Andrew Campbell;Wenlong Chen;Vincent Stimper;Jose Miguel Hernandez-Lobato;Yichuan Zhang;,,Spotlight,,http://proceedings.mlr.press/v139/campbell21a/campbell21a.pdf
15,A Hybrid Variance-Reduced Method for Decentralized Stochastic Non-Convex Optimization,,Ran Xin;Usman Khan;Soummya Kar;,Carnegie Mellon University;;Tufts University;,Spotlight,,http://proceedings.mlr.press/v139/xin21a/xin21a.pdf
16,A Language for Counterfactual Generative Models,,Zenna Tavares;James Koppel;Xin Zhang;Ria Das;Armando Solar-Lezama;,Massachusetts Institute of Technology;Peking University;,Spotlight,,http://proceedings.mlr.press/v139/tavares21a/tavares21a.pdf
17,A large-scale benchmark for few-shot program induction and synthesis,,Ferran Alet;Javier Lopez-Contreras;James Koppel;Maxwell Nye;Armando Solar-Lezama;Tomas Lozano-Perez;Leslie Kaelbling;Joshua Tenenbaum;,Massachusetts Institute of Technology;,Spotlight,,http://proceedings.mlr.press/v139/alet21a/alet21a.pdf
18,A Lower Bound for the Sample Complexity of Inverse Reinforcement Learning,,Abi Komanduru;Jean Honorio;,Purdue University;,Spotlight,,http://proceedings.mlr.press/v139/komanduru21a/komanduru21a.pdf
