Index,Title,Session/Area,Authors,Affiliation,Status,OpenReview URL,PDF URL
29,Analysis of Deep Neural Networks with Extended Data Jacobian Matrix,,Shengjie Wang;Abdel-rahman Mohamed;Rich Caruana;Jeff Bilmes;Matthai Plilipose;Matthew Richardson;Krzysztof Geras;Gregor Urban;Ozlem Aslan;,"University of Washington;Microsoft;University of Edinburgh;University of California, Irvine;University of Alberta;",Poster,,http://proceedings.mlr.press/v48/wanga16.pdf
30,Analysis of Variational Bayesian Factorizations for Sparse and Low-Rank Estimation,,David Wipf;,Microsoft;,Poster,,http://proceedings.mlr.press/v48/wipf16.pdf
31,Anytime Exploration for Multi-armed Bandits using Confidence Information,,Kwang-Sung Jun;Robert Nowak;,University of Wisconsin-Madison;,Poster,,http://proceedings.mlr.press/v48/jun16.pdf
32,Anytime optimal algorithms in stochastic multi-armed bandits,,Rémy Degenne;Vianney Perchet;,Universite Paris Diderot;CREST;,Poster,,http://proceedings.mlr.press/v48/degenne16.pdf
33,Ask Me Anything: Dynamic Memory Networks for Natural Language Processing,,Ankit Kumar;Ozan Irsoy;Peter Ondruska;Mohit Iyyer;James Bradbury;Ishaan Gulrajani;Victor Zhong;Romain Paulus;Richard Socher;,Salesforce Inc.;,Poster,,http://proceedings.mlr.press/v48/kumar16.pdf
34,Associative Long Short-Term Memory,,Ivo Danihelka;Greg Wayne;Benigno Uria;Nal Kalchbrenner;Alex Graves;,Google;,Poster,,http://proceedings.mlr.press/v48/danihelka16.pdf
35,Asymmetric Multi-task Learning Based on Task Relatedness and Loss,,Giwoong Lee;Eunho Yang;Sung Hwang;,UNIST;KAIST;,Poster,,http://proceedings.mlr.press/v48/leeb16.pdf
36,Asynchronous Methods for Deep Reinforcement Learning,,Volodymyr Mnih;Adria Puigdomenech Badia;Mehdi Mirza;Alex Graves;Timothy Lillicrap;Tim Harley;David Silver;Koray Kavukcuoglu;,Google;University of Montreal;,Poster,,http://proceedings.mlr.press/v48/mniha16.pdf
37,Augmenting Supervised Neural Networks with Unsupervised Objectives for Large-scale Image Classification,,Yuting Zhang;Kibok Lee;Honglak Lee;,University of Michigan;,Poster,,http://proceedings.mlr.press/v48/zhangc16.pdf
38,Autoencoding beyond pixels using a learned similarity metric,,Anders Boesen Lindbo Larsen;Søren Kaae Sønderby;Hugo Larochelle;Ole Winther;,Technical University of Denmark;University of Copenhagen;Twitter;,Poster,,http://proceedings.mlr.press/v48/larsen16.pdf
39,Automatic Construction of Nonparametric Relational Regression Models for Multiple Time Series,,Yunseong Hwang;Anh Tong;Jaesik Choi;,Ulsan National Institute of Science and Technology;NAVER Corp.;,Poster,,http://proceedings.mlr.press/v48/hwangb16.pdf
40,Auxiliary Deep Generative Models,,Lars Maaløe;Casper Kaae Sønderby;Søren Kaae Sønderby;Ole Winther;,Technical University of Denmark;University of Copenhagen;,Poster,,http://proceedings.mlr.press/v48/maaloe16.pdf
41,Barron and Cover’s Theory in Supervised Learning and its Application to Lasso,,Masanori Kawakita;Jun’ichi Takeuchi;,Kyushu University;,Poster,,http://proceedings.mlr.press/v48/kawakita16.pdf
42,BASC: Applying Bayesian Optimization to the Search for Global Minima on Potential Energy Surfaces,,Shane Carr;Roman Garnett;Cynthia Lo;,Washington University in St. Louis;,Poster,,http://proceedings.mlr.press/v48/carr16.pdf
43,Bayesian Poisson Tucker Decomposition for Learning the Structure of International Relations,,Aaron Schein;Mingyuan Zhou;David Blei;Hanna Wallach;,University of Massachusetts Amherst;University of Texas at Austin;Columbia University;Microsoft;,Poster,,http://proceedings.mlr.press/v48/schein16.pdf
44,Benchmarking Deep Reinforcement Learning for Continuous Control,,Yan Duan;Xi Chen;Rein Houthooft;John Schulman;Pieter Abbeel;,"University of California, Berkeley;Ghent University;OpenAI;",Poster,,http://proceedings.mlr.press/v48/duan16.pdf
45,Beyond CCA: Moment Matching for Multi-View Models,,Anastasia Podosinnikova;Francis Bach;Simon Lacoste-Julien;,École Normale Supérieure;,Poster,,http://proceedings.mlr.press/v48/podosinnikova16.pdf
46,Beyond Parity Constraints: Fourier Analysis of Hash Functions for Inference,,Tudor Achim;Ashish Sabharwal;Stefano Ermon;,Stanford University;Allen Institute for Artificial Intelligence;,Poster,,http://proceedings.mlr.press/v48/achim16.pdf
47,Bidirectional Helmholtz Machines,,Jorg Bornschein;Samira Shabanian;Asja Fischer;Yoshua Bengio;,University of Montreal;Canadian Institute for Advanced Research;,Poster,,http://proceedings.mlr.press/v48/bornschein16.pdf
48,Binary embeddings with structured hashed projections,,Anna Choromanska;Krzysztof Choromanski;Mariusz Bojarski;Tony Jebara;Sanjiv Kumar;Yann LeCun;,New York University;Google;NVIDIA;Columbia University;,Poster,,http://proceedings.mlr.press/v48/choromanska16.pdf
49,BISTRO: An Efficient Relaxation-Based Method for Contextual Bandits,,Alexander Rakhlin;Karthik Sridharan;,University of Pennsylvania;Cornell University;,Poster,,http://proceedings.mlr.press/v48/rakhlin16.pdf
50,Black-Box Alpha Divergence Minimization,,Jose Hernandez-Lobato;Yingzhen Li;Mark Rowland;Thang Bui;Daniel Hernandez-Lobato;Richard Turner;,Harvard University;University of Cambridge;Universidad Autónoma de Madrid;,Poster,,http://proceedings.mlr.press/v48/hernandez-lobatob16.pdf
51,Black-box Optimization with a Politician,,Sebastien Bubeck;Yin Tat Lee;,Microsoft;Massachusetts Institute of Technology;,Poster,,http://proceedings.mlr.press/v48/bubeck16.pdf
52,Boolean Matrix Factorization and Noisy Completion via Message Passing,,Siamak Ravanbakhsh;Barnabas Poczos;Russell Greiner;,Carnegie Mellon University;University of Alberta;,Poster,,http://proceedings.mlr.press/v48/ravanbakhsha16.pdf
53,Bounded Off-Policy Evaluation with Missing Data for Course Recommendation and Curriculum Design,,William Hoiles;Mihaela Schaar;,"University of California, Los Angeles;",Poster,,http://proceedings.mlr.press/v48/hoiles16.pdf
54,Clustering High Dimensional Categorical Data via Topographical Features,,Chao Chen;Novi Quadrianto;,"Queens College & Graduate Center, City University of New York;University of Sussex;",Poster,,http://proceedings.mlr.press/v48/chenc16.pdf
55,Collapsed Variational Inference for Sum-Product Networks,,Han Zhao;Tameem Adel;Geoff Gordon;Brandon Amos;,Carnegie Mellon University;University of Amsterdam;Radboud University;,Poster,,http://proceedings.mlr.press/v48/zhaoa16.pdf
56,Community Recovery in Graphs with Locality,,Yuxin Chen;Govinda Kamath;Changho Suh;David Tse;,"Stanford University;KAIST;University of California, Berkeley;",Poster,,http://proceedings.mlr.press/v48/chena16.pdf
57,Complex Embeddings for Simple Link Prediction,,Théo Trouillon;Johannes Welbl;Sebastian Riedel;Eric Gaussier;Guillaume Bouchard;,Xerox Research Centre Europe;University College London;Université Grenoble Alpes;,Poster,,http://proceedings.mlr.press/v48/trouillon16.pdf
58,Compressive Spectral Clustering,,Nicolas Tremblay;Gilles Puy;Remi Gribonval;Pierre Vandergheynst;,INRIA;Technicolor;EPFL;,Poster,,http://proceedings.mlr.press/v48/tremblay16.pdf
59,Computationally Efficient Nyström Approximation using Fast Transforms,,Si Si;Cho-Jui Hsieh;Inderjit Dhillon;,University of Texas at Austin;University of California at Davis;,Poster,,http://proceedings.mlr.press/v48/si16.pdf
60,Conditional Bernoulli Mixtures for Multi-label Classification,,Cheng Li;Bingyu Wang;Virgil Pavlu;Javed Aslam;,Northeastern University;,Poster,,http://proceedings.mlr.press/v48/lij16.pdf
61,"Conditional Dependence via Shannon Capacity: Axioms, Estimators and Applications",,Weihao Gao;Sreeram Kannan;Sewoong Oh;Pramod Viswanath;,"University of Illinois, Urbana-Champaign;University of Washington;University of Illinois Urbana-Champaign;",Poster,,http://proceedings.mlr.press/v48/gaob16.pdf
62,Conservative Bandits,,Yifan Wu;Roshan Shariff;Tor Lattimore;Csaba Szepesvari;,University of Alberta;,Poster,,http://proceedings.mlr.press/v48/wu16.pdf
63,Contextual Combinatorial Cascading Bandits,,Shuai Li;Baoxiang Wang;Shengyu Zhang;Wei Chen;,Chinese University of Hong Kong;Microsoft;,Poster,,http://proceedings.mlr.press/v48/lif16.pdf
64,Continuous Deep Q-Learning with Model-based Acceleration,,Shixiang Gu;Timothy Lillicrap;Ilya Sutskever;Sergey Levine;,University of Cambridge;Max Planck Institute for Intelligent Systems;Google;,Poster,,http://proceedings.mlr.press/v48/gu16.pdf
65,"Control of Memory, Active Perception, and Action in Minecraft",,Junhyuk Oh;Valliappa Chockalingam;Satinder;Honglak Lee;,University of Michigan;,Poster,,http://proceedings.mlr.press/v48/oh16.pdf
66,Controlling the distance to a Kemeny consensus without computing it,,Yunlong Jiao;Anna Korba;Eric Sibony;,MINES ParisTech;Telecom ParisTech;,Poster,,http://proceedings.mlr.press/v48/korba16.pdf
67,Convergence of Stochastic Gradient Descent for PCA,,Ohad Shamir;,Weizmann Institute of Science;,Poster,,http://proceedings.mlr.press/v48/shamirb16.pdf
68,Convolutional Rectifier Networks as Generalized Tensor Decompositions,,Nadav Cohen;Amnon Shashua;,Hebrew University of Jerusalem;,Poster,,http://proceedings.mlr.press/v48/cohenb16.pdf
69,"Copeland Dueling Bandit Problem: Regret Lower Bound, Optimal Algorithm, and Computationally Efficient Algorithm",,Junpei Komiyama;Junya Honda;Hiroshi Nakagawa;,University of Tokyo;,Poster,,http://proceedings.mlr.press/v48/komiyama16.pdf
70,Correcting Forecasts with Multifactor Neural Attention,,Matthew Riemer;Aditya Vempaty;Flavio Calmon;Fenno Heath;Richard Hull;Elham Khabiri;,IBM;,Poster,,http://proceedings.mlr.press/v48/riemer16.pdf
71,Correlation Clustering and Biclustering with Locally Bounded Errors,,Gregory Puleo;Olgica Milenkovic;,University of Illinois Urbana-Champaign;,Poster,,http://proceedings.mlr.press/v48/puleo16.pdf
72,Cross-Graph Learning of Multi-Relational Associations,,Hanxiao Liu;Yiming Yang;,Carnegie Mellon University;,Poster,,http://proceedings.mlr.press/v48/liuf16.pdf
73,CryptoNets: Applying Neural Networks to Encrypted Data with High Throughput and Accuracy,,Ran Gilad-Bachrach;Nathan Dowlin;Kim Laine;Kristin Lauter;Michael Naehrig;John Wernsing;,Princeton University;Microsoft;,Poster,,http://proceedings.mlr.press/v48/gilad-bachrach16.pdf
74,Cumulative Prospect Theory Meets Reinforcement Learning: Prediction and Control,,Prashanth L.A.;Cheng Jie;Michael Fu;Steve Marcus;Csaba Szepesvari;,University of Maryland;University of Alberta;,Poster,,http://proceedings.mlr.press/v48/la16.pdf
75,Data-driven Rank Breaking for Efficient Rank Aggregation,,Ashish Khetan;Sewoong Oh;,University of Illinois Urbana-Champaign;,Poster,,http://proceedings.mlr.press/v48/khetan16.pdf
76,Data-Efficient Off-Policy Policy Evaluation for Reinforcement Learning,,Philip Thomas;Emma Brunskill;,Carnegie Mellon University;,Poster,,http://proceedings.mlr.press/v48/thomasa16.pdf
77,DCM Bandits: Learning to Rank with Multiple Clicks,,Sumeet Katariya;Branislav Kveton;Csaba Szepesvari;Zheng Wen;,University of Wisconsin-Madison;Adobe;University of Alberta;,Poster,,http://proceedings.mlr.press/v48/katariya16.pdf
78,Dealbreaker: A Nonlinear Latent Variable Model for Educational Data,,Andrew Lan;Tom Goldstein;Richard Baraniuk;Christoph Studer;,Rice University;University of Maryland;Cornell University;,Poster,,http://proceedings.mlr.press/v48/lan16.pdf
79,Deconstructing the Ladder Network Architecture,,Mohammad Pezeshki;Linxi Fan;Philemon Brakel;Aaron Courville;Yoshua Bengio;,Université de Montréal;Columbia University;Canadian Institute for Advanced Research;,Poster,,http://proceedings.mlr.press/v48/pezeshki16.pdf
80,Deep Gaussian Processes for Regression using Approximate Expectation Propagation,,Thang Bui;Daniel Hernandez-Lobato;Jose Hernandez-Lobato;Yingzhen Li;Richard Turner;,University of Cambridge;Harvard University;Universidad Autónoma de Madrid;,Poster,,http://proceedings.mlr.press/v48/bui16.pdf
81,Deep Speech 2 : End-to-End Speech Recognition in English and Mandarin,,Dario Amodei;Sundaram Ananthanarayanan;Rishita Anubhai;Jingliang Bai;Eric Battenberg;Carl Case;Jared Casper;Bryan Catanzaro;Qiang Cheng;Guoliang Chen;Jie Chen;Jingdong Chen;Zhijie Chen;Mike Chrzanowski;Adam Coates;Greg Diamos;Ke Ding;Niandong Du;Erich Elsen;Jesse Engel;Weiwei Fang;Linxi Fan;Christopher Fougner;Liang Gao;Caixia Gong;Awni Hannun;Tony Han;Lappi Johannes;Bing Jiang;Cai Ju;Billy Jun;Patrick LeGresley;Libby Lin;Junjie Liu;Yang Liu;Weigao Li;Xiangang Li;Dongpeng Ma;Sharan Narang;Andrew Ng;Sherjil Ozair;Yiping Peng;Ryan Prenger;Sheng Qian;Zongfeng Quan;Jonathan Raiman;Vinay Rao;Sanjeev Satheesh;David Seetapun;Shubho Sengupta;Kavya Srinet;Anuroop Sriram;Haiyuan Tang;Liliang Tang;Chong Wang;Jidong Wang;Kaifu Wang;Yi Wang;Zhijian Wang;Zhiqian Wang;Shuang Wu;Likai Wei;Bo Xiao;Wen Xie;Yan Xie;Dani Yogatama;Bin Yuan;Jun Zhan;Zhenyao Zhu;,,Poster,,http://proceedings.mlr.press/v48/amodei16.pdf
82,Deep Structured Energy Based Models for Anomaly Detection,,Shuangfei Zhai;Yu Cheng;Weining Lu;Zhongfei Zhang;,Binghamton University;IBM;Tsinghua University;,Poster,,http://proceedings.mlr.press/v48/zhai16.pdf
83,Dictionary Learning for Massive Matrix Factorization,,Arthur Mensch;Julien Mairal;Bertrand Thirion;Gael Varoquaux;,,Poster,,http://proceedings.mlr.press/v48/mensch16.pdf
84,Differential Geometric Regularization for Supervised Learning of Classifiers,,Qinxun Bai;Steven Rosenberg;Zheng Wu;Stan Sclaroff;,Boston University;MathWorks;,Poster,,http://proceedings.mlr.press/v48/baia16.pdf
85,Differentially Private Chi-Squared Hypothesis Testing: Goodness of Fit and Independence Testing,,Marco Gaboardi;Hyun Lim;Ryan Rogers;Salil Vadhan;,"University at Buffalo;University of California, Los Angeles;University of Pennsylvania;Harvard University;",Poster,,http://proceedings.mlr.press/v48/rogers16.pdf
86,Differentially Private Policy Evaluation,,Borja Balle;Maziar Gomrokchi;Doina Precup;,Lancaster University;McGill University;,Poster,,http://proceedings.mlr.press/v48/balle16.pdf
87,Dirichlet Process Mixture Model for Correcting Technical Variation in Single-Cell Gene Expression Data,,Sandhya Prabhakaran;Elham Azizi;Ambrose Carr;Dana Pe’er;,Columbia University;,Poster,,http://proceedings.mlr.press/v48/prabhakaran16.pdf
88,Discrete Deep Feature Extraction: A Theory and New Architectures,,Thomas Wiatowski;Michael Tschannen;Aleksandar Stanic;Philipp Grohs;Helmut Boelcskei;,ETH Zurich;University of Vienna;,Poster,,http://proceedings.mlr.press/v48/wiatowski16.pdf
89,Discrete Distribution Estimation under Local Privacy,,Peter Kairouz;Keith Bonawitz;Daniel Ramage;,Google;University of Illinois;,Poster,,http://proceedings.mlr.press/v48/kairouz16.pdf
90,Discriminative Embeddings of Latent Variable Models for Structured Data,,Hanjun Dai;Bo Dai;Le Song;,Georgia Institute of Technology;,Poster,,http://proceedings.mlr.press/v48/daib16.pdf
91,Distributed Clustering of Linear Bandits in Peer to Peer Networks,,Nathan Korda;Balazs Szorenyi;Shuai Li;,University of Oxford;Technion;University of Insubria;,Poster,,http://proceedings.mlr.press/v48/korda16.pdf
92,Diversity-Promoting Bayesian Learning of Latent Variable Models,,Pengtao Xie;Jun Zhu;Eric Xing;,Carnegie Mellon University;Tsinghua University;,Poster,,http://proceedings.mlr.press/v48/xiea16.pdf
93,Domain Adaptation with Conditional Transferable Components,,Mingming Gong;Kun Zhang;Tongliang Liu;Dacheng Tao;Clark Glymour;Bernhard Schölkopf;,University of Technology Sydney;Carnegie Mellon University;Max Planck Institute for Intelligent Systems;,Poster,,http://proceedings.mlr.press/v48/gong16.pdf
94,Doubly Decomposing Nonparametric Tensor Regression,,Masaaki Imaizumi;Kohei Hayashi;,University of Tokyo;National Institute of Advanced Industrial Science and Technology;Japan Science and Technology Agency;,Poster,,http://proceedings.mlr.press/v48/imaizumi16.pdf
95,Doubly Robust Off-policy Value Evaluation for Reinforcement Learning,,Nan Jiang;Lihong Li;,University of Michigan;Microsoft;,Poster,,http://proceedings.mlr.press/v48/jiang16.pdf
96,DR-ABC: Approximate Bayesian Computation with Kernel-Based Distribution Regression,,Jovana Mitrovic;Dino Sejdinovic;Yee-Whye Teh;,University of Oxford;,Poster,,http://proceedings.mlr.press/v48/mitrovic16.pdf
97,Dropout as a Bayesian Approximation: Representing Model Uncertainty in Deep Learning,,Yarin Gal;Zoubin Ghahramani;,University of Cambridge;,Poster,,http://proceedings.mlr.press/v48/gal16.pdf
98,Dropout distillation,,Samuel Rota Bulò;Lorenzo Porzi;Peter Kontschieder;,Fondazione Bruno Kessler;Mapillary;Microsoft;,Poster,,http://proceedings.mlr.press/v48/bulo16.pdf
99,Dueling Network Architectures for Deep Reinforcement Learning,,Ziyu Wang;Tom Schaul;Matteo Hessel;Hado Hasselt;Marc Lanctot;Nando Freitas;,Google;,Poster,,http://proceedings.mlr.press/v48/wangf16.pdf
100,Dynamic Capacity Networks,,Amjad Almahairi;Nicolas Ballas;Tim Cooijmans;Yin Zheng;Hugo Larochelle;Aaron Courville;,Université de Montréal;Hulu LLC;Twitter;,Poster,,http://proceedings.mlr.press/v48/almahairi16.pdf
101,Dynamic Memory Networks for Visual and Textual Question Answering,,Caiming Xiong;Stephen Merity;Richard Socher;,Salesforce Inc.;,Poster,,http://proceedings.mlr.press/v48/xiong16.pdf
102,Early and Reliable Event Detection Using Proximity Space Representation,,Maxime Sangnier;Jerome Gauthier;Alain Rakotomamonjy;,CNRS;CEA;Normandie Université;,Poster,,http://proceedings.mlr.press/v48/sangnier16.pdf
103,Efficient Algorithms for Adversarial Contextual Learning,,Vasilis Syrgkanis;Akshay Krishnamurthy;Robert Schapire;,Microsoft;,Poster,,http://proceedings.mlr.press/v48/syrgkanis16.pdf
104,Efficient Algorithms for Large-scale Generalized Eigenvector Computation and Canonical Correlation Analysis,,Rong Ge;Chi Jin;Sham;Praneeth Netrapalli;Aaron Sidford;,"Duke University;University of California, Berkeley;University of Washington;Microsoft;",Poster,,http://proceedings.mlr.press/v48/geb16.pdf
105,Efficient Learning with a Family of Nonconvex Regularizers by Redistributing Nonconvexity,,Quanming Yao;James Kwok;,Hong Kong University of Science and Technology;,Poster,,http://proceedings.mlr.press/v48/yao16.pdf
106,Efficient Multi-Instance Learning for Activity Recognition from Time Series Data Using an Auto-Regressive Hidden Markov Model,,Xinze Guan;Raviv Raich;Weng-Keen Wong;,Oregon State University;,Poster,,http://proceedings.mlr.press/v48/guan16.pdf
107,Efficient Private Empirical Risk Minimization for High-dimensional Learning,,Shiva Prasad Kasiviswanathan;Hongxia Jin;,Samsung;,Poster,,http://proceedings.mlr.press/v48/kasiviswanathan16.pdf
108,Energetic Natural Gradient Descent,,Philip Thomas;Bruno Castro Silva;Christoph Dann;Emma Brunskill;,Carnegie Mellon University;Universidade Federal do Rio Grande do Sul;,Poster,,http://proceedings.mlr.press/v48/thomasb16.pdf
109,Ensuring Rapid Mixing and Low Bias for Asynchronous Gibbs Sampling,,Christopher De Sa;Chris Re;Kunle Olukotun;,Stanford University;,Poster,,http://proceedings.mlr.press/v48/sa16.pdf
110,Epigraph projections for fast general convex programming,,Po-Wei Wang;Matt Wytock;Zico Kolter;,Carnegie Mellon University;Stanford University;,Poster,,http://proceedings.mlr.press/v48/wangh16.pdf
111,Estimating Accuracy from Unlabeled Data: A Bayesian Approach,,Emmanouil Antonios Platanios;Avinava Dubey;Tom Mitchell;,Carnegie Mellon University;,Poster,,http://proceedings.mlr.press/v48/platanios16.pdf
112,Estimating Cosmological Parameters from the Dark Matter Distribution,,Siamak Ravanbakhsh;Junier Oliva;Sebastian Fromenteau;Layne Price;Shirley Ho;Jeff Schneider;Barnabas Poczos;,Carnegie Mellon University;,Poster,,http://proceedings.mlr.press/v48/ravanbakhshb16.pdf
113,Estimating Maximum Expected Value through Gaussian Approximation,,Carlo D’Eramo;Marcello Restelli;Alessandro Nuara;,Politecnico di Milano;,Poster,,http://proceedings.mlr.press/v48/deramo16.pdf
114,Estimating Structured Vector Autoregressive Models,,Igor Melnyk;Arindam Banerjee;,University of Minnesota;,Poster,,http://proceedings.mlr.press/v48/melnyk16.pdf
115,Estimation from Indirect Supervision with Linear Moments,,Aditi Raghunathan;Roy Frostig;John Duchi;Percy Liang;,Stanford University;,Poster,,http://proceedings.mlr.press/v48/raghunathan16.pdf
116,Evasion and Hardening of Tree Ensemble Classifiers,,Alex Kantchelian;J. D. Tygar;Anthony Joseph;,"University of California, Berkeley;",Poster,,http://proceedings.mlr.press/v48/kantchelian16.pdf
117,Even Faster Accelerated Coordinate Descent Using Non-Uniform Sampling,,Zeyuan Allen-Zhu;Zheng Qu;Peter Richtarik;Yang Yuan;,Princeton University;University of Hong Kong;University of Edinburgh;Cornell University;,Poster,,http://proceedings.mlr.press/v48/allen-zhuc16.pdf
118,Exact Exponent in Optimal Rates for Crowdsourcing,,Chao Gao;Yu Lu;Dengyong Zhou;,Yale University;Microsoft;,Poster,,http://proceedings.mlr.press/v48/gaoa16.pdf
119,Experimental Design on a Budget for Sparse Linear Models and Applications,,Sathya Narayanan Ravi;Vamsi Ithapu;Sterling Johnson;Vikas Singh;,University of Wisconsin-Madison;William S. Middleton Memorial Veterans Hospital;,Poster,,http://proceedings.mlr.press/v48/ravi16.pdf
120,Exploiting Cyclic Symmetry in Convolutional Neural Networks,,Sander Dieleman;Jeffrey De Fauw;Koray Kavukcuoglu;,Google;,Poster,,http://proceedings.mlr.press/v48/dieleman16.pdf
121,Expressiveness of Rectifier Networks,,Xingyuan Pan;Vivek Srikumar;,University of Utah;,Poster,,http://proceedings.mlr.press/v48/panb16.pdf
