Index,Title,Session/Area,Authors,Affiliation,Status,OpenReview URL,PDF URL
47,Bayesian and Empirical Bayesian Forests,,Taddy Matthew;Chun-Sheng Chen;Jun Yu;Mitch Wyle;,University of Chicago;eBay Inc.;,Poster,,http://proceedings.mlr.press/v37/matthew15.pdf
48,Bayesian Multiple Target Localization,,Purnima Rajan;Weidong Han;Raphael Sznitman;Peter Frazier;Bruno Jedynak;,Johns Hopkins University;Princeton University;University of Bern;Cornell University;,Poster,,http://proceedings.mlr.press/v37/rajan15.pdf
49,BilBOWA: Fast Bilingual Distributed Representations without Word Alignments,,Stephan Gouws;Yoshua Bengio;Greg Corrado;,Google;Université de Montréal;,Poster,,http://proceedings.mlr.press/v37/gouws15.pdf
50,Bimodal Modelling of Source Code and Natural Language,,Miltos Allamanis;Daniel Tarlow;Andrew Gordon;Yi Wei;,University of Edinburgh;Microsoft;,Poster,,http://proceedings.mlr.press/v37/allamanis15.pdf
51,Binary Embedding: Fundamental Limits and Fast Algorithm,,Xinyang Yi;Constantine Caramanis;Eric Price;,University of Texas at Austin;,Poster,,http://proceedings.mlr.press/v37/yi15.pdf
52,Bipartite Edge Prediction via Transductive Learning over Product Graphs,,Hanxiao Liu;Yiming Yang;,Carnegie Mellon University;,Poster,,http://proceedings.mlr.press/v37/liuc15.pdf
53,Blitz: A Principled Meta-Algorithm for Scaling Sparse Optimization,,Tyler Johnson;Carlos Guestrin;,University of Washington;,Poster,,http://proceedings.mlr.press/v37/johnson15.pdf
54,Boosted Categorical Restricted Boltzmann Machine for Computational Prediction of Splice Junctions,,Taehoon Lee;Sungroh Yoon;,Seoul National University;,Poster,,http://proceedings.mlr.press/v37/leeb15.pdf
55,Budget Allocation Problem with Multiple Advertisers: A Game Theoretic View,,Takanori Maehara;Akihiro Yabe;Ken-ichi Kawarabayashi;,Shizuoka University;Japan Science and Technology Agency;NEC Corporation;National Institute of Informatics;,Poster,,http://proceedings.mlr.press/v37/maehara15.pdf
56,Cascading Bandits: Learning to Rank in the Cascade Model,,Branislav Kveton;Csaba Szepesvari;Zheng Wen;Azin Ashkan;,Adobe;University of Alberta;Yahoo;Technicolor;,Poster,,http://proceedings.mlr.press/v37/kveton15.pdf
57,Causal Inference by Identification of Vector Autoregressive Processes with Hidden Components,,Philipp Geiger;Kun Zhang;Bernhard Schoelkopf;Mingming Gong;Dominik Janzing;,Max Planck Institute for Intelligent Systems;University of Southern California;University of Technology Sydney;,Poster,,http://proceedings.mlr.press/v37/geiger15.pdf
58,Celeste: Variational inference for a generative model of astronomical images,,Jeffrey Regier;Andrew Miller;Jon McAuliffe;Ryan Adams;Matt Hoffman;Dustin Lang;David Schlegel;Mr Prabhat;,"University of California, Berkeley;Harvard University;Adobe;Carnegie Mellon University;Lawrence Berkeley National Laboratory;",Poster,,http://proceedings.mlr.press/v37/regier15.pdf
59,Cheap Bandits,,Manjesh Hanawal;Venkatesh Saligrama;Michal Valko;Remi Munos;,Boston University;INRIA Lille - Nord Europe;INRIA;Google;,Poster,,http://proceedings.mlr.press/v37/hanawal15.pdf
60,Classification with Low Rank and Missing Data,,Elad Hazan;Roi Livni;Yishay Mansour;,Princeton University;Microsoft;Hebrew University of Jerusalem;Tel Aviv University;,Poster,,http://proceedings.mlr.press/v37/hazan15.pdf
61,Community Detection Using Time-Dependent Personalized PageRank,,Haim Avron;Lior Horesh;,IBM;,Poster,,http://proceedings.mlr.press/v37/avron15.pdf
62,Complete Dictionary Recovery Using Nonconvex Optimization,,Ju Sun;Qing Qu;John Wright;,Columbia University;,Poster,,http://proceedings.mlr.press/v37/sund15.pdf
63,Complex Event Detection using Semantic Saliency and Nearly-Isotonic SVM,,Xiaojun Chang;Yi Yang;Eric Xing;Yaoliang Yu;,University of Technology Sydney;Carnegie Mellon University;,Poster,,http://proceedings.mlr.press/v37/changa15.pdf
64,Compressing Neural Networks with the Hashing Trick,,Wenlin Chen;James Wilson;Stephen Tyree;Kilian Weinberger;Yixin Chen;,Washington University in St. Louis;NVIDIA;,Poster,,http://proceedings.mlr.press/v37/chenc15.pdf
65,Consistent estimation of dynamic and multi-layer block models,,Qiuyi Han;Kevin Xu;Edoardo Airoldi;,Harvard University;Technicolor Research;,Poster,,http://proceedings.mlr.press/v37/hanb15.pdf
66,Consistent Multiclass Algorithms for Complex Performance Measures,,Harikrishna Narasimhan;Harish Ramaswamy;Aadirupa Saha;Shivani Agarwal;,Indian Institute of Science;,Poster,,http://proceedings.mlr.press/v37/narasimhanb15.pdf
67,Context-based Unsupervised Data Fusion for Decision Making,,Erfan Soltanmohammadi;Mort Naraghi-Pour;Mihaela Schaar;,"Marvell Semiconductor, Inc.;Louisiana State University;University of California, Los Angeles;",Poster,,http://proceedings.mlr.press/v37/soltanmohammadi15.pdf
68,Controversy in mechanistic modelling with Gaussian processes,,Benn Macdonald;Catherine Higham;Dirk Husmeier;,University of Glasgow;,Poster,,http://proceedings.mlr.press/v37/macdonald15.pdf
69,Convergence rate of Bayesian tensor estimator and its minimax optimality,,Taiji Suzuki;,Tokyo Institute of Technology;Japan Science and Technology Agency;,Poster,,http://proceedings.mlr.press/v37/suzuki15.pdf
70,Convex Calibrated Surrogates for Hierarchical Classification,,Harish Ramaswamy;Ambuj Tewari;Shivani Agarwal;,Indian Institute of Science;University of Michigan;,Poster,,http://proceedings.mlr.press/v37/ramaswamy15.pdf
71,Convex Formulation for Learning from Positive and Unlabeled Data,,Marthinus Du Plessis;Gang Niu;Masashi Sugiyama;,University of Tokyo;Baidu;,Poster,,http://proceedings.mlr.press/v37/plessis15.pdf
72,Convex Learning of Multiple Tasks and their Structure,,Carlo Ciliberto;Youssef Mroueh;Tomaso Poggio;Lorenzo Rosasco;,Istituto Italiano di Tecnologia;Massachusetts Institute of Technology;Università di Genova;,Poster,,http://proceedings.mlr.press/v37/ciliberto15.pdf
73,Coordinate Descent Converges Faster with the Gauss-Southwell Rule Than Random Selection,,Julie Nutini;Mark Schmidt;Issam Laradji;Michael Friedlander;Hoyt Koepke;,"University of British Columbia;University of California, Davis;Dato;",Poster,,http://proceedings.mlr.press/v37/nutini15.pdf
74,Coresets for Nonparametric Estimation - the Case of DP-Means,,Olivier Bachem;Mario Lucic;Andreas Krause;,ETH Zurich;,Poster,,http://proceedings.mlr.press/v37/bachem15.pdf
75,Correlation Clustering in Data Streams,,KookJin Ahn;Graham Cormode;Sudipto Guha;Andrew McGregor;Anthony Wirth;,University of Pennsylvania;Google;University of Warwick;University of Massachusetts Amherst;University of Melbourne;,Poster,,http://proceedings.mlr.press/v37/ahn15.pdf
76,Counterfactual Risk Minimization: Learning from Logged Bandit Feedback,,Adith Swaminathan;Thorsten Joachims;,Cornell University;,Poster,,http://proceedings.mlr.press/v37/swaminathan15.pdf
77,CUR Algorithm for Partially Observed Matrices,,Miao Xu;Rong Jin;Zhi-Hua Zhou;,Nanjing University;Collaborative Innovation Center of Novel Software Technology and Industrialization;Alibaba Group;,Poster,,http://proceedings.mlr.press/v37/xua15.pdf
78,Dealing with small data: On the generalization of context trees,,Ralf Eggeling;Mikko Koivisto;Ivo Grosse;,Martin Luther University Halle-Wittenberg;University of Helsinki;German Center for Integrative Biodiversity Research;,Poster,,http://proceedings.mlr.press/v37/eggeling15.pdf
79,Deep Edge-Aware Filters,,Li Xu;Jimmy Ren;Qiong Yan;Renjie Liao;Jiaya Jia;,SenseTime Group Limited;Chinese University of Hong Kong;,Poster,,http://proceedings.mlr.press/v37/xub15.pdf
80,Deep Learning with Limited Numerical Precision,,Suyog Gupta;Ankur Agrawal;Kailash Gopalakrishnan;Pritish Narayanan;,IBM;,Poster,,http://proceedings.mlr.press/v37/gupta15.pdf
81,Deep Unsupervised Learning using Nonequilibrium Thermodynamics,,Jascha Sohl-Dickstein;Eric Weiss;Niru Maheswaranathan;Surya Ganguli;,"Stanford University;University of California, Berkeley;",Poster,,http://proceedings.mlr.press/v37/sohl-dickstein15.pdf
82,Deterministic Independent Component Analysis,,Ruitong Huang;Andras Gyorgy;Csaba Szepesvári;,University of Alberta;,Poster,,http://proceedings.mlr.press/v37/huangb15.pdf
83,Differentially Private Bayesian Optimization,,Matt Kusner;Jacob Gardner;Roman Garnett;Kilian Weinberger;,Washington University in St. Louis;,Poster,,http://proceedings.mlr.press/v37/kusnera15.pdf
84,DiSCO: Distributed Optimization for Self-Concordant Empirical Loss,,Yuchen Zhang;Xiao Lin;,"University of California, Berkeley;Microsoft;",Poster,,http://proceedings.mlr.press/v37/zhangb15.pdf
85,Discovering Temporal Causal Relations from Subsampled Data,,Mingming Gong;Kun Zhang;Bernhard Schoelkopf;Dacheng Tao;Philipp Geiger;,University of Technology Sydney;Max Planck Institute for Intelligent Systems;University of Southern California;,Poster,,http://proceedings.mlr.press/v37/gongb15.pdf
86,Distributed Box-Constrained Quadratic Optimization for Dual Linear SVM,,Ching-Pei Lee;Dan Roth;,University of Illinois Urbana-Champaign;,Poster,,http://proceedings.mlr.press/v37/leea15.pdf
87,Distributed Estimation of Generalized Matrix Rank: Efficient Algorithms and Lower Bounds,,Yuchen Zhang;Martin Wainwright;Michael Jordan;,"University of California, Berkeley;",Poster,,http://proceedings.mlr.press/v37/zhangc15.pdf
88,Distributed Gaussian Processes,,Marc Deisenroth;Jun Wei Ng;,Imperial College London;,Poster,,http://proceedings.mlr.press/v37/deisenroth15.pdf
89,Distributed Inference for Dirichlet Process Mixture Models,,Hong Ge;Yutian Chen;Moquan Wan;Zoubin Ghahramani;,University of Cambridge;,Poster,,http://proceedings.mlr.press/v37/gea15.pdf
90,"Distributional Rank Aggregation, and an Axiomatic Analysis",,Adarsh Prasad;Harsh Pareek;Pradeep Ravikumar;,University of Texas at Austin;,Poster,,http://proceedings.mlr.press/v37/prasad15.pdf
91,Double Nyström Method: An Efficient and Accurate Nyström Scheme for Large-Scale Data Sets,,Woosang Lim;Minhwan Kim;Haesun Park;Kyomin Jung;,KAIST;LG;Georgia Institute of Technology;Seoul National University;,Poster,,http://proceedings.mlr.press/v37/lima15.pdf
92,DP-space: Bayesian Nonparametric Subspace Clustering with Small-variance Asymptotics,,Yining Wang;Jun Zhu;,Carnegie Mellon University;Tsinghua University;,Poster,,http://proceedings.mlr.press/v37/wanga15.pdf
93,DRAW: A Recurrent Neural Network For Image Generation,,Karol Gregor;Ivo Danihelka;Alex Graves;Danilo Rezende;Daan Wierstra;,Google;,Poster,,http://proceedings.mlr.press/v37/gregor15.pdf
94,Dynamic Sensing: Better Classification under Acquisition Constraints,,Oran Richman;Shie Mannor;,Technion - Israel Institute of Technology;,Poster,,http://proceedings.mlr.press/v37/richman15.pdf
95,Efficient Learning in Large-Scale Combinatorial Semi-Bandits,,Zheng Wen;Branislav Kveton;Azin Ashkan;,Yahoo;Adobe;Technicolor;,Poster,,http://proceedings.mlr.press/v37/wen15.pdf
96,Efficient Training of LDA on a GPU by Mean-for-Mode Estimation,,Jean-Baptiste Tristan;Joseph Tassarotti;Guy Steele;,Oracle Labs;Carnegie Mellon University;,Poster,,http://proceedings.mlr.press/v37/tristan15.pdf
97,Enabling scalable stochastic gradient-based inference for Gaussian processes by employing the Unbiased LInear System SolvEr (ULISSE),,Maurizio Filippone;Raphael Engler;,University of Glasgow;,Poster,,http://proceedings.mlr.press/v37/filippone15.pdf
98,Entropic Graph-based Posterior Regularization,,Maxwell Libbrecht;Michael Hoffman;Jeff Bilmes;William Noble;,University of Washington;Princess Margaret Cancer Centre;,Poster,,http://proceedings.mlr.press/v37/libbrecht15.pdf
99,Entropy evaluation based on confidence intervals of frequency estimates : Application to the learning of decision trees,,Mathieu Serrurier;Henri Prade;,Université Paul Sabatier;University of Technology Sydney;,Poster,,http://proceedings.mlr.press/v37/serrurier15.pdf
100,Entropy-Based Concentration Inequalities for Dependent Variables,,Liva Ralaivola;Massih-Reza Amini;,Aix-Marseille University;University Grenoble Alpes;,Poster,,http://proceedings.mlr.press/v37/ralaivola15.pdf
101,Exponential Integration for Hamiltonian Monte Carlo,,Wei-Lun Chao;Justin Solomon;Dominik Michels;Fei Sha;,University of Southern California;Stanford University;,Poster,,http://proceedings.mlr.press/v37/chao15.pdf
102,Fast Kronecker Inference in Gaussian Processes with non-Gaussian Likelihoods,,Seth Flaxman;Andrew Wilson;Daniel Neill;Hannes Nickisch;Alex Smola;,Carnegie Mellon University;Philips Research;Marianas Labs;,Poster,,http://proceedings.mlr.press/v37/flaxman15.pdf
103,Faster cover trees,,Mike Izbicki;Christian Shelton;,"University of California, Riverside;",Poster,,http://proceedings.mlr.press/v37/izbicki15.pdf
104,Faster Rates for the Frank-Wolfe Method over Strongly-Convex Sets,,Dan Garber;Elad Hazan;,Technion - Israel Institute of Technology;Princeton University;,Poster,,http://proceedings.mlr.press/v37/garbera15.pdf
105,Feature-Budgeted Random Forest,,Feng Nan;Joseph Wang;Venkatesh Saligrama;,Boston University;,Poster,,http://proceedings.mlr.press/v37/nan15.pdf
106,Fictitious Self-Play in Extensive-Form Games,,Johannes Heinrich;Marc Lanctot;David Silver;,University College London;Google;,Poster,,http://proceedings.mlr.press/v37/heinrich15.pdf
107,Finding Galaxies in the Shadows of Quasars with Gaussian Processes,,Roman Garnett;Shirley Ho;Jeff Schneider;,Washington University in St. Louis;Carnegie Mellon University;,Poster,,http://proceedings.mlr.press/v37/garnett15.pdf
108,Finding Linear Structure in Large Datasets with Scalable Canonical Correlation Analysis,,Zhuang Ma;Yichao Lu;Dean Foster;,University of Pennsylvania;,Poster,,http://proceedings.mlr.press/v37/maa15.pdf
109,Fixed-point algorithms for learning determinantal point processes,,Zelda Mariet;Suvrit Sra;,Massachusetts Institute of Technology;,Poster,,http://proceedings.mlr.press/v37/mariet15.pdf
110,Following the Perturbed Leader for Online Structured Learning,,Alon Cohen;Tamir Hazan;,University of Haifa;,Poster,,http://proceedings.mlr.press/v37/cohena15.pdf
111,From Word Embeddings To Document Distances,,Matt Kusner;Yu Sun;Nicholas Kolkin;Kilian Weinberger;,Washington University in St. Louis;,Poster,,http://proceedings.mlr.press/v37/kusnerb15.pdf
112,Functional Subspace Clustering with Application to Time Series,,Mohammad Taha Bahadori;David Kale;Yingying Fan;Yan Liu;,University of Southern California;Children’s Hospital Los Angeles;,Poster,,http://proceedings.mlr.press/v37/bahadori15.pdf
113,Gated Feedback Recurrent Neural Networks,,Junyoung Chung;Caglar Gulcehre;Kyunghyun Cho;Yoshua Bengio;,Université de Montréal;CIFAR;,Poster,,http://proceedings.mlr.press/v37/chung15.pdf
114,Generalization error bounds for learning to rank: Does the length of document lists matter?,,Ambuj Tewari;Sougata Chaudhuri;,University of Michigan;,Poster,,http://proceedings.mlr.press/v37/tewari15.pdf
115,Generative Moment Matching Networks,,Yujia Li;Kevin Swersky;Rich Zemel;,University of Toronto;Canadian Institute for Advanced Research;,Poster,,http://proceedings.mlr.press/v37/li15.pdf
116,Geometric Conditions for Subspace-Sparse Recovery,,Chong You;Rene Vidal;,Johns Hopkins University;,Poster,,http://proceedings.mlr.press/v37/you15.pdf
117,Global Convergence of Stochastic Gradient Descent for Some Non-convex Matrix Problems,,Christopher De Sa;Christopher Re;Kunle Olukotun;,Stanford University;,Poster,,http://proceedings.mlr.press/v37/sa15.pdf
118,Gradient-based Hyperparameter Optimization through Reversible Learning,,Dougal Maclaurin;David Duvenaud;Ryan Adams;,Harvard University;,Poster,,http://proceedings.mlr.press/v37/maclaurin15.pdf
119,Guaranteed Tensor Decomposition: A Moment Approach,,Gongguo Tang;Parikshit Shah;,Colorado School of Mines;Yahoo!;,Poster,,http://proceedings.mlr.press/v37/tanga15.pdf
120,Harmonic Exponential Families on Manifolds,,Taco Cohen;Max Welling;,"University of Amsterdam;University of California, Irvine;Canadian Institute for Advanced Research;",Poster,,http://proceedings.mlr.press/v37/cohenb15.pdf
121,Hashing for Distributed Data,,Cong Leng;Jiaxiang Wu;Jian Cheng;Xi Zhang;Hanqing Lu;,Chinese Academy of Sciences;,Poster,,http://proceedings.mlr.press/v37/leng15.pdf
122,HawkesTopic: A Joint Model for Network Inference and Topic Modeling from Text-Based Cascades,,Xinran He;Theodoros Rekatsinas;James Foulds;Lise Getoor;Yan Liu;,"University of Southern California;University of Maryland;University of California, Santa Cruz;",Poster,,http://proceedings.mlr.press/v37/he15.pdf
123,Hidden Markov Anomaly Detection,,Nico Goernitz;Mikio Braun;Marius Kloft;,Berlin Institute of Technology;Humboldt University of Berlin;,Poster,,http://proceedings.mlr.press/v37/goernitz15.pdf
124,High Confidence Policy Improvement,,Philip Thomas;Georgios Theocharous;Mohammad Ghavamzadeh;,University of Massachusetts Amherst;Adobe;INRIA;,Poster,,http://proceedings.mlr.press/v37/thomas15.pdf
125,High Dimensional Bayesian Optimisation and Bandits via Additive Models,,Kirthevasan Kandasamy;Jeff Schneider;Barnabas Poczos;,Carnegie Mellon University;,Poster,,http://proceedings.mlr.press/v37/kandasamy15.pdf
126,How Can Deep Rectifier Networks Achieve Linear Separability and Preserve Distances?,,Senjian An;Farid Boussaid;Mohammed Bennamoun;,University of Western Australia;,Poster,,http://proceedings.mlr.press/v37/an15.pdf
127,How Hard is Inference for Structured Prediction?,,Amir Globerson;Tim Roughgarden;David Sontag;Cafer Yildirim;,Hebrew University of Jerusalem;Stanford University;New York University;;,Poster,,http://proceedings.mlr.press/v37/globerson15.pdf
128,Improved Regret Bounds for Undiscounted Continuous Reinforcement Learning,,K. Lakshmanan;Ronald Ortner;Daniil Ryabko;,Montanuniversität Leoben;INRIA;,Poster,,http://proceedings.mlr.press/v37/lakshmanan15.pdf
129,Improving the Gaussian Process Sparse Spectrum Approximation by Representing Uncertainty in Frequency Inputs,,Yarin Gal;Richard Turner;,University of Cambridge;,Poster,,http://proceedings.mlr.press/v37/galb15.pdf
130,Inference in a Partially Observed Queuing Model with Applications in Ecology,,Kevin Winner;Garrett Bernstein;Dan Sheldon;,University of Massachusetts Amherst;Mount Holyoke College;,Poster,,http://proceedings.mlr.press/v37/winner15.pdf
131,Inferring Graphs from Cascades: A Sparse Recovery Framework,,Jean Pouget-Abadie;Thibaut Horel;,Harvard University;,Poster,,http://proceedings.mlr.press/v37/pouget-abadie15.pdf
