Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL
18,Inducing Stackelberg Equilibrium through Spatio-Temporal Sequential Decision-Making in Multi-Agent Reinforcement Learning,Agent-based and Multi-agent Systems,Bin Zhang;Lijuan Li;Zhiwei Xu;Dapeng Li;Guoliang Fan;,Chinese Academy of Sciences;University of Chinese Academy of Sciences;,China;,Poster,https://www.ijcai.org/proceedings/2023/40,https://www.ijcai.org/proceedings/2023/0040.pdf
19,Learning Dissemination Strategies for External Sources in Opinion Dynamic Models with Cognitive Biases,Agent-based and Multi-agent Systems,Abdullah Al Maruf;Luyao Niu;Bhaskar Ramasubramanian;Andrew Clark;Radha Poovendran;,University of Washington;Western Washington University;Washington University in St. Louis;,United States;,Poster,https://www.ijcai.org/proceedings/2023/1,https://www.ijcai.org/proceedings/2023/0001.pdf
20,Learning in Multi-Memory Games Triggers Complex Dynamics Diverging from Nash Equilibrium,Agent-based and Multi-agent Systems,Yuma Fujimoto;Kaito Ariu;Kenshi Abe;,"SOKENDAI;University of Tokyo;CyberAgent, Inc.;KTH Royal Institute of Technology;",Japan;Sweden;,Poster,https://www.ijcai.org/proceedings/2023/14,https://www.ijcai.org/proceedings/2023/0014.pdf
21,Learning to Send Reinforcements: Coordinating Multi-Agent Dynamic Police Patrol Dispatching and Rescheduling via Reinforcement Learning,Agent-based and Multi-agent Systems,Waldy Joe;Hoong Chuin Lau;,Singapore Management University;,Singapore;,Poster,https://www.ijcai.org/proceedings/2023/18,https://www.ijcai.org/proceedings/2023/0018.pdf
22,Measuring Acoustics with Collaborative Multiple Agents,Agent-based and Multi-agent Systems,Yinfeng Yu;Changan Chen;Lele Cao;Fangkai Yang;Fuchun Sun;,Tsinghua University;Xinjiang University;University of Texas at Austin;EQT Group;Microsoft;,China;United States;Sweden;,Poster,https://www.ijcai.org/proceedings/2023/38,https://www.ijcai.org/proceedings/2023/0038.pdf
23,Modeling Moral Choices in Social Dilemmas with Multi-Agent Reinforcement Learning,Agent-based and Multi-agent Systems,Elizaveta Tennant;Stephen Hailes;Mirco Musolesi;,University College London;University of Bologna;,United Kingdom;Italy;,Poster,https://www.ijcai.org/proceedings/2023/36,https://www.ijcai.org/proceedings/2023/0036.pdf
24,Multi-Agent Intention Recognition and Progression,Agent-based and Multi-agent Systems,Michael Dann;Yuan Yao;Natasha Alechina;Brian Logan;Felipe Meneguzzi;John Thangarajah;,RMIT University;University of Nottingham;Utrecht University;University of Aberdeen;,Australia;China;Netherlands;United Kingdom;,Poster,https://www.ijcai.org/proceedings/2023/11,https://www.ijcai.org/proceedings/2023/0011.pdf
25,Multi-Agent Systems with Quantitative Satisficing Goals,Agent-based and Multi-agent Systems,Senthil Rajasekaran;Suguman Bansal;Moshe Y. Vardi;,Rice University;Georgia Institute of Technology;,United States;,Poster,https://www.ijcai.org/proceedings/2023/32,https://www.ijcai.org/proceedings/2023/0032.pdf
26,Norm Deviation in Multiagent Systems: A Foundation for Responsible Autonomy,Agent-based and Multi-agent Systems,Amika M. Singh;Munindar P. Singh;,Harvard University;North Carolina State University;,United States;,Poster,https://www.ijcai.org/proceedings/2023/33,https://www.ijcai.org/proceedings/2023/0033.pdf
27,On a Voter Model with Context-Dependent Opinion Adoption,Agent-based and Multi-agent Systems,Luca Becchetti;Vincenzo Bonifaci;Emilio Cruciani;Francesco Pasquale;,Sapienza University of Rome;Roma Tre University;Paris-Lodron University of Salzburg;Tor Vergata University;,Italy;Austria;,Poster,https://www.ijcai.org/proceedings/2023/5,https://www.ijcai.org/proceedings/2023/0005.pdf
28,On the Role of Memory in Robust Opinion Dynamics,Agent-based and Multi-agent Systems,Luca Becchetti;Andrea Clementi;Amos Korman;Francesco Pasquale;Luca Trevisan;Robin Vacus;,Sapienza University of Rome;Tor Vergata University of Rome;CNRS;Bocconi University;,Italy;Israel;France;,Poster,https://www.ijcai.org/proceedings/2023/4,https://www.ijcai.org/proceedings/2023/0004.pdf
29,Optimal Anytime Coalition Structure Generation Utilizing Compact Solution Space Representation,Agent-based and Multi-agent Systems,Redha Taguelmimt;Samir Aknine;Djamila Boukredera;Narayan Changder;Tuomas Sandholm;,"University of Lyon;University of Bejaia;TCG Centres for Research and Education in Science and Technology;Carnegie Mellon University;Strategic Machine, Inc.;Strategy Robot, Inc.;Optimized Markets, Inc.;",France;Algeria;India;United States;,Poster,https://www.ijcai.org/proceedings/2023/35,https://www.ijcai.org/proceedings/2023/0035.pdf
30,Principal-Agent Boolean Games,Agent-based and Multi-agent Systems,David Hyland;Julian Gutierrez;Michael Wooldridge;,University of Oxford;Monash University;,United Kingdom;Australia;,Poster,https://www.ijcai.org/proceedings/2023/17,https://www.ijcai.org/proceedings/2023/0017.pdf
31,Probabilistic Planning with Prioritized Preferences over Temporal Logic Objectives,Agent-based and Multi-agent Systems,Lening Li;Hazhar Rahmani;Jie Fu;,Worcester Polytechnic Institute;University of Florida;,United States;,Poster,https://www.ijcai.org/proceedings/2023/22,https://www.ijcai.org/proceedings/2023/0022.pdf
32,Proportionally Fair Online Allocation of Public Goods with Predictions,Agent-based and Multi-agent Systems,Siddhartha Banerjee;Vasilis Gkatzelis;Safwan Hossain;Billy Jin;Evi Micha;Nisarg Shah;,Cornell University;Drexel University;Harvard University;University of Toronto;,United States;Canada;,Poster,https://www.ijcai.org/proceedings/2023/3,https://www.ijcai.org/proceedings/2023/0003.pdf
33,Quick Multi-Robot Motion Planning by Combining Sampling and Search,Agent-based and Multi-agent Systems,Keisuke Okumura;Xavier Défago;,National Institute of Advanced Industrial Science and Technology;University of Cambridge;Tokyo Institute of Technology;,Japan;United Kingdom;,Poster,https://www.ijcai.org/proceedings/2023/29,https://www.ijcai.org/proceedings/2023/0029.pdf
34,Safe Multi-agent Learning via Trapping Regions,Agent-based and Multi-agent Systems,Aleksander Czechowski;Frans A. Oliehoek;,Delft University of Technology;,Netherlands;,Poster,https://www.ijcai.org/proceedings/2023/10,https://www.ijcai.org/proceedings/2023/0010.pdf
35,Scalable Communication for Multi-Agent Reinforcement Learning via Transformer-Based Email Mechanism,Agent-based and Multi-agent Systems,Xudong Guo;Daming Shi;Wenhui Fan;,Tsinghua University;,China;,Poster,https://www.ijcai.org/proceedings/2023/15,https://www.ijcai.org/proceedings/2023/0015.pdf
36,Scalable Verification of Strategy Logic through Three-Valued Abstraction,Agent-based and Multi-agent Systems,Francesco Belardinelli;Angelo Ferrando;Wojciech Jamroga;Vadim Malvone;Aniello Murano;,Imperial College London;University of Genoa;University of Luxembourg;Polish Academy of Sciences;Telecom Paris;University of Naples Federico II;,United Kingdom;Italy;Luxembourg;Poland;France;,Poster,https://www.ijcai.org/proceedings/2023/6,https://www.ijcai.org/proceedings/2023/0006.pdf
37,Synthesizing Resilient Strategies for Infinite-Horizon Objectives in Multi-Agent Systems,Agent-based and Multi-agent Systems,David Klaška;Antonín Kučera;Martin Kurečka;Vít Musil;Petr Novotný;Vojtěch Řehák;,Masaryk University;,Czech Republic;,Poster,https://www.ijcai.org/proceedings/2023/20,https://www.ijcai.org/proceedings/2023/0020.pdf
38,The #DNN-Verification Problem: Counting Unsafe Inputs for Deep Neural Networks,Agent-based and Multi-agent Systems,Luca Marzari;Davide Corsi;Ferdinando Cicalese;Alessandro Farinelli;,University of Verona;,Italy;,Poster,https://www.ijcai.org/proceedings/2023/25,https://www.ijcai.org/proceedings/2023/0025.pdf
39,Towards a Better Understanding of Learning with Multiagent Teams,Agent-based and Multi-agent Systems,David Radke;Kate Larson;Tim Brecht;Kyle Tilbury;,University of Waterloo;,Canada;,Poster,https://www.ijcai.org/proceedings/2023/31,https://www.ijcai.org/proceedings/2023/0031.pdf
40,"Why Rumors Spread Fast in Social Networks, and How to Stop It",Agent-based and Multi-agent Systems,Ahad N. Zehmakan;Charlotte Out;Sajjad Hesamipour Khelejan;,Australian National University;University of Cambridge;Trinity College Dublin;,Australia;United Kingdom;Ireland;,Poster,https://www.ijcai.org/proceedings/2023/27,https://www.ijcai.org/proceedings/2023/0027.pdf
41,Advancing Post-Hoc Case-Based Explanation with Feature Highlighting,"AI Ethics, Trust, Fairness",Eoin M. Kenny;Eoin Delaney;Mark T. Keane;,Massachusetts Institute of Technology;University College Dublin;Insight Centre for Data Analytics;VistaMilk SFI Research Centre;,United States;Ireland;,Poster,https://www.ijcai.org/proceedings/2023/48,https://www.ijcai.org/proceedings/2023/0048.pdf
42,Adversarial Behavior Exclusion for Safe Reinforcement Learning,"AI Ethics, Trust, Fairness",Md Asifur Rahman;Tongtong Liu;Sarra Alqahtani;,Wake Forest University;,United States;,Poster,https://www.ijcai.org/proceedings/2023/54,https://www.ijcai.org/proceedings/2023/0054.pdf
43,Analyzing Intentional Behavior in Autonomous Agents under Uncertainty,"AI Ethics, Trust, Fairness",Filip Cano Córdoba;Samuel Judson;Timos Antonopoulos;Katrine Bjørner;Nicholas Shoemaker;Scott J. Shapiro;Ruzica Piskac;Bettina Könighofer;,Graz University of Technology;Yale University;New York University;,Austria;United States;,Poster,https://www.ijcai.org/proceedings/2023/42,https://www.ijcai.org/proceedings/2023/0042.pdf
44,Choose your Data Wisely: A Framework for Semantic Counterfactuals,"AI Ethics, Trust, Fairness",Edmund Dervakos;Konstantinos Thomas;Giorgos Filandrianos;Giorgos Stamou;,National Technical University of Athens;,Greece;,Poster,https://www.ijcai.org/proceedings/2023/43,https://www.ijcai.org/proceedings/2023/0043.pdf
45,Explanation-Guided Reward Alignment,"AI Ethics, Trust, Fairness",Saaduddin Mahmud;Sandhya Saisubramanian;Shlomo Zilberstein;,University of Massachusetts Amherst;Oregon State University;,United States;,Poster,https://www.ijcai.org/proceedings/2023/53,https://www.ijcai.org/proceedings/2023/0053.pdf
46,Fairness via Group Contribution Matching,"AI Ethics, Trust, Fairness",Tianlin Li;Zhiming Li;Anran Li;Mengnan Du;Aishan Liu;Qing Guo;Guozhu Meng;Yang Liu;,Nanyang Technological University;New Jersey Institute of Technology;Beihang University;A*STAR Institute of High Performance Computing;A*STAR;Chinese Academy of Sciences;Zhejiang Sci-Tech University;,Singapore;United States;China;,Poster,https://www.ijcai.org/proceedings/2023/49,https://www.ijcai.org/proceedings/2023/0049.pdf
47,"FEAMOE: Fair, Explainable and Adaptive Mixture of Experts","AI Ethics, Trust, Fairness",Shubham Sharma;Jette Henderson;Joydeep Ghosh;,University of Texas at Austin;TecnoTree;,United States;;,Poster,https://www.ijcai.org/proceedings/2023/55,https://www.ijcai.org/proceedings/2023/0055.pdf
48,Group Fairness in Set Packing Problems,"AI Ethics, Trust, Fairness",Sharmila Duppala;Juan Luque;John Dickerson;Aravind Srinivasan;,University of Maryland;,United States;,Poster,https://www.ijcai.org/proceedings/2023/44,https://www.ijcai.org/proceedings/2023/0044.pdf
49,Incentivizing Recourse through Auditing in Strategic Classification,"AI Ethics, Trust, Fairness",Andrew Estornell;Yatong Chen;Sanmay Das;Yang Liu;Yevgeniy Vorobeychik;,"Washington University in St. Louis;University of California, Santa Cruz;George Mason University;",United States;,Poster,https://www.ijcai.org/proceedings/2023/45,https://www.ijcai.org/proceedings/2023/0045.pdf
50,Moral Planning Agents with LTL Values,"AI Ethics, Trust, Fairness",Umberto Grandi;Emiliano Lorini;Timothy Parker;,University of Toulouse;,France;,Poster,https://www.ijcai.org/proceedings/2023/47,https://www.ijcai.org/proceedings/2023/0047.pdf
51,Negative Flux Aggregation to Estimate Feature Attributions,"AI Ethics, Trust, Fairness",Xin Li;Deng Pan;Chengyin Li;Yao Qiang;Dongxiao Zhu;,Wayne State University;,United States;,Poster,https://www.ijcai.org/proceedings/2023/50,https://www.ijcai.org/proceedings/2023/0050.pdf
52,On Adversarial Robustness of Demographic Fairness in Face Attribute Recognition,"AI Ethics, Trust, Fairness",Huimin Zeng;Zhenrui Yue;Lanyu Shang;Yang Zhang;Dong Wang;,University of Illinois Urbana-Champaign;,United States;,Poster,https://www.ijcai.org/proceedings/2023/59,https://www.ijcai.org/proceedings/2023/0059.pdf
53,On the Fairness Impacts of Private Ensembles Models,"AI Ethics, Trust, Fairness",Cuong Tran;Ferdinando Fioretto;,Syracuse University;University of Virginia;,United States;,Poster,https://www.ijcai.org/proceedings/2023/57,https://www.ijcai.org/proceedings/2023/0057.pdf
54,Quantifying Harm,"AI Ethics, Trust, Fairness",Sander Beckers;Hana Chockler;Joseph Y. Halpern;,University of Amsterdam;King’s College London;Cornell University;,Netherlands;United Kingdom;United States;,Poster,https://www.ijcai.org/proceedings/2023/41,https://www.ijcai.org/proceedings/2023/0041.pdf
55,Robust Reinforcement Learning via Progressive Task Sequence,"AI Ethics, Trust, Fairness",Yike Li;Yunzhe Tian;Endong Tong;Wenjia Niu;Jiqiang Liu;,Beijing Jiao Tong University;,China;,Poster,https://www.ijcai.org/proceedings/2023/51,https://www.ijcai.org/proceedings/2023/0051.pdf
56,Sampling Ex-Post Group-Fair Rankings,"AI Ethics, Trust, Fairness",Sruthi Gorantla;Amit Deshpande;Anand Louis;,Indian Institute of Science;Microsoft;,India;,Poster,https://www.ijcai.org/proceedings/2023/46,https://www.ijcai.org/proceedings/2023/0046.pdf
57,"SF-PATE: Scalable, Fair, and Private Aggregation of Teacher Ensembles","AI Ethics, Trust, Fairness",Cuong Tran;Keyu Zhu;Ferdinando Fioretto;Pascal Van Hentenryck;,Syracuse University;Georgia Institute of Technology;University of Virginia;,United States;,Poster,https://www.ijcai.org/proceedings/2023/56,https://www.ijcai.org/proceedings/2023/0056.pdf
58,Statistically Significant Concept-based Explanation of Image Classifiers via Model Knockoffs,"AI Ethics, Trust, Fairness",Kaiwen Xu;Kazuto Fukuchi;Youhei Akimoto;Jun Sakuma;,University of Tsukuba;Tokyo Institute of Technology;RIKEN;,Japan;,Poster,https://www.ijcai.org/proceedings/2023/58,https://www.ijcai.org/proceedings/2023/0058.pdf
59,Towards Robust Gan-Generated Image Detection: A Multi-View Completion Representation,"AI Ethics, Trust, Fairness",Chi Liu;Tianqing Zhu;Sheng Shen;Wanlei Zhou;,University of Technology Sydney;University of Sydney;City University of Macau;,Australia;China;,Poster,https://www.ijcai.org/proceedings/2023/52,https://www.ijcai.org/proceedings/2023/0052.pdf
60,Towards Semantics- and Domain-Aware Adversarial Attacks,"AI Ethics, Trust, Fairness",Jianping Zhang;Yung-Chieh Huang;Weibin Wu;Michael R. Lyu;,Chinese University of Hong Kong;University of Illinois Urbana-Champaign;Sun Yat-sen University;,China;United States;,Poster,https://www.ijcai.org/proceedings/2023/60,https://www.ijcai.org/proceedings/2023/0060.pdf
61,3D Surface Super-resolution from Enhanced 2D Normal Images: A Multimodal-driven Variational AutoEncoder Approach,Computer Vision,Wuyuan Xie;Tengcong Huang;Miaohui Wang;,Shenzhen University;Shenzhen Institute of Artificial Intelligence and Robotics for Society;,China;,Poster,https://www.ijcai.org/proceedings/2023/175,https://www.ijcai.org/proceedings/2023/0175.pdf
62,A Dual Semantic-Aware Recurrent Global-Adaptive Network for Vision-and-Language Navigation,Computer Vision,Liuyi Wang;Zongtao He;Jiagui Tang;Ronghao Dang;Naijia Wang;Chengju Liu;Qijun Chen;,Tongji University;Tongji Artificial Intelligence Research Institute;,China;,Poster,https://www.ijcai.org/proceedings/2023/164,https://www.ijcai.org/proceedings/2023/0164.pdf
63,A Large-Scale Film Style Dataset for Learning Multi-frequency Driven Film Enhancement,Computer Vision,Zinuo Li;Xuhang Chen;Shuqiang Wang;Chi-Man Pun;,University of Macau;Shenzhen Institute of Advanced Technology;,China;,Poster,https://www.ijcai.org/proceedings/2023/129,https://www.ijcai.org/proceedings/2023/0129.pdf
64,A Novel Learnable Interpolation Approach for Scale-Arbitrary Image Super-Resolution,Computer Vision,Jiahao Chao;Zhou Zhou;Hongfan Gao;Jiali Gong;Zhenbing Zeng;Zhengfeng Yang;,East China Normal University;Shanghai University of Finance and Economics;,China;,Poster,https://www.ijcai.org/proceedings/2023/63,https://www.ijcai.org/proceedings/2023/0063.pdf
65,A Solution to Co-occurence Bias: Attributes Disentanglement via Mutual Information Minimization for Pedestrian Attribute Recognition,Computer Vision,Yibo Zhou;Hai-Miao Hu;Jinzuo Yu;Zhenbo Xu;Weiqing Lu;Yuran Cao;,Beihang University;,China;,Poster,https://www.ijcai.org/proceedings/2023/203,https://www.ijcai.org/proceedings/2023/0203.pdf
66,Accurate MRI Reconstruction via Multi-Domain Recurrent Networks,Computer Vision,Jinbao Wei;Zhijie Wang;Kongqiao Wang;Li Guo;Xueyang Fu;Ji Liu;Xun Chen;,University of Science and Technology of China;Zepp Health;,China;,Poster,https://www.ijcai.org/proceedings/2023/169,https://www.ijcai.org/proceedings/2023/0169.pdf
67,Acoustic NLOS Imaging with Cross Modal Knowledge Distillation,Computer Vision,Ui-Hyeon Shin;Seungwoo Jang;Kwangsu Kim;,Sungkyunkwan University;,South Korea;,Poster,https://www.ijcai.org/proceedings/2023/156,https://www.ijcai.org/proceedings/2023/0156.pdf
68,Action Recognition with Multi-stream Motion Modeling and Mutual Information Maximization,Computer Vision,Yuheng Yang;Haipeng Chen;Zhenguang Liu;Yingda Lyu;Beibei Zhang;Shuang Wu;Zhibo Wang;Kui Ren;,Jilin University;Zhejiang University;Zhejiang Lab;Black Sesame Technologies;,China;;,Poster,https://www.ijcai.org/proceedings/2023/184,https://www.ijcai.org/proceedings/2023/0184.pdf
69,Active Visual Exploration Based on Attention-Map Entropy,Computer Vision,Adam Pardyl;Grzegorz Rypeść;Grzegorz Kurzejamski;Bartosz Zieliński;Tomasz Trzciński;,"Institute for Development, Economic Analysis, and Simulation (IDEAS);Jagiellonian University;Warsaw University of Technology;Ardigen;Tooploox;",Poland;,Poster,https://www.ijcai.org/proceedings/2023/145,https://www.ijcai.org/proceedings/2023/0145.pdf
70,Actor-Multi-Scale Context Bidirectional Higher Order Interactive Relation Network for Spatial-Temporal Action Localization,Computer Vision,Jun Yu;Yingshuai Zheng;Shulan Ruan;Qi Liu;Zhiyuan Cheng;Jinze Wu;,"University of Science and Technology of China;State Key Laboratory of Cognitive Intelligence;iFLYTEK Co., Ltd.;",China;,Poster,https://www.ijcai.org/proceedings/2023/186,https://www.ijcai.org/proceedings/2023/0186.pdf
71,Adaptive Sparse ViT: Towards Learnable Adaptive Token Pruning by Fully Exploiting Self-Attention,Computer Vision,Xiangcheng Liu;Tianyi Wu;Guodong Guo;,Peking University;Baidu;,China;,Poster,https://www.ijcai.org/proceedings/2023/136,https://www.ijcai.org/proceedings/2023/0136.pdf
72,"Align, Perturb and Decouple: Toward Better Leverage of Difference Information for RSI Change Detection",Computer Vision,Supeng Wang;Yuxi Li;Ming Xie;Mingmin Chi;Yabiao Wang;Chengjie Wang;Wenbing Zhu;,Fudan University;Tencent;Zhengzhou Zhongke Institute of Integrated Circuit and System Application;Zhongshan PoolNet Technology Ltd;Shanghai Jiao Tong University;Rongcheer;,China;,Poster,https://www.ijcai.org/proceedings/2023/166,https://www.ijcai.org/proceedings/2023/0166.pdf
73,ALL-E: Aesthetics-guided Low-light Image Enhancement,Computer Vision,Ling Li;Dong Liang;Yuanhang Gao;Sheng-Jun Huang;Songcan Chen;,Nanjing University of Aeronautics and Astronautics;MIIT;,China;,Poster,https://www.ijcai.org/proceedings/2023/118,https://www.ijcai.org/proceedings/2023/0118.pdf
74,Analyzing and Combating Attribute Bias for Face Restoration,Computer Vision,Zelin Li;Dan Zeng;Xiao Yan;Qiaomu Shen;Bo Tang;,Southern University of Science and Technology;,China;,Poster,https://www.ijcai.org/proceedings/2023/128,https://www.ijcai.org/proceedings/2023/0128.pdf
75,Answer Mining from a Pool of Images: Towards Retrieval-Based Visual Question Answering,Computer Vision,Abhirama Subramanyam Penamakuri;Manish Gupta;Mithun Das Gupta;Anand Mishra;,Indian Institute of Technology Jodhpur;Microsoft;,India;United States;,Poster,https://www.ijcai.org/proceedings/2023/146,https://www.ijcai.org/proceedings/2023/0146.pdf
76,Appearance Prompt Vision Transformer for Connectome Reconstruction,Computer Vision,Rui Sun;Naisong Luo;Yuwen Pan;Huayu Mai;Tianzhu Zhang;Zhiwei Xiong;Feng Wu;,University of Science and Technology of China;Hefei Comprehensive National Science Center;Deep Space Exploration Lab;,China;;,Poster,https://www.ijcai.org/proceedings/2023/158,https://www.ijcai.org/proceedings/2023/0158.pdf
77,APR: Online Distant Point Cloud Registration through Aggregated Point Cloud Reconstruction,Computer Vision,Quan Liu;Yunsong Zhou;Hongzi Zhu;Shan Chang;Minyi Guo;,Shanghai Jiao Tong University;Donghua University;,China;,Poster,https://www.ijcai.org/proceedings/2023/134,https://www.ijcai.org/proceedings/2023/0134.pdf
78,Bi-level Dynamic Learning  for Jointly Multi-modality Image Fusion and Beyond,Computer Vision,Zhu Liu;Jinyuan Liu;Guanyao Wu;Long Ma;Xin Fan;Risheng Liu;,Dalian University of Technology;,China;,Poster,https://www.ijcai.org/proceedings/2023/138,https://www.ijcai.org/proceedings/2023/0138.pdf
79,Black-box Prompt Tuning for Vision-Language Model as a Service,Computer Vision,Lang Yu;Qin Chen;Jiaju Lin;Liang He;,East China Normal University;,China;,Poster,https://www.ijcai.org/proceedings/2023/187,https://www.ijcai.org/proceedings/2023/0187.pdf
80,Boosting Decision-Based Black-Box Adversarial Attack with Gradient Priors,Computer Vision,Han Liu;Xingshuo Huang;Xiaotong Zhang;Qimai Li;Fenglong Ma;Wei Wang;Hongyang Chen;Hong Yu;Xianchao Zhang;,Dalian University of Technology;Hong Kong Polytechnic University;Pennsylvania State University;Shenzhen MSU-BIT University;Zhejiang Lab;,China;United States;,Poster,https://www.ijcai.org/proceedings/2023/133,https://www.ijcai.org/proceedings/2023/0133.pdf
