Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL
17,Dinkelbach-Type Algorithm for Computing Quantal Stackelberg Equilibrium,Agent-based and Multi-agent Systems,Jakub Cerny;Viliam Lisý;Branislav Bošanský;Bo An;,Nanyang Technological University;Czech Technical University in Prague;,Singapore;Czechia;,Poster,https://www.ijcai.org/proceedings/2020/35,https://www.ijcai.org/proceedings/2020/0035.pdf
18,Efficient Algorithms for Learning Revenue-Maximizing Two-Part Tariffs,Agent-based and Multi-agent Systems,Maria-Florina Balcan;Siddharth Prasad;Tuomas Sandholm;,"Carnegie Mellon University;Optimized Markets, Inc.;Strategy Robot, Inc.;Strategic Machine, Inc.;",United States;,Poster,https://www.ijcai.org/proceedings/2020/47,https://www.ijcai.org/proceedings/2020/0047.pdf
19,"Ethics, Prosperity, and Society: Moral Evaluation Using Virtue Ethics and Utilitarianism",Agent-based and Multi-agent Systems,Aditya Hegde;Vibhav Agarwal;Shrisha Rao;,International Institute of Information Technology;,India;,Poster,https://www.ijcai.org/proceedings/2020/24,https://www.ijcai.org/proceedings/2020/0024.pdf
20,Evaluating Approval-Based Multiwinner Voting in Terms of Robustness to Noise,Agent-based and Multi-agent Systems,Ioannis Caragiannis;Christos Kaklamanis;Nikos Karanikolas;George A. Krimpas;,"University of Patras;Computer Technology Institute ""Diophantus"";",Greece;,Poster,https://www.ijcai.org/proceedings/2020/11,https://www.ijcai.org/proceedings/2020/0011.pdf
21,Evaluating Committees for Representative Democracies: the Distortion and Beyond,Agent-based and Multi-agent Systems,Michał Jaworski;Piotr Skowron;,University of Warsaw;,Poland;,Poster,https://www.ijcai.org/proceedings/2020/28,https://www.ijcai.org/proceedings/2020/0028.pdf
22,Fair Division of Time: Multi-layered Cake Cutting,Agent-based and Multi-agent Systems,Hadi Hosseini;Ayumi Igarashi;Andrew Searns;,Rochester Institute of Technology;National Institute of Informatics;,United States;Japan;,Poster,https://www.ijcai.org/proceedings/2020/26,https://www.ijcai.org/proceedings/2020/0026.pdf
23,Fine-Grained View on Bribery for Group Identification,Agent-based and Multi-agent Systems,Niclas Boehmer;Robert Bredereck;Dušan Knop;Junjie Luo;,Technische Universität Berlin;Czech Technical University in Prague;,Germany;Czech Republic;,Poster,https://www.ijcai.org/proceedings/2020/10,https://www.ijcai.org/proceedings/2020/0010.pdf
24,Flow-Based Network Creation Games,Agent-based and Multi-agent Systems,Hagen Echzell;Tobias Friedrich;Pascal Lenzner;Anna Melnichenko;,,,Poster,https://www.ijcai.org/proceedings/2020/20,https://www.ijcai.org/proceedings/2020/0020.pdf
25,Formalizing Group and Propagated Trust in Multi-Agent Systems,Agent-based and Multi-agent Systems,Nagat Drawel;Jamal Bentahar;Amine Laarej;Gaith Rjoub;,Concordia University;,Canada;,Poster,https://www.ijcai.org/proceedings/2020/9,https://www.ijcai.org/proceedings/2020/0009.pdf
26,Incentive-Compatible Diffusion Auctions,Agent-based and Multi-agent Systems,Bin Li;Dong Hao;Dengji Zhao;,University of Electronic Science and Technology of China;ShanghaiTech University;,China;,Poster,https://www.ijcai.org/proceedings/2020/33,https://www.ijcai.org/proceedings/2020/0033.pdf
27,Intention Progression under Uncertainty,Agent-based and Multi-agent Systems,Yuan Yao;Natasha Alechina;Brian Logan;John Thangarajah;,Zhejiang University of Technology;University of Utrecht;University of Nottingham;RMIT University;,China;Netherlands;United Kingdom;Australia;,Poster,https://www.ijcai.org/proceedings/2020/2,https://www.ijcai.org/proceedings/2020/0002.pdf
28,Keeping Your Friends Close: Land Allocation with Friends,Agent-based and Multi-agent Systems,Edith Elkind;Neel Patel;Alan Tsang;Yair Zick;,University of Oxford;National University of Singapore;,United Kingdom;Singapore;,Poster,https://www.ijcai.org/proceedings/2020/45,https://www.ijcai.org/proceedings/2020/0045.pdf
29,Learning Optimal Temperature Region for Solving Mixed Integer Functional DCOPs,Agent-based and Multi-agent Systems,Saaduddin Mahmud;Md. Mosaddek Khan;Moumita Choudhury;Long Tran-Thanh;Nicholas R. Jennings;,University of Dhaka;University of Southampton;Imperial College London;,Bangladesh;United Kingdom;,Poster,https://www.ijcai.org/proceedings/2020/38,https://www.ijcai.org/proceedings/2020/0038.pdf
30,Logics of Allies and Enemies: A Formal Approach to the Dynamics of Social Balance Theory,Agent-based and Multi-agent Systems,Wiebe Van der Hoek;Louwe Kuijer;Yì Wáng;,University of Liverpool;Zhejiang University;,United Kingdom;China;,Poster,https://www.ijcai.org/proceedings/2020/30,https://www.ijcai.org/proceedings/2020/0030.pdf
31,Maximizing Welfare with Incentive-Aware Evaluation Mechanisms,Agent-based and Multi-agent Systems,Nika Haghtalab;Nicole Immorlica;Brendan Lucier;Jack Z. Wang;,Cornell University;Microsoft;,United States;,Poster,https://www.ijcai.org/proceedings/2020/23,https://www.ijcai.org/proceedings/2020/0023.pdf
32,Maximum Nash Welfare and Other Stories About EFX,Agent-based and Multi-agent Systems,Georgios Amanatidis;Georgios Birmpas;Aris Filos-Ratsikas;Alexandros Hollender;Alexandros A. Voudouris;,University of Essex;University of Amsterdam;Sapienza University of Rome;University of Oxford;University of Liverpool;,United Kingdom;Netherlands;Italy;,Poster,https://www.ijcai.org/proceedings/2020/4,https://www.ijcai.org/proceedings/2020/0004.pdf
33,Mechanism Design for School Choice with Soft Diversity Constraints,Agent-based and Multi-agent Systems,Haris Aziz;Serge Gaspers;Zhaohong Sun;,University of New South Wales;CSIRO;,Australia;,Poster,https://www.ijcai.org/proceedings/2020/22,https://www.ijcai.org/proceedings/2020/0022.pdf
34,Model-Free Real-Time Autonomous Energy Management for a Residential Multi-Carrier Energy System: A Deep Reinforcement Learning Approach,Agent-based and Multi-agent Systems,Yujian Ye;Dawei Qiu;Jonathan Ward;Marcin Abram;,Imperial College London;Fetch.ai;,United Kingdom;,Poster,https://www.ijcai.org/proceedings/2020/48,https://www.ijcai.org/proceedings/2020/0048.pdf
35,Modelling Bounded Rationality in Multi-Agent Interactions by Generalized Recursive Reasoning,Agent-based and Multi-agent Systems,Ying Wen;Yaodong Yang;Jun Wang;,University College London;Huawei;,United Kingdom;,Poster,https://www.ijcai.org/proceedings/2020/58,https://www.ijcai.org/proceedings/2020/0058.pdf
36,Monte-Carlo Tree Search for Scalable Coalition Formation,Agent-based and Multi-agent Systems,Feng Wu;Sarvapali D. Ramchurn;,University of Science and Technology of China;University of Southampton;,China;United Kingdom;,Poster,https://www.ijcai.org/proceedings/2020/57,https://www.ijcai.org/proceedings/2020/0057.pdf
37,On the Complexity of Winner Verification and Candidate Winner for Multiwinner Voting Rules,Agent-based and Multi-agent Systems,Chinmay Sonar;Palash Dey;Neeldhara Misra;,"University of California, Santa Barbara;Indian Institute of Technology Kharagpur;Indian Institute of Technology Gandhinagar;",United States;India;,Poster,https://www.ijcai.org/proceedings/2020/13,https://www.ijcai.org/proceedings/2020/0013.pdf
38,Partial Adversarial Behavior Deception in Security Games,Agent-based and Multi-agent Systems,Thanh H. Nguyen;Arunesh Sinha;He He;,University of Oregon;Singapore Management University;,United States;Singapore;,Poster,https://www.ijcai.org/proceedings/2020/40,https://www.ijcai.org/proceedings/2020/0040.pdf
39,Participatory Budgeting with Project Interactions,Agent-based and Multi-agent Systems,Pallavi Jain;Krzysztof Sornat;Nimrod Talmon;,Ben-Gurion University;,Israel;,Poster,https://www.ijcai.org/proceedings/2020/54,https://www.ijcai.org/proceedings/2020/0054.pdf
40,Peer-Prediction in the Presence of Outcome Dependent Lying Incentives,Agent-based and Multi-agent Systems,Naman Goel;Aris Filos-Ratsikas;Boi Faltings;,Swiss Federal Institute of Technology Lausanne;University of Liverpool;,Switzerland;United Kingdom;,Poster,https://www.ijcai.org/proceedings/2020/18,https://www.ijcai.org/proceedings/2020/0018.pdf
41,PeerNomination: Relaxing Exactness for Increased Accuracy in Peer Selection,Agent-based and Multi-agent Systems,Nicholas Mattei;Paolo Turrini;Stanislav Zhydkov;,Tulane University;University of Warwick;,United States;United Kingdom;,Poster,https://www.ijcai.org/proceedings/2020/55,https://www.ijcai.org/proceedings/2020/0055.pdf
42,Prophet Inequalities for Bayesian Persuasion,Agent-based and Multi-agent Systems,Niklas Hahn;Martin Hoefer;Rann Smorodinsky;,Goethe University Frankfurt;Technion - Israel Institute of Technology;,Germany;Israel;,Poster,https://www.ijcai.org/proceedings/2020/25,https://www.ijcai.org/proceedings/2020/0025.pdf
43,Proportionality in Approval-Based Elections With a Variable Number of Winners,Agent-based and Multi-agent Systems,Rupert Freeman;Anson Kahng;David M. Pennock;,Microsoft;Carnegie Mellon University;Rutgers University;,United States;,Poster,https://www.ijcai.org/proceedings/2020/19,https://www.ijcai.org/proceedings/2020/0019.pdf
44,Selecting Voting Locations for Fun and Profit,Agent-based and Multi-agent Systems,Zack Fitzsimmons;Omer Lev;,College of the Holy Cross;Ben-Gurion University;,United States;Israel;,Poster,https://www.ijcai.org/proceedings/2020/32,https://www.ijcai.org/proceedings/2020/0032.pdf
45,"Social Ranking Manipulability for the CP-Majority, Banzhaf and Lexicographic Excellence Solutions",Agent-based and Multi-agent Systems,Tahar Allouche;Bruno Escoffier;Stefano Moretti;Meltem Öztürk;,ENSTA Paris;Sorbonne Universite;Institut Universitaire de France;Universite Paris Dauphine;,France;,Poster,https://www.ijcai.org/proceedings/2020/3,https://www.ijcai.org/proceedings/2020/0003.pdf
46,Speeding Up Incomplete GDL-based Algorithms for Multi-agent Optimization with Dense Local Utilities,Agent-based and Multi-agent Systems,Yanchen Deng;Bo An;,Nanyang Technological University;,Singapore;,Poster,https://www.ijcai.org/proceedings/2020/5,https://www.ijcai.org/proceedings/2020/0005.pdf
47,Stable Matchings with Diversity Constraints: Affirmative Action is beyond NP,Agent-based and Multi-agent Systems,Jiehua Chen;Robert Ganian;Thekla Hamm;,Technical University of Vienna;,Austria;,Poster,https://www.ijcai.org/proceedings/2020/21,https://www.ijcai.org/proceedings/2020/0021.pdf
48,Stable Roommate Problem with Diversity Preferences,Agent-based and Multi-agent Systems,Niclas Boehmer;Edith Elkind;,Technical University of Berlin;University of Oxford;,Germany;United Kingdom;,Poster,https://www.ijcai.org/proceedings/2020/14,https://www.ijcai.org/proceedings/2020/0014.pdf
49,Strategic Campaign Management in Apportionment Elections,Agent-based and Multi-agent Systems,Robert Bredereck;Piotr Faliszewski;Michal Furdyna;Andrzej Kaczmarczyk;Martin Lackner;,Technische Universität Berlin;AGH University of Science and Technology;TU Wien;,Germany;Poland;Austria;,Poster,https://www.ijcai.org/proceedings/2020/15,https://www.ijcai.org/proceedings/2020/0015.pdf
50,Strategyproof Mechanism for Two Heterogeneous Facilities with Constant Approximation Ratio,Agent-based and Multi-agent Systems,Minming Li;Pinyan Lu;Yuhao Yao;Jialin Zhang;,,,Poster,https://www.ijcai.org/proceedings/2020/34,https://www.ijcai.org/proceedings/2020/0034.pdf
51,Sybil-proof Answer Querying Mechanism,Agent-based and Multi-agent Systems,Yao Zhang;Xiuzhen Zhang;Dengji Zhao;,ShanghaiTech University;,China;,Poster,https://www.ijcai.org/proceedings/2020/59,https://www.ijcai.org/proceedings/2020/0059.pdf
52,Synthesis of Deceptive Strategies in Reachability Games with Action Misperception,Agent-based and Multi-agent Systems,Abhishek N. Kulkarni;Jie Fu;,Worcester Polytechnic Institute;,United States;,Poster,https://www.ijcai.org/proceedings/2020/31,https://www.ijcai.org/proceedings/2020/0031.pdf
53,The Competitive Effects of Variance-based Pricing,Agent-based and Multi-agent Systems,Ludwig Dierks;Sven Seuken;,University of Zurich;,Switzerland;,Poster,https://www.ijcai.org/proceedings/2020/51,https://www.ijcai.org/proceedings/2020/0051.pdf
54,The Complexity of Election Problems with Group-Separable Preferences,Agent-based and Multi-agent Systems,Piotr Faliszewski;Alexander Karpov;Svetlana Obraztsova;,AGH University of Science and Technology;National Research University Higher School of Economics;Institute of Control Sciences of Russian Academy of Sciences;Nanyang Technological University;,Poland;Russian Federation;Singapore;,Poster,https://www.ijcai.org/proceedings/2020/29,https://www.ijcai.org/proceedings/2020/0029.pdf
55,Tight Approximation for Proportional Approval Voting,Agent-based and Multi-agent Systems,Szymon Dudycz;Pasin Manurangsi;Jan Marcinkowski;Krzysztof Sornat;,,,Poster,https://www.ijcai.org/proceedings/2020/39,https://www.ijcai.org/proceedings/2020/0039.pdf
56,Uniform Welfare Guarantees Under Identical Subadditive Valuations,Agent-based and Multi-agent Systems,Siddharth Barman;Ranjani G. Sundaram;,Indian Institute of Science;Chennai Mathematical Institute;,India;,Poster,https://www.ijcai.org/proceedings/2020/7,https://www.ijcai.org/proceedings/2020/0007.pdf
57,Verifying Fault-Tolerance in Probabilistic Swarm Systems,Agent-based and Multi-agent Systems,Alessio Lomuscio;Edoardo Pirovano;,Imperial College London;,United Kingdom;,Poster,https://www.ijcai.org/proceedings/2020/46,https://www.ijcai.org/proceedings/2020/0046.pdf
58,Well-Structured Committees,Agent-based and Multi-agent Systems,Sushmita Gupta;Pallavi Jain;Saket Saurabh;,National Institute of Science Education and Research;Ben-Gurion University of the Negev;Institute of Mathematical Sciences;University of Bergen;,India;Israel;Norway;,Poster,https://www.ijcai.org/proceedings/2020/27,https://www.ijcai.org/proceedings/2020/0027.pdf
59,When to Follow the Tip: Security Games with Strategic Informants,Agent-based and Multi-agent Systems,Weiran Shen;Weizhe Chen;Taoan Huang;Rohit Singh;Fei Fang;,Carnegie Mellon University;Shanghai Jiao Tong University;University of Southern California;World Wide Fund for Nature;,United States;China;Unknown;,Poster,https://www.ijcai.org/proceedings/2020/52,https://www.ijcai.org/proceedings/2020/0052.pdf
60,Achieving Outcome Fairness in Machine Learning Models for Social Decision Problems,AI Ethics,Boli Fang;Miao Jiang;Pei-yi Cheng;Jerry Shen;Yi Fang;,,,Poster,https://www.ijcai.org/proceedings/2020/62,https://www.ijcai.org/proceedings/2020/0062.pdf
61,Individual Fairness Revisited: Transferring Techniques from Adversarial Robustness,AI Ethics,Samuel Yeom;Matt Fredrikson;,Carnegie Mellon University;,United States;,Poster,https://www.ijcai.org/proceedings/2020/61,https://www.ijcai.org/proceedings/2020/0061.pdf
62,Metamorphic Testing and Certified Mitigation of Fairness Violations in NLP Models,AI Ethics,Pingchuan Ma;Shuai Wang;Jin Liu;,Hong Kong University of Science and Technology;Beijing Electronic Science and Technology Institute;,China;,Poster,https://www.ijcai.org/proceedings/2020/64,https://www.ijcai.org/proceedings/2020/0064.pdf
63,Relation-Based Counterfactual Explanations for Bayesian Network Classifiers,AI Ethics,Emanuele Albini;Antonio Rago;Pietro Baroni;Francesca Toni;,Universit degli Studi di Brescia;Imperial College London;,Italy;United Kingdom;,Poster,https://www.ijcai.org/proceedings/2020/63,https://www.ijcai.org/proceedings/2020/0063.pdf
64,WEFE: The Word Embeddings Fairness Evaluation Framework,AI Ethics,Pablo Badilla;Felipe Bravo-Marquez;Jorge Pérez;,Universidad de Chile;Millennium Institute for Foundational Research on Data;,Chile;,Poster,https://www.ijcai.org/proceedings/2020/60,https://www.ijcai.org/proceedings/2020/0060.pdf
65,A 3D Convolutional Approach to Spectral Object Segmentation in Space and Time,Computer Vision,Elena Burceanu;Marius Leordeanu;,Bitdefender;University of Bucharest;Romanian Academy;University Politehnica of Bucharest;,Romania;,Poster,https://www.ijcai.org/proceedings/2020/69,https://www.ijcai.org/proceedings/2020/0069.pdf
66,A Graph-based Interactive Reasoning for Human-Object Interaction Detection,Computer Vision,Dongming Yang;Yuexian Zou;,Peking University;Pengcheng Laboratory;,China;,Poster,https://www.ijcai.org/proceedings/2020/155,https://www.ijcai.org/proceedings/2020/0155.pdf
67,A Similarity Inference Metric for RGB-Infrared Cross-Modality Person Re-identification,Computer Vision,Mengxi Jia;Yunpeng Zhai;Shijian Lu;Siwei Ma;Jian Zhang;,Peking University;Nanyang Technological University;Pengcheng Laboratory;,China;Singapore;,Poster,https://www.ijcai.org/proceedings/2020/143,https://www.ijcai.org/proceedings/2020/0143.pdf
68,Action-Guided Attention Mining and Relation Reasoning Network for Human-Object Interaction Detection,Computer Vision,Xue Lin;Qi Zou;Xixia Xu;,Beijing Jiao Tong University;,China;,Poster,https://www.ijcai.org/proceedings/2020/154,https://www.ijcai.org/proceedings/2020/0154.pdf
69,AttAN: Attention Adversarial Networks for 3D Point Cloud Semantic Segmentation,Computer Vision,Gege Zhang;Qinghua Ma;Licheng Jiao;Fang Liu;Qigong Sun;,Xidian University;,China;,Poster,https://www.ijcai.org/proceedings/2020/110,https://www.ijcai.org/proceedings/2020/0110.pdf
70,BARNet: Bilinear Attention Network with Adaptive Receptive Fields for Surgical Instrument Segmentation,Computer Vision,Zhen-Liang Ni;Gui-Bin Bian;Guan-An Wang;Xiao-Hu Zhou;Zeng-Guang Hou;Xiao-Liang Xie;Zhen Li;Yu-Han Wang;,,,Poster,https://www.ijcai.org/proceedings/2020/116,https://www.ijcai.org/proceedings/2020/0116.pdf
71,Bi-level Probabilistic Feature Learning for  Deformable Image Registration,Computer Vision,Risheng Liu;Zi Li;Yuxi Zhang;Xin Fan;Zhongxuan Luo;,Dalian University of Technology;Liaoning Province Key Laboratory for Ubiquitous Network and Service Software;Guilin University of Electronic Technology;,China;,Poster,https://www.ijcai.org/proceedings/2020/101,https://www.ijcai.org/proceedings/2020/0101.pdf
72,Biased Feature Learning for Occlusion Invariant Face Recognition,Computer Vision,Changbin Shao;Jing Huo;Lei Qi;Zhen-Hua Feng;Wenbin Li;Chuanqi Dong;Yang Gao;,Nanjing University;Jiangsu University of Science and Technology;University of Surrey;,China;United Kingdom;,Poster,https://www.ijcai.org/proceedings/2020/93,https://www.ijcai.org/proceedings/2020/0093.pdf
73,Bidirectional Adversarial Training for Semi-Supervised Domain Adaptation,Computer Vision,Pin Jiang;Aming Wu;Yahong Han;Yunfeng Shao;Meiyu Qi;Bingshuai Li;,Tianjin University;Huawei;,China;,Poster,https://www.ijcai.org/proceedings/2020/130,https://www.ijcai.org/proceedings/2020/0130.pdf
74,Bottom-up and Top-down: Bidirectional Additive Net for Edge Detection,Computer Vision,Lianli Gao;Zhilong Zhou;Heng Tao Shen;Jingkuan Song;,University of Electronic Science and Technology of China;,China;,Poster,https://www.ijcai.org/proceedings/2020/83,https://www.ijcai.org/proceedings/2020/0083.pdf
75,Channel Pruning via Automatic Structure Search,Computer Vision,Mingbao Lin;Rongrong Ji;Yuxin Zhang;Baochang Zhang;Yongjian Wu;Yonghong Tian;,Xiamen University;Beihang University;Tencent;Peking University;,China;,Poster,https://www.ijcai.org/proceedings/2020/94,https://www.ijcai.org/proceedings/2020/0094.pdf
76,Channel-Level Variable Quantization Network for Deep Image Compression,Computer Vision,Zhisheng Zhong;Hiroaki Akutsu;Kiyoharu Aizawa;,University of Tokyo;Hitachi Ltd;,Japan;,Poster,https://www.ijcai.org/proceedings/2020/65,https://www.ijcai.org/proceedings/2020/0065.pdf
77,Characterizing Similarity of Visual Stimulus from Associated Neuronal Response,Computer Vision,Vikram Ravindra;Ananth Grama;,Purdue University;,United States;,Poster,https://www.ijcai.org/proceedings/2020/85,https://www.ijcai.org/proceedings/2020/0085.pdf
78,Co-Saliency Spatio-Temporal Interaction Network for Person Re-Identification in Videos,Computer Vision,Jiawei Liu;Zheng-Jun Zha;Xierong Zhu;Na Jiang;,University of Science and Technology of China;Capital Normal University;,China;,Poster,https://www.ijcai.org/proceedings/2020/141,https://www.ijcai.org/proceedings/2020/0141.pdf
79,"Collaborative Learning of Depth Estimation, Visual Odometry and Camera Relocalization from Monocular Videos",Computer Vision,Haimei Zhao;Wei Bian;Bo Yuan;Dacheng Tao;,Tsinghua University;University of Sydney;University of Technology Sydney;,China;Australia;,Poster,https://www.ijcai.org/proceedings/2020/68,https://www.ijcai.org/proceedings/2020/0068.pdf
80,Consistent Domain Structure Learning and Domain Alignment for 2D Image-Based 3D Objects Retrieval,Computer Vision,Yuting Su;Yuqian Li;Dan Song;Weizhi Nie;Wenhui Li;An-An Liu;,Tianjin University;,China;,Poster,https://www.ijcai.org/proceedings/2020/123,https://www.ijcai.org/proceedings/2020/0123.pdf
81,CP-NAS: Child-Parent Neural Architecture Search for 1-bit CNNs,Computer Vision,Li'an Zhuo;Baochang Zhang;Hanlin Chen;Linlin Yang;Chen Chen;Yanjun Zhu;David Doermann;,Beihang University;University of Bonn;University of North Carolina at Charlotte;University at Buffalo;,China;Germany;United States;,Poster,https://www.ijcai.org/proceedings/2020/144,https://www.ijcai.org/proceedings/2020/0144.pdf
82,Cross-denoising Network against Corrupted Labels in Medical Image Segmentation with Domain Shift,Computer Vision,Qinming Zhang;Luyan Liu;Kai Ma;Cheng Zhuo;Yefeng Zheng;,Zhejiang University;Tencent;,China;,Poster,https://www.ijcai.org/proceedings/2020/146,https://www.ijcai.org/proceedings/2020/0146.pdf
83,"DAM: Deliberation, Abandon and Memory Networks for Generating Detailed and Non-repetitive Responses in Visual Dialogue",Computer Vision,Xiaoze Jiang;Jing Yu;Yajing Sun;Zengchang Qin;Zihao Zhu;Yue Hu;Qi Wu;,Chinese Academy of Sciences;Beihang University;University of Chinese Academy of Sciences;Codemao Inc.;University of Adelaide;,China;Australia;,Poster,https://www.ijcai.org/proceedings/2020/96,https://www.ijcai.org/proceedings/2020/0096.pdf
84,Deep Interleaved Network for Single Image Super-Resolution with Asymmetric Co-Attention,Computer Vision,Feng Li;Runmin Cong;Huihui Bai;Yifan He;,,,Poster,https://www.ijcai.org/proceedings/2020/75,https://www.ijcai.org/proceedings/2020/0075.pdf
85,Deep Polarized Network for Supervised Learning of Accurate Binary Hashing Codes,Computer Vision,Lixin Fan;Kam Woh Ng;Ce Ju;Tianyu Zhang;Chee Seng Chan;,WeBank;University of Malaya;,China;Malaysia;,Poster,https://www.ijcai.org/proceedings/2020/115,https://www.ijcai.org/proceedings/2020/0115.pdf
86,Detecting Adversarial Attacks via Subset Scanning of Autoencoder Activations and Reconstruction Error,Computer Vision,Celia Cintas;Skyler Speakman;Victor Akinwande;William Ogallo;Komminist Weldemariam;Srihari Sridharan;Edward McFowland;,IBM;University of Minnesota;,Kenya;United States;,Poster,https://www.ijcai.org/proceedings/2020/122,https://www.ijcai.org/proceedings/2020/0122.pdf
87,Diagnosing the Environment Bias in Vision-and-Language Navigation,Computer Vision,Yubo Zhang;Hao Tan;Mohit Bansal;,University of North Carolina at Chapel Hill;,United States;,Poster,https://www.ijcai.org/proceedings/2020/124,https://www.ijcai.org/proceedings/2020/0124.pdf
88,DIDFuse: Deep Image Decomposition for Infrared and Visible Image Fusion,Computer Vision,Zixiang Zhao;Shuang Xu;Chunxia Zhang;Junmin Liu;Jiangshe Zhang;Pengfei Li;,Xi'an Jiao Tong University;Hikvision;,China;,Poster,https://www.ijcai.org/proceedings/2020/135,https://www.ijcai.org/proceedings/2020/0135.pdf
