Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL
142,Context-aware Cross-level Fusion Network for Camouflaged Object Detection,Computer Vision II,Yujia Sun;Geng Chen;Tao Zhou;Yi Zhang;Nian Liu;,Inner Mongolia University;Northwestern Polytechnical University;Nanjing University of Science and Technology;Institut National des Sciences Appliquées de Rennes;Inception Institute of Artificial Intelligence;,China;France;United Arab Emirates;,Poster,https://www.ijcai.org/proceedings/2021/142,https://www.ijcai.org/proceedings/2021/0142.pdf
143,Context-Aware Image Inpainting with Learned Semantic Priors,Computer Vision II,Wendong Zhang;Junwei Zhu;Ying Tai;Yunbo Wang;Wenqing Chu;Bingbing Ni;Chengjie Wang;Xiaokang Yang;,Shanghai Jiao Tong University;Tencent;,China;,Poster,https://www.ijcai.org/proceedings/2021/183,https://www.ijcai.org/proceedings/2021/0183.pdf
144,Coupling Intent and Action for Pedestrian Crossing Behavior Prediction,Computer Vision II,Yu Yao;Ella Atkins;Matthew Johnson-Roberson;Ram Vasudevan;Xiaoxiao Du;,University of Michigan;,United States;,Poster,https://www.ijcai.org/proceedings/2021/171,https://www.ijcai.org/proceedings/2021/0171.pdf
145,Cross-Domain Few-Shot Classification via Adversarial Task Augmentation,Computer Vision II,Haoqing Wang;Zhi-Hong Deng;,Peking University;,China;,Poster,https://www.ijcai.org/proceedings/2021/149,https://www.ijcai.org/proceedings/2021/0149.pdf
146,Deep Unified Cross-Modality Hashing by Pairwise Data Alignment,Computer Vision II,Yimu Wang;Bo Xue;Quan Cheng;Yuhui Chen;Lijun Zhang;,Nanjing University;,China;,Poster,https://www.ijcai.org/proceedings/2021/156,https://www.ijcai.org/proceedings/2021/0156.pdf
147,Detecting Deepfake Videos with Temporal Dropout 3DCNN,Computer Vision II,Daichi Zhang;Chenyu Li;Fanzhao Lin;Dan Zeng;Shiming Ge;,Chinese Academy of Sciences;University of Chinese Academy of Sciences;Shanghai University;,China;,Poster,https://www.ijcai.org/proceedings/2021/178,https://www.ijcai.org/proceedings/2021/0178.pdf
148,Dig into Multi-modal Cues for Video Retrieval with Hierarchical Alignment,Computer Vision II,Wenzhe Wang;Mengdan Zhang;Runnan Chen;Guanyu Cai;Penghao Zhou;Pai Peng;Xiaowei Guo;Jian Wu;Xing Sun;,Zhejiang University;Tencent;University of Hong Kong;Tongji University;,China;,Poster,https://www.ijcai.org/proceedings/2021/154,https://www.ijcai.org/proceedings/2021/0154.pdf
149,Domain-Smoothing Network for Zero-Shot Sketch-Based Image Retrieval,Computer Vision II,Zhipeng Wang;Hao Wang;Jiexi Yan;Aming Wu;Cheng Deng;,Xidian University;,China;,Poster,https://www.ijcai.org/proceedings/2021/158,https://www.ijcai.org/proceedings/2021/0158.pdf
150,Dual-Cross Central Difference Network for Face Anti-Spoofing,Computer Vision II,Zitong Yu;Yunxiao Qin;Hengshuang Zhao;Xiaobai Li;Guoying Zhao;,University of Oulu;Northwestern Polytechnical University;University of Oxford;,Finland;China;United Kingdom;,Poster,https://www.ijcai.org/proceedings/2021/177,https://www.ijcai.org/proceedings/2021/0177.pdf
151,EmbedMask: Embedding Coupling for Instance Segmentation,Computer Vision II,Hui Ying;Zhaojin Huang;Shu Liu;Tianjia Shao;Kun Zhou;,Zhejiang University;Kuaishou Technology;SmartMore;,China;;,Poster,https://www.ijcai.org/proceedings/2021/175,https://www.ijcai.org/proceedings/2021/0175.pdf
152,Enhance Image as You Like with Unpaired Learning,Computer Vision II,Xiaopeng Sun;Muxingzi Li;Tianyu He;Lubin Fan;,Xidian University;Alibaba Group;,China;,Poster,https://www.ijcai.org/proceedings/2021/140,https://www.ijcai.org/proceedings/2021/0140.pdf
153,GM-MLIC: Graph Matching based Multi-Label Image Classification,Computer Vision II,Yanan Wu;He Liu;Songhe Feng;Yi Jin;Gengyu Lyu;Zizhang Wu;,Beijing Jiao Tong University;Zongmu Technology;,China;,Poster,https://www.ijcai.org/proceedings/2021/163,https://www.ijcai.org/proceedings/2021/0163.pdf
154,Hierarchical Self-supervised Augmented Knowledge Distillation,Computer Vision II,Chuanguang Yang;Zhulin An;Linhang Cai;Yongjun Xu;,Chinese Academy of Sciences;University of Chinese Academy of Sciences;,China;,Poster,https://www.ijcai.org/proceedings/2021/168,https://www.ijcai.org/proceedings/2021/0168.pdf
155,HifiFace: 3D Shape and Semantic Prior Guided High Fidelity Face Swapping,Computer Vision II,Yuhan Wang;Xu Chen;Junwei Zhu;Wenqing Chu;Ying Tai;Chengjie Wang;Jilin Li;Yongjian Wu;Feiyue Huang;Rongrong Ji;,Tencent;Zhejiang University;Xiamen University;,China;,Poster,https://www.ijcai.org/proceedings/2021/157,https://www.ijcai.org/proceedings/2021/0157.pdf
156,Learning Implicit Temporal Alignment for Few-shot Video Classification,Computer Vision II,Songyang Zhang;Jiale Zhou;Xuming He;,ShanghaiTech University;University of Chinese Academy of Sciences;Shanghai Institute of Microsystem and Information Technology;Shanghai Engineering Research Center of Intelligent Vision and Imaging;,China;,Poster,https://www.ijcai.org/proceedings/2021/181,https://www.ijcai.org/proceedings/2021/0181.pdf
157,Learning Interpretable Concept Groups in CNNs,Computer Vision II,Saurabh Varshneya;Antoine Ledent;Robert A. Vandermeulen;Yunwen Lei;Matthias Enders;Damian Borth;Marius Kloft;,Technical University of Kaiserslautern;Technical University of Berlin;University of Birmingham;NPZ Innovation GmbH;University of St.Gallen;,Germany;United Kingdom;Switzerland;,Poster,https://www.ijcai.org/proceedings/2021/147,https://www.ijcai.org/proceedings/2021/0147.pdf
158,Learning Visual Words for Weakly-Supervised Semantic Segmentation,Computer Vision II,Lixiang Ru;Bo Du;Chen Wu;,Wuhan University;,China;,Poster,https://www.ijcai.org/proceedings/2021/136,https://www.ijcai.org/proceedings/2021/0136.pdf
159,Learning with Selective Forgetting,Computer Vision II,Takashi Shibata;Go Irie;Daiki Ikami;Yu Mitsuzumi;,NTT Corporation;,Japan;,Poster,https://www.ijcai.org/proceedings/2021/137,https://www.ijcai.org/proceedings/2021/0137.pdf
160,Local Representation is Not Enough: Soft Point-Wise Transformer for Descriptor and Detector of Local Features,Computer Vision II,Zihao Wang;Xueyi Li;Zhen Li;,Beijing Institute of Technology;,China;,Poster,https://www.ijcai.org/proceedings/2021/159,https://www.ijcai.org/proceedings/2021/0159.pdf
161,Low Resolution Information Also Matters: Learning Multi-Resolution Representations for Person Re-Identification,Computer Vision II,Guoqing Zhang;Yuhao Chen;Weisi Lin;Arun Chandran;Xuan Jing;,Nanyang Technological University;Nanjing University of Information Science and Technology;Singapore Telecommunications Limited;,Singapore;China;,Poster,https://www.ijcai.org/proceedings/2021/179,https://www.ijcai.org/proceedings/2021/0179.pdf
162,MatchVIE: Exploiting  Match Relevancy between Entities  for Visual Information Extraction,Computer Vision II,Guozhi Tang;Lele Xie;Lianwen Jin;Jiapeng Wang;Jingdong Chen;Zhen Xu;Qianying Wang;Yaqiang Wu;Hui Li;,South China University of Technology;Ant Group;Guangdong Artificial Intelligence and Digital Economy Laboratory;Lenovo Research;,China;,Poster,https://www.ijcai.org/proceedings/2021/144,https://www.ijcai.org/proceedings/2021/0144.pdf
163,Micro-Expression Recognition Enhanced by Macro-Expression from Spatial-Temporal Domain,Computer Vision II,Bin Xia;Shangfei Wang;,University of Science and Technology of China;Anhui Robot Technology Standard Innovation Base;,China;,Poster,https://www.ijcai.org/proceedings/2021/164,https://www.ijcai.org/proceedings/2021/0164.pdf
164,Multimodal Transformer Networks for Pedestrian Trajectory Prediction,Computer Vision II,Ziyi Yin;Ruijin Liu;Zhiliang Xiong;Zejian Yuan;,Xi’an Jiao Tong University;Shenzhen Forward Innovation Digital Technology Co. Ltd;,China;,Poster,https://www.ijcai.org/proceedings/2021/174,https://www.ijcai.org/proceedings/2021/0174.pdf
165,Non-contact Pain Recognition from Video Sequences with Remote Physiological Measurements Prediction,Computer Vision II,Ruijing Yang;Ziyu Guan;Zitong Yu;Xiaoyi Feng;Jinye Peng;Guoying Zhao;,Northwest University;University of Oulu;Northwestern Polytechnical University;,China;Finland;,Poster,https://www.ijcai.org/proceedings/2021/170,https://www.ijcai.org/proceedings/2021/0170.pdf
166,Norm-guided Adaptive Visual Embedding for Zero-Shot Sketch-Based Image Retrieval,Computer Vision II,Wenjie Wang;Yufeng Shi;Shiming Chen;Qinmu Peng;Feng Zheng;Xinge You;,Huazhong University of Science and Technology;Southern University of Science and Technology;,China;,Poster,https://www.ijcai.org/proceedings/2021/153,https://www.ijcai.org/proceedings/2021/0153.pdf
167,Object Detection in Densely Packed Scenes via Semi-Supervised Learning with Dual Consistency,Computer Vision II,Chao Ye;Huaidong Zhang;Xuemiao Xu;Weiwei Cai;Jing Qin;Kup-Sze Choi;,South China University of Technology;Hong Kong Polytechnic University;State Key Laboratory of Subtropical Building Science;Ministry of Education;Guangdong Provincial Key Lab of Computational Intelligence and Cyberspace Information;,China;,Poster,https://www.ijcai.org/proceedings/2021/172,https://www.ijcai.org/proceedings/2021/0172.pdf
168,PointLIE: Locally Invertible Embedding for Point Cloud Sampling and Recovery,Computer Vision II,Weibing Zhao;Xu Yan;Jiantao Gao;Ruimao Zhang;Jiayan Zhang;Zhen Li;Song Wu;Shuguang Cui;,Chinese University of Hong Kong;Shenzhen Research Institute of Big Data;Shanghai University;Shenzhen Luohu Hospital;,China;,Poster,https://www.ijcai.org/proceedings/2021/186,https://www.ijcai.org/proceedings/2021/0186.pdf
169,PoseGTAC: Graph Transformer Encoder-Decoder with Atrous Convolution for 3D Human Pose Estimation,Computer Vision II,Yiran Zhu;Xing Xu;Fumin Shen;Yanli Ji;Lianli Gao;Heng Tao Shen;,University of Electronic Science and Technology of China;,China;,Poster,https://www.ijcai.org/proceedings/2021/188,https://www.ijcai.org/proceedings/2021/0188.pdf
170,Proposal-free One-stage Referring Expression via Grid-Word Cross-Attention,Computer Vision II,Wei Suo;MengYang Sun;Peng Wang;Qi Wu;,Northwestern Polytechnical University;University of Adelaide;,China;Australia;,Poster,https://www.ijcai.org/proceedings/2021/143,https://www.ijcai.org/proceedings/2021/0143.pdf
171,Removing Foreground Occlusions in Light Field using Micro-lens Dynamic Filter,Computer Vision II,Shuo Zhang;Zeqi Shen;Youfang Lin;,Beijing Jiao Tong University;Beijing Key Laboratory of Traffic Data Analysis and Mining;Civil Aviation Administration of China;,China;,Poster,https://www.ijcai.org/proceedings/2021/180,https://www.ijcai.org/proceedings/2021/0180.pdf
172,Rescuing Deep Hashing from Dead Bits Problem,Computer Vision II,Shu Zhao;Dayan Wu;Yucan Zhou;Bo Li;Weiping Wang;,Chinese Academy of Sciences;University of Chinese Academy of Sciences;,China;,Poster,https://www.ijcai.org/proceedings/2021/185,https://www.ijcai.org/proceedings/2021/0185.pdf
173,RR-Net: Injecting Interactive Semantics in Human-Object Interaction Detection,Computer Vision II,Dongming Yang;Yuexian Zou;Can Zhang;Meng Cao;Jie Chen;,Peking University;Pengcheng Laboratory;,China;,Poster,https://www.ijcai.org/proceedings/2021/169,https://www.ijcai.org/proceedings/2021/0169.pdf
174,Segmenting Transparent Objects in the Wild with Transformer,Computer Vision II,Enze Xie;Wenjia Wang;Wenhai Wang;Peize Sun;Hang Xu;Ding Liang;Ping Luo;,University of Hong Kong;SenseTime;Nanjing University;Huawei;,China;,Poster,https://www.ijcai.org/proceedings/2021/165,https://www.ijcai.org/proceedings/2021/0165.pdf
175,Sequential 3D Human Pose Estimation Using Adaptive Point Cloud Sampling Strategy,Computer Vision II,Zihao Zhang;Lei Hu;Xiaoming Deng;Shihong Xia;,Chinese Academy of Sciences;University of Chinese Academy of Sciences;,China;,Poster,https://www.ijcai.org/proceedings/2021/184,https://www.ijcai.org/proceedings/2021/0184.pdf
176,Speech2Talking-Face: Inferring and Driving a Face with Synchronized Audio-Visual Representation,Computer Vision II,Yasheng Sun;Hang Zhou;Ziwei Liu;Hideki Koike;,Tokyo Institute of Technology;Chinese University of Hong Kong;Nanyang Technological University;,Japan;China;Singapore;,Poster,https://www.ijcai.org/proceedings/2021/141,https://www.ijcai.org/proceedings/2021/0141.pdf
177,Spline Positional Encoding for Learning 3D Implicit Signed Distance Fields,Computer Vision II,Peng-Shuai Wang;Yang Liu;Yu-Qi Yang;Xin Tong;,,,Poster,https://www.ijcai.org/proceedings/2021/151,https://www.ijcai.org/proceedings/2021/0151.pdf
178,Structure Guided Lane Detection,Computer Vision II,Jinming Su;Chao Chen;Ke Zhang;Junfeng Luo;Xiaoming Wei;Xiaolin Wei;,Meituan;,China;,Poster,https://www.ijcai.org/proceedings/2021/138,https://www.ijcai.org/proceedings/2021/0138.pdf
179,"Tag, Copy or Predict: A Unified Weakly-Supervised Learning Framework for Visual Information Extraction using Sequences",Computer Vision II,Jiapeng Wang;Tianwei Wang;Guozhi Tang;Lianwen Jin;Weihong Ma;Kai Ding;Yichao Huang;,"South China University of Technology;Guangdong Artificial Intelligence and Digital Economy Laboratory;IntSig Information Co., Ltd;",China;,Poster,https://www.ijcai.org/proceedings/2021/150,https://www.ijcai.org/proceedings/2021/0150.pdf
180,Text-based Person Search via Multi-Granularity Embedding Learning,Computer Vision II,Chengji Wang;Zhiming Luo;Yaojin Lin;Shaozi Li;,Xiamen University;Minnan Normal University;,China;,Poster,https://www.ijcai.org/proceedings/2021/148,https://www.ijcai.org/proceedings/2021/0148.pdf
181,Tool- and Domain-Agnostic Parameterization of Style Transfer Effects Leveraging Pretrained Perceptual Metrics,Computer Vision II,Hiromu Yakura;Yuki Koyama;Masataka Goto;,University of Tsukuba;National Institute of Advanced Industrial Science and Technology;,Japan;,Poster,https://www.ijcai.org/proceedings/2021/167,https://www.ijcai.org/proceedings/2021/0167.pdf
182,Towards Compact Single Image Super-Resolution via Contrastive Self-distillation,Computer Vision II,Yanbo Wang;Shaohui Lin;Yanyun Qu;Haiyan Wu;Zhizhong Zhang;Yuan Xie;Angela Yao;,East China Normal University;Xiamen University;National University of Singapore;,China;Singapore;,Poster,https://www.ijcai.org/proceedings/2021/155,https://www.ijcai.org/proceedings/2021/0155.pdf
183,Towards Cross-View Consistency in Semantic Segmentation While Varying View Direction,Computer Vision II,Xin Tong;Xianghua Ying;Yongjie Shi;He Zhao;Ruibin Wang;,Peking University;,China;,Poster,https://www.ijcai.org/proceedings/2021/146,https://www.ijcai.org/proceedings/2021/0146.pdf
184,Towards Unsupervised Deformable-Instances Image-to-Image Translation,Computer Vision II,Sitong Su;Jingkuan Song;Lianli Gao;Junchen Zhu;,University of Electronic Science and Technology of China;,China;,Poster,https://www.ijcai.org/proceedings/2021/139,https://www.ijcai.org/proceedings/2021/0139.pdf
185,Tracklet Proposal Network for Multi-Object Tracking on Point Clouds,Computer Vision II,Hai Wu;Qing Li;Chenglu Wen;Xin Li;Xiaoliang Fan;Cheng Wang;,Xiamen University;Louisiana State University;,China;United States;,Poster,https://www.ijcai.org/proceedings/2021/161,https://www.ijcai.org/proceedings/2021/0161.pdf
186,Weakly Supervised Dense Video Captioning via Jointly Usage of Knowledge Distillation and Cross-modal Matching,Computer Vision II,Bofeng Wu;Guocheng Niu;Jun Yu;Xinyan Xiao;Jian Zhang;Hua Wu;,Hangzhou Dianzi University;Baidu;Zhejiang International Studies University;,China;,Poster,https://www.ijcai.org/proceedings/2021/160,https://www.ijcai.org/proceedings/2021/0160.pdf
187,Weakly-Supervised Spatio-Temporal Anomaly Detection in Surveillance Video,Computer Vision II,Jie Wu;Wei Zhang;Guanbin Li;Wenhao Wu;Xiao Tan;Yingying Li;Errui Ding;Liang Lin;,Sun Yat-sen University;ByteDance;Baidu;,China;,Poster,https://www.ijcai.org/proceedings/2021/162,https://www.ijcai.org/proceedings/2021/0162.pdf
188,What If We Could Not See? Counterfactual Analysis for Egocentric Action Anticipation,Computer Vision II,Tianyu Zhang;Weiqing Min;Jiahao Yang;Tao Liu;Shuqiang Jiang;Yong Rui;,Chinese Academy of Sciences;University of Chinese Academy of Sciences;Shandong University;Lenovo Group;,China;,Poster,https://www.ijcai.org/proceedings/2021/182,https://www.ijcai.org/proceedings/2021/0182.pdf
189,Backdoor DNFs,Constraints and SAT,Sebastian Ordyniak;Andre Schidler;Stefan Szeider;,University of Leeds;Technical University of Vienna;,United Kingdom;Austria;,Poster,https://www.ijcai.org/proceedings/2021/194,https://www.ijcai.org/proceedings/2021/0194.pdf
190,Computing Optimal Hypertree Decompositions with SAT,Constraints and SAT,Andre Schidler;Stefan Szeider;,TU Wien;,Austria;,Poster,https://www.ijcai.org/proceedings/2021/196,https://www.ijcai.org/proceedings/2021/0196.pdf
191,Decomposition Strategies to Count Integer Solutions over Linear Constraints,Constraints and SAT,Cunjing Ge;Armin Biere;,Johannes Kepler University;,Austria;,Poster,https://www.ijcai.org/proceedings/2021/192,https://www.ijcai.org/proceedings/2021/0192.pdf
192,Efficiently Explaining CSPs with Unsatisfiable Subset Optimization,Constraints and SAT,Emilio Gamba;Bart Bogaerts;Tias Guns;,Vrije Universiteit Brussel;KU Leuven;,Belgium;,Poster,https://www.ijcai.org/proceedings/2021/191,https://www.ijcai.org/proceedings/2021/0191.pdf
193,Improved CP-Based Lagrangian Relaxation Approach with an Application to the TSP,Constraints and SAT,Raphaël Boudreault;Claude-Guy Quimper;,Université Laval;,Canada;,Poster,https://www.ijcai.org/proceedings/2021/190,https://www.ijcai.org/proceedings/2021/0190.pdf
194,Learning Implicitly with Noisy Data in Linear Arithmetic,Constraints and SAT,Alexander Rader;Ionela G Mocanu;Vaishak Belle;Brendan Juba;,Imperial College London;University of Edinburgh;Washington University in St. Louis;,United Kingdom;United States;,Poster,https://www.ijcai.org/proceedings/2021/195,https://www.ijcai.org/proceedings/2021/0195.pdf
195,Reducing SAT to Max2SAT,Constraints and SAT,Carlos Ansótegui;Jordi Levy;,University of Lleida;Instituto de Investigación en Ingeniería del Conocimiento y Tecnología (IIIA);,Spain;,Poster,https://www.ijcai.org/proceedings/2021/189,https://www.ijcai.org/proceedings/2021/0189.pdf
196,Solving Graph Homomorphism and Subgraph Isomorphism Problems Faster Through Clique Neighbourhood Constraints,Constraints and SAT,Sonja Kraiczy;Ciaran McCreesh;,University of Oxford;University of Glasgow;,United Kingdom;,Poster,https://www.ijcai.org/proceedings/2021/193,https://www.ijcai.org/proceedings/2021/0193.pdf
197,Cooperative Joint Attentive Network for Patient Outcome Prediction on Irregular Multi-Rate Multivariate Health Data,Data Mining,Qingxiong Tan;Mang Ye;Grace Lai-Hung Wong;PongChi Yuen;,Hong Kong Baptist University;Wuhan University;Chinese University of Hong Kong;,China;,Poster,https://www.ijcai.org/proceedings/2021/219,https://www.ijcai.org/proceedings/2021/0219.pdf
198,Discovering Collaborative Signals for Next POI Recommendation with Iterative Seq2Graph Augmentation,Data Mining,Yang Li;Tong Chen;Yadan Luo;Hongzhi Yin;Zi Huang;,University of Queensland;,Australia;,Poster,https://www.ijcai.org/proceedings/2021/206,https://www.ijcai.org/proceedings/2021/0206.pdf
199,Does Every Data Instance Matter? Enhancing Sequential Recommendation by Eliminating Unreliable Data,Data Mining,Yatong Sun;Bin Wang;Zhu Sun;Xiaochun Yang;,Northeastern University;Macquarie University;,China;Australia;,Poster,https://www.ijcai.org/proceedings/2021/218,https://www.ijcai.org/proceedings/2021/0218.pdf
200,Exploring Periodicity and Interactivity in Multi-Interest Framework for Sequential Recommendation,Data Mining,Gaode Chen;Xinghua Zhang;Yanyan Zhao;Cong Xue;Ji Xiang;,Chinese Academy of Sciences;University of Chinese Academy of Sciences;,China;,Poster,https://www.ijcai.org/proceedings/2021/197,https://www.ijcai.org/proceedings/2021/0197.pdf
201,Federated Learning with Fair Averaging,Data Mining,Zheng Wang;Xiaoliang Fan;Jianzhong Qi;Chenglu Wen;Cheng Wang;Rongshan Yu;,Xiamen University;University of Melbourne;,China;Australia;,Poster,https://www.ijcai.org/proceedings/2021/223,https://www.ijcai.org/proceedings/2021/0223.pdf
202,Federated Learning with Sparsification-Amplified Privacy and Adaptive Optimization,Data Mining,Rui Hu;Yanmin Gong;Yuanxiong Guo;,University of Texas at San Antonio;,United States;,Poster,https://www.ijcai.org/proceedings/2021/202,https://www.ijcai.org/proceedings/2021/0202.pdf
203,Federated Model Distillation with Noise-Free Differential Privacy,Data Mining,Lichao Sun;Lingjuan Lyu;,Lehigh University;Ant Group;,United States;China;,Poster,https://www.ijcai.org/proceedings/2021/216,https://www.ijcai.org/proceedings/2021/0216.pdf
204,GAEN: Graph Attention Evolving Networks,Data Mining,Min Shi;Yu Huang;Xingquan Zhu;Yufei Tang;Yuan Zhuang;Jianxun Liu;,Florida Atlantic University;Wuhan University;Hunan University of Science and Technology;,United States;China;,Poster,https://www.ijcai.org/proceedings/2021/213,https://www.ijcai.org/proceedings/2021/0213.pdf
205,Graph Deformer Network,Data Mining,Wenting Zhao;Yuan Fang;Zhen Cui;Tong Zhang;Jian Yang;,Nanjing University of Science and Technology;,China;,Poster,https://www.ijcai.org/proceedings/2021/227,https://www.ijcai.org/proceedings/2021/0227.pdf
206,Graph Edit Distance Learning via Modeling Optimum Matchings with Constraints,Data Mining,Yun Peng;Byron Choi;Jianliang Xu;,Hong Kong Baptist University;,China;,Poster,https://www.ijcai.org/proceedings/2021/212,https://www.ijcai.org/proceedings/2021/0212.pdf
207,GraphReach: Position-Aware Graph Neural Network using Reachability Estimations,Data Mining,Sunil Nishad;Shubhangi Agarwal;Arnab Bhattacharya;Sayan Ranu;,Indian Institute of Technology Kanpur;Indian Institute of Technology Delhi;,India;,Poster,https://www.ijcai.org/proceedings/2021/211,https://www.ijcai.org/proceedings/2021/0211.pdf
208,Guided Attention Network for Concept Extraction,Data Mining,Songtao Fang;Zhenya Huang;Ming He;Shiwei Tong;Xiaoqing Huang;Ye Liu;Jie Huang;Qi Liu;,University of Science and Technology of China;Shanghai Jiao Tong University;Didi Chuxing;,China;,Poster,https://www.ijcai.org/proceedings/2021/200,https://www.ijcai.org/proceedings/2021/0200.pdf
209,Heterogeneous Graph Information Bottleneck,Data Mining,Liang Yang;Fan Wu;Zichen Zheng;Bingxin Niu;Junhua Gu;Chuan Wang;Xiaochun Cao;Yuanfang Guo;,Hebei University of Technology;Chinese Academy of Sciences;Beihang University;,China;,Poster,https://www.ijcai.org/proceedings/2021/226,https://www.ijcai.org/proceedings/2021/0226.pdf
210,Heuristic Search for Approximating One Matrix in Terms of Another Matrix,Data Mining,Guihong Wan;Haim Schweitzer;,University of Texas at Dallas;,United States;,Poster,https://www.ijcai.org/proceedings/2021/221,https://www.ijcai.org/proceedings/2021/0221.pdf
211,Keyword-Based Knowledge Graph Exploration Based on Quadratic Group Steiner Trees,Data Mining,Yuxuan Shi;Gong Cheng;Trung-Kien Tran;Jie Tang;Evgeny Kharlamov;,Nanjing University;Bosch Center for Arti?cial Intelligence;Tsinghua University;University of Oslo;,China;Germany;Norway;,Poster,https://www.ijcai.org/proceedings/2021/215,https://www.ijcai.org/proceedings/2021/0215.pdf
212,Knowledge-based Residual Learning,Data Mining,Guanjie Zheng;Chang Liu;Hua Wei;Porter Jenkins;Chacha Chen;Tao Wen;Zhenhui Li;,Shanghai Jiao Tong University;Pennsylvania State University;Syracuse University;,China;United States;,Poster,https://www.ijcai.org/proceedings/2021/228,https://www.ijcai.org/proceedings/2021/0228.pdf
213,LDP-FL: Practical Private Aggregation in Federated Learning with Local Differential Privacy,Data Mining,Lichao Sun;Jianwei Qian;Xun Chen;,Lehigh University;Samsung;,United States;,Poster,https://www.ijcai.org/proceedings/2021/217,https://www.ijcai.org/proceedings/2021/0217.pdf
214,Learning Stochastic Equivalence based on Discrete Ricci Curvature,Data Mining,Xuan Guo;Qiang Tian;Wang Zhang;Wenjun Wang;Pengfei Jiao;,Tianjin University;,China;,Poster,https://www.ijcai.org/proceedings/2021/201,https://www.ijcai.org/proceedings/2021/0201.pdf
215,Masked Contrastive Learning for Anomaly Detection,Data Mining,Hyunsoo Cho;Jinseok Seol;Sang-goo Lee;,Seoul National University;,South Korea;,Poster,https://www.ijcai.org/proceedings/2021/198,https://www.ijcai.org/proceedings/2021/0198.pdf
216,Masked Label Prediction: Unified Message Passing Model for Semi-Supervised Classification,Data Mining,Yunsheng Shi;Zhengjie Huang;Shikun Feng;Hui Zhong;Wenjing Wang;Yu Sun;,Baidu;,China;,Poster,https://www.ijcai.org/proceedings/2021/214,https://www.ijcai.org/proceedings/2021/0214.pdf
217,MG-DVD: A Real-time Framework for Malware Variant Detection Based on Dynamic Heterogeneous Graph Learning,Data Mining,Chen Liu;Bo Li;Jun Zhao;Ming Su;Xu-Dong Liu;,Beihang University;,China;,Poster,https://www.ijcai.org/proceedings/2021/209,https://www.ijcai.org/proceedings/2021/0209.pdf
218,Modeling Trajectories with Neural Ordinary Differential Equations,Data Mining,Yuxuan Liang;Kun Ouyang;Hanshu Yan;Yiwei Wang;Zekun Tong;Roger Zimmermann;,National University of Singapore;,Singapore;,Poster,https://www.ijcai.org/proceedings/2021/207,https://www.ijcai.org/proceedings/2021/0207.pdf
219,Multi-Channel Pooling Graph Neural Networks,Data Mining,Jinlong Du;Senzhang Wang;Hao Miao;Jiaqiang Zhang;,Nanjing University of Aeronautics and Astronautics;Central South University;,China;,Poster,https://www.ijcai.org/proceedings/2021/199,https://www.ijcai.org/proceedings/2021/0199.pdf
220,Multi-Scale Contrastive Siamese Networks for Self-Supervised Graph Representation Learning,Data Mining,Ming Jin;Yizhen Zheng;Yuan-Fang Li;Chen Gong;Chuan Zhou;Shirui Pan;,Monash University;Nanjing University of Science and Technology;Chinese Academy of Sciences;,Australia;China;,Poster,https://www.ijcai.org/proceedings/2021/204,https://www.ijcai.org/proceedings/2021/0204.pdf
221,Node-wise Localization of Graph Neural Networks,Data Mining,Zemin Liu;Yuan Fang;Chenghao Liu;Steven C.H. Hoi;,Singapore Management University;Salesforce Research Asia;,Singapore;,Poster,https://www.ijcai.org/proceedings/2021/210,https://www.ijcai.org/proceedings/2021/0210.pdf
222,Pattern-enhanced Contrastive Policy Learning Network for Sequential Recommendation,Data Mining,Xiaohai Tong;Pengfei Wang;Chenliang Li;Long Xia;Shaozhang Niu;,Beijing University of Posts and Telecommunications;Wuhan University;Baidu;,China;,Poster,https://www.ijcai.org/proceedings/2021/220,https://www.ijcai.org/proceedings/2021/0220.pdf
223,Practical One-Shot Federated Learning for Cross-Silo Setting,Data Mining,Qinbin Li;Bingsheng He;Dawn Song;,"National University of Singapore;University of California, Berkeley;",Singapore;United States;,Poster,https://www.ijcai.org/proceedings/2021/205,https://www.ijcai.org/proceedings/2021/0205.pdf
224,Preference-Adaptive Meta-Learning for Cold-Start Recommendation,Data Mining,Li Wang;Binbin Jin;Zhenya Huang;Hongke Zhao;Defu Lian;Qi Liu;Enhong Chen;,University of Science and Technology of China;Tianjin University;,China;,Poster,https://www.ijcai.org/proceedings/2021/222,https://www.ijcai.org/proceedings/2021/0222.pdf
225,RCA: A Deep Collaborative Autoencoder Approach for Anomaly Detection,Data Mining,Boyang Liu;Ding Wang;Kaixiang Lin;Pang-Ning Tan;Jiayu Zhou;,Michigan State University;,United States;,Poster,https://www.ijcai.org/proceedings/2021/208,https://www.ijcai.org/proceedings/2021/0208.pdf
226,Spatial-Temporal Sequential Hypergraph Network for Crime Prediction with Dynamic Multiplex Relation Learning,Data Mining,Lianghao Xia;Chao Huang;Yong Xu;Peng Dai;Liefeng Bo;Xiyue Zhang;Tianyi Chen;,South China University of Technology;University of Hong Kong;Guangdong Communication and Computer Network Laboratory;Pengcheng Laboratory;JD;,China;United States;,Poster,https://www.ijcai.org/proceedings/2021/225,https://www.ijcai.org/proceedings/2021/0225.pdf
