Index,Title,Authors,Affiliation,Status,Link
13,A New Convex Relaxation for Tensor Completion,"Bernardino Romera-Paredes, Massimiliano Pontil",University College London,Poster,https://nips.cc/virtual/2013/poster/4064
14,A Novel Two-Step Method for Cross Language Representation Learning,"Min Xiao, Yuhong Guo",Temple University,Poster,https://nips.cc/virtual/2013/poster/3874
15,A Scalable Approach to Probabilistic Latent Space Inference of Large-Scale Networks,"Junming Yin, Qirong Ho, Eric P Xing",Carnegie Mellon University,Poster,https://nips.cc/virtual/2013/poster/3781
16,A simple example of Dirichlet process mixture inconsistency for the number of components,"Jeffrey W Miller, Matthew T Harrison",Brown University,Oral,https://nips.cc/virtual/2013/poster/3756
17,A Stability-based Validation Procedure for Differentially Private Machine Learning,"Kamalika Chaudhuri, Staal A Vinterbo","University of California, San Diego",Poster,https://nips.cc/virtual/2013/poster/4029
18,A* Lasso for Learning a Sparse Bayesian Network Structure for Continuous Variables,"Jing Xiang, Seyoung Kim",Carnegie Mellon University,Poster,https://nips.cc/virtual/2013/poster/4003
19,Accelerated Mini-Batch Stochastic Dual Coordinate Ascent,"Shai Shalev-Shwartz, Tong Zhang",Hebrew University; Rutgers University,Poster,https://nips.cc/virtual/2013/poster/3776
20,Accelerating Stochastic Gradient Descent using Predictive Variance Reduction,"Rie Johnson, Tong Zhang",RJ Research Consulting; Baidu; Rutgers University,Poster,https://nips.cc/virtual/2013/poster/3769
21,Action from Still Image Dataset and Inverse Optimal Control to Learn Task Specific Visual Scanpaths,"Stefan Mathe, Cristian Sminchisescu",Romanian Academy of Science; University of Toronto; Lund University,Poster,https://nips.cc/virtual/2013/poster/3948
22,Action is in the Eye of the Beholder: Eye-gaze Driven Model for Spatio-Temporal Action Localization,"Nataliya Shapovalova, Michalis Raptis, Leonid Sigal, Greg Mori",Simon Fraser University; Comcast Corporation; Disney Research,Poster,https://nips.cc/virtual/2013/poster/4002
23,Active Learning for Probabilistic Hypotheses Using the Maximum Gibbs Error Criterion,"Nguyen Viet Cuong, Wee Sun Lee, Nan Ye, Kian Ming A Chai, Hai Leong Chieu",National University of Singapore; DSO National Laboratories,Poster,https://nips.cc/virtual/2013/poster/3896
24,Actor-Critic Algorithms for Risk-Sensitive MDPs,"Prashanth L.A., Mohammad Ghavamzadeh",INRIA Lille,Oral,https://nips.cc/virtual/2013/poster/3762
25,Adaptive Anonymity via $b$-Matching,"Krzysztof M Choromanski, Tony Jebara, Kui Tang",Columbia University,Spotlight,https://nips.cc/virtual/2013/poster/4089
26,Adaptive dropout for training deep neural networks,"Jimmy Ba, Brendan Frey",University of Toronto,Poster,https://nips.cc/virtual/2013/poster/4077
27,Adaptive Market Making via Online Learning,"Jacob Abernethy, Satyen Kale",University of Michigan; IBM,Oral,https://nips.cc/virtual/2013/poster/3963
28,Adaptive Step-Size for Policy Gradient Methods,"Matteo Pirotta, Marcello Restelli, Luca Bascetta",Politecnico di Milano,Poster,https://nips.cc/virtual/2013/poster/3889
29,Adaptive Submodular Maximization in Bandit Setting,"Victor Gabillon, Branislav Kveton, Zheng Wen, Brian Eriksson, S. Muthukrishnan",INRIA Lille; Technicolor; Stanford University; Rutgers University,Poster,https://nips.cc/virtual/2013/poster/4034
30,Adaptivity to Local Smoothness and Dimension in Kernel Regression,"Samory Kpotufe, Vikas Garg",Toyota Technological Institute; Max Planck Institute for Intelligent Systems,Poster,https://nips.cc/virtual/2013/poster/4076
31,Aggregating Optimistic Planning Trees for Solving Markov Decision Processes,"Gunnar Kedenburg, Raphael Fonteneau, Remi Munos",INRIA; idalab; University of Liège; Microsoft,Poster,https://nips.cc/virtual/2013/poster/3999
32,"An Approximate, Efficient LP Solver for LP Rounding","Srikrishna Sridhar, Stephen Wright, Christopher Re, Ji Liu, Victor Bittorf, Ce Zhang",University of Wisconsin-Madison; Stanford University,Poster,https://nips.cc/virtual/2013/poster/4056
33,Analyzing Hogwild Parallel Gaussian Gibbs Sampling,"Matthew J Johnson, James Saunderson, Alan Willsky",Massachusetts Institute of Technology,Poster,https://nips.cc/virtual/2013/poster/4036
34,Analyzing the Harmonic Structure in Graph-Based Learning,"Xiao-Ming Wu, Zhenguo Li, Shih-Fu Chang",Columbia University; Huawei,Poster,https://nips.cc/virtual/2013/poster/4082
35,Annealing between distributions by averaging moments,"Roger B Grosse, Chris J Maddison, Ruslan Salakhutdinov",,Oral,https://nips.cc/virtual/2013/poster/4042
36,Approximate Bayesian Image Interpretation using Generative Probabilistic Graphics Programs,"Vikash K Mansinghka, Tejas D Kulkarni, Yura N Perov, Josh Tenenbaum",Massachusetts Institute of Technology; Siberian Federal University,Oral,https://nips.cc/virtual/2013/poster/3903
37,Approximate Dynamic Programming Finally Performs Well in the Game of Tetris,"Victor Gabillon, Mohammad Ghavamzadeh, Bruno Scherrer",INRIA Lille - Nord Europe; INRIA Lille; Adobe; INRIA Nancy - Grand Est,Poster,https://nips.cc/virtual/2013/poster/3929
38,Approximate Gaussian process inference for the drift function in stochastic differential equations,"Andreas Ruttor, Philipp Batz, Manfred Opper",Technische Universität Berlin,Poster,https://nips.cc/virtual/2013/poster/3961
39,Approximate Inference in Continuous Determinantal Processes,"Raja Hafiz Affandi, Emily B. Fox, Ben Taskar",University of Pennsylvania; University of Washington,Spotlight,https://nips.cc/virtual/2013/poster/3893
40,Approximate inference in latent Gaussian-Markov models from continuous time observations,"Botond Cseke, Manfred Opper, Guido Sanguinetti",University of Edinburgh; Technische Universität Berlin,Spotlight,https://nips.cc/virtual/2013/poster/3843
41,Auditing: Active Learning with Outcome-Dependent Query Costs,"Sivan Sabato, Anand D Sarwate, Nati Srebro",Microsoft; Toyota Technological Institute at Chicago; Technion-Israel Institute of Technology,Poster,https://nips.cc/virtual/2013/poster/3791
42,Auxiliary-variable Exact Hamiltonian Monte Carlo Samplers for Binary Distributions,"Ari Pakman, Liam Paninski",University Affiliation Not Specified,Poster,https://nips.cc/virtual/2013/poster/4011
43,"B-test: A Non-parametric, Low Variance Kernel Two-sample Test","Wojciech Zaremba, Arthur Gretton, Matthew Blaschko",Ecole Centrale Paris; University College London; INRIA,Poster,https://nips.cc/virtual/2013/poster/3819
44,Bayesian entropy estimation for binary spike train data using parametric prior knowledge,"Evan W Archer, Ill Memming Park, Jonathan W Pillow",Center for Perceptual Systems; University Affiliation Not Specified; University of Texas at Austin,Spotlight,https://nips.cc/virtual/2013/poster/3923
45,Bayesian Estimation of Latently-grouped Parameters in Undirected Graphical Models,"Jie Liu, David Page",University of Wisconsin,Poster,https://nips.cc/virtual/2013/poster/3871
46,Bayesian Hierarchical Community Discovery,"Charles Blundell, Yee Whye Teh",DeepMind Technologies; University College London; University of Oxford,Poster,https://nips.cc/virtual/2013/poster/3912
47,Bayesian Inference and Learning in Gaussian Process State-Space Models with Particle MCMC,"Roger Frigola, Fredrik Lindsten, Thomas B Schön, Carl Edward Rasmussen",University of Cambridge; Linköping University; Uppsala University,Poster,https://nips.cc/virtual/2013/poster/4085
48,Bayesian Inference and Online Experimental Design for Mapping Neural Microcircuits,"Ben Shababo, Brooks Paige, Ari Pakman, Liam Paninski",Columbia University; University of Oxford,Spotlight,https://nips.cc/virtual/2013/poster/3879
49,Bayesian inference as iterated random functions with  applications to sequential inference in graphical models,"Arash Amini, Xuanlong Nguyen",University of Michigan,Spotlight,https://nips.cc/virtual/2013/poster/4059
50,Bayesian inference for low rank spatiotemporal neural receptive fields,"Mijung Park, Jonathan W Pillow",University of Texas at Austin,Poster,https://nips.cc/virtual/2013/poster/4033
51,Bayesian Mixture Modelling and Inference based Thompson Sampling in Monte-Carlo Tree Search,"Aijun Bai, Feng Wu, Xiaoping Chen",University of Science and Technology of China; University of Southampton,Poster,https://nips.cc/virtual/2013/poster/3917
52,Bayesian optimization explains human active search,"Ali Borji, Laurent Itti",University of Southern California,Poster,https://nips.cc/virtual/2013/poster/3740
53,Bellman Error Based Feature Generation using Random Projections on Sparse Spaces,"Mahdi Milani Fard, Yuri Grinberg, Amir-massoud Farahmand, Joelle Pineau, Doina Precup",McGill University,Poster,https://nips.cc/virtual/2013/poster/4071
54,Better Approximation and Faster Algorithm Using the Proximal Average,Yao-Liang Yu,University of Alberta,Poster,https://nips.cc/virtual/2013/poster/3785
55,Beyond Pairwise: Provably Fast Algorithms for Approximate $k$-Way  Similarity Search,"Anshumali Shrivastava, Ping Li",Cornell University; Rutgers University,Poster,https://nips.cc/virtual/2013/poster/3823
56,BIG & QUIC: Sparse Inverse Covariance Estimation for a Million Variables,"Cho-Jui Hsieh, Matyas A Sustik, Inderjit S Dhillon, Pradeep K Ravikumar, Russell Poldrack",University of Texas at Austin,Oral,https://nips.cc/virtual/2013/poster/4086
57,Binary to Bushy: Bayesian Hierarchical Clustering with the Beta Coalescent,"Yuening Hu, Jordan L Ying, Hal Daume III, Z. Irene Ying",University of Maryland; United States Department of Agriculture,Poster,https://nips.cc/virtual/2013/poster/3854
58,Blind Calibration in Compressed Sensing using Message Passing Algorithms,"Christophe Schulke, Francesco Caltagirone, Florent Krzakala, Lenka Zdeborová",,Poster,https://nips.cc/virtual/2013/poster/3797
59,Buy-in-Bulk Active Learning,"Liu Yang, Jaime Carbonell",Carnegie Mellon University,Poster,https://nips.cc/virtual/2013/poster/3982
60,Capacity of strong attractor patterns to model behavioural and cognitive prototypes,Abbas Edalat,Imperial College London,Poster,https://nips.cc/virtual/2013/poster/4030
61,Causal Inference on Time Series using Restricted Structural Equation Models,"Jonas Peters, Dominik Janzing, Bernhard Schölkopf",ETH Zurich; Max Planck Institute for Intelligent Systems,Poster,https://nips.cc/virtual/2013/poster/3751
62,Cluster Trees on Manifolds,"Sivaraman Balakrishnan, Srivatsan Narayanan, Alessandro Rinaldo, Aarti Singh, Larry Wasserman","School of Computer Science; University of California, Berkeley",Poster,https://nips.cc/virtual/2013/poster/4032
63,Compete to Compute,"Rupesh K Srivastava, Jonathan Masci, Sohrob Kazerounian, Faustino Gomez, Jürgen Schmidhuber",IDSIA,Poster,https://nips.cc/virtual/2013/poster/3991
64,Compressive Feature Learning,"Hristo S Paskov, Robert West, John C Mitchell, Trevor Hastie",Stanford University,Poster,https://nips.cc/virtual/2013/poster/4060
65,Computing the Stationary Distribution Locally,"Christina E. Lee, Asuman Ozdaglar, Devavrat Shah",Massachusetts Institute of Technology,Poster,https://nips.cc/virtual/2013/poster/3887
66,Conditional Random Fields via Univariate Exponential Families,"Eunho Yang, Pradeep K Ravikumar, Genevera I Allen, Zhandong Liu",University of Texas at Austin; Rice University; Baylor College of Medicine,Poster,https://nips.cc/virtual/2013/poster/3811
67,Confidence Intervals and Hypothesis Testing for High-Dimensional Statistical Models,"Adel Javanmard, Andrea Montanari",Stanford University,Poster,https://nips.cc/virtual/2013/poster/3866
68,Context-sensitive active sensing in humans,"Sheeraz Ahmad, He Huang, Angela J. Yu","University of California, San Diego",Poster,https://nips.cc/virtual/2013/poster/4063
69,Contrastive Learning Using Spectral Methods,"James Y Zou, Daniel J. Hsu, David C. Parkes, Ryan P. Adams",Harvard University; Columbia University,Poster,https://nips.cc/virtual/2013/poster/3983
70,Convergence of Monte Carlo Tree Search in Simultaneous Move Games,"Viliam Lisy, Vojta Kovarik, Marc Lanctot, Branislav Bosansky",Czech Technical University in Prague; Maastricht University,Poster,https://nips.cc/virtual/2013/poster/3969
71,Convex Calibrated Surrogates for Low-Rank Loss Matrices with Applications to Subset Ranking Losses,"Harish G. Ramaswamy, Shivani Agarwal, Ambuj Tewari",Indian Institute of Science; University of Michigan,Spotlight,https://nips.cc/virtual/2013/poster/3898
72,Convex Relaxations for Permutation Problems,"Fajwel Fogel, Rodolphe Jenatton, Francis Bach, Alexandre D'Aspremont",Ecole Polytechnique; Criteo; INRIA; Ecole Normale Supérieure; Centre National de la Recherche Scientifique,Poster,https://nips.cc/virtual/2013/poster/3848
73,Convex Tensor Decomposition via Structured Schatten Norm Regularization,"Ryota Tomioka, Taiji Suzuki",Toyota Technological Institute at Chicago; Tokyo Institute of Technology,Poster,https://nips.cc/virtual/2013/poster/3882
74,Convex Two-Layer Modeling,"Özlem Aslan, Hao Cheng, Xinhua Zhang, Dale Schuurmans",University of Alberta; National ICT Australia,Spotlight,https://nips.cc/virtual/2013/poster/4066
75,Correlated random features for fast semi-supervised learning,"Brian McWilliams, David Balduzzi, Joachim M Buhmann",ETH Zurich,Poster,https://nips.cc/virtual/2013/poster/3783
76,Correlations strike back (again): the case of associative memory retrieval,"Cristina Savin, Peter Dayan, Mate Lengyel",University of Cambridge; University College London,Oral,https://nips.cc/virtual/2013/poster/3766
77,Curvature and Optimal Algorithms for Learning and Minimizing Submodular Functions,"Rishabh K Iyer, Stefanie Jegelka, Jeff A. Bilmes","University of Washington; University of California, Berkeley",Poster,https://nips.cc/virtual/2013/poster/4039
78,Data-driven Distributionally Robust Polynomial Optimization,"Martin Mevissen, Emanuele Ragnoli, Jia Yuan Yu",IBM,Poster,https://nips.cc/virtual/2013/poster/3738
79,Decision Jungles: Compact and Rich Models for Classification,"Jamie Shotton, Toby Sharp, Pushmeet Kohli, Sebastian Nowozin, John Winn, Antonio Criminisi",Microsoft,Poster,https://nips.cc/virtual/2013/poster/3760
80,Deep content-based music recommendation,"Aaron van den Oord, Sander Dieleman, Benjamin Schrauwen",Ghent University,Poster,https://nips.cc/virtual/2013/poster/4028
81,Deep Fisher Networks for Large-Scale Image Classification,"Karen Simonyan, Andrea Vedaldi, Andrew Zisserman",University of Oxford,Spotlight,https://nips.cc/virtual/2013/poster/3752
82,Deep Neural Networks for Object Detection,"Christian Szegedy, Alexander Toshev, Dumitru Erhan",Google,Poster,https://nips.cc/virtual/2013/poster/4018
83,Demixing odors - fast inference in olfaction,"Agnieszka Grabska-Barwinska, Jeff Beck, Alexandre Pouget, Peter Latham",University College London; Duke University; University of Geneva,Spotlight,https://nips.cc/virtual/2013/poster/3953
84,Density estimation from unweighted k-nearest neighbor graphs: a roadmap,"Ulrike Von Luxburg, Morteza Alamgir",University of Hamburg,Poster,https://nips.cc/virtual/2013/poster/3759
85,Designed Measurements for Vector Count Data,"Liming Wang, David E Carlson, Miguel Rodrigues, David Wilcox, Robert Calderbank, Lawrence Carin",Duke University; University College London; Purdue University,Poster,https://nips.cc/virtual/2013/poster/3861
86,DESPOT: Online POMDP Planning with Regularization,"Adhiraj Somani, Nan Ye, David Hsu, Wee Sun Lee",National University of Singapore,Poster,https://nips.cc/virtual/2013/poster/3931
87,DeViSE: A Deep Visual-Semantic Embedding Model,"Andrea Frome, Greg S Corrado, Jon Shlens, Samy Bengio, Jeff Dean, Marc'Aurelio Ranzato, Tomas Mikolov",Google; Meta,Poster,https://nips.cc/virtual/2013/poster/3970
88,Dimension-Free Exponentiated Gradient,Francesco Orabona,Toyota Technological Institute at Chicago,Spotlight,https://nips.cc/virtual/2013/poster/3935
89,Direct 0-1 Loss Minimization and Margin Maximization with Boosting,"Shaodan Zhai, Tian Xia, Ming Tan, Shaojun Wang",Wright State University,Poster,https://nips.cc/virtual/2013/poster/3832
90,Dirty Statistical Models,"Eunho Yang, Pradeep K Ravikumar",University of Texas at Austin,Poster,https://nips.cc/virtual/2013/poster/3803
91,Discovering Hidden Variables in Noisy-Or Networks using Quartet Tests,"Yacine Jernite, Yonatan Halpern, David Sontag",Courant Institute of Mathematical Sciences,Poster,https://nips.cc/virtual/2013/poster/3996
92,Discriminative Transfer Learning with Tree-based Priors,"Nitish Srivastava, Ruslan Salakhutdinov",University of Toronto,Poster,https://nips.cc/virtual/2013/poster/3967
93,Distributed $k$-means and $k$-median Clustering on General Topologies,"Maria-Florina F Balcan, Steven Ehrlich, Yingyu Liang",Georgia Institute of Technology,Poster,https://nips.cc/virtual/2013/poster/3956
94,Distributed Exploration in Multi-Armed Bandits,"Eshcar Hillel, Zohar S Karnin, Tomer Koren, Ronny Lempel, Oren Somekh",Yahoo; Technion - Israel Institute of Technology,Spotlight,https://nips.cc/virtual/2013/poster/3830
95,Distributed Representations of Words and Phrases and their Compositionality,"Tomas Mikolov, Ilya Sutskever, Kai Chen, Greg S Corrado, Jeff Dean",Google,Poster,https://nips.cc/virtual/2013/poster/4080
96,Distributed Submodular Maximization: Identifying Representative Elements in Massive Data,"Baharan Mirzasoleiman, Amin Karbasi, Rik Sarkar, Andreas Krause",,Poster,https://nips.cc/virtual/2013/poster/3962
97,Documents as multiple overlapping windows into grids of counts,"Alessandro Perina, Nebojsa Jojic, Manuele Bicego, Andrzej Truski",,Poster,https://nips.cc/virtual/2013/poster/3735
98,Dropout Training as Adaptive Regularization,"Stefan Wager, Sida Wang, Percy Liang",University Affiliation Not Specified,Spotlight,https://nips.cc/virtual/2013/poster/3773
99,Dynamic Clustering via Asymptotics of the Dependent Dirichlet Process Mixture,"Trevor Campbell, Miao Liu, Brian Kulis, Jonathan P How, Lawrence Carin",Massachusetts Institute of Technology; Duke University; Ohio State University,Poster,https://nips.cc/virtual/2013/poster/3784
100,EDML for Learning Parameters in Directed and Undirected Graphical Models,"Khaled S Refaat, Arthur Choi, Adnan Darwiche","University of California, Los Angeles",Poster,https://nips.cc/virtual/2013/poster/3901
101,Efficient Algorithm for Privately Releasing Smooth Queries,"Ziteng Wang, Kai Fan, Jiaqi Zhang, Liwei Wang",Peking University,Poster,https://nips.cc/virtual/2013/poster/3822
102,Efficient Exploration and Value Function Generalization in Deterministic Systems,"Zheng Wen, Benjamin Van Roy",Stanford University,Poster,https://nips.cc/virtual/2013/poster/4070
103,Efficient Online Inference for Bayesian Nonparametric Relational Models,"Dae Il Kim, Prem Gopalan, David Blei, Erik Sudderth",Brown University; Princeton University,Poster,https://nips.cc/virtual/2013/poster/3842
104,Efficient Optimization for Sparse Gaussian Process Regression,"Yanshuai Cao, Marcus A Brubaker, David J Fleet, Aaron Hertzmann",,Poster,https://nips.cc/virtual/2013/poster/3856
105,Eluder Dimension and the Sample Complexity of Optimistic Exploration,"Daniel Russo, Benjamin Van Roy",Stanford University,Oral,https://nips.cc/virtual/2013/poster/3985
106,Embed and Project: Discrete Sampling with Universal Hashing,"Stefano Ermon, Carla P. Gomes, Ashish Sabharwal, Bart Selman",,Poster,https://nips.cc/virtual/2013/poster/3966
107,Error-Minimizing Estimates and Universal Entry-Wise Error Bounds for Low-Rank Matrix Completion,"Franz Kiraly, Louis Theran",University College London; Freie Universität Berlin,Poster,https://nips.cc/virtual/2013/poster/3997
108,Estimating LASSO Risk and Noise Level,"Mohsen Bayati, Murat A Erdogdu, Andrea Montanari",Stanford University,Poster,https://nips.cc/virtual/2013/poster/3840
109,Estimating the Unseen: Improved Estimators for Entropy and other Properties,"Paul Valiant, Gregory Valiant",Stanford University; Brown University,Poster,https://nips.cc/virtual/2013/poster/3974
110,Estimation Bias in Multi-Armed Bandit Algorithms for Search Advertising,"Min Xu, Tao Qin, Tie-Yan Liu",Carnegie Mellon University; Microsoft,Poster,https://nips.cc/virtual/2013/poster/4001
111,"Estimation, Optimization, and Parallelism when Data is Sparse","John Duchi, Michael I Jordan, Brendan McMahan","University of California, Berkeley; Google",Poster,https://nips.cc/virtual/2013/poster/4049
112,Exact and Stable Recovery of Pairwise Interaction Tensors,"Shouyuan Chen, Michael R Lyu, Irwin King, Zenglin Xu",Chinese University of Hong Kong; Purdue University,Spotlight,https://nips.cc/virtual/2013/poster/3922
113,Extracting regions of interest from biological images with convolutional sparse block coding,"Marius Pachitariu, Adam M Packer, Noah Pettit, Henry Dalgleish, Michael Hausser, Maneesh Sahani",University College London,Poster,https://nips.cc/virtual/2013/poster/3928
114,Factorized Asymptotic Bayesian Inference for Latent Feature Models,"Kohei Hayashi, Ryohei Fujimaki",National Institute of Informatics; Japan Science and Technology Agency; NEC Laboratories America,Poster,https://nips.cc/virtual/2013/poster/3869
115,Fantope Projection and Selection: A near-optimal convex relaxation of sparse PCA,"Vincent Q. Vu, Juhee Cho, Jing Lei, Karl Rohe",Ohio State University; University of Wisconsin; Carnegie Mellon University,Poster,https://nips.cc/virtual/2013/poster/4031
116,Fast Algorithms for Gaussian Noise Invariant Independent Component Analysis,"James R Voss, Luis Rademacher, Mikhail Belkin",Ohio State University,Poster,https://nips.cc/virtual/2013/poster/4017
117,Fast Determinantal Point Process Sampling with Application to Clustering,Byungkon Kang,Samsung; Korea Advanced Institute of Science and Technology,Poster,https://nips.cc/virtual/2013/poster/3992
118,Fast Template Evaluation with Vector Quantization,"Mohammad Amin Sadeghi, David Forsyth",University of Illinois Urbana-Champaign,Poster,https://nips.cc/virtual/2013/poster/4062
119,Faster Ridge Regression via the Subsampled Randomized Hadamard Transform,"Yichao Lu, Paramveer Dhillon, Dean P. Foster, Lyle Ungar",Wharton School; Computer & Information Science,Poster,https://nips.cc/virtual/2013/poster/3775
120,Firing rate predictions in optimal balanced networks,"David G Barrett, Sophie Denève, Christian K. Machens",Ecole Normale Supérieure; Champalimaud Centre for the Unknown,Poster,https://nips.cc/virtual/2013/poster/3905
121,First-order Decomposition Trees,"Nima Taghipour, Jesse Davis, Hendrik Blockeel",,Poster,https://nips.cc/virtual/2013/poster/3852
122,Flexible sampling of discrete data correlations without the marginal distributions,"Alfredo Kalaitzis, Ricardo Silva",University College London,Poster,https://nips.cc/virtual/2013/poster/4014
123,Forgetful Bayes and myopic planning: Human learning and decision-making in a bandit setting,"Shunan Zhang, Angela J. Yu","University of California, San Diego",Poster,https://nips.cc/virtual/2013/poster/4024
124,From Bandits to Experts: A Tale of Domination and Independence,"Noga Alon, Nicolò Cesa-Bianchi, Claudio Gentile, Yishay Mansour",Tel Aviv University; Università degli Studi di Milano; University of Insubria,Oral,https://nips.cc/virtual/2013/poster/3913
125,Gaussian Process Conditional Copulas with Applications to Financial Time Series,"José Miguel Hernández-Lobato, James R Lloyd, Daniel Hernández-Lobato",University of Cambridge; Universidad Autónoma de Madrid,Poster,https://nips.cc/virtual/2013/poster/3927
126,Generalized Denoising Auto-Encoders as Generative Models,"Yoshua Bengio, Li Yao, Guillaume Alain, Pascal Vincent",,Poster,https://nips.cc/virtual/2013/poster/3835
127,Generalized Method-of-Moments for Rank Aggregation,"Hossein Azari Soufiani, William Chen, David C. Parkes, Lirong Xia",Harvard University; Rensselaer Polytechnic Institute,Poster,https://nips.cc/virtual/2013/poster/4035
128,Generalized Random Utility Models with Multiple Types,"Hossein Azari Soufiani, Hansheng Diao, Zhenyu Lai, David C. Parkes",Johns Hopkins University; Economics Department; Harvard University,Poster,https://nips.cc/virtual/2013/poster/3742
129,Generalizing Analytic Shrinkage for Arbitrary Covariance Structures,"Daniel Bartz, Klaus-Robert Müller",Technical University of Berlin; Korea University,Spotlight,https://nips.cc/virtual/2013/poster/3942
130,Geometric optimisation on positive definite matrices for elliptically contoured distributions,"Suvrit Sra, Reshad Hosseini",Max Planck Institute for Intelligent Systems; University of Tehran,Poster,https://nips.cc/virtual/2013/poster/4019
131,Global MAP-Optimality by Shrinking the Combinatorial Search Area with Convex Relaxation,"Bogdan Savchynskyy, Jörg Hendrik Kappes, Paul Swoboda, Christoph Schnörr",Heidelberg University,Poster,https://nips.cc/virtual/2013/poster/3951
132,Global Solver and Its Efficient Approximation for Variational Bayesian Low-rank Subspace Clustering,"Shinichi Nakajima, Akiko Takeda, S. Derin Babacan, Masashi Sugiyama, Ichiro Takeuchi",Nikon Corporation; University of Tokyo; Google; Tokyo Institute of Technology; Nagoya Institute of Technology,Poster,https://nips.cc/virtual/2013/poster/3894
133,Graphical Models for Inference with Missing Data,"Karthika Mohan, Judea Pearl, Jin Tian","University of California, Los Angeles; Iowa State University",Spotlight,https://nips.cc/virtual/2013/poster/3876
134,Heterogeneous-Neighborhood-based Multi-Task Local Learning Algorithms,Yu Zhang,Hong Kong Baptist University,Poster,https://nips.cc/virtual/2013/poster/3945
135,Hierarchical Modular Optimization of Convolutional Networks Achieves Representations Similar to Macaque IT and Human Ventral Stream,"Daniel L Yamins, Ha Hong, Charles Cadieu, James J DiCarlo",Massachusetts Institute of Technology,Poster,https://nips.cc/virtual/2013/poster/4078
136,High-Dimensional Gaussian Process Bandits,"Josip Djolonga, Andreas Krause, Volkan Cevher",ETH Zurich; EPFL,Poster,https://nips.cc/virtual/2013/poster/3849
137,"Higher Order Priors for Joint Intrinsic Image, Objects, and Attributes Estimation","Vibhav Vineet, Carsten Rother, Philip Torr",Oxford Brookes University; Technische Universität Dresden; University of Oxford,Poster,https://nips.cc/virtual/2013/poster/3796
138,How to Hedge an Option Against an Adversary: Black-Scholes Pricing is Minimax Optimal,"Jacob Abernethy, Peter L Bartlett, Rafael Frongillo, Andre Wibisono","University of Michigan; University of California, Berkeley; Queensland University of Technology; Microsoft",Spotlight,https://nips.cc/virtual/2013/poster/3995
139,Improved and Generalized Upper Bounds on the Complexity of Policy Iteration,Bruno Scherrer,INRIA; Université de Lorraine,Poster,https://nips.cc/virtual/2013/poster/3777
140,Inferring neural population dynamics from multiple partial recordings of the same neural circuit,"Srini Turaga, Lars Buesing, Adam M Packer, Henry Dalgleish, Noah Pettit, Michael Hausser, Jakob H Macke",University College London; Max-Planck Institute for Biological Cybernetics; Bernstein Center for Computational Neuroscience,Spotlight,https://nips.cc/virtual/2013/poster/3794
141,Information-theoretic lower bounds for distributed statistical estimation with communication constraints,"Yuchen Zhang, John Duchi, Michael I Jordan, Martin J. Wainwright",Massachusetts Institute of Technology; University Affiliation Not Specified,Oral,https://nips.cc/virtual/2013/poster/3993
