Index,Title,Authors,Affiliation,Status,Link
107,Dual-Space Analysis of the Sparse Linear Model,"Yi Wu, David P. Wipf",Microsoft,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/362e80d4df43b03ae6d3f8540cd63626-Abstract.html
108,Dynamic Pruning of Factor Graphs for Maximum Marginal Prediction,Christoph H. Lampert,Institute of Science and Technology Austria,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/c0c7c76d30bd3dcaefc96f40275bdc0a-Abstract.html
109,Dynamical And-Or Graph Learning for Object Shape Modeling and Detection,"Xiaolong Wang, Liang Lin",Sun Yat-sen University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/1afa34a7f984eeabdbb0a7d494132ee5-Abstract.html
110,Effective Split-Merge Monte Carlo Methods for Nonparametric Models of Sequential Data,"Michael C Hughes, Emily B. Fox, Erik B. Sudderth",Brown University; University of Washington,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/c5ab0bc60ac7929182aadd08703f1ec6-Abstract.html
111,Efficient and direct estimation of a neural subunit model for sensory coding,"Brett Vintch, Andrew Zaharia, J Movshon, Eero P. Simoncelli",New York University; Howard Hughes Medical Institute,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/56468d5607a5aaf1604ff5e15593b003-Abstract.html
112,Efficient Bayes-Adaptive Reinforcement Learning using Sample-Based Search,"Arthur Guez, David Silver, Peter Dayan",University College London,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/35051070e572e47d2c26c241ab88307f-Abstract.html
113,Efficient coding provides a direct link between prior and likelihood in perceptual Bayesian inference,"Xue-xin Wei, Alan Stocker",University of Pennsylvania,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/ef0eff6088e2ed94f6caf720239f40d5-Abstract.html
114,Efficient high dimensional maximum entropy modeling via symmetric partition functions,"Paul Vernaza, Drew Bagnell",Carnegie Mellon University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/0e01938fc48a2cfb5f2217fbfb00722d-Abstract.html
115,Efficient Monte Carlo Counterfactual Regret Minimization in Games with Many Player Actions,"Neil Burch, Marc Lanctot, Duane Szafron, Richard G. Gibson",,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/3df1d4b96d8976ff5986393e8767f5b2-Abstract.html
116,Efficient Reinforcement Learning for High Dimensional Linear Quadratic Systems,"Morteza Ibrahimi, Adel Javanmard, Benjamin V. Roy",Stanford University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/a9eb812238f753132652ae09963a05e9-Abstract.html
117,Efficient Sampling for Bipartite Matching Problems,"Maksims Volkovs, Richard S. Zemel",University of Toronto,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/4c27cea8526af8cfee3be5e183ac9605-Abstract.html
118,Efficient Spike-Coding with Multiplicative Adaptation in a Spike Response Model,Sander M. Bohte,,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/a4300b002bcfb71f291dac175d52df94-Abstract.html
119,Emergence of Object-Selective Features in Unsupervised Feature Learning,"Adam Coates, Andrej Karpathy, Andrew Y. Ng",Stanford University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/39e4973ba3321b80f37d9b55f63ed8b8-Abstract.html
120,Ensemble weighted kernel estimators for multivariate entropy estimation,"Kumar Sricharan, Alfred O. Hero",University of Michigan,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/92c8c96e4c37100777c7190b76d28233-Abstract.html
121,Entangled Monte Carlo,"Seong-hwan Jun, Liangliang Wang, Alexandre Bouchard-côté",University of British Columbia,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/dc4c44f624d600aa568390f1f1104aa0-Abstract.html
122,Entropy Estimations Using Correlated Symmetric Stable Random Projections,"Ping Li, Cun-hui Zhang",Cornell University; Rutgers University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/5e76bef6e019b2541ff53db39f407a98-Abstract.html
123,Exact and Stable Recovery of Sequences of Signals with Sparse Increments via Differential _1-Minimization,"Demba Ba, Behtash Babadi, Patrick Purdon, Emery Brown",Massachusetts Institute of Technology; Massachusetts General Hospital,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/7bccfde7714a1ebadf06c5f4cea752c1-Abstract.html
124,Expectation Propagation in Gaussian Process Dynamical Systems,"Marc Deisenroth, Shakir Mohamed",Technische Universität Darmstadt; University of British Columbia,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/e53a0a2978c28872a4505bdb51db06dc-Abstract.html
125,Exploration in Model-based Reinforcement Learning by Empirically Estimating Learning Progress,"Manuel Lopes, Tobias Lang, Marc Toussaint, Pierre-yves Oudeyer",,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/a0a080f42e6f13b3a2df133f073095dd-Abstract.html
126,Exponential Concentration for Mutual Information Estimation with Application to Forests,"Han Liu, Larry Wasserman, John D. Lafferty",Princeton University; Unknown Institution; University of Chicago; University Affiliation Not Specified; Carnegie Mellon University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/c8ba76c279269b1c6bc8a07e38e78fa4-Abstract.html
127,Factorial LDA: Sparse Multi-Dimensional Text Models,"Michael Paul, Mark Dredze",Human Language Technology Center of Excellence; Johns Hopkins University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/68d13cf26c4b4f4f932e3eff990093ba-Abstract.html
128,Factoring nonnegative matrices with linear programs,"Ben Recht, Christopher Re, Joel Tropp, Victor Bittorf",University of Wisconsin; California Institute of Technology,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/08c5433a60135c32e34f46a71175850c-Abstract.html
129,Fast Bayesian Inference for Non-Conjugate Gaussian Process Regression,"Mohammad Emtiyaz Khan, Shakir Mohamed, Kevin P. Murphy",,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/e94f63f579e05cb49c05c2d050ead9c0-Abstract.html
130,Fast Resampling Weighted v-Statistics,"Chunxiao Zhou, Jiseong Park, Yun Fu",National Institutes of Health; George Mason University; Northeastern University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/2b24d495052a8ce66358eb576b8912c8-Abstract.html
131,Fast Variational Inference in the Conjugate Exponential Family,"James Hensman, Magnus Rattray, Neil D. Lawrence",University of Sheffield; Sheffield Institute for Translational Neuroscience; University of Manchester,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/50905d7b2216bfeccb5b41016357176b-Abstract.html
132,FastEx: Hash Clustering with Exponential Families,"Amr Ahmed, Sujith Ravi, Alex J. Smola, Shravan M. Narayanamurthy",Google; Microsoft,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/018b59ce1fd616d874afad0f44ba338d-Abstract.html
133,Feature Clustering for Accelerating Parallel Coordinate Descent,"Chad Scherrer, Ambuj Tewari, Mahantesh Halappanavar, David Haglin",Independent Consultant; University of Michigan; Pacific Northwest National Laboratory,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/4e732ced3463d06de0ca9a15b6153677-Abstract.html
134,Feature-aware Label Space Dimension Reduction for Multi-label Classification,"Yao-nan Chen, Hsuan-tien Lin",National Taiwan University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/d4c2e4a3297fe25a71d030b67eb83bfc-Abstract.html
135,Fiedler Random Fields: A Large-Scale Spectral Approach to Statistical Network Modeling,"Antonino Freno, Mikaela Keller, Marc Tommasi",INRIA Lille - Nord Europe; Université Charles de Gaulle,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/d2ed45a52bc0edfa11c2064e9edee8bf-Abstract.html
136,Finding Exemplars from Pairwise Dissimilarities via Simultaneous Sparse Recovery,"Ehsan Elhamifar, Guillermo Sapiro, René Vidal",,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/8e296a067a37563370ded05f5a3bf3ec-Abstract.html
137,Finite Sample Convergence Rates of Zero-Order Stochastic Optimization Methods,"Andre Wibisono, Martin J. Wainwright, Michael I. Jordan, John C. Duchi","University of California, Berkeley",Poster,https://papers.nips.cc/paper_files/paper/2012/hash/e555ebe0ce426f7f9b2bef0706315e0c-Abstract.html
138,Forging The Graphs: A Low Rank and Positive Semidefinite Graph Learning Approach,"Dijun Luo, Heng Huang, Feiping Nie, Chris H. Ding",University of Texas at Arlington,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/a50abba8132a77191791390c3eb19fe7-Abstract.html
139,Forward-Backward Activation Algorithm for Hierarchical Hidden Markov Models,"Kei Wakabayashi, Takao Miura",University of Tsukuba; Hosei University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/8df707a948fac1b4a0f97aa554886ec8-Abstract.html
140,From Deformations to Parts: Motion-based Segmentation of 3D Objects,"Soumya Ghosh, Matthew Loper, Erik B. Sudderth, Michael J. Black",Brown University; Max Planck Institute for Intelligent Systems,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/a1140a3d0df1c81e24ae954d935e8926-Abstract.html
141,Fully Bayesian inference for neural models with negative-binomial spiking,"Jonathan W. Pillow, James Scott",University of Texas at Austin,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/b55ec28c52d5f6205684a473a2193564-Abstract.html
142,Fused sparsity and robust estimation for linear models with unknown variance,"Arnak Dalalyan, Yin Chen",University Paris Est; ENSAE-CREST,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/7750ca3559e5b8e1f44210283368fc16-Abstract.html
143,Fusion with Diffusion for Robust Visual Tracking,"Yu Zhou, Xiang Bai, Wenyu Liu, Longin J. Latecki",Huazhong University of Science and Technology; Temple University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/3e313b9badf12632cdae5452d20e1af6-Abstract.html
144,GenDeR: A Generic Diversified Ranking Algorithm,"Jingrui He, Hanghang Tong, Qiaozhu Mei, Boleslaw Szymanski",IBM; University of Michigan; Rensselaer Polytechnic Institute,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/7f24d240521d99071c93af3917215ef7-Abstract.html
145,Generalization Bounds for Domain Adaptation,"Chao Zhang, Lei Zhang, Jieping Ye",Arizona State University; Nanjing University of Science and Technology,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/ca8155f4d27f205953f9d3d7974bdd70-Abstract.html
146,Globally Convergent Dual MAP LP Relaxation Solvers using Fenchel-Young Margins,"Alex Schwing, Tamir Hazan, Marc Pollefeys, Raquel Urtasun",ETH Zurich; Toyota Technological Institute at Chicago,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/f197002b9a0853eca5e046d9ca4663d5-Abstract.html
147,Gradient Weights help Nonparametric Regressors,"Samory Kpotufe, Abdeslam Boularias",Max Planck Institute for Intelligent Systems; Toyota Technological Institute at Chicago,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/286674e3082feb7e5afb92777e48821f-Abstract.html
148,Gradient-based kernel method for feature extraction and variable selection,"Kenji Fukumizu, Chenlei Leng",Institute of Statistical Mathematics; National University of Singapore,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/83fa5a432ae55c253d0e60dbfa716723-Abstract.html
149,Graphical Gaussian Vector for Image Categorization,"Tatsuya Harada, Yasuo Kuniyoshi",University of Tokyo,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/ba3866600c3540f67c1e9575e213be0a-Abstract.html
150,Graphical Models via Generalized Linear Models,"Eunho Yang, Genevera Allen, Zhandong Liu, Pradeep K. Ravikumar",University of Texas at Austin; Rice University; Baylor College of Medicine,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/0ff8033cf9437c213ee13937b1c4c455-Abstract.html
151,Hamming Distance Metric Learning,"Mohammad Norouzi, David J Fleet, Ruslan Salakhutdinov","University Affiliation Not Specified; University of California, Berkeley",Poster,https://papers.nips.cc/paper_files/paper/2012/hash/59b90e1005a220e2ebc542eb9d950b1e-Abstract.html
152,Hierarchical Optimistic Region Selection driven by Curiosity,Odalric-ambrym Maillard,Montanuniversität Leoben,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/8a0e1141fd37fa5b98d5bb769ba1a7cc-Abstract.html
153,Hierarchical spike coding of sound,"Yan Karklin, Chaitanya Ekanadham, Eero P. Simoncelli",New York University; Howard Hughes Medical Institute,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/ad3019b856147c17e82a5bead782d2a8-Abstract.html
154,High-Order Multi-Task Feature Learning to Identify Longitudinal Phenotypic Markers for Alzheimer's Disease Progression Prediction,"Hua Wang, Feiping Nie, Heng Huang, Jingwen Yan, Sungeun Kim, Shannon Risacher, Andrew Saykin, Li Shen",University of Texas at Arlington; Indiana University School of Medicine,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/85fc37b18c57097425b52fc7afbb6969-Abstract.html
155,Homeostatic plasticity in Bayesian spiking networks as Expectation Maximization with posterior constraints,"Stefan Habenschuss, Johannes Bill, Bernhard Nessler",Graz University of Technology,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/13f9896df61279c928f19721878fac41-Abstract.html
156,How Prior Probability Influences Decision Making: A Unifying Probabilistic Model,"Yanping Huang, Timothy Hanks, Mike Shadlen, Abram L. Friesen, Rajesh P. Rao",University of Washington; Princeton University; Columbia University; Howard Hughes Medical Institute,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/5d44ee6f2c3f71b73125876103c8f6c4-Abstract.html
157,How They Vote: Issue-Adjusted Models of Legislative Behavior,"Sean Gerrish, David M. Blei",Princeton University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/193002e668758ea9762904da1a22337c-Abstract.html
158,Human memory search as a random walk in a semantic network,"Joseph L. Austerweil, Joshua T. Abbott, Thomas L. Griffiths","University of California, Berkeley",Poster,https://papers.nips.cc/paper_files/paper/2012/hash/14d9e8007c9b41f57891c48e07c23f57-Abstract.html
159,Identifiability and Unmixing of Latent Parse Trees,"Daniel J. Hsu, Sham M. Kakade, Percy Liang",Microsoft; Stanford University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/50c3d7614917b24303ee6a220679dab3-Abstract.html
160,Identification of Recurrent Patterns in the Activation of Brain Networks,"Firdaus Janoos, Weichang Li, Niranjan Subrahmanya, Istvan Morocz, William Wells",ExxonMobil; Harvard University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/ad13a2a07ca4b7642959dc0c4c740ab6-Abstract.html
161,Image Denoising and Inpainting with Deep Neural Networks,"Junyuan Xie, Linli Xu, Enhong Chen",University of Science and Technology of China,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/6cdd60ea0045eb7a6ec44c54d29ed402-Abstract.html
162,ImageNet Classification with Deep Convolutional Neural Networks,"Alex Krizhevsky, Ilya Sutskever, Geoffrey E. Hinton",University of Toronto,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/c399862d3b9d6b76c8436e924a68c45b-Abstract.html
163,Imitation Learning by Coaching,"He He, Jason Eisner, Hal Daume",University of Maryland; Johns Hopkins University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/2dffbc474aa176b6dc957938c15d0c8b-Abstract.html
164,Interpreting prediction markets: a stochastic approach,"Rafael M. Frongillo, Nicolas Della Penna, Mark D. Reid","University of California, Berkeley; Australian National University; National Information and Communications Technology Australia",Poster,https://papers.nips.cc/paper_files/paper/2012/hash/41a60377ba920919939d83326ebee5a1-Abstract.html
165,Inverse Reinforcement Learning through Structured Classification,"Edouard Klein, Matthieu Geist, Bilal Piot, Olivier Pietquin",LORIA; Supélec; Georgia Institute of Technology,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/559cb990c9dffd8675f6bc2186971dc2-Abstract.html
166,Isotropic Hashing,"Weihao Kong, Wu-jun Li",Shanghai Key Laboratory of Scalable Computing and Systems; Shanghai Jiao Tong University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/8c6744c9d42ec2cb9e8885b54ff744d0-Abstract.html
167,Iterative ranking from pair-wise comparisons,"Sahand Negahban, Sewoong Oh, Devavrat Shah",Massachusetts Institute of Technology; University of Illinois Urbana-Champaign,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/9adeb82fffb5444e81fa0ce8ad8afe7a-Abstract.html
168,Iterative Thresholding Algorithm for Sparse Inverse Covariance Estimation,"Benjamin Rolfs, Bala Rajaratnam, Dominique Guillot, Ian Wong, Arian Maleki",Stanford University; Rice University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/edfbe1afcf9246bb0d40eb4d8027d90f-Abstract.html
169,Joint Modeling of a Matrix with Associated Text via Latent Binary Features,"Xianxing Zhang, Lawrence Carin",Duke University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/6c29793a140a811d0c45ce03c1c93a28-Abstract.html
170,Kernel Hyperalignment,"Alexander Lorbert, Peter J. Ramadge",Princeton University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/170c944978496731ba71f34c25826a34-Abstract.html
171,Kernel Latent SVM for Visual Recognition,"Weilong Yang, Yang Wang, Arash Vahdat, Greg Mori",Simon Fraser University; University of Manitoba,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/beed13602b9b0e6ecb5b568ff5058f07-Abstract.html
172,Label Ranking with Partial Abstention based on Thresholded Probabilistic Models,"Weiwei Cheng, Eyke Hüllermeier, Willem Waegeman, Volkmar Welker",Philipps-Universität Marburg; Ghent University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/fe2d010308a6b3799a3d9c728ee74244-Abstract.html
173,Large Scale Distributed Deep Networks,"Jeffrey Dean, Greg Corrado, Rajat Monga, Kai Chen, Matthieu Devin, Mark Mao, Marc'aurelio Ranzato, Andrew Senior, Paul Tucker, Ke Yang, Quoc V. Le, Andrew Y. Ng",Google,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/6aca97005c68f1206823815f66102863-Abstract.html
174,Latent Coincidence Analysis: A Hidden Variable Model for Distance Metric Learning,"Matthew Der, Lawrence K. Saul","University of California, San Diego",Poster,https://papers.nips.cc/paper_files/paper/2012/hash/ab541d874c7bc19ab77642849e02b89f-Abstract.html
175,Latent Graphical Model Selection: Efficient Methods for Locally Tree-like Graphs,"Anima Anandkumar, Ragupathyraj Valluvan","University of California, Irvine",Poster,https://papers.nips.cc/paper_files/paper/2012/hash/2d6cc4b2d139a53512fb8cbb3086ae2e-Abstract.html
176,Learned Prioritization for Trading Off Accuracy and Speed,"Jiarong Jiang, Adam Teichert, Jason Eisner, Hal Daume",University of Maryland; Johns Hopkins University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/884d247c6f65a96a7da4d1105d584ddd-Abstract.html
177,Learning about Canonical Views from Internet Image Collections,"Elad Mezuman, Yair Weiss",Interdisciplinary Center for Neural Computation; Edmond & Lily Safra Center for Brain Sciences; Hebrew University of Jerusalem; University Affiliation Not Specified,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/310dcbbf4cce62f762a2aaa148d556bd-Abstract.html
178,Learning as MAP Inference in Discrete Graphical Models,"Xianghang Liu, James Petterson, Tibério S. Caetano",University of New South Wales; Australian National University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/89fcd07f20b6785b92134bd6c1d0fa42-Abstract.html
179,Learning curves for multi-task Gaussian process regression,"Peter Sollich, Simon Ashton",,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/dd8eb9f23fbd362da0e3f4e70b878c16-Abstract.html
180,Learning from Distributions via Support Measure Machines,"Krikamol Muandet, Kenji Fukumizu, Francesco Dinuzzo, Bernhard Schölkopf",Max Planck Institute for Intelligent Systems; Institute of Statistical Mathematics,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/9bf31c7ff062936a96d3c8bd1f8f2ff3-Abstract.html
181,Learning from the Wisdom of Crowds by Minimax Entropy,"Dengyong Zhou, Sumit Basu, Yi Mao, John C. Platt",Microsoft,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/46489c17893dfdcf028883202cefd6d1-Abstract.html
182,Learning Halfspaces with the Zero-One Loss: Time-Accuracy Tradeoffs,"Aharon Birnbaum, Shai S. Shwartz",Hebrew University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/67f7fb873eaf29526a11a9b7ac33bfac-Abstract.html
183,Learning High-Density Regions for a Generalized Kolmogorov-Smirnov Test in High-Dimensional Data,"Assaf Glazer, Michael Lindenbaum, Shaul Markovitch",Technion – Israel Institute of Technology,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/6855456e2fe46a9d49d3d3af4f57443d-Abstract.html
184,Learning Image Descriptors with the Boosting-Trick,"Tomasz Trzcinski, Mario Christoudias, Vincent Lepetit, Pascal Fua",EPFL,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/0a09c8844ba8f0936c20bd791130d6b6-Abstract.html
185,Learning Invariant Representations of Molecules for Atomization Energy Prediction,"Grégoire Montavon, Katja Hansen, Siamac Fazli, Matthias Rupp, Franziska Biegler, Andreas Ziehe, Alexandre Tkatchenko, Anatole V. Lilienfeld, Klaus-Robert Müller",Technische Universität Berlin; Fritz-Haber-Institut der Max-Planck-Gesellschaft; ETH Zurich; Argonne National Laboratory; Korea University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/115f89503138416a242f40fb7d7f338e-Abstract.html
186,Learning Label Trees for Probabilistic Modelling of Implicit Feedback,"Andriy Mnih, Yee W. Teh",University College London,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/0829424ffa0d3a2547b6c9622c77de03-Abstract.html
187,Learning Manifolds with K-Means and K-Flats,"Guillermo Canas, Tomaso Poggio, Lorenzo Rosasco",Massachusetts Institute of Technology,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/b20bb95ab626d93fd976af958fbc61ba-Abstract.html
188,Learning Mixtures of Tree Graphical Models,"Anima Anandkumar, Daniel J. Hsu, Furong Huang, Sham M. Kakade","University of California, Irvine; Microsoft",Poster,https://papers.nips.cc/paper_files/paper/2012/hash/10a7cdd970fe135cf4f7bb55c0e3b59f-Abstract.html
189,Learning Multiple Tasks using Shared Hypotheses,"Koby Crammer, Yishay Mansour",Technion - Israel Institute of Technology; Tel Aviv University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/9c82c7143c102b71c593d98d96093fde-Abstract.html
190,Learning Networks of Heterogeneous Influence,"Nan Du, Le Song, Ming Yuan, Alex J. Smola",Georgia Institute of Technology; Google,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/d759175de8ea5b1d9a2660e45554894f-Abstract.html
191,Learning optimal spike-based representations,"Ralph Bourdoukan, David Barrett, Sophie Deneve, Christian K. Machens",Ecole Normale Supérieure; Champalimaud Centre for the Unknown,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/3a15c7d0bbe60300a39f76f8a5ba6896-Abstract.html
192,Learning Partially Observable Models Using Temporally Abstract Decision Trees,Erik Talvitie,Franklin & Marshall College,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/39461a19e9eddfb385ea76b26521ea48-Abstract.html
193,Learning Probability Measures with respect to Optimal Transport Metrics,"Guillermo Canas, Lorenzo Rosasco",Massachusetts Institute of Technology,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/c54e7837e0cd0ced286cb5995327d1ab-Abstract.html
194,Learning the Architecture of Sum-Product Networks Using Clustering on Variables,"Aaron Dennis, Dan Ventura",Brigham Young University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/f33ba15effa5c10e873bf3842afb46a6-Abstract.html
195,Learning the Dependency Structure of Latent Factors,"Yunlong He, Yanjun Qi, Koray Kavukcuoglu, Haesun Park",Georgia Institute of Technology; NEC Labs America,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/df0aab058ce179e4f7ab135ed4e641a9-Abstract.html
196,Learning to Align from Scratch,"Gary Huang, Marwan Mattar, Honglak Lee, Erik G. Learned-miller",University of Massachusetts Amherst; University of Michigan,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/d81f9c1be2e08964bf9f24b15f0e4900-Abstract.html
197,Learning to Discover Social Circles in Ego Networks,"Jure Leskovec, Julian J. Mcauley",Stanford University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/7a614fd06c325499f1680b9896beedeb-Abstract.html
198,Learning visual motion in recurrent neural networks,"Marius Pachitariu, Maneesh Sahani",University College London,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/0f96613235062963ccde717b18f97592-Abstract.html
199,Learning with Partially Absorbing Random Walks,"Xiao-ming Wu, Zhenguo Li, Anthony M. So, John Wright, Shih-fu Chang",Columbia University; Chinese University of Hong Kong,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/512c5cad6c37edb98ae91c8a76c3a291-Abstract.html
200,Learning with Recursive Perceptual Representations,"Oriol Vinyals, Yangqing Jia, Li Deng, Trevor Darrell",,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/70222949cc0db89ab32c9969754d4758-Abstract.html
201,Learning with Target Prior,"Zuoguan Wang, Siwei Lyu, Gerwin Schalk, Qiang Ji","Rensselaer Polytechnic Institute; University at Albany, State University of New York; New York State Department of Health",Poster,https://papers.nips.cc/paper_files/paper/2012/hash/c9f95a0a5af052bffce5c89917335f67-Abstract.html
202,Link Prediction in Graphs with Autoregressive Features,"Emile Richard, Stephane Gaiffas, Nicolas Vayatis",,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/71f6278d140af599e06ad9bf1ba03cb0-Abstract.html
203,Local Supervised Learning through Space Partitioning,"Joseph Wang, Venkatesh Saligrama",Boston University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/a684eceee76fc522773286a895bc8436-Abstract.html
204,Localizing 3D cuboids in single-view images,"Jianxiong Xiao, Bryan Russell, Antonio Torralba",,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/58238e9ae2dd305d79c2ebc8c1883422-Abstract.html
205,Locally Uniform Comparison Image Descriptor,"Andrew Ziegler, Eric Christiansen, David Kriegman, Serge J. Belongie","University of California, San Diego",Poster,https://papers.nips.cc/paper_files/paper/2012/hash/c20ad4d76fe97759aa27a0c99bff6710-Abstract.html
206,Locating Changes in Highly Dependent Data with Unknown Number of Change Points,"Azadeh Khaleghi, Daniil Ryabko",Université de Lille; INRIA,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/299fb2142d7de959380f91c01c3a293c-Abstract.html
207,Majorization for CRFs and Latent Likelihoods,"Tony Jebara, Anna Choromanska",Columbia University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/d395771085aab05244a4fb8fd91bf4ee-Abstract.html
208,Mandatory Leaf Node Prediction in Hierarchical Multilabel Classification,"Wei Bi, James T. Kwok",Hong Kong University of Science and Technology,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/f899139df5e1059396431415e770c6dd-Abstract.html
209,MAP Inference in Chains using Column Generation,"David Belanger, Alexandre Passos, Sebastian Riedel, Andrew McCallum",University of Massachusetts Amherst; University College London,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/7634ea65a4e6d9041cfd3f7de18e334a-Abstract.html
210,Matrix reconstruction with the local max norm,"Rina Foygel, Nathan Srebro, Ruslan Salakhutdinov",Stanford University; Toyota Technological Institute at Chicago; University of Toronto,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/f5f8590cd58a54e94377e6ae2eded4d9-Abstract.html
211,Max-Margin Structured Output Regression for Spatio-Temporal Action Localization,"Du Tran, Junsong Yuan",Nanyang Technological University,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/9872ed9fc22fc182d371c3e9ed316094-Abstract.html
212,MCMC for continuous-time discrete-state systems,"Vinayak Rao, Yee W. Teh",University College London,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/6da37dd3139aa4d9aa55b8d237ec5d4a-Abstract.html
213,Memorability of Image Regions,"Aditya Khosla, Jianxiong Xiao, Antonio Torralba, Aude Oliva",Massachusetts Institute of Technology,Poster,https://papers.nips.cc/paper_files/paper/2012/hash/e9dae45ec08b498f7e1af247757c9b35-Abstract.html
