Index,Title,Authors,Affiliation,Status,Link
18,A General Theory of Equivariant CNNs on Homogeneous Spaces,"Taco S Cohen, Mario Geiger, Maurice Weiler",Qualcomm; Qualcomm Technologies; EPFL; University of Amsterdam,Poster,https://nips.cc/virtual/2019/poster/13956
19,A Generalized Algorithm for Multi-Objective Reinforcement Learning and Policy Adaptation,"Runzhe Yang, Xingyuan Sun, Karthik Narasimhan",Princeton University,Poster,https://nips.cc/virtual/2019/poster/14377
20,A Generic Acceleration Framework for Stochastic Composite Optimization,"Andrei Kulunchakov, Julien Mairal",Universite Grenoble Alpes,Poster,https://nips.cc/virtual/2019/poster/14210
21,A Geometric Perspective on Optimal Representations for Reinforcement Learning,"Marc Bellemare, Will Dabney, Robert Dadashi, Adrien Ali Taiga, Pablo Samuel Castro, Nicolas Le Roux, Dale Schuurmans, Tor Lattimore, Clare Lyle",Google; DeepMind; Université de Montréal; University of Alberta; University of Oxford,Poster,https://nips.cc/virtual/2019/poster/13591
22,A Graph Theoretic Additive Approximation of Optimal Transport,"Nathaniel Lahn, Deepika Mulchandani, Sharath Raghvendra",Virginia Tech,Poster,https://nips.cc/virtual/2019/poster/14312
23,A Graph Theoretic Framework of Recomputation Algorithms for Memory-Efficient Backpropagation,"Mitsuru Kusumoto, Takuya Inoue, Gentaro Watanabe, Takuya Akiba, Masanori Koyama","Preferred Networks, Inc.; University of Tokyo",Poster,https://nips.cc/virtual/2019/poster/13339
24,A Kernel Loss for Solving the Bellman Equation,"Yihao Feng, Lihong Li, Qiang Liu",University of Texas at Austin; Google,Poster,https://nips.cc/virtual/2019/poster/14441
25,A Latent Variational Framework for Stochastic Optimization,Philippe Casgrain,,Poster,https://nips.cc/virtual/2019/poster/13691
26,A Linearly Convergent Method for Non-Smooth Non-Convex Optimization on the Grassmannian with Applications to Robust Subspace and Dictionary Learning,"Zhihui Zhu, Tianyu Ding, Daniel Robinson, Manolis Tsakiris, René Vidal",Johns Hopkins University; ShanghaiTech University; Lehigh University,Poster,https://nips.cc/virtual/2019/poster/13981
27,A Linearly Convergent Proximal Gradient Algorithm for Decentralized  Optimization,"Sulaiman Alghunaim, Kun Yuan, Ali H. Sayed","University of California, Los Angeles; EPFL",Poster,https://nips.cc/virtual/2019/poster/13470
28,A Little Is Enough: Circumventing Defenses For Distributed Learning,"Gilad Baruch, Moran Baruch, Yoav Goldberg",Bar-Ilan University; Allen Institute for Artificial Intelligence,Poster,https://nips.cc/virtual/2019/poster/13920
29,A Mean Field Theory of Quantized Deep Networks: The Quantization-Depth Trade-Off,"Yaniv Blumenfeld, Dar Gilboa, Daniel Soudry",Technion - Israel Institute of Technology; Columbia University,Poster,https://nips.cc/virtual/2019/poster/13802
30,A Meta-Analysis of Overfitting in Machine Learning,"Rebecca Roelofs, Vaishaal Shankar, Benjamin Recht, Sara Fridovich-Keil, Moritz Hardt, John Miller, Ludwig Schmidt","University of California, Berkeley",Poster,https://nips.cc/virtual/2019/poster/14665
31,A Meta-MDP Approach to Exploration for Lifelong Reinforcement Learning,"Francisco Garcia, Philip S. Thomas",University of Massachusetts Amherst,Poster,https://nips.cc/virtual/2019/poster/13695
32,A Model to Search for Synthesizable Molecules,"John Bradshaw, Brooks Paige, Matt J Kusner, Marwin Segler, José Miguel Hernández-Lobato",University of Cambridge; Max Planck Institute for Intelligent Systems; Alan Turing Institute; University College London; BenevolentAI; Westfälische Wilhelms-Universität Münster; Microsoft,Poster,https://nips.cc/virtual/2019/poster/13870
33,A Model-Based Reinforcement Learning with Adversarial Training for Online Recommendation,"Xueying Bai, Jian Guan, Hongning Wang",Stony Brook University; Tsinghua University; University of Virginia,Poster,https://nips.cc/virtual/2019/poster/14078
34,A Necessary and Sufficient Stability Notion for Adaptive Generalization,"Moshe Shenfeld, Katrina Ligett",Hebrew University of Jerusalem,Poster,https://nips.cc/virtual/2019/poster/14134
35,A neurally plausible model for online recognition and postdiction in a dynamical environment,"Li Kevin Wenliang, Maneesh Sahani",,Poster,https://nips.cc/virtual/2019/poster/13998
36,A neurally plausible model learns successor representations in partially observable environments,"Eszter Vértes, Maneesh Sahani",University College London,Oral,https://nips.cc/virtual/2019/poster/13246
37,A New Defense Against Adversarial Images: Turning a Weakness into a Strength,"Shengyuan Hu, Tao Yu, Chuan Guo, Wei-Lun Chao, Kilian Q. Weinberger",Cornell University; Ohio State University,Poster,https://nips.cc/virtual/2019/poster/13374
38,A New Distribution on the Simplex with Auto-Encoding Applications,"Andrew Stirn, Tony Jebara, David Knowles",Columbia University; New York Genome Center; Spotify Technology S.A.,Poster,https://nips.cc/virtual/2019/poster/14302
39,A New Perspective on Pool-Based Active Classification and False-Discovery Control,"Lalit Jain, Kevin G. Jamieson",University of Washington,Poster,https://nips.cc/virtual/2019/poster/14327
40,A Nonconvex Approach for Exact and Efficient Multichannel Sparse Blind Deconvolution,"Qing Qu, Xiao Li, Zhihui Zhu",New York University; Chinese University of Hong Kong; Johns Hopkins University; University of Denver,Spotlight,https://nips.cc/virtual/2019/poster/14520
41,A Normative Theory for Causal Inference and Bayes Factor Computation in Neural Circuits,"Wenhao Zhang, Si Wu, Brent Doiron, Tai Sing Lee",Carnegie Mellon University; University of Pittsburgh; Peking University,Poster,https://nips.cc/virtual/2019/poster/13545
42,A Polynomial Time Algorithm for Log-Concave Maximum Likelihood via Locally Exponential Families,"Brian Axelrod, Ilias Diakonikolas, Alistair Stewart, Anastasios Sidiropoulos, Gregory Valiant",Stanford University; University of Wisconsin-Madison; University of Illinois at Chicago; Web3 Foundation,Poster,https://nips.cc/virtual/2019/poster/13852
43,A Primal Dual Formulation For Deep Learning With Constraints,"Yatin Nandwani, Abhishek Pathak, Mausam, Parag Singla",Indian Institute of Technology Delhi,Poster,https://nips.cc/virtual/2019/poster/14182
44,A Primal-Dual link between GANs and Autoencoders,"Hisham Husain, Richard Nock, Robert C. Williamson",Australian National University; Data61; University of Sydney,Poster,https://nips.cc/virtual/2019/poster/13280
45,A Prior of a Googol Gaussians: a Tensor Ring Induced Prior for Generative Models,"Maxim Kuznetsov, Daniil Polykovskiy, Dmitry P Vetrov, Alex Zhebrak",Insilico Medicine; National Research University Higher School of Economics,Poster,https://nips.cc/virtual/2019/poster/13570
46,A Refined Margin Distribution Analysis for Forest Representation Learning,"Shen-Huan Lyu, Liang Yang, Zhi-Hua Zhou",Nanjing University,Poster,https://nips.cc/virtual/2019/poster/13681
47,A Regularized Approach to Sparse Optimal Policy in Reinforcement Learning,"Wenhao Yang, Xiang Li, Zhihua Zhang",Peking University; National Engineering Lab for Big Data Analysis and Applications,Poster,https://nips.cc/virtual/2019/poster/13714
48,A Robust Non-Clairvoyant Dynamic Mechanism for Contextual Auctions,"Yuan Deng, Sébastien Lahaie, Vahab Mirrokni",Duke University; Google,Poster,https://nips.cc/virtual/2019/poster/13922
49,A Self Validation Network for Object-Level Human Attention Estimation,"Zehua Zhang, Chen Yu, David Crandall","Indiana University Bloomington; University of California, Santa Barbara",Poster,https://nips.cc/virtual/2019/poster/14384
50,A Similarity-preserving Network Trained on Transformed Images Recapitulates Salient Features of the Fly Motion Detection Circuit,"Yanis Bahroun, Dmitri Chklovskii, Anirvan Sengupta",Flatiron Institute; Rutgers University; NYU Langone Medical Center,Poster,https://nips.cc/virtual/2019/poster/14341
51,A Simple Baseline for Bayesian Uncertainty in Deep Learning,"Wesley J Maddox, Pavel Izmailov, Timur Garipov, Dmitry P Vetrov, Andrew Gordon Wilson",New York University; Samsung; National Research University Higher School of Economics,Poster,https://nips.cc/virtual/2019/poster/14257
52,A Solvable High-Dimensional Model of GAN,"Chuang Wang, Hong Hu, Yue Lu",Chinese Academy of Sciences; Harvard University,Poster,https://nips.cc/virtual/2019/poster/14309
53,A state-space model for inferring effective connectivity of latent neural dynamics from simultaneous EEG/fMRI,"Tao Tu, John Paisley, Stefan Haufe, Paul Sajda",,Poster,https://nips.cc/virtual/2019/poster/13616
54,A Step Toward Quantifying Independently Reproducible Machine Learning Research,Edward Raff,,Spotlight,https://nips.cc/virtual/2019/poster/14533
55,A Stochastic Composite Gradient Method with Incremental Variance Reduction,"Junyu Zhang, Lin Xiao",University of Minnesota; Microsoft,Poster,https://nips.cc/virtual/2019/poster/13953
56,A Structured Prediction Approach for Generalization in Cooperative Multi-Agent Reinforcement Learning,"Nicolas Carion, Nicolas Usunier, Gabriel Synnaeve, Alessandro Lazaric",Meta; University Paris Dauphine,Spotlight,https://nips.cc/virtual/2019/poster/14560
57,A Tensorized Transformer for Language Modeling,"Xindian Ma, Peng Zhang, Shuai Zhang, Nan Duan, Yuexian Hou, Ming Zhou, Dawei Song",Tianjin University; Microsoft; Beijing Institute of Technology,Poster,https://nips.cc/virtual/2019/poster/13422
58,A Unified Bellman Optimality Principle Combining Reward Maximization and Empowerment,"Felix Leibfried, Sergio Pascual-Díaz, Jordi Grau-Moya",PROWLER.io,Poster,https://nips.cc/virtual/2019/poster/13864
59,A Unified Framework for Data Poisoning Attack to Graph-based Semi-supervised Learning,"Xuanqing Liu, Si Si, Xiaojin Zhu, Yang Li, Cho-Jui Hsieh",,Poster,https://nips.cc/virtual/2019/poster/14006
60,A unified theory for the origin of grid cells through the lens of pattern formation,"Ben Sorscher, Gabriel Mel, Surya Ganguli, Samuel Ocko",,Spotlight,https://nips.cc/virtual/2019/poster/14583
61,A unified variance-reduced accelerated gradient method for convex optimization,"Guanghui Lan, Zhize Li, Yi Zhou",Georgia Institute of Technology; Tsinghua University; IBM,Poster,https://nips.cc/virtual/2019/poster/14058
62,A Unifying Framework for Spectrum-Preserving Graph Sparsification and Coarsening,"Gecia Bravo Hermsdorff, Lee Gunderson",Princeton University,Poster,https://nips.cc/virtual/2019/poster/13853
63,A Universally Optimal Multistage Accelerated Stochastic Gradient Method,"Necdet Serhat Aybat, Alireza Fallah, Mert Gurbuzbalaban, Asuman Ozdaglar",Pennsylvania State University; Massachusetts Institute of Technology; Rutgers University,Poster,https://nips.cc/virtual/2019/poster/13913
64,A Zero-Positive Learning Approach for Diagnosing Software Performance Regressions,"Mejbah Alam, Justin Gottschlich, Nesime Tatbul, Javier S Turek, Tim Mattson, Abdullah Muzahid",Intel; Massachusetts Institute of Technology; Texas A&M University,Poster,https://nips.cc/virtual/2019/poster/14143
65,Abstract Reasoning with Distracting Features,"Kecheng Zheng, Zheng-Jun Zha, Wei Wei",University of Science and Technology of China; Google,Poster,https://nips.cc/virtual/2019/poster/13708
66,Abstraction based Output Range Analysis for Neural Networks,"Pavithra Prabhakar, Zahra Rahimi Afzal",,Poster,https://nips.cc/virtual/2019/poster/14465
67,Accelerating Rescaled Gradient Descent: Fast Optimization of Smooth Functions,"Ashia C Wilson, Lester Mackey, Andre Wibisono",Microsoft; Georgia Institute of Technology,Poster,https://nips.cc/virtual/2019/poster/14290
68,Acceleration via Symplectic Discretization of High-Resolution Differential Equations,"Bin Shi, Simon S Du, Weijie Su, Michael I Jordan","University of California, Berkeley; Institute for Advanced Study; University of Pennsylvania",Poster,https://nips.cc/virtual/2019/poster/13700
69,Accurate Layerwise Interpretable Competence Estimation,"Vickram Rajendran, William LeVine",,Poster,https://nips.cc/virtual/2019/poster/14326
70,Accurate Uncertainty Estimation and Decomposition in Ensemble Learning,"Jeremiah Liu, John Paisley, Marianthi-Anna Kioumourtzoglou, Brent Coull",Google; Harvard University; Columbia University,Poster,https://nips.cc/virtual/2019/poster/13943
71,"Accurate, reliable and fast robustness evaluation","Wieland Brendel, Jonas Rauber, Matthias Kümmerer, Ivan Ustyuzhaninov, Matthias Bethge",University of Tübingen; Bernstein Center for Computational Neuroscience; Max Planck Institute for Biological Cybernetics; Max Planck Institute for Intelligent Systems,Poster,https://nips.cc/virtual/2019/poster/14233
72,Adapting Neural Networks for the Estimation of Treatment Effects,"Claudia Shi, David Blei, Victor Veitch",,Poster,https://nips.cc/virtual/2019/poster/13443
73,Adaptive Auxiliary Task Weighting for Reinforcement Learning,"Xingyu Lin, Harjatin Baweja, George Kantor, David Held",Robotics Institute,Poster,https://nips.cc/virtual/2019/poster/13624
74,Adaptive Cross-Modal Few-shot Learning,"Chen Xing, Negar Rostamzadeh, Boris Oreshkin, Pedro O O. Pinheiro",Nankai University; Element AI,Poster,https://nips.cc/virtual/2019/poster/13631
75,Adaptive Density Estimation for Generative Models,"Thomas Lucas, Konstantin Shmelkov, Karteek Alahari, Cordelia Schmid, Jakob Verbeek",INRIA; Huawei,Spotlight,https://nips.cc/virtual/2019/poster/14604
76,Adaptive GNN for Image Analysis and Editing,"Lingyu Liang, LianWen Jin, Yong Xu",South China University of Technology; Pengcheng Laboratory,Poster,https://nips.cc/virtual/2019/poster/13532
77,Adaptive Gradient-Based Meta-Learning Methods,"Mikhail Khodak, Maria-Florina F Balcan, Ameet S Talwalkar",Carnegie Mellon University; Determined AI,Poster,https://nips.cc/virtual/2019/poster/13712
78,Adaptive Influence Maximization with Myopic Feedback,"Binghui Peng, Wei Chen",Columbia University; Tsinghua University; Microsoft,Poster,https://nips.cc/virtual/2019/poster/13685
79,Adaptive Sequence Submodularity,"Marko Mitrovic, Ehsan Kazemi, Moran Feldman, Andreas Krause, Amin Karbasi",Yale University; University of Haifa; ETH Zurich,Poster,https://nips.cc/virtual/2019/poster/13671
80,Adaptive Temporal-Difference Learning for Policy Evaluation with Per-State Uncertainty Estimates,"Carlos Riquelme, Hugo Penedones, Damien Vincent, Hartmut Maennel, Sylvain Gelly, Timothy A Mann, Andre Barreto, Gergely Neu",DeepMind; Google; Universitat Pompeu Fabra,Poster,https://nips.cc/virtual/2019/poster/14162
81,Adaptively Aligned Image Captioning via Adaptive Attention Time,"Lun Huang, Wenmin Wang, Yaxian Xia, Jie Chen",,Poster,https://nips.cc/virtual/2019/poster/13942
82,ADDIS: an adaptive discarding algorithm for online FDR control with conservative nulls,"Jinjin Tian, Aaditya Ramdas",Carnegie Mellon University,Poster,https://nips.cc/virtual/2019/poster/13976
83,Addressing Failure Prediction by Learning Model Confidence,"Charles Corbière, Nicolas THOME, Avner Bar-Hen, Matthieu Cord, Patrick Pérez",Conservatoire National des Arts et Métiers; Valeo.ai; Sorbonne University,Poster,https://nips.cc/virtual/2019/poster/13474
84,Addressing Sample Complexity in Visual Tasks Using HER and Hallucinatory GANs,"Himanshu Sahni, Toby Buckley, Pieter Abbeel, Ilya Kuzovkin","Georgia Institute of Technology; OffWorld Inc.; University of California, Berkeley",Poster,https://nips.cc/virtual/2019/poster/13707
85,"Adversarial Examples Are Not Bugs, They Are Features","Andrew Ilyas, Shibani Santurkar, Dimitris Tsipras, Logan Engstrom, Brandon Tran, Aleksander Madry",Massachusetts Institute of Technology,Spotlight,https://nips.cc/virtual/2019/poster/14481
86,Adversarial Fisher Vectors for Unsupervised Representation Learning,"Shuangfei Zhai, Walter Talbott, Carlos Guestrin, Joshua Susskind",Apple,Spotlight,https://nips.cc/virtual/2019/poster/14595
87,Adversarial Music: Real world Audio Adversary against Wake-word Detection System,"Juncheng Li, Shuhui Qu, Xinjian Li, Joseph Szurley, J. Zico Kolter, Florian Metze",Carnegie Mellon University; Stanford University; Bosch Center for Arti?cial Intelligence,Spotlight,https://nips.cc/virtual/2019/poster/14603
88,Adversarial Robustness through Local Linearization,"Chongli Qin, James Martens, Sven Gowal, Dilip Krishnan, Krishnamurthy Dvijotham, Alhussein Fawzi, Soham De, Robert Stanforth, Pushmeet Kohli",DeepMind; Google,Poster,https://nips.cc/virtual/2019/poster/14313
89,Adversarial Self-Defense for Cycle-Consistent GANs,"Dina Bashkirova, Ben Usman, Kate Saenko",Boston University; Massachusetts Institute of Technology,Poster,https://nips.cc/virtual/2019/poster/13297
90,Adversarial Training and Robustness for Multiple Perturbations,"Florian Tramer, Dan Boneh",Stanford University,Spotlight,https://nips.cc/virtual/2019/poster/14536
91,Adversarial training for free!,"Ali Shafahi, Mahyar Najibi, Mohammad Amin Ghiasi, Zheng Xu, John Dickerson, Christoph Studer, Larry S. Davis, Gavin Taylor, Tom Goldstein",University of Maryland; Cornell University; United States Naval Academy,Poster,https://nips.cc/virtual/2019/poster/13512
92,AGEM: Solving Linear Inverse Problems via Deep Priors and Sampling,"Bichuan Guo, Yuxing Han, Jiangtao Wen",Tsinghua University; South China Agricultural University,Poster,https://nips.cc/virtual/2019/poster/13291
93,Algorithm-Dependent Generalization Bounds for Overparameterized Deep Residual Networks,"Spencer Frei, Yuan Cao, Quanquan Gu","University of California, Los Angeles",Poster,https://nips.cc/virtual/2019/poster/14389
94,Algorithmic Analysis and Statistical Estimation of SLOPE via Approximate Message Passing,"Zhiqi Bu, Jason Klusowski, Cynthia Rush, Weijie Su",University of Pennsylvania; Rutgers University; Columbia University,Poster,https://nips.cc/virtual/2019/poster/13974
95,Algorithmic Guarantees for Inverse Imaging with Untrained Network Priors,"Gauri Jagatap, Chinmay Hegde",New York University,Poster,https://nips.cc/virtual/2019/poster/14392
96,Aligning Visual Regions and Textual Concepts for Semantic-Grounded Image Representations,"Fenglin Liu, Yuanxin Liu, Xuancheng Ren, Xiaodong He, Xu Sun",Peking University; Chinese Academy of Sciences; University of Chinese Academy of Sciences; JD,Poster,https://nips.cc/virtual/2019/poster/13789
97,Alleviating Label Switching with Optimal Transport,"Pierre Monteiller, Sebastian Claici, Edward Chien, Farzaneh Mirzazadeh, Justin M Solomon, Mikhail Yurochkin","École Normale Supérieure, Paris; Massachusetts Institute of Technology; IBM",Poster,https://nips.cc/virtual/2019/poster/14297
98,Almost Horizon-Free Structure-Aware Best Policy Identification with a Generative Model,"Andrea Zanette, Mykel J Kochenderfer, Emma Brunskill",Stanford University,Poster,https://nips.cc/virtual/2019/poster/13690
99,Amortized Bethe Free Energy Minimization for Learning MRFs,"Sam Wiseman, Yoon Kim",Toyota Technological Institute at Chicago; Harvard University,Poster,https://nips.cc/virtual/2019/poster/14448
100,An  Inexact Augmented Lagrangian Framework for Nonconvex Optimization with Nonlinear Constraints,"Mehmet Fatih Sahin, Armin eftekhari, Ahmet Alacaoglu, Fabian Latorre, Volkan Cevher",EPFL,Poster,https://nips.cc/virtual/2019/poster/14323
101,An Accelerated Decentralized Stochastic Proximal Algorithm for Finite Sums,"Hadrien Hendrikx, Francis Bach, Laurent Massoulié",PSL Research University,Poster,https://nips.cc/virtual/2019/poster/13324
102,An Adaptive Empirical  Bayesian Method for Sparse Deep Learning,"Wei Deng, Xiao Zhang, Faming Liang, Guang Lin",Purdue University,Poster,https://nips.cc/virtual/2019/poster/13684
103,An adaptive Mirror-Prox method for variational inequalities with singular operators,"Kimon Antonakopoulos, Veronica Belmega, Panayotis Mertikopoulos",Universite Grenoble Alpes; University of Cergy-Pontoise,Poster,https://nips.cc/virtual/2019/poster/13908
104,An adaptive nearest neighbor rule for classification,"Akshay Balsubramani, Sanjoy Dasgupta, yoav Freund, Shay Moran","Stanford University; University of California, San Diego; Princeton University",Spotlight,https://nips.cc/virtual/2019/poster/14556
105,An Algorithm to Learn Polytree Networks with Hidden Nodes,"Firoozeh Sepehr, Donatello Materassi",University of Tennessee,Poster,https://nips.cc/virtual/2019/poster/14416
106,An Algorithmic Framework For Differentially Private Data Analysis on Trusted Processors,"Joshua Allen, Bolin Ding, Janardhan Kulkarni, Harsha Nori, Olga Ohrimenko, Sergey Yekhanin",Microsoft; Alibaba Group,Poster,https://nips.cc/virtual/2019/poster/14299
107,An Embedding Framework for Consistent Polyhedral Surrogates,"Jessica Finocchiaro, Rafael Frongillo, Bo Waggoner",University of Colorado Boulder,Poster,https://nips.cc/virtual/2019/poster/14081
108,An Improved Analysis of Training Over-parameterized Deep Neural Networks,"Difan Zou, Quanquan Gu","University of California, Los Angeles",Poster,https://nips.cc/virtual/2019/poster/13408
109,ANODEV2: A Coupled Neural ODE Framework,"Tianjun Zhang, Zhewei Yao, Amir Gholami, Joseph E Gonzalez, Kurt Keutzer, Michael W. Mahoney, George Biros","University of California, Berkeley; University of Texas at Austin; International Computer Science Institute",Poster,https://nips.cc/virtual/2019/poster/13657
110,Anti-efficient encoding in emergent communication,"Rahma Chaabouni, Eugene Kharitonov, Emmanuel Dupoux, Marco Baroni",Meta; PSL Research University; Institució Catalana de Recerca i Estudis Avançats,Poster,https://nips.cc/virtual/2019/poster/13743
111,Approximate Bayesian Inference for a Mechanistic Model of Vesicle Release at a Ribbon Synapse,"Cornelius Schröder, Ben James, Leon Lagnado, Philipp Berens",University of Tübingen; University of Sussex,Poster,https://nips.cc/virtual/2019/poster/13804
112,Approximate Feature Collisions in Neural Nets,"Ke Li, Tianhao Zhang, Jitendra Malik","University of California, Berkeley; Nanjing University",Poster,https://nips.cc/virtual/2019/poster/14469
113,Approximate Inference Turns Deep Networks into Gaussian Processes,"Mohammad Emtiyaz Khan, Alexander Immer, Ehsan Abedi, Maciej Korzepa",RIKEN; EPFL; Technical University of Denmark,Poster,https://nips.cc/virtual/2019/poster/13490
114,Approximating Interactive Human Evaluation with Self-Play for Open-Domain Dialog Systems,"Asma Ghandeharioun, Judy Hanwen Shen, Natasha Jaques, Craig Ferguson, Noah Jones, Agata Lapedriza, Rosalind Picard",Massachusetts Institute of Technology,Poster,https://nips.cc/virtual/2019/poster/14301
115,Approximating the Permanent by Sampling from Adaptive Partitions,"Jonathan Kuck, Tri Dao, Hamid Rezatofighi, Ashish Sabharwal, Stefano Ermon",Stanford University; Allen Institute for Artificial Intelligence,Poster,https://nips.cc/virtual/2019/poster/13938
116,Approximation Ratios of Graph Neural Networks for Combinatorial Problems,"Ryoma Sato, Makoto Yamada, Hisashi Kashima",Kyoto University; RIKEN; Japan Science and Technology Agency,Poster,https://nips.cc/virtual/2019/poster/13568
117,Arbicon-Net: Arbitrary Continuous Geometric Transformation Networks for Image Registration,"Jianchun Chen, Lingjing Wang, Xiang Li, Yi Fang",New York University; New York University Abu Dhabi,Poster,https://nips.cc/virtual/2019/poster/13517
118,Are Anchor Points Really Indispensable in Label-Noise Learning?,"Xiaobo Xia, Tongliang Liu, Nannan Wang, Bo Han, Chen Gong, Gang Niu, Masashi Sugiyama",University of Sydney; Xidian University; RIKEN; Nanjing University of Science and Technology; University of Tokyo,Poster,https://nips.cc/virtual/2019/poster/13788
119,Are deep ResNets provably better than linear predictors?,"Chulhee Yun, Suvrit Sra, Ali Jadbabaie",Massachusetts Institute of Technology,Poster,https://nips.cc/virtual/2019/poster/14456
120,Are Disentangled Representations Helpful for Abstract Visual Reasoning?,"Sjoerd van Steenkiste, Francesco Locatello, Jürgen Schmidhuber, Olivier Bachem",IDSIA; ETH Zurich; Google,Poster,https://nips.cc/virtual/2019/poster/14345
121,Are Labels Required for Improving Adversarial Robustness?,"Jean-Baptiste Alayrac, Jonathan Uesato, Po-Sen Huang, Alhussein Fawzi, Robert Stanforth, Pushmeet Kohli",DeepMind,Poster,https://nips.cc/virtual/2019/poster/14185
122,Are sample means in multi-armed bandits positively or negatively biased?,"Jaehyeok Shin, Aaditya Ramdas, Alessandro Rinaldo",Department of Statistics and Data Science; Machine Learning Department,Spotlight,https://nips.cc/virtual/2019/poster/14549
123,Are Sixteen Heads Really Better than One?,"Paul Michel, Omer Levy, Graham Neubig",Carnegie Mellon University; Meta,Poster,https://nips.cc/virtual/2019/poster/14330
124,"Ask not what AI can do, but what AI should do: Towards a framework of task delegability","Brian Lubars, Chenhao Tan",University of Colorado,Spotlight,https://nips.cc/virtual/2019/poster/14480
125,Assessing Disparate Impact of Personalized Interventions: Identifiability and Bounds,"Nathan Kallus, Angela Zhou",Cornell University,Poster,https://nips.cc/virtual/2019/poster/13518
126,Assessing Social and Intersectional Biases in Contextualized Word Representations,"Yi Chern Tan, L. Elisa Celis",Yale University,Spotlight,https://nips.cc/virtual/2019/poster/14618
127,Asymmetric Valleys: Beyond Sharp and Flat Local Minima,"Haowei He, Gao Huang, Yang Yuan",Tsinghua University; Beijing National Research Center for Information Science and Technology,Spotlight,https://nips.cc/virtual/2019/poster/14506
