Index,Title,Authors,Affiliation,Status,Link
485,Dirichlet Graph Variational Autoencoder,"Jia Li, Jianwei Yu, Jiajin Li, Honglei Zhang, Kangfei Zhao, Yu Rong, Hong Cheng, Junzhou Huang",Chinese University of Hong Kong; Georgia Institute of Technology; Tencent,Poster,https://nips.cc/virtual/2020/poster/17363
486,DisARM: An Antithetic Gradient Estimator for Binary Latent Variables,"Zhe Dong, Andriy Mnih, George Tucker",Google; DeepMind,Spotlight,https://nips.cc/virtual/2020/poster/18955
487,DisCor: Corrective Feedback in Reinforcement Learning via Distribution Correction,"Aviral Kumar, Abhishek Gupta, Sergey Levine","University of California, Berkeley",Spotlight,https://nips.cc/virtual/2020/poster/18124
488,"Discover, Hallucinate, and Adapt: Open Compound Domain Adaptation for Semantic Segmentation","KwanYong Park, Sanghyun Woo, Inkyu Shin, In So Kweon",Korea Advanced Institute of Science and Technology,Poster,https://nips.cc/virtual/2020/poster/17643
489,Discovering conflicting groups in signed networks,"Ruo-Chun Tzeng, Bruno Ordozgoiti, Aristides Gionis",KTH Royal Institute of Technology; Aalto University,Poster,https://nips.cc/virtual/2020/poster/18024
490,Discovering Reinforcement Learning Algorithms,"Junhyuk Oh, Matteo Hessel, Wojciech M. Czarnecki, Zhongwen Xu, Hado P van Hasselt, Satinder P. Singh, David Silver",DeepMind,Poster,https://nips.cc/virtual/2020/poster/17706
491,Discovering Symbolic Models from Deep Learning with Inductive Biases,"Miles Cranmer, Alvaro Sanchez Gonzalez, Peter Battaglia, Rui Xu, Kyle Cranmer, David Spergel, Shirley Ho",Princeton University; DeepMind; New York University; Flatiron Institute; Carnegie Mellon University,Poster,https://nips.cc/virtual/2020/poster/18671
492,Discriminative Sounding Objects Localization via Self-supervised Audiovisual Matching,"Di Hu, Rui Qian, Minyue Jiang, Xiao Tan, Shilei Wen, Errui Ding, Weiyao Lin, Dejing Dou",Renmin University of China; Shanghai Jiao Tong University; Baidu,Poster,https://nips.cc/virtual/2020/poster/17395
493,Disentangling by Subspace Diffusion,"David Pfau, Irina Higgins, Alex Botev, Sébastien Racanière",DeepMind,Poster,https://nips.cc/virtual/2020/poster/17950
494,Disentangling Human Error from Ground Truth in Segmentation of Medical Images,"Le Zhang, Ryutaro Tanno, Mou-Cheng Xu, Chen Jin, Joseph Jacob, Olga Cicarrelli, Frederik Barkhof, Daniel Alexander",,Poster,https://nips.cc/virtual/2020/poster/18835
495,DISK: Learning local features with policy gradient,"Michał Tyszkiewicz, Pascal Fua, Eduard Trulls",EPFL; Google,Spotlight,https://nips.cc/virtual/2020/poster/16979
496,Displacement-Invariant Matching Cost Learning for Accurate Optical Flow Estimation,"Jianyuan Wang, Yiran Zhong, Yuchao Dai, Kaihao Zhang, Pan Ji, Hongdong Li",Australian National University; ; Northwestern Polytechnical University; Tencent; NEC Labs America,Poster,https://nips.cc/virtual/2020/poster/17772
497,Dissecting Neural ODEs,"Stefano Massaroli, Michael Poli, Jinkyoo Park, Atsushi Yamashita, Hajime Asama",University of Tokyo; DiffEqML; Korea Advanced Institute of Science and Technology,Oral,https://nips.cc/virtual/2020/poster/18744
498,Distance Encoding: Design Provably More Powerful Neural Networks for Graph Representation Learning,"Pan Li, Yanbang Wang, Hongwei Wang, Jure Leskovec",Purdue University; Stanford University,Poster,https://nips.cc/virtual/2020/poster/18045
499,Distributed Distillation for On-Device Learning,"Ilai Bistritz, Ariana Mann, Nicholas Bambos",Stanford University,Poster,https://nips.cc/virtual/2020/poster/17881
500,Distributed Newton Can Communicate Less and Resist Byzantine Workers,"Avishek Ghosh, Raj Kumar Maity, Arya Mazumdar","University of California, Berkeley; University of Massachusetts Amherst",Poster,https://nips.cc/virtual/2020/poster/18294
501,Distributed Training with Heterogeneous Data: Bridging Median- and Mean-Based Algorithms,"Xiangyi Chen, Tiancong Chen, Haoran Sun, Steven Z. Wu, Mingyi Hong",University of Minnesota; Carnegie Mellon University,Poster,https://nips.cc/virtual/2020/poster/18179
502,Distribution Aligning Refinery of Pseudo-label for Imbalanced Semi-supervised Learning,"Jaehyung Kim, Youngbum Hur, Sejun Park, Eunho Yang, Sung Ju Hwang, Jinwoo Shin",Korea Advanced Institute of Science and Technology; AITRICS; Samsung,Poster,https://nips.cc/virtual/2020/poster/18565
503,Distribution Matching for Crowd Counting,"Boyu Wang, Huidong Liu, Dimitris Samaras, Minh Hoai Nguyen",Stony Brook University,Spotlight,https://nips.cc/virtual/2020/poster/18013
504,"Distribution-free binary classification: prediction sets, confidence intervals and calibration","Chirag Gupta, Aleksandr Podkopaev, Aaditya Ramdas",Carnegie Mellon University; University Affiliation Not Specified,Spotlight,https://nips.cc/virtual/2020/poster/19077
505,Distributional Robustness with IPMs and links to Regularization and GANs,Hisham Husain,Australian National University,Poster,https://nips.cc/virtual/2020/poster/17130
506,Distributionally Robust Federated Averaging,"Yuyang Deng, Mohammad Mahdi Kamani, Mehrdad Mahdavi",Pennsylvania State University,Poster,https://nips.cc/virtual/2020/poster/18195
507,Distributionally Robust Local Non-parametric Conditional Estimation,"Viet Anh Nguyen, Fan Zhang, Jose Blanchet, Erick Delage, Yinyu Ye",Stanford University; HEC Montréal,Poster,https://nips.cc/virtual/2020/poster/17897
508,Distributionally Robust Parametric Maximum Likelihood Estimation,"Viet Anh Nguyen, Xuhui Zhang, Jose Blanchet, Angelos Georghiou",Stanford University; University of Cyprus,Poster,https://nips.cc/virtual/2020/poster/17829
509,Diverse Image Captioning with Context-Object Split Latent Spaces,"Shweta Mahajan, Stefan Roth",Technische Universität Darmstadt,Poster,https://nips.cc/virtual/2020/poster/18774
510,Diversity can be Transferred: Output Diversification for White- and Black-box Attacks,"Yusuke Tashiro, Yang Song, Stefano Ermon",Stanford University; Mitsubishi UFJ Trust Investment Technology Institute; Japan Digital Design,Poster,https://nips.cc/virtual/2020/poster/17567
511,Diversity-Guided Multi-Objective Bayesian Optimization With Batch Evaluations,"Mina Konakovic Lukovic, Yunsheng Tian, Wojciech Matusik",Massachusetts Institute of Technology,Poster,https://nips.cc/virtual/2020/poster/17801
512,Do Adversarially Robust ImageNet Models Transfer Better?,"Hadi Salman, Andrew Ilyas, Logan Engstrom, Ashish Kapoor, Aleksander Madry",Microsoft; Massachusetts Institute of Technology,Oral,https://nips.cc/virtual/2020/poster/18492
513,Does Unsupervised Architecture Representation Learning Help Neural Architecture Search?,"Shen Yan, Yu Zheng, Wei Ao, Xiao Zeng, Mi Zhang",Michigan State University,Poster,https://nips.cc/virtual/2020/poster/18078
514,Domain Adaptation as a Problem of Inference on Graphical Models,"Kun Zhang, Mingming Gong, Petar Stojanov, Biwei Huang, QINGSONG LIU, Clark Glymour",Carnegie Mellon University; University of Melbourne; Unisound,Poster,https://nips.cc/virtual/2020/poster/17198
515,Domain Adaptation with Conditional Distribution Matching and Generalized Label Shift,"Remi Tachet des Combes, Han Zhao, Yu-Xiang Wang, Geoffrey J. Gordon","Microsoft; D. E. Shaw & Co.; Carnegie Mellon University; University of California, Santa Barbara",Poster,https://nips.cc/virtual/2020/poster/17870
516,Domain Generalization for Medical Imaging Classification with Linear-Dependency Regularization,"Haoliang Li, Yufei Wang, Renjie Wan, Shiqi Wang, Tie-Qiang Li, Alex Kot",Nanyang Technological University; City University of Hong Kong; Karolinska Institute; Karolinska University Hospital,Poster,https://nips.cc/virtual/2020/poster/17083
517,Domain Generalization via Entropy Regularization,"Shanshan Zhao, Mingming Gong, Tongliang Liu, Huan Fu, Dacheng Tao",University of Sydney; University of Melbourne; Alibaba Group,Poster,https://nips.cc/virtual/2020/poster/17352
518,Doubly Robust Off-Policy Value and Gradient Estimation for Deterministic Policies,"Nathan Kallus, Masatoshi Uehara",Cornell University,Poster,https://nips.cc/virtual/2020/poster/17370
519,Dual Instrumental Variable Regression,"Krikamol Muandet, Arash Mehrjou, Si Kai Lee, Anant Raj",Max Planck Institute for Intelligent Systems; ETH Zurich; University of Chicago,Poster,https://nips.cc/virtual/2020/poster/16806
520,Dual Manifold Adversarial Robustness: Defense against Lp and non-Lp Adversarial Attacks,"Wei-An Lin, Chun Pong Lau, Alexander Levine, Rama Chellappa, Soheil Feizi",University of Maryland; Adobe; Johns Hopkins University,Poster,https://nips.cc/virtual/2020/poster/18174
521,Dual T: Reducing Estimation Error for Transition Matrix in Label-noise Learning,"Yu Yao, Tongliang Liu, Bo Han, Mingming Gong, Jiankang Deng, Gang Niu, Masashi Sugiyama",University of Sydney; Hong Kong Baptist University; University of Melbourne; Imperial College London; RIKEN; University of Tokyo,Poster,https://nips.cc/virtual/2020/poster/17012
522,Dual-Free Stochastic Decentralized Optimization with Variance Reduction,"Hadrien Hendrikx, Francis R. Bach, Laurent Massoulié",PSL Research University,Poster,https://nips.cc/virtual/2020/poster/16973
523,Dual-Resolution Correspondence Networks,"Xinghui Li, Kai Han, Shuda Li, Victor Prisacariu",University of Oxford,Poster,https://nips.cc/virtual/2020/poster/17095
524,Duality-Induced Regularizer for Tensor Factorization Based Knowledge Graph Completion,"Zhanqiu Zhang, Jianyu Cai, Jie Wang",University of Science and Technology of China,Poster,https://nips.cc/virtual/2020/poster/17233
525,DVERGE: Diversifying Vulnerabilities for Enhanced Robust Generation of Ensembles,"Huanrui Yang, Jingyang Zhang, Hongliang Dong, Nathan Inkawhich, Andrew Gardner, Andrew Touchet, Wesley Wilkes, Heath Berry, Hai Li",Duke University; Radiance Technologies,Oral,https://nips.cc/virtual/2020/poster/16857
526,DynaBERT: Dynamic BERT with Adaptive Width and Depth,"Lu Hou, Zhiqi Huang, Lifeng Shang, Xin Jiang, Xiao Chen, Qun Liu",Huawei; Peking University,Spotlight,https://nips.cc/virtual/2020/poster/18572
527,Dynamic allocation of limited memory resources in reinforcement learning,"Nisheet Patel, Luigi Acerbi, Alexandre Pouget",University of Geneva; University of Helsinki,Poster,https://nips.cc/virtual/2020/poster/18633
528,Dynamic Fusion of Eye Movement Data and Verbal Narrations in Knowledge-rich Domains,"Ervine Zheng, Qi Yu, Rui Li, Pengcheng Shi, Anne Haake",Rochester Institute of Technology,Poster,https://nips.cc/virtual/2020/poster/17919
529,Dynamic Regret of Convex and Smooth Functions,"Peng Zhao, Yu-Jie Zhang, Lijun Zhang, Zhi-Hua Zhou",Nanjing University,Poster,https://nips.cc/virtual/2020/poster/17396
530,Dynamic Regret of Policy Optimization in Non-Stationary Environments,"Yingjie Fei, Zhuoran Yang, Zhaoran Wang, Qiaomin Xie",Northwestern University; Princeton University; Cornell University,Poster,https://nips.cc/virtual/2020/poster/18121
531,Dynamic Submodular Maximization,Morteza Monemizadeh,TU Eindhoven,Poster,https://nips.cc/virtual/2020/poster/17698
532,Dynamical mean-field theory for stochastic gradient descent in Gaussian mixture classification,"Francesca Mignacco, Florent Krzakala, Pierfrancesco Urbani, Lenka Zdeborová",Université Paris-Saclay; École Normale Supérieure; EPFL,Poster,https://nips.cc/virtual/2020/poster/17988
533,Early-Learning Regularization Prevents Memorization of Noisy Labels,"Sheng Liu, Jonathan Niles-Weed, Narges Razavian, Carlos Fernandez-Granda",New York University; NYU School of Medicine,Poster,https://nips.cc/virtual/2020/poster/18808
534,EcoLight: Intersection Control in Developing Regions Under Extreme Budget and Network Constraints,"Sachin Chauhan, Kashish Bansal, Rijurekha Sen",Indian Institute of Technology Delhi,Poster,https://nips.cc/virtual/2020/poster/18814
535,Effective Dimension Adaptive Sketching Methods for Faster Regularized Least-Squares Optimization,"Jonathan Lacotte, Mert Pilanci",Stanford University,Oral,https://nips.cc/virtual/2020/poster/18474
536,Effective Diversity in Population Based Reinforcement Learning,"Jack Parker-Holder, Aldo Pacchiano, Krzysztof M Choromanski, Stephen J. Roberts","University of Oxford; University of California, Berkeley; Google",Spotlight,https://nips.cc/virtual/2020/poster/17049
537,Efficient active learning of sparse halfspaces with arbitrary bounded noise,"Chicheng Zhang, Jie Shen, Pranjal Awasthi",University of Arizona; Stevens Institute of Technology; Google; Rutgers University,Oral,https://nips.cc/virtual/2020/poster/17605
538,Efficient Algorithms for Device Placement of DNN Graph Operators,"Jakub M Tarnawski, Amar Phanishayee, Nikhil Devanur, Divya Mahajan, Fanny Nina Paravecino",Microsoft; Amazon,Poster,https://nips.cc/virtual/2020/poster/17481
539,Efficient Clustering Based On A Unified View Of $K$-means And Ratio-cut,"Shenfei Pei, Feiping Nie, Rong Wang, Xuelong Li",Northwestern Polytechnical University,Poster,https://nips.cc/virtual/2020/poster/17639
540,Efficient Clustering for Stretched Mixtures: Landscape and Optimality,"Kaizheng Wang, Yuling Yan, Mateo Diaz",Columbia University; Princeton University; Cornell University,Poster,https://nips.cc/virtual/2020/poster/17526
541,Efficient Contextual Bandits with Continuous Actions,"Maryam Majzoubi, Chicheng Zhang, Rajan Chari, Akshay Krishnamurthy, John Langford, Aleksandrs Slivkins",New York University; University of Arizona; Microsoft,Poster,https://nips.cc/virtual/2020/poster/18003
542,Efficient Distance Approximation for Structured High-Dimensional Distributions via Learning,"Arnab Bhattacharyya, Sutanu Gayen, Kuldeep S Meel, N. V. Vinodchandran",National University of Singapore; University of Nebraska-Lincoln,Poster,https://nips.cc/virtual/2020/poster/18247
543,Efficient estimation of neural tuning during naturalistic behavior,"Edoardo Balzani, Kaushik Lakshminarasimhan, Dora Angelaki, Cristina Savin",New York University; Columbia University,Poster,https://nips.cc/virtual/2020/poster/19021
544,Efficient Exact Verification of Binarized Neural Networks,"Kai Jia, Martin Rinard",Massachusetts Institute of Technology,Poster,https://nips.cc/virtual/2020/poster/16830
545,Efficient Exploration of Reward Functions in Inverse Reinforcement Learning via Bayesian Optimization,"Sreejith Balakrishnan, Quoc Phong Nguyen, Bryan Kian Hsiang Low, Harold Soh",,Poster,https://nips.cc/virtual/2020/poster/18436
546,Efficient Generation of Structured Objects with Constrained Adversarial Networks,"Luca Di Liello, Pierfrancesco Ardino, Jacopo Gobbi, Paolo Morettin, Stefano Teso, Andrea Passerini",University of Trento; Katholieke Universiteit Leuven,Poster,https://nips.cc/virtual/2020/poster/17939
547,Efficient Learning of Discrete Graphical Models,"Marc Vuffray, Sidhant Misra, Andrey Lokhov",,Poster,https://nips.cc/virtual/2020/poster/18193
548,Efficient Learning of Generative Models via Finite-Difference Score Matching,"Tianyu Pang, Kun Xu, Chongxuan LI, Yang Song, Stefano Ermon, Jun Zhu",Tsinghua University; Stanford University,Poster,https://nips.cc/virtual/2020/poster/17777
549,Efficient Low Rank Gaussian Variational Inference for Neural Networks,"Marcin Tomczak, Siddharth Swaroop, Richard Turner",University of Cambridge,Poster,https://nips.cc/virtual/2020/poster/17412
550,Efficient Marginalization of Discrete and Structured Latent Variables via Sparsity,"Gonçalo Correia, Vlad Niculae, Wilker Aziz, André Martins",Instituto de Telecomunicações; University of Amsterdam; Instituto Superior Técnico; Unbabel,Spotlight,https://nips.cc/virtual/2020/poster/17794
551,Efficient Model-Based Reinforcement Learning through Optimistic Policy Search and Planning,"Sebastian Curi, Felix Berkenkamp, Andreas Krause",ETH Zurich; Bosch Center for Arti?cial Intelligence,Spotlight,https://nips.cc/virtual/2020/poster/17368
552,Efficient Nonmyopic Bayesian Optimization via One-Shot Multi-Step Trees,"Shali Jiang, Daniel Jiang, Maximilian Balandat, Brian Karrer, Jacob Gardner, Roman Garnett",Meta; University of Pennsylvania; Washington University in St. Louis,Poster,https://nips.cc/virtual/2020/poster/18365
553,Efficient Online Learning of Optimal Rankings: Dimensionality Reduction via Gradient Descent,"Dimitris Fotakis, Thanasis Lianeas, Georgios Piliouras, Stratis Skoulakis",National Technical University of Athens; Singapore University of Technology and Design,Poster,https://nips.cc/virtual/2020/poster/17139
554,Efficient Planning in Large MDPs with Weak Linear Function Approximation,"Roshan Shariff, Csaba Szepesvari",University of Alberta; DeepMind,Poster,https://nips.cc/virtual/2020/poster/19044
555,Efficient Projection-free Algorithms for Saddle Point Problems,"Cheng Chen, Luo Luo, Weinan Zhang, Yong Yu",Shanghai Jiao Tong University; Hong Kong University of Science and Technology,Poster,https://nips.cc/virtual/2020/poster/16919
556,Efficient semidefinite-programming-based inference for binary and multi-class MRFs,"Chirag Pabbaraju, Po-Wei Wang, J. Zico Kolter",Carnegie Mellon University; Bosch Center for AI,Spotlight,https://nips.cc/virtual/2020/poster/18785
557,Efficient Variational Inference for Sparse Deep Learning with Theoretical Guarantee,"Jincheng Bai, Qifan Song, Guang Cheng",Purdue University,Poster,https://nips.cc/virtual/2020/poster/17972
558,Elastic-InfoGAN: Unsupervised Disentangled Representation Learning in Class-Imbalanced Data,"Utkarsh Ojha, Krishna Kumar Singh, Cho-Jui Hsieh, Yong Jae Lee",,Poster,https://nips.cc/virtual/2020/poster/17839
559,Election Coding for Distributed Learning: Protecting SignSGD against Byzantine Attacks,"Jy-yong Sohn, Dong-Jun Han, Beongjun Choi, Jaekyun Moon",Korea Advanced Institute of Science and Technology,Poster,https://nips.cc/virtual/2020/poster/17515
560,Emergent Complexity and Zero-shot Transfer via Unsupervised Environment Design,"Michael Dennis, Natasha Jaques, Eugene Vinitsky, Alexandre Bayen, Stuart J. Russell, Andrew Critch, Sergey Levine",,Oral,https://nips.cc/virtual/2020/poster/17973
561,Emergent Reciprocity and Team Formation from Randomized Uncertain Social Preferences,Bowen Baker,OpenAI,Poster,https://nips.cc/virtual/2020/poster/19045
562,Empirical Likelihood for Contextual Bandits,"Nikos Karampatziakis, John Langford, Paul Mineiro",Microsoft,Poster,https://nips.cc/virtual/2020/poster/17812
563,Enabling certification of verification-agnostic networks via memory-efficient semidefinite programming,"Sumanth Dathathri, Krishnamurthy Dvijotham, Alexey Kurakin, Aditi Raghunathan, Jonathan Uesato, Rudy R Bunel, Shreya Shankar, Jacob Steinhardt, Ian Goodfellow, Percy Liang, Pushmeet Kohli","DeepMind; Google; Stanford University; University of California, Berkeley",Poster,https://nips.cc/virtual/2020/poster/19019
564,End-to-End Learning and Intervention in Games,"Jiayang Li, Jing Yu, Yu Nie, Zhaoran Wang",Northwestern University,Poster,https://nips.cc/virtual/2020/poster/18928
565,Energy-based Out-of-distribution Detection,"Weitang Liu, Xiaoyun Wang, John Owens, Yixuan Li","University of California, San Diego; University of California, Davis; University of Wisconsin-Madison",Poster,https://nips.cc/virtual/2020/poster/17313
566,Ensemble Distillation for Robust Model Fusion in Federated Learning,"Tao Lin, Lingjing Kong, Sebastian U Stich, Martin Jaggi",EPFL,Poster,https://nips.cc/virtual/2020/poster/18697
567,Ensembling geophysical models with Bayesian Neural Networks,"Ushnish Sengupta, Matt Amos, Scott Hosking, Carl Edward Rasmussen, Matthew Juniper, Paul Young",University of Cambridge; Lancaster University; British Antarctic Survey,Poster,https://nips.cc/virtual/2020/poster/18746
568,Ensuring Fairness Beyond the Training Data,"Debmalya Mandal, Samuel Deng, Suman Jana, Jeannette Wing, Daniel J. Hsu",Columbia University,Poster,https://nips.cc/virtual/2020/poster/18122
569,Entropic Causal Inference: Identifiability and Finite Sample Results,"Spencer Compton, Murat Kocaoglu, Kristjan Greenewald, Dmitriy Katz",Massachusetts Institute of Technology; IBM,Poster,https://nips.cc/virtual/2020/poster/18728
570,Entropic Optimal Transport between Unbalanced Gaussian Measures has a Closed Form,"Hicham Janati, Boris Muzellec, Gabriel Peyré, Marco Cuturi",INRIA; ENSAE; PSL University; Google,Oral,https://nips.cc/virtual/2020/poster/17334
571,Entrywise convergence of iterative methods for eigenproblems,"Vasileios Charisopoulos, Austin R Benson, Anil Damle",Cornell University,Poster,https://nips.cc/virtual/2020/poster/17553
572,Equivariant Networks for Hierarchical Structures,"Renhao Wang, Marjan Albooyeh, Siamak Ravanbakhsh",University of British Columbia; Borealis AI; McGill University,Oral,https://nips.cc/virtual/2020/poster/18715
573,Erdos Goes Neural: an Unsupervised Learning Framework for Combinatorial Optimization on Graphs,"Nikolaos Karalias, Andreas Loukas",EPFL,Oral,https://nips.cc/virtual/2020/poster/18570
574,Error Bounds of Imitating Policies and Environments,"Tian Xu, Ziniu Li, Yang Yu","Nanjing University; Chinese University of Hong Kong, Shenzhen; Polixir Technologies",Poster,https://nips.cc/virtual/2020/poster/17140
575,Escaping Saddle-Point Faster under Interpolation-like Conditions,"Abhishek Roy, Krishnakumar Balasubramanian, Saeed Ghadimi, Prasant Mohapatra","University of California, Davis; University of Waterloo",Poster,https://nips.cc/virtual/2020/poster/17323
576,Escaping the Gravitational Pull of Softmax,"Jincheng Mei, Chenjun Xiao, Bo Dai, Lihong Li, Csaba Szepesvari, Dale Schuurmans",University of Alberta; Google; Amazon; DeepMind,Oral,https://nips.cc/virtual/2020/poster/18772
577,Estimating decision tree learnability with polylogarithmic sample complexity,"Guy Blanc, Neha Gupta, Jane Lange, Li-Yang Tan",Stanford University; Massachusetts Institute of Technology,Poster,https://nips.cc/virtual/2020/poster/18307
578,Estimating Fluctuations in Neural Representations of Uncertain Environments,"Sahand Farhoodi, Mark Plitt, Lisa Giocomo, Uri Eden",Boston University; Stanford University,Poster,https://nips.cc/virtual/2020/poster/18747
579,Estimating Rank-One Spikes from Heavy-Tailed Noise via Self-Avoiding Walks,"Jingqiu Ding, Samuel Hopkins, David Steurer","ETH Zurich; University of California, Berkeley",Spotlight,https://nips.cc/virtual/2020/poster/19030
580,Estimating the Effects of Continuous-valued Interventions using Generative Adversarial Networks,"Ioana Bica, James Jordon, Mihaela van der Schaar","University of Oxford; Alan Turing Institute; University of Cambridge; University of California, Los Angeles",Poster,https://nips.cc/virtual/2020/poster/16932
581,Estimating Training Data Influence by Tracing Gradient Descent,"Garima Pruthi, Frederick Liu, Satyen Kale, Mukund Sundararajan",Google,Spotlight,https://nips.cc/virtual/2020/poster/17789
582,Estimating weighted areas under the ROC curve,"Andreas Maurer, Massimiliano Pontil",Istituto Italiano di Tecnologia; University College London,Poster,https://nips.cc/virtual/2020/poster/18873
583,Estimation and Imputation in Probabilistic Principal Component Analysis with Missing Not At Random Data,"Aude Sportisse, Claire Boyer, Julie Josse",Sorbonne University; INRIA,Poster,https://nips.cc/virtual/2020/poster/17434
584,Estimation of Skill Distribution from a Tournament,"Ali Jadbabaie, Anuran Makur, Devavrat Shah",Massachusetts Institute of Technology,Spotlight,https://nips.cc/virtual/2020/poster/17513
585,Evaluating and Rewarding Teamwork Using Cooperative Game Abstractions,"Tom Yan, Christian Kroer, Alexander Peysakhovich",Carnegie Mellon University; Meta; Columbia University,Poster,https://nips.cc/virtual/2020/poster/17463
586,Evaluating Attribution for Graph Neural Networks,"Benjamin Sanchez-Lengeling, Jennifer Wei, Brian Lee, Emily Reif, Peter Wang, Wesley Qian, Kevin McCloskey, Lucy Colwell, Alexander Wiltschko",Google; Stanford University; University of Illinois Urbana-Champaign; University of Cambridge,Poster,https://nips.cc/virtual/2020/poster/17889
587,Every View Counts: Cross-View Consistency in 3D Object Detection with Hybrid-Cylindrical-Spherical Voxelization,"Qi Chen, Lin Sun, Ernest Cheung, Alan L. Yuille",Johns Hopkins University; Samsung,Poster,https://nips.cc/virtual/2020/poster/16850
588,Evidential Sparsification of Multimodal Latent Spaces in Conditional Variational Autoencoders,"Masha Itkina, Boris Ivanovic, Ransalu Senanayake, Mykel J Kochenderfer, Marco Pavone",Department of Aeronautics and Astronautics,Poster,https://nips.cc/virtual/2020/poster/17734
589,EvolveGraph: Multi-Agent Trajectory Prediction with Dynamic Relational Reasoning,"Jiachen Li, Fan Yang, Masayoshi Tomizuka, Chiho Choi","Honda Research Institute; University of California, Berkeley",Poster,https://nips.cc/virtual/2020/poster/18023
590,Evolving Graphical Planner: Contextual Global Planning for Vision-and-Language Navigation,"Zhiwei Deng, Karthik Narasimhan, Olga Russakovsky",Princeton University,Poster,https://nips.cc/virtual/2020/poster/16953
591,Evolving Normalization-Activation Layers,"Hanxiao Liu, Andy Brock, Karen Simonyan, Quoc V. Le",Google; DeepMind,Spotlight,https://nips.cc/virtual/2020/poster/17920
592,Exact expressions for double descent and implicit regularization via surrogate random design,"Michal Derezinski, Feynman T Liang, Michael W. Mahoney","University of California, Berkeley",Poster,https://nips.cc/virtual/2020/poster/18323
593,Exact Recovery of Mangled Clusters with Same-Cluster Queries,"Marco Bressan, Nicolò Cesa-Bianchi, Silvio Lattanzi, Andrea Paudice",University of Milan; Google; Istituto Italiano di Tecnologia,Oral,https://nips.cc/virtual/2020/poster/17388
594,Exactly Computing the Local Lipschitz Constant of ReLU Networks,"Matt Jordan, Alexandros G Dimakis",University of Texas at Austin,Poster,https://nips.cc/virtual/2020/poster/18019
595,Exchangeable Neural ODE for Set Modeling,"Yang Li, Haidong Yi, Christopher Bender, Siyuan Shan, Junier B Oliva",University of North Carolina at Chapel Hill,Poster,https://nips.cc/virtual/2020/poster/17749
596,Exemplar Guided Active Learning,"Jason S Hartford, Kevin Leyton-Brown, Hadas Raviv, Dan Padnos, Shahar Lev, Barak Lenz",AI21 Labs,Poster,https://nips.cc/virtual/2020/poster/18142
597,"Exemplar VAE: Linking Generative Models, Nearest Neighbor Retrieval, and Data Augmentation","Sajad Norouzi, David J Fleet, Mohammad Norouzi",University of Toronto; Vector Institute; Google,Poster,https://nips.cc/virtual/2020/poster/17594
598,ExpandNets: Linear Over-parameterization to Train Compact Convolutional Networks,"Shuxuan Guo, Jose M. Alvarez, Mathieu Salzmann",EPFL; NVIDIA,Spotlight,https://nips.cc/virtual/2020/poster/17344
599,Experimental design for MRI by greedy policy search,"Tim Bakker, Herke van Hoof, Max Welling",University of Amsterdam; Canadian Institute for Advanced Research,Spotlight,https://nips.cc/virtual/2020/poster/18979
600,Expert-Supervised Reinforcement Learning for Offline Policy Learning and Evaluation,"Aaron Sonabend, Junwei Lu, Leo Anthony Celi, Tianxi Cai, Peter Szolovits",Harvard University; Massachusetts Institute of Technology,Poster,https://nips.cc/virtual/2020/poster/18626
601,Explainable Voting,"Dominik Peters, Ariel D Procaccia, Alexandros Psomas, Zixin Zhou",Harvard University; Purdue University; Peking University,Poster,https://nips.cc/virtual/2020/poster/18388
602,Explaining Naive Bayes and Other Linear Classifiers with Polynomial Time and Delay,"Joao Marques-Silva, Thomas Gerspacher, Martin Cooper, Alexey Ignatiev, Nina Narodytska",University of Toulouse III; University of Toulouse; Monash University; VMware Research,Spotlight,https://nips.cc/virtual/2020/poster/18628
603,Explicit Regularisation in Gaussian Noise Injections,"Alexander Camuto, Matthew Willetts, Umut Simsekli, Stephen J. Roberts, Chris C Holmes",University of Oxford; Alan Turing Institute; Institut Polytechnique de Paris,Poster,https://nips.cc/virtual/2020/poster/16805
604,Exploiting Higher Order Smoothness in Derivative-free Optimization and Continuous Bandits,"Arya Akhavan, Massimiliano Pontil, Alexandre Tsybakov",Istituto Italiano di Tecnologia; ENSAE ParisTech; University College London,Poster,https://nips.cc/virtual/2020/poster/17887
605,Exploiting MMD and Sinkhorn Divergences for Fair and Transferable Representation Learning,"Luca Oneto, Michele Donini, Giulia Luise, Carlo Ciliberto, Andreas Maurer, Massimiliano Pontil",University of Genoa; Amazon; University College London; Imperial College London; Istituto Italiano di Tecnologia,Poster,https://nips.cc/virtual/2020/poster/18512
606,Exploiting the Surrogate Gap in Online Multiclass Classification,Dirk van der Hoeven,,Poster,https://nips.cc/virtual/2020/poster/18743
607,Exploiting weakly supervised visual patterns to learn from partial annotations,"Kaustav Kundu, Joseph Tighe",,Poster,https://nips.cc/virtual/2020/poster/18784
608,"Explore Aggressively, Update Conservatively: Stochastic Extragradient Methods with Variable Stepsize Scaling","Yu-Guan Hsieh, Franck Iutzeler, Jérôme Malick, Panayotis Mertikopoulos",Universite Grenoble Alpes; CNRS; Criteo,Spotlight,https://nips.cc/virtual/2020/poster/17089
