Index,Title,Authors,Affiliation,Status,Link
23,A Probabilistic Programming Approach To Probabilistic Data Analysis,"Feras Saad, Vikash K Mansinghka",Massachusetts Institute of Technology,Poster,https://nips.cc/virtual/2016/poster/7271
24,A Pseudo-Bayesian Algorithm for Robust PCA,"Tae-Hyun Oh, Yasuyuki Matsushita, In Kweon, David Wipf",KAIST; Osaka University; Microsoft,Poster,https://nips.cc/virtual/2016/poster/7310
25,A scalable end-to-end Gaussian process adapter for irregularly sampled time series classification,"Steven Cheng-Xian Li, Benjamin M. Marlin",University of Massachusetts Amherst,Poster,https://nips.cc/virtual/2016/poster/7120
26,A scaled Bregman theorem with applications,"Richard Nock, Aditya Menon, Cheng Soon Ong",Data61; Australian National University; University of Sydney,Poster,https://nips.cc/virtual/2016/poster/7289
27,A Simple Practical Accelerated Method for Finite Sums,Aaron Defazio,Ambiata,Poster,https://nips.cc/virtual/2016/poster/6921
28,A Sparse Interactive Model for Matrix Completion with Side Information,"Jin Lu, Guannan Liang, Jiangwen Sun, Jinbo Bi",,Poster,https://nips.cc/virtual/2016/poster/7319
29,A state-space model of cross-region dynamic connectivity in MEG/EEG,"Ying Yang, Elissa Aminoff, Michael Tarr, Robert E Kass",,Poster,https://nips.cc/virtual/2016/poster/7054
30,A Theoretically Grounded Application of Dropout in Recurrent Neural Networks,"Yarin Gal, Zoubin Ghahramani",University of Cambridge,Poster,https://nips.cc/virtual/2016/poster/7250
31,A Unified Approach for Learning the Parameters of Sum-Product Networks,"Han Zhao, Pascal Poupart, Geoffrey J. Gordon",Carnegie Mellon University; University of Waterloo,Poster,https://nips.cc/virtual/2016/poster/7345
32,Accelerating Stochastic Composition Optimization,"Mengdi Wang, Ji Liu, Ethan Fang",Princeton University; University of Rochester; Pennsylvania State University,Poster,https://nips.cc/virtual/2016/poster/7395
33,Achieving budget-optimality with adaptive schemes in crowdsourcing,"Ashish Khetan, Sewoong Oh",University of Illinois Urbana-Champaign,Poster,https://nips.cc/virtual/2016/poster/7156
34,Achieving the KS threshold in the general stochastic block model with linearized acyclic belief propagation,"Emmanuel Abbe, Colin Sandon",Princeton University,Oral,https://nips.cc/virtual/2016/poster/7414
35,Active Learning from Imperfect Labelers,"Songbai Yan, Kamalika Chaudhuri, Tara Javidi","University of California, San Diego",Poster,https://nips.cc/virtual/2016/poster/6972
36,Active Learning with Oracle Epiphany,"Tzu-Kuo Huang, Lihong Li, Ara Vartanian, Saleema Amershi, Xiaojin Zhu",Uber Advanced Technologies Group; Microsoft; University of Wisconsin–Madison,Poster,https://nips.cc/virtual/2016/poster/6903
37,Active Nearest-Neighbor Learning in Metric Spaces,"Aryeh Kontorovich, Sivan Sabato, Ruth Urner",Ben-Gurion University of the Negev; Max Planck Institute for Intelligent Systems,Poster,https://nips.cc/virtual/2016/poster/7375
38,Adaptive Averaging in Accelerated Descent Dynamics,"Walid Krichene, Alexandre Bayen, Peter L Bartlett","University of California, Berkeley; Google",Poster,https://nips.cc/virtual/2016/poster/7342
39,Adaptive Concentration Inequalities for Sequential Decision Problems,"Shengjia Zhao, Enze Zhou, Ashish Sabharwal, Stefano Ermon",Tsinghua University; Allen Institute for AI; Stanford University,Poster,https://nips.cc/virtual/2016/poster/7193
40,Adaptive Maximization of Pointwise Submodular Functions With Budget Constraint,"Nguyen Cuong, Huan Xu",University of Cambridge; Georgia Institute of Technology,Poster,https://nips.cc/virtual/2016/poster/7036
41,Adaptive Neural Compilation,"Rudy R Bunel, Alban Desmaison, Pawan K Mudigonda, Pushmeet Kohli, Philip Torr",University of Oxford; Microsoft,Poster,https://nips.cc/virtual/2016/poster/7287
42,Adaptive Newton Method for Empirical Risk Minimization to Statistical Accuracy,"Aryan Mokhtari, Hadi Daneshmand, Aurelien Lucchi, Thomas Hofmann, Alejandro Ribeiro",University of Pennsylvania; ETH Zurich,Poster,https://nips.cc/virtual/2016/poster/7124
43,Adaptive optimal training of animal behavior,"Ji Hyun Bak, Jung Yoon Choi, Athena Akrami, Ilana Witten, Jonathan W Pillow",Princeton University; Korea Institute for Advanced Study; Howard Hughes Medical Institute,Poster,https://nips.cc/virtual/2016/poster/6888
44,Adaptive Skills Adaptive Partitions (ASAP),"Daniel J Mankowitz, Timothy A Mann, Shie Mannor",Israel Institute of Technology; DeepMind,Poster,https://nips.cc/virtual/2016/poster/6981
45,Adaptive Smoothed Online Multi-Task Learning,"Keerthiram Murugesan, Hanxiao Liu, Jaime Carbonell, Yiming Yang",Carnegie Mellon University,Poster,https://nips.cc/virtual/2016/poster/6944
46,Adversarial Multiclass Classification: A Risk Minimization Perspective,"Rizal Fathony, Anqi Liu, Kaiser Asif, Brian Ziebart",University of Illinois at Chicago,Poster,https://nips.cc/virtual/2016/poster/7206
47,Agnostic Estimation for Misspecified Phase Retrieval Models,"Matey Neykov, Zhaoran Wang, Han Liu",Princeton University,Poster,https://nips.cc/virtual/2016/poster/7102
48,Algorithms and matching lower bounds for approximately-convex optimization,"Andrej Risteski, Yuanzhi Li",Princeton University,Poster,https://nips.cc/virtual/2016/poster/6919
49,An algorithm for L1 nearest neighbor search via monotonic embedding,"Xinan Wang, Sanjoy Dasgupta","University of California, San Diego",Poster,https://nips.cc/virtual/2016/poster/7137
50,"An Architecture for Deep, Hierarchical Generative Models",Philip Bachman,Maluuba,Poster,https://nips.cc/virtual/2016/poster/8503
51,An Efficient Streaming Algorithm for the Submodular Cover Problem,"Ashkan Norouzi-Fard, Abbas Bazzi, Ilija Bogunovic, Marwa El Halabi, Ya-Ping Hsieh, Volkan Cevher",Ecole Polytechnique Federale de Lausanne; EPFL,Poster,https://nips.cc/virtual/2016/poster/7280
52,An ensemble diversity approach to supervised binary hashing,"Miguel A. Carreira-Perpinan, Ramin Raziperchikolaei","University of California, Merced",Poster,https://nips.cc/virtual/2016/poster/7282
53,An equivalence between high dimensional Bayes optimal inference and M-estimation,"Madhu Advani, Surya Ganguli",Stanford University,Poster,https://nips.cc/virtual/2016/poster/7203
54,An Online Sequence-to-Sequence Model Using Partial Conditioning,"Navdeep Jaitly, Quoc V Le, Oriol Vinyals, Ilya Sutskever, David Sussillo, Samy Bengio",Google; OpenAI,Poster,https://nips.cc/virtual/2016/poster/7086
55,An urn model for majority voting in classification ensembles,"Victor Soto, Alberto Suárez, Gonzalo Martinez-Muñoz",Columbia University; Universidad Autónoma de Madrid,Poster,https://nips.cc/virtual/2016/poster/7033
56,Ancestral Causal Inference,"Sara Magliacane, Tom Claassen, Joris M. Mooij",Vrije Universiteit Amsterdam; University of Amsterdam; Radboud University,Poster,https://nips.cc/virtual/2016/poster/7114
57,Anchor-Free Correlated Topic Modeling: Identifiability and Algorithm,"Kejun Huang, Xiao Fu, Nikolaos D. Sidiropoulos",University of Minnesota,Poster,https://nips.cc/virtual/2016/poster/7067
58,Approximate maximum entropy principles via Goemans-Williamson with applications to provable variational methods,"Andrej Risteski, Yuanzhi Li",Princeton University,Poster,https://nips.cc/virtual/2016/poster/7300
59,Architectural Complexity Measures of Recurrent Neural Networks,"Saizheng Zhang, Yuhuai Wu, Tong Che, Zhouhan Lin, Roland Memisevic, Ruslan Salakhutdinov, Yoshua Bengio",,Poster,https://nips.cc/virtual/2016/poster/7303
60,Assortment Optimization Under the Mallows model,"Antoine Desir, Vineet Goyal, Srikanth Jagabathula, Danny Segev",Columbia University; New York University Stern School of Business; University of Haifa,Poster,https://nips.cc/virtual/2016/poster/7349
61,Asynchronous Parallel Greedy Coordinate Descent,"Yang You, Xiangru Lian, Ji Liu, Hsiang-Fu Yu, Inderjit S Dhillon, James Demmel, Cho-Jui Hsieh","University of California, Berkeley; University of Rochester; University of Texas at Austin; University of California, Davis",Poster,https://nips.cc/virtual/2016/poster/7293
62,"Attend, Infer, Repeat: Fast Scene Understanding with Generative Models","S. M. Ali Eslami, Nicolas Heess, Theophane Weber, Yuval Tassa, David Szepesvari, koray kavukcuoglu, Geoffrey E. Hinton",Google,Poster,https://nips.cc/virtual/2016/poster/7281
63,Automated scalable segmentation of neurons from multispectral images,"Uygar Sümbül, Douglas Roossien, Dawen Cai, Fei Chen, Nicholas Barry, John P. Cunningham, Edward Boyden, Liam Paninski",,Poster,https://nips.cc/virtual/2016/poster/7027
64,Automatic Neuron Detection in Calcium Imaging Data Using Convolutional Networks,"Noah Apthorpe, Alexander Riordan, Robert Aguilar, Jan Homann, Yi Gu, David Tank, H. Sebastian Seung",Computer Science Department; Princeton University,Poster,https://nips.cc/virtual/2016/poster/7265
65,Average-case hardness of RIP certification,"Tengyao Wang, Quentin Berthet, Yaniv Plan",University of Cambridge; University of British Columbia,Poster,https://nips.cc/virtual/2016/poster/7389
66,Avoiding Imposters and Delinquents: Adversarial Crowdsourcing and Peer Prediction,"Jacob Steinhardt, Gregory Valiant, Moses Charikar",,Poster,https://nips.cc/virtual/2016/poster/7254
67,Backprop KF: Learning Discriminative Deterministic State Estimators,"Tuomas Haarnoja, Anurag Ajay, Sergey Levine, Pieter Abbeel","University of California, Berkeley",Poster,https://nips.cc/virtual/2016/poster/7347
68,Balancing Suspense and Surprise: Timely Decision Making with Endogenous Information Acquisition,"Ahmed M. Alaa, Mihaela van der Schaar","University of California, Los Angeles",Poster,https://nips.cc/virtual/2016/poster/7274
69,Barzilai-Borwein Step Size for Stochastic Gradient Descent,"Conghui Tan, Shiqian Ma, Yu-Hong Dai, Yuqiu Qian",Chinese University of Hong Kong; Chinese Academy of Sciences; University of Hong Kong,Poster,https://nips.cc/virtual/2016/poster/7382
70,Batched Gaussian Process Bandit Optimization via Determinantal Point Processes,"Tarun Kathuria, Amit Deshpande, Pushmeet Kohli",Microsoft,Poster,https://nips.cc/virtual/2016/poster/7162
71,Bayesian Intermittent Demand Forecasting for Large Inventories,"Matthias W Seeger, David Salinas, Valentin Flunkert",,Oral,https://nips.cc/virtual/2016/poster/7225
72,Bayesian latent structure discovery from multi-neuron recordings,"Scott Linderman, Ryan P. Adams, Jonathan W Pillow","Columbia University; Harvard University; Twitter, Inc.; Princeton University",Poster,https://nips.cc/virtual/2016/poster/7363
73,Bayesian optimization for automated model selection,"Gustavo Malkomes, Charles Schaff, Roman Garnett",Washington University in St. Louis,Poster,https://nips.cc/virtual/2016/poster/7198
74,Bayesian Optimization for Probabilistic Programs,"Tom Rainforth, Tuan Anh Le, Jan-Willem van de Meent, Michael A Osborne, Frank Wood",University of Oxford; Northeastern University,Poster,https://nips.cc/virtual/2016/poster/7343
75,Bayesian optimization under mixed constraints  with a slack-variable augmented Lagrangian,"Victor Picheny, Robert B. Gramacy, Stefan Wild, Sebastien Le Digabel",Université de Toulouse; Virginia Tech; Argonne National Laboratory; École Polytechnique de Montréal,Poster,https://nips.cc/virtual/2016/poster/7261
76,Bayesian Optimization with a Finite Budget: An Approximate Dynamic Programming Approach,"Remi Lam, Karen Willcox, David H. Wolpert",Massachusetts Institute of Technology; Santa Fe Institute,Poster,https://nips.cc/virtual/2016/poster/7041
77,Bayesian Optimization with Robust Bayesian Neural Networks,"Jost Tobias Springenberg, Aaron Klein, Stefan Falkner, Frank Hutter",University of Freiburg,Oral,https://nips.cc/virtual/2016/poster/7420
78,beta-risk: a New Surrogate Risk for Learning from Weakly Labeled Data,"Valentina Zantedeschi, Rémi Emonet, Marc Sebban",Universite Lyon,Poster,https://nips.cc/virtual/2016/poster/6909
79,Beyond Exchangeability: The Chinese Voting Process,"Moontae Lee, Seok Hyun Jin, David Mimno",Cornell University,Oral,https://nips.cc/virtual/2016/poster/7423
80,Bi-Objective Online Matching and Submodular  Allocations,"Hossein Esfandiari, Nitish Korula, Vahab Mirrokni",University of Maryland; Google,Poster,https://nips.cc/virtual/2016/poster/7056
81,Binarized Neural Networks,"Itay Hubara, Matthieu Courbariaux, Daniel Soudry, Ran El-Yaniv, Yoshua Bengio",Israel Institute of Technology; Université de Montréal; Columbia University; CIFAR,Poster,https://nips.cc/virtual/2016/poster/6910
82,Blazing the trails before beating the path: Sample-efficient Monte-Carlo planning,"Jean-Bastien Grill, Michal Valko, Remi Munos",INRIA Lille - Nord Europe; Google,Oral,https://nips.cc/virtual/2016/poster/7226
83,Blind Attacks on Machine Learners,"Alex Beatson, Zhaoran Wang, Han Liu",Princeton University,Poster,https://nips.cc/virtual/2016/poster/7189
84,Blind Regression: Nonparametric Regression for Latent Variable Models via Collaborative Filtering,"Dogyoon Song, Christina E. Lee, Yihua Li, Devavrat Shah",,Poster,https://nips.cc/virtual/2016/poster/7072
85,Boosting with Abstention,"Corinna Cortes, Giulia DeSalvo, Mehryar Mohri",Google; Courant Institute of Mathematical Sciences,Poster,https://nips.cc/virtual/2016/poster/6937
86,Bootstrap Model Aggregation for Distributed Statistical Learning,"JUN HAN, Qiang Liu",Dartmouth College,Poster,https://nips.cc/virtual/2016/poster/6939
87,Brains on Beats,"Umut Güçlü, Jordy Thielen, Michael Hanke, Marcel van Gerven",Radboud University; Otto-von-Guericke University Magdeburg,Poster,https://nips.cc/virtual/2016/poster/7251
88,Breaking the Bandwidth Barrier: Geometrical Adaptive Entropy Estimation,"Weihao Gao, Sewoong Oh, Pramod Viswanath",University of Illinois Urbana-Champaign,Poster,https://nips.cc/virtual/2016/poster/7292
89,Budgeted stream-based active learning via adaptive submodular maximization,"Kaito Fujii, Hisashi Kashima",Kyoto University; Japan Science and Technology Agency,Poster,https://nips.cc/virtual/2016/poster/7091
90,Can Active Memory Replace Attention?,"Łukasz Kaiser, Samy Bengio",Google,Poster,https://nips.cc/virtual/2016/poster/7397
91,Can Peripheral Representations Improve Clutter Metrics on Complex Scenes?,"Arturo Deza, Miguel Eckstein","University of California, Santa Barbara",Poster,https://nips.cc/virtual/2016/poster/7111
92,Catching heuristics are optimal control policies,"Boris Belousov, Gerhard Neumann, Constantin A Rothkopf, Jan R Peters",,Poster,https://nips.cc/virtual/2016/poster/6991
93,Causal Bandits: Learning Good Interventions via Causal Inference,"Finnian Lattimore, Tor Lattimore, Mark D. Reid",Australian National University; Indiana University,Poster,https://nips.cc/virtual/2016/poster/7058
94,Causal meets Submodular: Subset Selection with Directed Information,"Yuxun Zhou, Costas J Spanos","University of California, Berkeley",Poster,https://nips.cc/virtual/2016/poster/6942
95,CliqueCNN: Deep Unsupervised Exemplar Learning,"Miguel A Bautista, Artsiom Sanakoyeu, Ekaterina Tikhoncheva, Bjorn Ommer",Heidelberg University,Poster,https://nips.cc/virtual/2016/poster/7384
96,Clustering Signed Networks with the Geometric Mean of Laplacians,"Pedro Mercado, Francesco Tudisco, Matthias Hein",,Poster,https://nips.cc/virtual/2016/poster/7239
97,Clustering with Bregman Divergences: an Asymptotic Analysis,"Chaoyue Liu, Mikhail Belkin",Ohio State University,Poster,https://nips.cc/virtual/2016/poster/6955
98,Clustering with Same-Cluster Queries,"Hassan Ashtiani, Shrinu Kushagra, Shai Ben-David",University of Waterloo,Oral,https://nips.cc/virtual/2016/poster/7219
99,CMA-ES with Optimal Covariance Update and Storage Complexity,"Oswin Krause, Dídac Rodríguez Arbonès, Christian Igel",University of Copenhagen,Poster,https://nips.cc/virtual/2016/poster/7277
100,CNNpack: Packing Convolutional Neural Networks in the Frequency Domain,"Yunhe Wang, Chang Xu, Shan You, Dacheng Tao, Chao Xu",Peking University; University of Technology Sydney,Poster,https://nips.cc/virtual/2016/poster/7019
101,Coevolutionary Latent Feature Processes for Continuous-Time User-Item Interactions,"Yichen Wang, Nan Du, Rakshit Trivedi, Le Song",Georgia Institute of Technology; Google,Poster,https://nips.cc/virtual/2016/poster/7380
102,Coin Betting and Parameter-Free Online Learning,"Francesco Orabona, David Pal",Stony Brook University; Yahoo Research,Poster,https://nips.cc/virtual/2016/poster/6976
103,Collaborative Recurrent Autoencoder: Recommend while Learning to Fill in the Blanks,"Hao Wang, Xingjian SHI, Dit-Yan Yeung",Hong Kong University of Science and Technology,Poster,https://nips.cc/virtual/2016/poster/6924
104,Combinatorial Energy Learning for Image Segmentation,"Jeremy B Maitin-Shepard, Viren Jain, Michal Januszewski, Peter Li, Pieter Abbeel","University of California, Berkeley; Google",Poster,https://nips.cc/virtual/2016/poster/7119
105,Combinatorial Multi-Armed Bandit with General Reward Functions,"Wei Chen, Wei Hu, Fu Li, Jian Li, Yu Liu, Pinyan Lu",Microsoft; Princeton University; University of Texas at Austin; Tsinghua University; Shanghai University of Finance and Economics,Poster,https://nips.cc/virtual/2016/poster/7046
106,Combinatorial semi-bandit with known covariance,"Rémy Degenne, Vianney Perchet",Université Paris Diderot; École Normale Supérieure Paris-Saclay; Criteo,Poster,https://nips.cc/virtual/2016/poster/8495
107,Combining Adversarial Guarantees and Stochastic Fast Rates in Online Learning,"Wouter M. Koolen, Peter Grünwald, Tim van Erven",Centrum Wiskunde & Informatica; Leiden University,Poster,https://nips.cc/virtual/2016/poster/7109
108,Combining Fully Convolutional and Recurrent Neural Networks for 3D Biomedical Image Segmentation,"Jianxu Chen, Lin Yang, Yizhe Zhang, Mark Alber, Danny Z Chen",University of Notre Dame,Poster,https://nips.cc/virtual/2016/poster/7104
109,Combining Low-Density Separators with CNNs,"Yu-Xiong Wang, Martial Hebert",,Poster,https://nips.cc/virtual/2016/poster/7368
110,Communication-Optimal Distributed Clustering,"Jiecao Chen, He Sun, David Woodruff, Qin Zhang",Indiana University; University of Bristol; IBM,Poster,https://nips.cc/virtual/2016/poster/8493
111,Community Detection on Evolving Graphs,"Aris Anagnostopoulos, Jakub Łącki, Silvio Lattanzi, Stefano Leonardi, Mohammad Mahdian",Sapienza University of Rome; Google,Poster,https://nips.cc/virtual/2016/poster/6956
112,Completely random measures for modelling block-structured sparse networks,"Tue Herlau, Mikkel N Schmidt, Morten Mørup",,Poster,https://nips.cc/virtual/2016/poster/8501
113,Composing graphical models with neural networks for structured representations and fast inference,"Matthew J Johnson, David K. Duvenaud, Alex Wiltschko, Ryan P. Adams, Sandeep R Datta","Harvard University; Twitter, Inc.",Poster,https://nips.cc/virtual/2016/poster/6917
114,Computational and Statistical Tradeoffs in Learning to Rank,"Ashish Khetan, Sewoong Oh",University of Illinois Urbana-Champaign,Poster,https://nips.cc/virtual/2016/poster/7043
115,Computing and maximizing influence in linear threshold and triggering models,"Justin T Khim, Varun Jog, Po-Ling Loh",University of Pennsylvania; University of Wisconsin - Madison,Poster,https://nips.cc/virtual/2016/poster/6954
116,Conditional Generative Moment-Matching Networks,"Yong Ren, Jun Zhu, Jialian Li, Yucen Luo",,Poster,https://nips.cc/virtual/2016/poster/7183
117,Conditional Image Generation with PixelCNN Decoders,"Aaron van den Oord, Nal Kalchbrenner, Lasse Espeholt, koray kavukcuoglu, Oriol Vinyals, Alex Graves",Google,Poster,https://nips.cc/virtual/2016/poster/7267
118,Confusions over Time: An Interpretable Bayesian Model to Characterize Trends in Decision Making,"Himabindu Lakkaraju, Jure Leskovec",Stanford University,Poster,https://nips.cc/virtual/2016/poster/7341
119,Consistent Estimation of Functions of Data Missing Non-Monotonically and Not at Random,Ilya Shpitser,Johns Hopkins University,Poster,https://nips.cc/virtual/2016/poster/7404
120,Consistent Kernel Mean Estimation for Functions of Random Variables,"Carl-Johann Simon-Gabriel, Adam Scibior, Ilya O Tolstikhin, Bernhard Schölkopf",Max Planck Institute for Intelligent Systems; University of Cambridge,Poster,https://nips.cc/virtual/2016/poster/6996
121,Constraints Based Convex Belief Propagation,"Yaniv Tenzer, Alex Schwing, Kevin Gimpel, Tamir Hazan",,Poster,https://nips.cc/virtual/2016/poster/7118
122,Contextual semibandits via supervised learning oracles,"Akshay Krishnamurthy, Alekh Agarwal, Miro Dudik",University of Massachusetts Amherst; Microsoft,Poster,https://nips.cc/virtual/2016/poster/7069
123,Convergence guarantees for kernel-based quadrature rules in misspecified settings,"Motonobu Kanagawa, Bharath K. Sriperumbudur, Kenji Fukumizu",Institute of Statistical Mathematics; Pennsylvania State University,Poster,https://nips.cc/virtual/2016/poster/6959
124,Convex Two-Layer Modeling with Latent Structure,"Vignesh Ganapathiraman, Xinhua Zhang, Yaoliang Yu, Junfeng Wen",,Poster,https://nips.cc/virtual/2016/poster/7080
125,Convolutional Neural Fabrics,"Shreyas Saxena, Jakob Verbeek",INRIA Grenoble,Poster,https://nips.cc/virtual/2016/poster/7313
126,Convolutional Neural Networks on Graphs with Fast Localized Spectral Filtering,"Michaël Defferrard, Xavier Bresson, Pierre Vandergheynst",EPFL,Poster,https://nips.cc/virtual/2016/poster/7008
127,Cooperative Graphical Models,"Josip Djolonga, Stefanie Jegelka, Sebastian Tschiatschek, Andreas Krause",ETH Zurich; Massachusetts Institute of Technology,Poster,https://nips.cc/virtual/2016/poster/7194
128,Cooperative Inverse Reinforcement Learning,"Dylan Hadfield-Menell, Stuart Russell, Pieter Abbeel, Anca Dragan","University of California, Berkeley",Poster,https://nips.cc/virtual/2016/poster/6933
129,Coordinate-wise Power Method,"Qi Lei, Kai Zhong, Inderjit S Dhillon",University of Texas at Austin; Unknown Institution,Poster,https://nips.cc/virtual/2016/poster/7381
130,Coresets for Scalable Bayesian Logistic Regression,"Jonathan Huggins, Trevor Campbell, Tamara Broderick",Massachusetts Institute of Technology,Poster,https://nips.cc/virtual/2016/poster/7178
131,Correlated-PCA: Principal Components' Analysis when Data and Noise are Correlated,"Namrata Vaswani, Han Guo",Iowa State University,Poster,https://nips.cc/virtual/2016/poster/7195
132,Coupled Generative Adversarial Networks,"Ming-Yu Liu, Oncel Tuzel",Mitsubishi Electric Research Labs,Poster,https://nips.cc/virtual/2016/poster/6998
133,CRF-CNN: Modeling Structured Information in Human Pose Estimation,"Xiao Chu, Wanli Ouyang, hongsheng Li, Xiaogang Wang",Chinese University of Hong Kong,Poster,https://nips.cc/virtual/2016/poster/7355
134,Crowdsourced Clustering: Querying Edges vs Triangles,"Ramya Korlakai Vinayak, Babak Hassibi",California Institute of Technology,Poster,https://nips.cc/virtual/2016/poster/6948
135,Cyclades: Conflict-free Asynchronous Machine Learning,"Xinghao Pan, Maximilian Lam, Stephen Tu, Dimitris Papailiopoulos, Ce Zhang, Michael I Jordan, Kannan Ramchandran, Christopher Ré","University of California, Berkeley; Stanford University",Poster,https://nips.cc/virtual/2016/poster/7326
136,Data driven estimation of Laplace-Beltrami operator,"Frederic Chazal, Ilaria Giulini, Bertrand Michel",INRIA; Ecole Centrale de Nantes,Poster,https://nips.cc/virtual/2016/poster/7060
137,Data Poisoning Attacks on Factorization-Based Collaborative Filtering,"Bo Li, Yining Wang, Aarti Singh, Yevgeniy Vorobeychik",Vanderbilt University; Carnegie Mellon University,Poster,https://nips.cc/virtual/2016/poster/7244
138,"Data Programming: Creating Large Training Sets, Quickly","Alexander J Ratner, Christopher M De Sa, Sen Wu, Daniel Selsam, Christopher Ré",Stanford University,Poster,https://nips.cc/virtual/2016/poster/7031
139,Deconvolving Feedback Loops in Recommender Systems,"Ayan Sinha, David F Gleich, Karthik Ramani",Purdue University,Poster,https://nips.cc/virtual/2016/poster/7151
140,DECOrrelated feature space partitioning for distributed sparse regression,"Xiangyu Wang, David B Dunson, Chenlei Leng",Duke University; University of Warwick,Poster,https://nips.cc/virtual/2016/poster/6997
141,Deep ADMM-Net for Compressive Sensing MRI,"yan yang, Jian Sun, Huibin Li, Zongben Xu",Xi'an Jiao Tong University,Poster,https://nips.cc/virtual/2016/poster/7366
