Index,Title,Authors,Affiliation,Status,Link
34,An Accelerated Proximal Coordinate Gradient Method,"Qihang Lin, Zhaosong Lu, Lin Xiao",University of Iowa; Simon Fraser University; Microsoft,Poster,https://nips.cc/virtual/2014/poster/4501
35,An Autoencoder Approach to Learning Bilingual Word Representations,"Sarath Chandar A P, Stanislas Lauly, Hugo Larochelle, Mitesh M Khapra, Balaraman Ravindran, Vikas Raykar, Amrita Saha",Indian Institute of Technology Madras; Université de Sherbrooke; IBM,Poster,https://nips.cc/virtual/2014/poster/4502
36,An Integer Polynomial Programming Based Framework for Lifted MAP Inference,"Somdeb Sarkhel, Deepak Venugopal, Parag Singla, Vibhav Gogate",University of Texas at Dallas; Indian Institute of Technology Delhi,Poster,https://nips.cc/virtual/2014/poster/4503
37,Analog Memories in a Balanced Rate-Based Network of E-I Neurons,"Dylan Festa, Guillaume Hennequin, Máté Lengyel",University of Cambridge,Oral,https://nips.cc/virtual/2014/poster/4320
38,Analysis of Brain States from Multi-Region LFP Time-Series,"Kyle Ulrich, David E. Carlson, Wenzhao Lian, Jana Schaich Borg, Kafui Dzirasa, Lawrence Carin",Unknown Institution; Department of Psychiatry and Behavioral Sciences,Poster,https://nips.cc/virtual/2014/poster/4504
39,Analysis of Learning from Positive and Unlabeled Data,"Marthinus C. du Plessis, Gang Niu, Masashi Sugiyama",,Poster,https://nips.cc/virtual/2014/poster/4505
40,Analysis of Variational Bayesian Latent Dirichlet Allocation: Weaker Sparsity Than MAP,"Shinichi Nakajima, Issei Sato, Masashi Sugiyama, Kazuho Watanabe, Hiroko Kobayashi",Technische Universität Berlin; University of Tokyo; Toyohashi University of Technology; Nikon Corporation,Poster,https://nips.cc/virtual/2014/poster/4506
41,Approximating Hierarchical MV-sets for Hierarchical Clustering,"Assaf Glazer, Omer Weissbrod, Michael Lindenbaum, Shaul Markovitch",Technion - Israel Institute of Technology,Poster,https://nips.cc/virtual/2014/poster/4507
42,Articulated Pose Estimation by a Graphical Model with Image Dependent Pairwise Relations,"Xianjie Chen, Alan Yuille","University of California, Los Angeles",Poster,https://nips.cc/virtual/2014/poster/4508
43,Asymmetric LSH (ALSH) for Sublinear Time Maximum Inner Product Search (MIPS),"Anshumali Shrivastava, Ping Li",Cornell University; Rutgers University,Oral,https://nips.cc/virtual/2014/poster/4322
44,Asynchronous Anytime Sequential Monte Carlo,"Brooks Paige, Frank Wood, Arnaud Doucet, Yee Whye Teh",University of Oxford,Oral,https://nips.cc/virtual/2014/poster/4324
45,Attentional Neural Network: Feature Selection Using Cognitive Feedback,"Qian Wang, Jiaxing Zhang, Sen Song, Zheng Zhang",Tsinghua University; Microsoft; New York University Shanghai,Poster,https://nips.cc/virtual/2014/poster/4509
46,Augmentative Message Passing for Traveling Salesman Problem and Graph Partitioning,"Siamak Ravanbakhsh, Reihaneh Rabbany, Russell Greiner",University of Alberta,Poster,https://nips.cc/virtual/2014/poster/4510
47,Augur: Data-Parallel Probabilistic Modeling,"Jean-Baptiste Tristan, Daniel Huang, Joseph Tassarotti, Adam Pocock, Stephen J. Green, Guy L. Steele, Jr",,Spotlight,https://nips.cc/virtual/2014/poster/4362
48,Automated Variational Inference for Gaussian Process Models,"Trung V. Nguyen, Edwin V. Bonilla",Australian National University; University of New South Wales,Poster,https://nips.cc/virtual/2014/poster/4511
49,Automatic Discovery of Cognitive Skills to Improve the Prediction of Student Learning,"Robert V. Lindsey, Mohammad Khajah, Michael C. Mozer",University of Colorado,Poster,https://nips.cc/virtual/2014/poster/4512
50,Bandit Convex Optimization: Towards Tight Bounds,"Elad Hazan, Kfir Y. Levy",Technion—Israel Institute of Technology,Poster,https://nips.cc/virtual/2014/poster/4513
51,Bayes-Adaptive Simulation-based Search with Value Function Approximation,"Arthur Guez, Nicolas Heess, David Silver, Peter Dayan",University College London; Google,Poster,https://nips.cc/virtual/2014/poster/4514
52,Bayesian Inference for Structured Spike and Slab Priors,"Michael Riis Andersen, Ole Winther, Lars Kai Hansen",,Poster,https://nips.cc/virtual/2014/poster/4515
53,Bayesian Nonlinear Support Vector Machines and Discriminative Factor Modeling,"Ricardo Henao, Xin Yuan, Lawrence Carin",Duke University,Poster,https://nips.cc/virtual/2014/poster/4516
54,Bayesian Sampling Using Stochastic Gradient Thermostats,"Nan Ding, Youhan Fang, Ryan Babbush, Changyou Chen, Robert D. Skeel, Hartmut Neven",Google; Purdue University; Duke University,Poster,https://nips.cc/virtual/2014/poster/4517
55,Best-Arm Identification in Linear Bandits,"Marta Soare, Alessandro Lazaric, Rémi Munos",INRIA Lille - Nord Europe; Microsoft; DeepMind,Poster,https://nips.cc/virtual/2014/poster/4519
56,Beta-Negative Binomial Process and Exchangeable ￼Random Partitions for Mixed-Membership Modeling,Mingyuan Zhou,University of Texas at Austin,Poster,https://nips.cc/virtual/2014/poster/4520
57,Beyond Disagreement-Based Agnostic Active Learning,"Chicheng Zhang, Kamalika Chaudhuri","University of California, San Diego",Spotlight,https://nips.cc/virtual/2014/poster/4364
58,Beyond the Birkhoff Polytope: Convex Relaxations for Vector Permutation Problems,"Cong Han Lim, Stephen J. Wright",University of Wisconsin-Madison,Poster,https://nips.cc/virtual/2014/poster/4521
59,Biclustering Using Message Passing,"Luke O'Connor, Soheil Feizi",Harvard University; Massachusetts Institute of Technology,Poster,https://nips.cc/virtual/2014/poster/4522
60,Blossom Tree Graphical Models,"Zhe Liu, John Lafferty",University of Chicago,Poster,https://nips.cc/virtual/2014/poster/4523
61,Bounded Regret for Finite-Armed Structured Bandits,"Tor Lattimore, Rémi Munos",University of Alberta; INRIA; Google,Poster,https://nips.cc/virtual/2014/poster/4524
62,Bregman Alternating Direction Method of Multipliers,"Huahua Wang, Arindam Banerjee",University of Minnesota,Poster,https://nips.cc/virtual/2014/poster/4525
63,Capturing Semantically Meaningful Word Dependencies with an Admixture of Poisson MRFs,"David I. Inouye, Pradeep Ravikumar, Inderjit S. Dhillon",University of Texas at Austin,Poster,https://nips.cc/virtual/2014/poster/4526
64,Causal Inference through a Witness Protection Program,"Ricardo Silva, Robin Evans",University College London; University of Oxford,Poster,https://nips.cc/virtual/2014/poster/4527
65,Causal Strategic Inference in Networked Microfinance Economies,"Mohammad T. Irfan, Luis E. Ortiz",Bowdoin College; Stony Brook University,Spotlight,https://nips.cc/virtual/2014/poster/4366
66,Clamping Variables and Approximate Inference,"Adrian Weller, Tony Jebara",Columbia University,Oral,https://nips.cc/virtual/2014/poster/4326
67,Clustered factor analysis of multineuronal spike data,"Lars Buesing, Timothy A. Machado, John P. Cunningham, Liam Paninski",Center for Theoretical Neuroscience & Grossman Center for the Statistics of Mind; Howard Hughes Medical Institute,Spotlight,https://nips.cc/virtual/2014/poster/4368
68,Clustering from Labels and Time-Varying Graphs,"Shiau Hong Lim, Yudong Chen, Huan Xu","National University of Singapore; University of California, Berkeley",Spotlight,https://nips.cc/virtual/2014/poster/4370
69,Combinatorial Pure Exploration of Multi-Armed Bandits,"Shouyuan Chen, Tian Lin, Irwin King, Michael R. Lyu, Wei Chen",Chinese University of Hong Kong; Tsinghua University; Microsoft,Oral,https://nips.cc/virtual/2014/poster/4328
70,Communication Efficient Distributed Machine Learning with the Parameter Server,"Mu Li, David G. Andersen, Alexander Smola, Kai Yu",Carnegie Mellon University; Baidu,Poster,https://nips.cc/virtual/2014/poster/4528
71,Communication-Efficient Distributed Dual Coordinate Ascent,"Martin Jaggi, Virginia Smith, Martin Takáč, Jonathan Terhorst, Sanjay Krishnan, Thomas Hofmann, Michael I. Jordan","ETH Zurich; University of California, Berkeley; Lehigh University",Poster,https://nips.cc/virtual/2014/poster/4529
72,Compressive Sensing of Signals from a GMM with Sparse Precision Matrices,"Jianbo Yang, Xuejun Liao, Minhua Chen, Lawrence Carin",Duke University; University of Chicago,Poster,https://nips.cc/virtual/2014/poster/4530
73,Computing Nash Equilibria in Generalized Interdependent Security Games,"Hau Chan, Luis E. Ortiz",Stony Brook University,Poster,https://nips.cc/virtual/2014/poster/4531
74,Concavity of reweighted Kikuchi approximation,"Po-Ling Loh, Andre Wibisono","University of Pennsylvania; University of California, Berkeley",Poster,https://nips.cc/virtual/2014/poster/4532
75,Conditional Random Field Autoencoders for Unsupervised Structured Prediction,"Waleed Ammar, Chris Dyer, Noah A. Smith",,Oral,https://nips.cc/virtual/2014/poster/4330
76,Conditional Swap Regret and Conditional Correlated Equilibrium,"Mehryar Mohri, Scott Yang",Courant Institute of Mathematical Sciences,Poster,https://nips.cc/virtual/2014/poster/4533
77,Cone-Constrained Principal Component Analysis,"Yash Deshpande, Andrea Montanari, Emile Richard",,Poster,https://nips.cc/virtual/2014/poster/4534
78,Consistency of Spectral Partitioning of Uniform Hypergraphs under Planted Partition Model,"Debarghya Ghoshdastidar, Ambedkar Dukkipati",Indian Institute of Science,Poster,https://nips.cc/virtual/2014/poster/4535
79,Consistency of weighted majority votes,"Daniel Berend, Aryeh Kontorovich",Ben Gurion University,Poster,https://nips.cc/virtual/2014/poster/4536
80,Consistent Binary Classification with Generalized Performance Metrics,"Oluwasanmi Koyejo, Nagarajan Natarajan, Pradeep Ravikumar, Inderjit S. Dhillon",Stanford University; University of Texas at Austin,Spotlight,https://nips.cc/virtual/2014/poster/4372
81,Constant Nullspace Strong Convexity and Fast Convergence of Proximal Methods under High-Dimensional Settings,"Ian E.H. Yen, Cho-Jui Hsieh, Pradeep Ravikumar, Inderjit Dhillon",University of Texas at Austin,Poster,https://nips.cc/virtual/2014/poster/4537
82,Constrained convex minimization via model-based excessive gap,"Quoc Tran-Dinh, Volkan Cevher",Laboratory for Information and Inference Systems; EPFL,Poster,https://nips.cc/virtual/2014/poster/4538
83,Content-based recommendations with Poisson factorization,"Prem Gopalan, Laurent Charlin, David M. Blei",Princeton University; Columbia University,Poster,https://nips.cc/virtual/2014/poster/4539
84,Controlling privacy in recommender systems,"Yu Xin, Tommi Jaakkola",Massachusetts Institute of Technology,Poster,https://nips.cc/virtual/2014/poster/4540
85,Convex Deep Learning via Normalized Kernels,"Özlem Aslan, Xinhua Zhang, Dale Schuurmans",University of Alberta; National Information and Communications Technology Australia,Poster,https://nips.cc/virtual/2014/poster/4541
86,Convex Optimization Procedure for Clustering: Theoretical Revisit,"Changbo Zhu, Huan Xu, Chenlei Leng, Shuicheng Yan",Unknown Institution; National University of Singapore; University of Warwick,Poster,https://nips.cc/virtual/2014/poster/4542
87,Convolutional Kernel Networks,"Julien Mairal, Piotr Koniusz, Zaid Harchaoui, Cordelia Schmid",INRIA,Spotlight,https://nips.cc/virtual/2014/poster/4374
88,Convolutional Neural Network Architectures for Matching Natural Language Sentences,"Baotian Hu, Zhengdong Lu, Hang Li, Qingcai Chen",Harbin Institute of Technology; Huawei,Poster,https://nips.cc/virtual/2014/poster/4543
89,Coresets for k-Segmentation of Streaming Data,"Guy Rosman, Mikhail Volkov, Danny Feldman, John W. Fisher III, Daniela Rus",Massachusetts Institute of Technology,Poster,https://nips.cc/virtual/2014/poster/4544
90,Covariance shrinkage for autocorrelated data,"Daniel Bartz, Klaus-Robert Müller",Technical University of Berlin; Korea University,Poster,https://nips.cc/virtual/2014/poster/4545
91,Decomposing Parameter Estimation Problems,"Khaled S. Refaat, Arthur Choi, Adnan Darwiche","University of California, Los Angeles",Poster,https://nips.cc/virtual/2014/poster/4547
92,"Deconvolution of High Dimensional Mixtures via Boosting, with Application to Diffusion-Weighted MRI of Human Brain","Charles Y. Zheng, Franco Pestilli, Ariel Rokem",Stanford University; Indiana University,Poster,https://nips.cc/virtual/2014/poster/4548
93,Decoupled Variational Gaussian Inference,Mohammad Emtiyaz Khan,Ecole Polytechnique Fédrale de Lausanne,Poster,https://nips.cc/virtual/2014/poster/4549
94,Deep Convolutional Neural Network for Image Deconvolution,"Li Xu, Jimmy SJ. Ren, Ce Liu, Jiaya Jia",Lenovo; Microsoft; Chinese University of Hong Kong,Poster,https://nips.cc/virtual/2014/poster/4758
95,Deep Fragment Embeddings for Bidirectional Image Sentence Mapping,"Andrej Karpathy, Armand Joulin, Li Fei-Fei",Stanford University,Poster,https://nips.cc/virtual/2014/poster/4550
96,Deep Joint Task Learning for Generic Object Extraction,"Xiaolong Wang, Liliang Zhang, Liang Lin, Zhujin Liang, Wangmeng Zuo",Sun Yat-sen University; SYSU-CMU Shunde International Joint Research Institute; Harbin Institute of Technology,Poster,https://nips.cc/virtual/2014/poster/4635
97,Deep Learning Face Representation by Joint Identification-Verification,"Yi Sun, Yuheng Chen, Xiaogang Wang, Xiaoou Tang",Chinese University of Hong Kong; SenseTime Group; Chinese Academy of Sciences,Poster,https://nips.cc/virtual/2014/poster/4577
98,Deep Learning for Real-Time Atari Game Play Using Offline Monte-Carlo Tree Search Planning,"Xiaoxiao Guo, Satinder Singh, Honglak Lee, Richard Lewis, Xiaoshi Wang",University of Michigan,Poster,https://nips.cc/virtual/2014/poster/4552
99,Deep Networks with Internal Selective Attention through Feedback Connections,"Marijn F. Stollenga, Jonathan Masci, Faustino Gomez, Juergen Schmidhuber",IDSIA,Poster,https://nips.cc/virtual/2014/poster/4553
100,Deep Recursive Neural Networks for Compositionality in Language,"Ozan İrsoy, Claire Cardie",Cornell University,Poster,https://nips.cc/virtual/2014/poster/4554
101,Deep Symmetry Networks,"Robert Gens, Pedro Domingos",,Poster,https://nips.cc/virtual/2014/poster/4555
102,Delay-Tolerant Algorithms for Asynchronous Distributed Online Learning,"H. Brendan McMahan, Matthew Streeter","Google; Duolingo, Inc.",Poster,https://nips.cc/virtual/2014/poster/4556
103,Dependent nonparametric trees for dynamic hierarchical clustering,"Avinava Dubey, Qirong Ho, Sinead Williamson, Eric P. Xing",Carnegie Mellon University; Institute for Infocomm Research; University of Texas at Austin,Poster,https://nips.cc/virtual/2014/poster/4557
104,Depth Map Prediction from a Single Image using a Multi-Scale Deep Network,"David Eigen, Christian Puhrsch, Rob Fergus",New York University,Spotlight,https://nips.cc/virtual/2014/poster/4376
105,Design Principles of the Hippocampal Cognitive Map,"Kimberly L. Stachenfeld, Matthew M. Botvinick, Samuel J. Gershman",Princeton University; Massachusetts Institute of Technology,Spotlight,https://nips.cc/virtual/2014/poster/4378
106,Deterministic Symmetric Positive Semidefinite Matrix Completion,"William E. Bishop, Byron M. Yu",Machine Learning; Center for the Neural Basis of Cognition; Biomedical Engineering; ,Poster,https://nips.cc/virtual/2014/poster/4558
107,DFacTo: Distributed Factorization of Tensors,"Joon Hee Choi, S. V. N. Vishwanathan",Purdue University,Poster,https://nips.cc/virtual/2014/poster/4546
108,Difference of Convex Functions Programming for Reinforcement Learning,"Bilal Piot, Matthieu Geist, Olivier Pietquin",SUPELEC; Lille 1 University of Science and Technology; University Lille 1,Spotlight,https://nips.cc/virtual/2014/poster/4380
109,Dimensionality Reduction with Subspace Structure Preservation,"Devansh Arpit, Ifeoma Nwogu, Venu Govindaraju",State University of New York at Buffalo,Poster,https://nips.cc/virtual/2014/poster/4559
110,Discovering Structure in High-Dimensional Data Through Correlation Explanation,"Greg Ver Steeg, Aram Galstyan",University of Southern California,Poster,https://nips.cc/virtual/2014/poster/4560
111,"Discovering, Learning and Exploiting Relevance","Cem Tekin, Mihaela van der Schaar","University of California, Los Angeles",Poster,https://nips.cc/virtual/2014/poster/4561
112,Discrete Graph Hashing,"Wei Liu, Cun Mu, Sanjiv Kumar, Shih-Fu Chang",IBM; Columbia University; Google,Spotlight,https://nips.cc/virtual/2014/poster/4382
113,Discriminative Metric Learning by Neighborhood Gerrymandering,"Shubhendu Trivedi, David McAllester, Gregory Shakhnarovich",,Poster,https://nips.cc/virtual/2014/poster/4562
114,Discriminative Unsupervised Feature Learning with Convolutional Neural Networks,"Alexey Dosovitskiy, Jost Tobias Springenberg, Martin Riedmiller, Thomas Brox",University of Freiburg,Poster,https://nips.cc/virtual/2014/poster/4563
115,Distance-Based Network Recovery under Feature Correlation,"David Adametz, Volker Roth",University of Basel,Poster,https://nips.cc/virtual/2014/poster/4564
116,Distributed Balanced Clustering via Mapping Coresets,"MohammadHossein Bateni, Aditya Bhaskara, Silvio Lattanzi, Vahab Mirrokni",Google,Poster,https://nips.cc/virtual/2014/poster/4565
117,Distributed Bayesian Posterior Sampling via Moment Sharing,"Minjie Xu, Balaji Lakshminarayanan, Yee Whye Teh, Jun Zhu, Bo Zhang",State Key Lab of Intelligent Technology and Systems; Tsinghua University; University College London; University of Oxford,Poster,https://nips.cc/virtual/2014/poster/4566
118,"Distributed Estimation, Information Loss and Exponential Families","Qiang Liu, Alexander Ihler","University of California, Irvine",Poster,https://nips.cc/virtual/2014/poster/4567
119,Distributed Parameter Estimation in Probabilistic Graphical Models,"Yariv D. Mizrahi, Misha Denil, Nando de Freitas",,Poster,https://nips.cc/virtual/2014/poster/4568
120,Distributed Power-law Graph Computing: Theoretical and Empirical Analysis,"Cong Xie, Ling Yan, Wu-Jun Li, Zhihua Zhang",Shanghai Jiao Tong University; Nanjing University,Poster,https://nips.cc/virtual/2014/poster/4569
121,Distributed Variational Inference in Sparse Gaussian Process Regression and Latent Variable Models,"Yarin Gal, Mark van der Wilk, Carl E. Rasmussen",University of Cambridge,Poster,https://nips.cc/virtual/2014/poster/4570
122,Diverse Randomized Agents Vote to Win,"Albert Xin Jiang, Leandro Soriano Marcolino, Ariel D. Procaccia, Tuomas Sandholm, Nisarg Shah, Milind Tambe",Trinity University; University of Southern California; Carnegie Mellon University,Poster,https://nips.cc/virtual/2014/poster/4571
123,Diverse Sequential Subset Selection for Supervised Video Summarization,"Boqing Gong, Wei-Lun Chao, Kristen Grauman, Fei Sha",University of Southern California; University of Texas at Austin,Poster,https://nips.cc/virtual/2014/poster/4572
124,Divide-and-Conquer Learning by Anchoring a Conical Hull,"Tianyi Zhou, Jeff Bilmes, Carlos Guestrin",Computer Science & Engineering; Electrical Engineering Department,Poster,https://nips.cc/virtual/2014/poster/4573
125,Do Convnets Learn Correspondence?,"Jonathan Long, Ning Zhang, Trevor Darrell","University of California, Berkeley",Poster,https://nips.cc/virtual/2014/poster/4574
126,Do Deep Nets Really Need to be Deep?,"Lei Jimmy Ba, Rich Caruana",University of Toronto; Microsoft,Poster,https://nips.cc/virtual/2014/poster/4575
127,Dynamic Rank Factor Model for Text Streams,"Shaobo Han, Lin Du, Esther Salazar, Lawrence Carin",Duke University,Poster,https://nips.cc/virtual/2014/poster/4576
128,Efficient Inference of Continuous Markov Random Fields with Polynomial Potentials,"Shenlong Wang, Alexander G. Schwing, Raquel Urtasun",University of Toronto,Poster,https://nips.cc/virtual/2014/poster/4578
129,Efficient learning by implicit exploration in bandit problems with side observations,"Tomáš Kocák, Gergely Neu, Michal Valko, Rémi Munos",INRIA Lille – Nord Europe; Google,Poster,https://nips.cc/virtual/2014/poster/4585
130,Efficient Minimax Signal Detection on Graphs,"Jing Qian, Venkatesh Saligrama",Boston University,Poster,https://nips.cc/virtual/2014/poster/4579
131,Efficient Minimax Strategies for Square Loss Games,"Wouter M. Koolen, Alan Malek, Peter L. Bartlett","Queensland University of Technology; University of California, Berkeley",Poster,https://nips.cc/virtual/2014/poster/4580
132,Efficient Optimization for Average Precision SVM,"Pritish Mohapatra, C.V. Jawahar, M. Pawan Kumar","International Institute of Information Technology, Hyderabad; Ecole Centrale Paris; INRIA",Poster,https://nips.cc/virtual/2014/poster/4581
133,Efficient Partial Monitoring with Prior Information,"Hastagiri P Vanchinathan, Gábor Bartók, Andreas Krause",ETH Zurich,Poster,https://nips.cc/virtual/2014/poster/4582
134,Efficient Sampling for Learning Sparse Additive Models in High Dimensions,"Hemant Tyagi, Andreas Krause, Bernd Gärtner",ETH Zurich,Poster,https://nips.cc/virtual/2014/poster/4583
135,Efficient Structured Matrix Rank Minimization,"Adams Wei Yu, Wanli Ma, Yaoliang Yu, Jaime G. Carbonell, Suvrit Sra",Carnegie Mellon University; Max Planck Institute for Intelligent Systems,Poster,https://nips.cc/virtual/2014/poster/4584
136,Elementary Estimators for Graphical Models,"Eunho Yang, Aurélie C. Lozano, Pradeep Ravikumar",IBM; University of Texas at Austin,Poster,https://nips.cc/virtual/2014/poster/4586
137,Encoding High Dimensional Local Features by Sparse Coding Based Fisher Vectors,"Lingqiao Liu, Chunhua Shen, Lei Wang, Anton van den Hengel, Chao Wang",University of Adelaide; ARC Centre of Excellence for Robotic Vision; University of Wollongong,Poster,https://nips.cc/virtual/2014/poster/4587
138,Estimation with Norm Regularization,"Arindam Banerjee, Sheng Chen, Farideh Fazayeli, Vidyashankar Sivakumar",University of Minnesota,Poster,https://nips.cc/virtual/2014/poster/4588
139,Exact Post Model Selection Inference for Marginal Screening,"Jason D. Lee, Jonathan E. Taylor",Stanford University,Poster,https://nips.cc/virtual/2014/poster/4589
140,"Exclusive Feature Learning on Arbitrary Structures via $\ell_{1,2}$-norm","Deguang Kong, Ryohei Fujimaki, Ji Liu, Feiping Nie, Chris Ding",University of Texas at Arlington; NEC Laboratories America; University of Rochester,Poster,https://nips.cc/virtual/2014/poster/4590
141,Expectation Backpropagation: Parameter-Free Training of Multilayer Neural Networks with Continuous or Discrete Weights,"Daniel Soudry, Itay Hubara, Ron Meir","Columbia University; Technion, Israel Institute of Technology",Poster,https://nips.cc/virtual/2014/poster/4591
