番号,title,status,decision_raw,rating,all_ratings,authors,href
3027,Activity Pruning for Efficient Spiking Neural Networks,poster,Accept (poster),4.75,"[4, 5, 5, 5]","Tong Bu, Xinyu Shi, Zhaofei Yu",https://openreview.net/forum?id=zjOXZEXQKZ
17279,Private Hyperparameter Tuning with Ex-Post Guarantee,spotlight,Accept (spotlight),4.75,"[4, 5, 5, 5]","Badih Ghazi, Pritish Kamath, Alexander Knop, Ravi Kumar, Pasin Manurangsi, Chiyuan Zhang",https://openreview.net/forum?id=zjMd3yfyWv
23528,Scalable In-context Ranking with Generative Models,poster,Accept (poster),3.75,"[4, 4, 3, 4]","Nilesh Gupta, Chong You, Srinadh Bhojanapalli, Sanjiv Kumar, Inderjit S Dhillon, Felix X. Yu",https://openreview.net/forum?id=zj45hoQhjD
24338,Quantifying First‐Order Markov Breakdowns in Noisy Reinforcement Learning: A Causal Discovery Approach,reject,Reject,2.5,"[2, 3, 2, 3]",Naveen Mysore,https://openreview.net/forum?id=ziLHIExi1j
18119,Optimal Adjustment Sets for Nonparametric Estimation of Weighted Controlled Direct Effect,poster,Accept (poster),4.5,"[4, 5, 4, 5]","Ruiyang Lin, Yongyi Guo, Kyra Gan",https://openreview.net/forum?id=zho5kN8jTn
13065,Constrained Optimization From a Control Perspective via Feedback Linearization,poster,Accept (poster),4.33,"[4, 4, 5]","Runyu Zhang, Arvind Raghunathan, Jeff S Shamma, Na Li",https://openreview.net/forum?id=zhgfM0dJ3F
24272,"Bigger, Regularized, Categorical: High-Capacity Value Functions are Efficient Multi-Task Learners",poster,Accept (poster),4.5,"[5, 5, 4, 4]","Michal Nauman, Marek Cygan, Carmelo Sferrazza, Aviral Kumar, Pieter Abbeel",https://openreview.net/forum?id=zhOUfuOIzA
8287,LoRA-EnVar: Parameter-Efficient Hybrid Ensemble Variational Assimilation for Weather Forecasting,poster,Accept (poster),4.6,"[6, 4, 5, 3, 5]","Yi Xiao, Hang Fan, Kun Chen, Ye Cao, Ben Fei, Wei Xue, LEI BAI",https://openreview.net/forum?id=zhMl4Smau7
25043,Co-PatcheR: Collaborative Software Patching with Component-specific Small Reasoning Models,poster,Accept (poster),4.25,"[5, 4, 4, 4]","Yuheng Tang, Hongwei Li, Kaijie Zhu, Michael Yang, Yangruibo Ding, Wenbo Guo",https://openreview.net/forum?id=zhFEO67s5w
20060,"Dual-Flow: Transferable Multi-Target, Instance-Agnostic Attacks via $\textit{In-the-wild}$ Cascading Flow Optimization",poster,Accept (poster),4.25,"[4, 4, 5, 4]","Yixiao Chen, Shikun Sun, Jianshu Li, Ruoyu Li, Zhe Li, Junliang Xing",https://openreview.net/forum?id=zhCv5uZ8bh
25561,Structure-Aware Cooperative Ensemble Evolutionary Optimization on Combinatorial Problems with Multimodal Large Language Models,poster,Accept (poster),4.5,"[5, 4, 5, 4]","Jie Zhao, Kang Hao Cheong",https://openreview.net/forum?id=zftxlb1AOo
802,Noisy Multi-Label Learning through Co-Occurrence-Aware Diffusion,poster,Accept (poster),4.5,"[5, 5, 4, 4]","Senyu Hou, Yuru Ren, Gaoxia Jiang, Wenjian Wang",https://openreview.net/forum?id=zft0zTOFkN
8371,RefLoRA: Refactored Low-Rank Adaptation for Efficient Fine-Tuning of Large Models,poster,Accept (poster),4.33,"[4, 5, 4]","Yilang Zhang, Bingcong Li, Georgios B. Giannakis",https://openreview.net/forum?id=zefDc9oi5T
25099,Architectural and Inferential Inductive Biases for Exchangeable Sequence Modeling,poster,Accept (poster),4.25,"[5, 5, 4, 3]","Daksh Mittal, Ang Li, Thomson Yen, C. Daniel Guetta, Hongseok Namkoong",https://openreview.net/forum?id=zdRW39Tc3C
13536,"Understanding Task Vectors in In-Context Learning: Emergence, Functionality, and Limitations",reject,Reject,4.2,"[5, 4, 3, 5, 4]","Yuxin Dong, Jiachen Jiang, Zhihui Zhu, Xia Ning",https://openreview.net/forum?id=zcVKvXtrkJ
3951,ZPressor: Bottleneck-Aware Compression for Scalable Feed-Forward 3DGS,poster,Accept (poster),4.4,"[4, 5, 4, 4, 5]","Weijie Wang, Donny Y. Chen, Zeyu Zhang, Duochao Shi, Akide Liu, Bohan Zhuang",https://openreview.net/forum?id=zbucdbZ0fU
6813,scSplit: Bringing Severity Cognizance to Image Decomposition in Fluorescence Microscopy,poster,Accept (poster),4.0,"[4, 4, 4, 4]","Ashesh, Florian Jug",https://openreview.net/forum?id=zb16xZ1NGB
15544,UniGTE: Unified Graph–Text Encoding for Zero-Shot Generalization across Graph Tasks and Domains,poster,Accept (poster),4.25,"[4, 4, 4, 5]","Duo Wang, Yuan Zuo, Guangyue Lu, Junjie Wu",https://openreview.net/forum?id=zaV9s8iM2T
20186,"Datasets, Documents, and Repetitions: The Practicalities of Unequal Data Quality",poster,Accept (poster),4.5,"[4, 5, 5, 4]","Alex Fang, Hadi Pouransari, Matt Jordan, Alexander T Toshev, Vaishaal Shankar, Ludwig Schmidt, Tom Gunter",https://openreview.net/forum?id=zZecO3RZ7Z
14750,UltraLED: Learning to See Everything in Ultra-High Dynamic Range Scenes,poster,Accept (poster),4.25,"[4, 4, 6, 3]","Yuang Meng, Xin Jin, Lina Lei, Chun-Le Guo, Chongyi Li",https://openreview.net/forum?id=zZLfHw4Erp
17969,Heterogeneous Swarms: Jointly Optimizing Model Roles and Weights for Multi-LLM Systems,poster,Accept (poster),4.4,"[5, 5, 4, 4, 4]","Shangbin Feng, Zifeng Wang, Palash Goyal, Yike Wang, Weijia Shi, Huang Xia, Hamid Palangi, Luke Zettlemoyer, Yulia Tsvetkov, Chen-Yu Lee, Tomas Pfister",https://openreview.net/forum?id=zYEZ5KqtDO
7445,RDD: Retrieval-Based Demonstration Decomposer for Planner Alignment in Long-Horizon Tasks,poster,Accept (poster),4.0,"[4, 4, 4, 4]","Mingxuan Yan, Yuping Wang, Zechun Liu, Jiachen Li",https://openreview.net/forum?id=zY5J1vp7tZ
21508,Imagined Autocurricula,poster,Accept (poster),4.25,"[4, 4, 4, 5]","Ahmet H. Güzel, Matthew Thomas Jackson, Jarek Luca Liesen, Tim Rocktäschel, Jakob Nicolaus Foerster, Ilija Bogunovic, Jack Parker-Holder",https://openreview.net/forum?id=zXlB9A5xya
5814,Mozart: Modularized and Efficient MoE Training on 3.5D Wafer-Scale Chiplet Architectures,spotlight,Accept (spotlight),4.33,"[5, 3, 5]","Shuqing Luo, Ye Han, Pingzhi Li, Jiayin Qin, Jie Peng, Yang Katie Zhao, Yu Cao, Tianlong Chen",https://openreview.net/forum?id=zWHKKspghT
24715,Towards Generalizable Retina Vessel Segmentation with Deformable Graph Priors,poster,Accept (poster),4.2,"[4, 4, 5, 4, 4]","Ke Liu, Shangde Gao, Yichao Fu, Shangqi Gao",https://openreview.net/forum?id=zVkbsGlKn9
21482,On the Expressive Power of Mixture-of-Experts for Structured Complex Tasks,spotlight,Accept (spotlight),4.6,"[5, 4, 4, 5, 5]","Mingze Wang, Weinan E",https://openreview.net/forum?id=zSrb8rtH9M
16669,Depth-Supervised Fusion Network for Seamless-Free Image Stitching,poster,Accept (poster),4.75,"[6, 4, 5, 4]","Zhiying Jiang, Ruhao Yan, Zengxi Zhang, Bowei Zhang, Jinyuan Liu",https://openreview.net/forum?id=zQqDqfja4Y
2073,OpenHype: Hyperbolic Embeddings for Hierarchical Open-Vocabulary Radiance Fields,poster,Accept (poster),4.0,"[4, 4, 4, 4]","Lisa Weijler, Sebastian Koch, Fabio Poiesi, Timo Ropinski, Pedro Hermosilla",https://openreview.net/forum?id=zQmXDUbZ5D
10786,Dynamic Masking and Auxiliary Hash Learning for Enhanced Cross-Modal Retrieval,poster,Accept (poster),5.0,"[6, 5, 4, 5]","Shuang Zhang, Yue Wu, Lei Shi, Yingxue Zhang, Feifei Kou, Huilong Jin, Pengfei Zhang, Meiyu Liang, Mingying Xu",https://openreview.net/forum?id=zQK6IluJi3
18845,Principled Fast and Meta Knowledge Learners for Continual Reinforcement Learning,reject,Reject,4.0,"[4, 4, 4, 4]","Ke Sun, Hongming Zhang, Jun Jin, Chao Gao, Xi Chen, Wulong Liu, Linglong Kong",https://openreview.net/forum?id=zPj3SUiz3y
7065,Delving into Cascaded Instability: A Lipschitz Continuity View on Image Restoration and Object Detection Synergy,poster,Accept (poster),4.5,"[5, 4, 5, 4]","Qing Zhao, Weijian Deng, Pengxu Wei, ZiYi Dong, Hannan Lu, Xiangyang Ji, Liang Lin",https://openreview.net/forum?id=zPgPDHupcE
26409,What is Your Data Worth to GPT? LLM-Scale Data Valuation with Influence Functions,poster,Accept (poster),4.5,"[4, 4, 5, 5]","Sang Keun Choe, Hwijeen Ahn, Juhan Bae, Kewen Zhao, Youngseog Chung, Adithya Pratapa, Willie Neiswanger, Emma Strubell, Teruko Mitamura, Jeff Schneider, Eduard Hovy, Roger Baker Grosse, Eric P. Xing",https://openreview.net/forum?id=zPKeJAEo27
14520,Online Portfolio Selection with ML Predictions,poster,Accept (poster),4.33,"[3, 5, 5]","Ziliang Zhang, Tianming Zhao, Albert Zomaya",https://openreview.net/forum?id=zOFxp98km2
26399,Private Evolution Converges,poster,Accept (poster),4.6,"[3, 5, 5, 5, 5]","Tomás González, Giulia Fanti, Aaditya Ramdas",https://openreview.net/forum?id=zOCENGh1Jg
18327,Bootstrap Off-policy with World Model,poster,Accept (poster),4.25,"[4, 4, 5, 4]","Guojian Zhan, Likun Wang, Xiangteng Zhang, Jiaxin Gao, Masayoshi Tomizuka, Shengbo Eben Li",https://openreview.net/forum?id=zNqDCSokDR
7301,AdaSPEC: Selective Knowledge Distillation for Efficient Speculative Decoders,spotlight,Accept (spotlight),4.6,"[4, 5, 5, 4, 5]","Yuezhou Hu, Jiaxin Guo, Xinyu Feng, Tuo Zhao",https://openreview.net/forum?id=zNLlglSOwD
25564,LLMs Encode Harmfulness and Refusal Separately,poster,Accept (poster),4.25,"[4, 4, 4, 5]","Jiachen Zhao, Jing Huang, Zhengxuan Wu, David Bau, Weiyan Shi",https://openreview.net/forum?id=zLkpt30ngy
10310,Learnable Burst-Encodable Time-of-Flight Imaging for High-Fidelity Long-Distance Depth Sensing,spotlight,Accept (spotlight),5.0,"[5, 5, 5, 5]","Manchao Bao, Shengjiang Fang, Tao Yue, Xuemei Hu",https://openreview.net/forum?id=zL4ifL17bU
8830,Consistency of Physics-Informed Neural Networks for Second-Order Elliptic Equations,poster,Accept (poster),4.25,"[5, 4, 5, 3]","Yuqian Cheng, Zhuo Chen, Qian Lin",https://openreview.net/forum?id=zL4JRfBr7R
1125,Don't Just Chase “Highlighted Tokens” in MLLMs: Revisiting Visual Holistic Context Retention,poster,Accept (poster),4.5,"[4, 5, 5, 4]","Xin Zou, Di Lu, Yizhou Wang, Yibo Yan, Yuanhuiyi Lyu, Xu Zheng, Linfeng Zhang, Xuming Hu",https://openreview.net/forum?id=zKoeRtye8o
16945,BeyondMix: Leveraging Structural Priors and Long-Range Dependencies for Domain-Invariant LiDAR Segmentation,poster,Accept (poster),4.25,"[4, 5, 3, 5]","Yujia Chen, Rui Sun, Wangkai Li, Huayu Mai, Si Chen, Zhuoyuan Li, Zhixin Cheng, Tianzhu Zhang",https://openreview.net/forum?id=zKV3CN40tE
16716,LittleBit: Ultra Low-Bit Quantization via Latent Factorization,poster,Accept (poster),4.25,"[4, 4, 5, 4]","Banseok Lee, Dongkyu Kim, Youngcheon you, Young-Min Kim",https://openreview.net/forum?id=zJzu9evD5K
16695,Discovering Opinion Intervals from Conflicts in Signed Graphs,oral,Accept (oral),5.0,"[5, 5, 5]","Peter Blohm, Florian Chen, Aristides Gionis, Stefan Neumann",https://openreview.net/forum?id=zJdutIT6vT
21110,SALS: Sparse Attention in Latent Space for KV Cache Compression,poster,Accept (poster),3.75,"[4, 4, 3, 4]","Junlin Mu, Hantao Huang, Jihang Zhang, Minghui Yu, Tao Wang, Yidong Li",https://openreview.net/forum?id=zJSZupQ889
2625,PhySense: Sensor Placement Optimization for Accurate Physics Sensing,oral,Accept (oral),4.75,"[4, 5, 5, 5]","Yuezhou Ma, Haixu Wu, Hang Zhou, Huikun Weng, Jianmin Wang, Mingsheng Long",https://openreview.net/forum?id=zIzZxDsNNP
12122,A Reinforcement Learning-based Bidding Strategy for Data Consumers in Auction-based Federated Learning,poster,Accept (poster),4.67,"[4, 6, 4]","Xiaoli Tang, Han Yu, Xiaoxiao Li",https://openreview.net/forum?id=zIbNGkaYij
252,Semi-off-Policy Reinforcement Learning for Vision-Language Slow-Thinking Reasoning,poster,Accept (poster),4.25,"[5, 4, 4, 4]","Junhao Shen, Haiteng Zhao, Yuzhe Gu, Songyang Gao, Kuikun Liu, Haian Huang, Jianfei Gao, Dahua Lin, Wenwei Zhang, Kai Chen",https://openreview.net/forum?id=zIFuLxUAu9
27705,Test-Time Adaptation by Causal Trimming,poster,Accept (poster),4.0,"[3, 5, 4, 4]","Yingnan Liu, Rui Qiao, Mong-Li Lee, Wynne Hsu",https://openreview.net/forum?id=zFGdHL9pcD
8077,ReplaceMe: Network Simplification via Depth Pruning and Transformer Block Linearization,poster,Accept (poster),4.75,"[5, 4, 5, 5]","Dmitriy Shopkhoev, Ammar Ali, Magauiya Zhussip, Valentin Malykh, Stamatios Lefkimmiatis, Nikos Komodakis, Sergey Zagoruyko",https://openreview.net/forum?id=zEj1FSYCRn
22833,Curriculum Design for Trajectory-Constrained Agent: Compressing Chain-of-Thought Tokens in LLMs,poster,Accept (poster),4.25,"[4, 5, 4, 4]","Georgios Tzannetos, Parameswaran Kamalaruban, Adish Singla",https://openreview.net/forum?id=zDU5sfYK1Z
3716,Accelerated Evolving Set Processes for Local PageRank Computation,poster,Accept (poster),4.5,"[4, 5, 4, 5]","BinbinHuang, Luo Luo, Yanghua Xiao, Deqing Yang, Baojian Zhou",https://openreview.net/forum?id=zDOo34mbpl
7851,Continual Model Merging without Data: Dual Projections for Balancing Stability and Plasticity,poster,Accept (poster),3.75,"[3, 4, 4, 4]","Enneng Yang, Anke Tang, Li Shen, Guibing Guo, Xingwei Wang, Xiaochun Cao, Jie Zhang",https://openreview.net/forum?id=zD5cUX67b9
26229,Robust Egocentric Referring Video Object Segmentation via Dual-Modal Causal Intervention,poster,Accept (poster),4.0,"[4, 4, 4, 4]","Haijing Liu, Zhiyuan Song, Hefeng Wu, Tao Pu, Keze Wang, Liang Lin",https://openreview.net/forum?id=z9xyREqxzq
20531,ARM: Adaptive Reasoning Model,spotlight,Accept (spotlight),5.0,"[6, 5, 5, 4]","Siye Wu, Jian Xie, Yikai Zhang, Aili Chen, Kai Zhang, Yu Su, Yanghua Xiao",https://openreview.net/forum?id=z9oeQrcNh9
15479,Spatially-aware Weights Tokenization for NeRF-Language Models,poster,Accept (poster),3.8,"[3, 4, 4, 4, 4]","Andrea Amaduzzi, Pierluigi Zama Ramirez, Giuseppe Lisanti, Samuele Salti, Luigi Di Stefano",https://openreview.net/forum?id=z9MxyboJ7R
8587,CoSimGen: Controllable diffusion model for simultaneous image and segmentation mask generation,reject,Reject,2.25,"[2, 2, 3, 2]","Rupak Bose, CHINEDU NWOYE, Aditya Bhat, Soham Walimbe, Nicolas Padoy",https://openreview.net/forum?id=z8rQHF8OOt
18136,A Compressive-Expressive Communication Framework for Compositional Representations,poster,Accept (poster),4.0,"[4, 4, 4, 4]","Rafael Elberg, Felipe del Rio, Mircea Petrache, Denis Parra",https://openreview.net/forum?id=z6mwI6VcHA
18146,Faithful Group Shapley Value,poster,Accept (poster),4.2,"[4, 4, 5, 4, 4]","Kiljae Lee, Ziqi Liu, Weijing Tang, Yuan Zhang",https://openreview.net/forum?id=z6d5MRMDNf
10443,Equilibrium Policy Generalization: A Reinforcement Learning Framework for Cross-Graph Zero-Shot Generalization in Pursuit-Evasion Games,poster,Accept (poster),4.25,"[4, 5, 4, 4]","Runyu Lu, Peng Zhang, Ruochuan Shi, Yuanheng Zhu, Dongbin Zhao, Yang Liu, Dong Wang, Cesare Alippi",https://openreview.net/forum?id=z67on2D0j1
8897,NeedleInATable: Exploring Long-Context Capability of Large Language Models towards Long-Structured Tables,poster,Accept (poster),4.75,"[4, 5, 5, 5]","Lanrui Wang, Mingyu Zheng, Hongyin Tang, Zheng Lin, Yanan Cao, Jingang Wang, Xunliang Cai, Weiping Wang",https://openreview.net/forum?id=z5vZDI2r6J
19616,From Replication to Redesign: Exploring Pairwise Comparisons for LLM-Based Peer Review,poster,Accept (poster),4.25,"[5, 3, 5, 4]","Yaohui Zhang, Haijing ZHANG, Wenlong Ji, Tianyu Hua, Nick Haber, Hancheng Cao, Weixin Liang",https://openreview.net/forum?id=z5KTxW5sJd
17467,Composing Linear Layers from Irreducibles,poster,Accept (poster),4.5,"[5, 4, 5, 4]","Travis Pence, Daisuke Yamada, Vikas Singh",https://openreview.net/forum?id=z5FGi0vyCr
26975,LogicTree: Improving Complex Reasoning of LLMs via Instantiated Multi-step Synthetic Logical Data,spotlight,Accept (spotlight),5.0,"[5, 5, 5, 5]","Zehao Wang, Lin Yang, Jie Wang, Kehan Wang, Hanzhu Chen, Bin Wang, Jianye HAO, Defu Lian, Bin Li, Enhong Chen",https://openreview.net/forum?id=z4AMrCOetn
4571,GeRaF: Neural Geometry Reconstruction from Radio Frequency Signals,spotlight,Accept (spotlight),4.0,"[4, 4, 4]","Jiachen Lu, Hailan Shanbhag, Haitham Al Hassanieh",https://openreview.net/forum?id=z3PMVmzoya
11597,Learning to Flow from Generative Pretext Tasks for Neural Architecture Encoding,poster,Accept (poster),4.75,"[5, 4, 5, 5]","Sunwoo Kim, Hyunjin Hwang, Kijung Shin",https://openreview.net/forum?id=z2vJpjopJk
19920,SGCD: Stain-Guided CycleDiffusion for Unsupervised Domain Adaptation of Histopathology Image Classification,spotlight,Accept (spotlight),4.25,"[4, 4, 5, 4]","Hsi-Ling Chen, Chun-Shien Lu, Pau-Choo Chung",https://openreview.net/forum?id=z2SGaPIhLT
22925,COALA: Numerically Stable and Efficient Framework for Context-Aware Low-Rank Approximation,poster,Accept (poster),5.0,"[5, 5, 6, 4]","Uliana Parkina, Maxim Rakhuba",https://openreview.net/forum?id=z1wIUZtBmK
22471,Sim-LLM: Optimizing LLM Inference at the Edge through Inter-Task KV Reuse,poster,Accept (poster),4.25,"[5, 5, 4, 3]","Ruikun Luo, Changwei Gu, Qiang He, Feifei Chen, Song Wu, Hai Jin, Yun Yang",https://openreview.net/forum?id=z1Cvcovlms
24561,Bifrost-1: Bridging Multimodal LLMs and Diffusion Models with Patch-level CLIP Latents,poster,Accept (poster),3.75,"[4, 4, 2, 5]","Han Lin, Jaemin Cho, Amir Zadeh, Chuan Li, Mohit Bansal",https://openreview.net/forum?id=z0WhTwZscg
10163,VETA-DiT: Variance-Equalized and Temporally Adaptive Quantization for Efficient 4-bit Diffusion Transformers,poster,Accept (poster),4.25,"[5, 4, 4, 4]","QinkaiXu, yijin liu, YangChen, Lin Yang, Li Li, Yuxiang Fu",https://openreview.net/forum?id=z0BgfL1FRV
9382,Optimistic Query Routing in Clustering-based Approximate Maximum Inner Product Search,poster,Accept (poster),4.25,"[4, 4, 4, 5]","Sebastian Bruch, Aditya Krishnan, Franco Maria Nardini",https://openreview.net/forum?id=yzvpEHNL70
16861,Variational Task Vector Composition,poster,Accept (poster),4.2,"[4, 5, 4, 4, 4]","Boyuan Zhang, Yingjun Du, Xiantong Zhen, Ling Shao",https://openreview.net/forum?id=yzv6kysYbw
