番号,title,status,decision_raw,rating,all_ratings,authors,href
1151,A Universal Law of Robustness via Isoperimetry,oral,Accept (Oral),7.75,"[10, 8, 6, 7]","Sebastien Bubeck, Mark Sellke",https://openreview.net/forum?id=z71OSKqTFh7
9442,Risk Monotonicity in Statistical Learning,oral,Accept (Oral),7.25,"[9, 7, 7, 6]",Zakaria Mhammedi,https://openreview.net/forum?id=z5-chidgZU3
4739,Global Convergence  to Local Minmax Equilibrium in Classes of Nonconvex Zero-Sum Games,poster,Accept (Poster),6.33,"[6, 6, 7]","Tanner Fiez, Lillian J Ratliff, Eric Mazumdar, Evan Faulkner, Adhyyan Narang",https://openreview.net/forum?id=z4L8_Egn5Ey
10135,Nested Counterfactual Identification from Arbitrary Surrogate Experiments,poster,Accept (Poster),6.0,"[7, 8, 6, 5, 4]","Juan D. Correa, Sanghack Lee, Elias Bareinboim",https://openreview.net/forum?id=z3tlL2MeTK2
1983,On Effective Scheduling of Model-based Reinforcement Learning,poster,Accept (Poster),6.67,"[8, 6, 6]","Hang Lai, Jian Shen, Weinan Zhang, Yimin Huang, Xing Zhang, Ruiming Tang, Yong Yu, Zhenguo Li",https://openreview.net/forum?id=z36cUrI0jKJ
5385,CentripetalText: An Efficient Text Instance Representation for Scene Text Detection,poster,Accept (Poster),6.5,"[8, 6, 6, 6]","Tao Sheng, Jie Chen, Zhouhui Lian",https://openreview.net/forum?id=z1F9G4VnGZ-
7474,TokenLearner: Adaptive Space-Time Tokenization for Videos,poster,Accept (Poster),6.25,"[6, 6, 6, 7]","Michael S Ryoo, AJ Piergiovanni, Anurag Arnab, Mostafa Dehghani, Anelia Angelova",https://openreview.net/forum?id=z-l1kpDXs88
5432,Computer-Aided Design as Language,poster,Accept (Poster),6.5,"[7, 6, 6, 7]","Yaroslav Ganin, Sergey Bartunov, Yujia Li, Ethan Anderson Keller, Stefano Saliceti",https://openreview.net/forum?id=z-X_PpwaroO
4357,Smooth Normalizing Flows,poster,Accept (Poster),6.25,"[6, 6, 7, 6]","Jonas Köhler, Andreas Krämer, Frank Noe",https://openreview.net/forum?id=yxsak5ND2pA
407,Stabilizing Dynamical Systems via Policy Gradient Methods,poster,Accept (Poster),7.0,"[7, 7, 7]","Juan Carlos Perdomo, Jack Umenberger, Max Simchowitz",https://openreview.net/forum?id=yxg-i8DAHK
10007,Convergence Rates of Stochastic Gradient Descent under Infinite Noise Variance,poster,Accept (Poster),6.0,"[6, 6, 6, 6]","Hongjian Wang, Mert Gurbuzbalaban, Lingjiong Zhu, Umut Simsekli, Murat A Erdogdu",https://openreview.net/forum?id=yxHPRAqCqn
4165,Explicable Reward Design for Reinforcement Learning Agents,poster,Accept (Poster),6.5,"[6, 7, 6, 7]","Rati Devidze, Goran Radanovic, Parameswaran Kamalaruban, Adish Singla",https://openreview.net/forum?id=yw5KKWraUk7
11143,"Distribution-free inference for regression: discrete, continuous, and in between",poster,Accept (Poster),6.0,"[5, 7, 4, 8]","Yonghoon Lee, Rina Barber",https://openreview.net/forum?id=yuCiAWddUFq
10323,STORM+: Fully Adaptive SGD with Recursive Momentum for Nonconvex Optimization,poster,Accept (Poster),5.5,"[5, 6, 6, 5]","Kfir Yehuda Levy, Ali Kavis, Volkan Cevher",https://openreview.net/forum?id=ytke6qKpxtr
378,Large-Scale Unsupervised Object Discovery,poster,Accept (Poster),6.0,"[6, 7, 5, 6]","Huy V. Vo, Elena Sizikova, Cordelia Schmid, Patrick Perez, Jean Ponce",https://openreview.net/forum?id=ys6L_NWchCp
5631,Instance-Dependent Bounds for Zeroth-order Lipschitz Optimization with Error Certificates,poster,Accept (Poster),6.71,"[6, 7, 7, 7, 7, 7, 6]","Francois Bachoc, Tommaso Cesari, Sébastien Gerchinovitz",https://openreview.net/forum?id=yrqn9rQO2YT
1005,$\texttt{LeadCache}$: Regret-Optimal Caching in Networks,poster,Accept (Poster),6.5,"[6, 7, 5, 8]","Debjit Paria, Abhishek Sinha",https://openreview.net/forum?id=yrmvFIh_e5o
6149,Learning and Generalization in RNNs,poster,Accept (Poster),6.5,"[7, 5, 8, 6]","Abhishek Panigrahi, Navin Goyal",https://openreview.net/forum?id=yr7nrY18Xu
10758,ActCooLR – High-Level Learning Rate Schedules using Activation Pattern Temperature,reject,Reject,5.5,"[6, 3, 7, 6]","David Hartmann, Sebastian Brodehl, Michael Wand",https://openreview.net/forum?id=yqj6q_eNTJd
1607,Emergent Communication of Generalizations,poster,Accept (Poster),6.75,"[7, 7, 6, 7]","Jesse Mu, Noah Goodman",https://openreview.net/forum?id=yq5MYHVaClG
8864,Credal Self-Supervised Learning,poster,Accept (Poster),6.5,"[6, 6, 7, 7]","Julian Lienen, Eyke Hüllermeier",https://openreview.net/forum?id=ypj3xKoRfmr
2601,Analogous to Evolutionary Algorithm: Designing a Unified Sequence Model,poster,Accept (Poster),6.0,"[7, 6, 6, 5]","Jiangning Zhang, Chao Xu, Jian Li, Wenzhou Chen, Yabiao Wang, Ying Tai, Shuo Chen, Chengjie Wang, Feiyue Huang, Yong Liu",https://openreview.net/forum?id=yn267zYn8Eg
2029,Single Layer Predictive Normalized Maximum Likelihood for Out-of-Distribution Detection,poster,Accept (Poster),6.2,"[7, 6, 6, 6, 6]","Koby Bibas, Meir Feder, Tal Hassner",https://openreview.net/forum?id=ympqhd5gE9
8882,Collapsed Variational Bounds for Bayesian Neural Networks,poster,Accept (Poster),6.0,"[5, 5, 6, 8]","Marcin B. Tomczak, Siddharth Swaroop, Andrew Y. K. Foong, Richard E Turner",https://openreview.net/forum?id=ykN3tbJ0qmX
584,Exploiting the Intrinsic Neighborhood Structure for Source-free Domain Adaptation,poster,Accept (Poster),5.5,"[6, 6, 4, 6]","Shiqi Yang, Yaxing Wang, Joost van de weijer, Luis Herranz, SHANGLING JUI",https://openreview.net/forum?id=yhjpeuWepoj
5519,Topic Modeling Revisited: A Document Graph-based Neural Network Perspective,poster,Accept (Poster),6.0,"[5, 7, 6, 6]","Dazhong Shen, Chuan Qin, Chao Wang, Zheng Dong, Hengshu Zhu, Hui Xiong",https://openreview.net/forum?id=yewqeLly5D8
4350,Mean-Square Analysis with An Application to Optimal Dimension Dependence of Langevin Monte Carlo,reject,Reject,4.75,"[4, 5, 5, 5]","Ruilin Li, Hongyuan Zha, Molei Tao",https://openreview.net/forum?id=yehlf2AvSD_
4093,Minimizing Polarization and Disagreement in Social Networks via Link Recommendation,poster,Accept (Poster),6.5,"[6, 7, 6, 7]","Liwang Zhu, Qi Bao, Zhongzhi Zhang",https://openreview.net/forum?id=ye-NP0VZtLC
2530,Pareto-Optimal Learning-Augmented Algorithms for Online Conversion Problems,poster,Accept (Poster),6.0,"[7, 5, 6, 6]","Bo Sun, Russell Lee, Mohammad Hajiesmaili, Adam Wierman, Danny Tsang",https://openreview.net/forum?id=ycmcCSoNBx8
1018,End-to-end Multi-modal Video Temporal Grounding,poster,Accept (Poster),5.75,"[4, 6, 7, 6]","Yi-Wen Chen, Yi-Hsuan Tsai, Ming-Hsuan Yang",https://openreview.net/forum?id=ybw2U70q_Vd
1297,Stability and Deviation Optimal Risk Bounds with Convergence Rate $O(1/n)$,oral,Accept (Oral),7.5,"[7, 7, 9, 7]","Yegor Klochkov, Nikita Zhivotovskiy",https://openreview.net/forum?id=yaxePRTOhqk
10989,Neural Program Generation Modulo Static Analysis,spotlight,Accept (Spotlight),7.5,"[9, 7, 6, 8]","Rohan Mukherjee, Yeming Wen, Dipak Chaudhari, Thomas Reps, Swarat Chaudhuri, Chris Jermaine",https://openreview.net/forum?id=yaksQCYcRs
4995,MST: Masked Self-Supervised Transformer for Visual Representation,poster,Accept (Poster),6.25,"[6, 7, 6, 6]","Zhaowen Li, Zhiyang Chen, Fan Yang, Wei Li, Yousong Zhu, Chaoyang Zhao, Rui Deng, Liwei Wu, Rui Zhao, Ming Tang, Jinqiao Wang",https://openreview.net/forum?id=y_OmkmCH9w
2109,"Combining Recurrent, Convolutional, and Continuous-time Models with Linear State Space Layers",poster,Accept (Poster),7.0,"[7, 8, 7, 6]","Albert Gu, Isys Johnson, Karan Goel, Khaled Kamal Saab, Tri Dao, Atri Rudra, Christopher Re",https://openreview.net/forum?id=yWd42CWN3c
5202,BCORLE($\lambda$): An Offline Reinforcement Learning and Evaluation Framework for Coupons Allocation in E-commerce Market,poster,Accept (Poster),5.5,"[5, 7, 6, 4]","Yang Zhang, Bo Tang, Qingyu Yang, Dou An, Hongyin Tang, Chenyang Xi, Xueying LI, Feiyu Xiong",https://openreview.net/forum?id=yUNQBMsLGA
8021,Ising Model Selection Using $\ell_{1}$-Regularized Linear Regression: A Statistical Mechanics Analysis,poster,Accept (Poster),6.5,"[5, 7, 7, 5, 7, 8]","Xiangming Meng, Tomoyuki Obuchi, Yoshiyuki Kabashima",https://openreview.net/forum?id=yTXtUSV-gk4
5237,Even your Teacher Needs Guidance: Ground-Truth Targets Dampen Regularization Imposed by Self-Distillation,poster,Accept (Poster),6.33,"[6, 7, 6]","Kenneth Borup, Lars Nørvang Andersen",https://openreview.net/forum?id=yTJtgA1Gh2
7537,Towards Robust Bisimulation Metric Learning,poster,Accept (Poster),6.25,"[7, 7, 5, 6]","Mete Kemertas, Tristan Ty Aumentado-Armstrong",https://openreview.net/forum?id=ySFGlFjgIfN
5967,Gradient Driven Rewards to Guarantee Fairness in Collaborative Machine Learning,poster,Accept (Poster),6.0,"[6, 5, 6, 7]","Xinyi Xu, Lingjuan Lyu, Xingjun Ma, Chenglin Miao, Chuan-Sheng Foo, Bryan Kian Hsiang Low",https://openreview.net/forum?id=yRfsADObu18
10304,Shared Independent Component Analysis for Multi-Subject Neuroimaging,poster,Accept (Poster),5.25,"[6, 5, 4, 6]","Hugo Richard, Pierre Ablin, Bertrand Thirion, Alexandre Gramfort, Aapo Hyvarinen",https://openreview.net/forum?id=yRTebElmilN
444,Believe What You See: Implicit Constraint Approach for Offline Multi-Agent Reinforcement Learning,spotlight,Accept (Spotlight),7.0,"[7, 7, 7, 7]","Yiqin Yang, Xiaoteng Ma, Chenghao Li, Zewu Zheng, Qiyuan Zhang, Gao Huang, Jun Yang, Qianchuan Zhao",https://openreview.net/forum?id=yNzF41lHYV
7677,"Optimal Uniform OPE and Model-based Offline Reinforcement Learning in Time-Homogeneous, Reward-Free and Task-Agnostic Settings ",poster,Accept (Poster),6.0,"[4, 7, 6, 7]","Ming Yin, Yu-Xiang Wang",https://openreview.net/forum?id=yMf3SLah5-y
1965,On Margin-Based Cluster Recovery with Oracle Queries,poster,Accept (Poster),6.67,"[7, 6, 7]","Marco Bressan, Nicolò Cesa-Bianchi, Silvio Lattanzi, Andrea Paudice",https://openreview.net/forum?id=yLyXqdsYho
6609,Directed Graph Contrastive Learning,poster,Accept (Poster),6.25,"[7, 6, 6, 6]","Zekun Tong, Yuxuan Liang, Henghui Ding, Yongxing Dai, Xinke Li, Changhu Wang",https://openreview.net/forum?id=yLEcG62ANX
10122,Efficient and Local Parallel Random Walks,poster,Accept (Poster),6.75,"[7, 5, 7, 8]","Michael Kapralov, Silvio Lattanzi, Navid Nouri, Jakab Tardos",https://openreview.net/forum?id=yKoZfSVFtAx
9648,Provably Strict Generalisation Benefit for Invariance in Kernel Methods,poster,Accept (Poster),7.0,"[7, 5, 9, 7]",Bryn Elesedy,https://openreview.net/forum?id=yKdYdQbo22W
10317,Federated Graph Classification over Non-IID Graphs,poster,Accept (Poster),6.67,"[4, 8, 8]","Han Xie, Jing Ma, Li Xiong, Carl Yang",https://openreview.net/forum?id=yJqcM36Qvnu
6966,Lattice partition recovery with dyadic CART,poster,Accept (Poster),6.0,"[6, 6, 6]","OSCAR HERNAN MADRID PADILLA, Yi Yu, Alessandro Rinaldo",https://openreview.net/forum?id=yITJ6t31eAE
1605,GraphFormers: GNN-nested Transformers for Representation Learning on Textual Graph,poster,Accept (Poster),6.5,"[7, 6, 7, 6]","Junhan Yang, Zheng Liu, Shitao Xiao, Chaozhuo Li, Defu Lian, Sanjay Agrawal, Amit S, Guangzhong Sun, Xing Xie",https://openreview.net/forum?id=yILzFBjR0Y
1334,A Prototype-Oriented Framework for Unsupervised Domain Adaptation,poster,Accept (Poster),6.0,"[4, 6, 7, 7]","Korawat Tanwisuth, XINJIE FAN, Huangjie Zheng, Shujian Zhang, Hao Zhang, Bo Chen, Mingyuan Zhou",https://openreview.net/forum?id=yH2VrkpiCK6
9526,Graph Neural Networks with Local Graph  Parameters,poster,Accept (Poster),6.25,"[7, 7, 6, 5]","Pablo Barcelo, Floris Geerts, Juan L Reutter, Maksimilian Ryschkov",https://openreview.net/forum?id=yGKklt8wyV
10672,Towards understanding retrosynthesis by energy-based models,poster,Accept (Poster),7.0,"[7, 7, 7, 7]","Ruoxi Sun, Hanjun Dai, Li Li, Steven Kearnes, Bo Dai",https://openreview.net/forum?id=yGKi6deX8bX
2905,A 3D Generative Model for Structure-Based Drug Design,poster,Accept (Poster),6.5,"[6, 6, 7, 7]","Shitong Luo, Jiaqi Guan, Jianzhu Ma, Jian Peng",https://openreview.net/forum?id=yDwfVD_odRo
10730,Identification of Partially Observed Linear Causal Models: Graphical Conditions for the Non-Gaussian and Heterogeneous Cases,poster,Accept (Poster),6.75,"[5, 8, 7, 7]","Jeffrey Adams, Niels Richard Hansen, Kun Zhang",https://openreview.net/forum?id=yCA2i3bGbfC
4249,On Linear Stability of SGD and Input-Smoothness of Neural Networks,spotlight,Accept (Spotlight),6.75,"[6, 8, 7, 6]","Chao Ma, Lexing Ying",https://openreview.net/forum?id=yAvCV6NwWQ
1914,Solving Soft Clustering Ensemble via $k$-Sparse Discrete Wasserstein Barycenter,poster,Accept (Poster),6.0,"[5, 7, 6, 6]","Ruizhe Qin, Mengying Li, Hu Ding",https://openreview.net/forum?id=yAIYc7YjGbd
5406,No-regret Online Learning over Riemannian Manifolds,poster,Accept (Poster),6.75,"[6, 7, 7, 7]","Xi Wang, Zhipeng Tu, Yiguang Hong, Yingyi Wu, Guodong Shi",https://openreview.net/forum?id=y8y6GJUL01H
1213,A variational approximate posterior for the deep Wishart process,poster,Accept (Poster),5.75,"[6, 5, 5, 7]","Sebastian W. Ober, Laurence Aitchison",https://openreview.net/forum?id=y7l4h5xtaqQ
3723,Deconvolutional Networks on Graph Data,poster,Accept (Poster),6.25,"[6, 6, 7, 6]","Jia Li, Jiajin Li, Yang Liu, Jianwei Yu, Yueting Li, Hong Cheng",https://openreview.net/forum?id=y2p9IIXwdg2
2247,On the Algorithmic Stability of Adversarial Training,poster,Accept (Poster),6.0,"[5, 5, 7, 7]","Yue Xing, Qifan Song, Guang Cheng",https://openreview.net/forum?id=xz80iPFIjvG
4136,Structure-Aware Random Fourier Kernel for Graphs,poster,Accept (Poster),7.25,"[7, 7, 6, 9]","Jinyuan Fang, Qiang Zhang, Zaiqiao Meng, Shangsong Liang",https://openreview.net/forum?id=xyoFSmocONi
3933,Perturbation-based Regret Analysis of Predictive Control in Linear Time Varying Systems,spotlight,Accept (Spotlight),7.0,"[8, 6, 8, 6]","Yiheng Lin, Yang Hu, Guanya Shi, Haoyuan Sun, Guannan Qu, Adam Wierman",https://openreview.net/forum?id=xwGeq7I4Opv
10875,You Are the Best Reviewer of Your Own Papers: An Owner-Assisted Scoring Mechanism,poster,Accept (Poster),6.75,"[6, 7, 6, 8]",Weijie J Su,https://openreview.net/forum?id=xmx5rE9QP7R
4308,Risk-Averse Bayes-Adaptive Reinforcement Learning,poster,Accept (Poster),6.5,"[6, 7, 7, 6]","Marc Rigter, Bruno Lacerda, Nick Hawes",https://openreview.net/forum?id=xmX-WjAsf8y
1271,Adversarially Robust Change Point Detection,poster,Accept (Poster),6.67,"[6, 6, 8]","Mengchu Li, Yi Yu",https://openreview.net/forum?id=xmMHxfE1qS6
3090,PortaSpeech: Portable and High-Quality Generative Text-to-Speech,poster,Accept (Poster),6.5,"[7, 6, 7, 6]","Yi Ren, Jinglin Liu, Zhou Zhao",https://openreview.net/forum?id=xmJsuh8xlq
4598,Adversarial Attack Generation Empowered by Min-Max Optimization,poster,Accept (Poster),5.5,"[5, 7, 6, 4, 6, 5]","Jingkang Wang, Tianyun Zhang, Sijia Liu, Pin-Yu Chen, Jiacen Xu, Makan Fardad, Bo Li",https://openreview.net/forum?id=xlNpxfGMTTu
3135,Learning-Augmented Dynamic Power Management with Multiple States via New Ski Rental Bounds,poster,Accept (Poster),5.75,"[6, 5, 6, 6]","Antonios Antoniadis, Christian Coester, Marek Elias, Adam Polak, Bertrand Simon",https://openreview.net/forum?id=xkQ4MhLv52X
4630,Understanding End-to-End Model-Based Reinforcement Learning Methods as Implicit Parameterization,poster,Accept (Poster),6.5,"[7, 7, 6, 6]","Clement Gehring, Kenji Kawaguchi, Jiaoyang Huang, Leslie Pack Kaelbling",https://openreview.net/forum?id=xj2sE--Q90e
1473,Meta Internal Learning,poster,Accept (Poster),6.5,"[6, 6, 7, 7]","Raphael Bensadoun, Shir Gur, Tomer Galanti, Lior Wolf",https://openreview.net/forum?id=xfskdMFkuTS
7941,Locally Valid and Discriminative Prediction Intervals for Deep Learning Models,poster,Accept (Poster),5.75,"[3, 6, 7, 7]","Zhen Lin, Shubhendu Trivedi, Jimeng Sun",https://openreview.net/forum?id=xfDXF0I_bt
5979,Accommodating Picky Customers: Regret Bound and Exploration Complexity for Multi-Objective Reinforcement Learning,poster,Accept (Poster),6.6,"[6, 7, 7, 6, 7]","Jingfeng Wu, Vladimir Braverman, Lin Yang",https://openreview.net/forum?id=xdk17QJpf5q
7361,Improved Regret Bounds for Tracking Experts with Memory,poster,Accept (Poster),6.67,"[6, 7, 7]","James Robinson, Mark Herbster",https://openreview.net/forum?id=x_sdq4ZYSOl
11322,SIMILAR: Submodular Information Measures Based Active Learning In Realistic Scenarios,poster,Accept (Poster),6.5,"[7, 7, 6, 6]","Suraj Nandkishor Kothawade, Nathan Alexander Beck, Krishnateja Killamsetty, Rishabh K Iyer",https://openreview.net/forum?id=x_n34KpwAvI
10633,Evaluation of Human-AI Teams for Learned and Rule-Based Agents in Hanabi,poster,Accept (Poster),6.5,"[7, 6, 6, 7]","Ho Chit Siu, Jaime Daniel Pena, Edenna Chen, Yutai Zhou, Victor Lopez, Kyle Palko, Kimberlee Chestnut Chang, Ross Emerson Allen",https://openreview.net/forum?id=x_JOyw5CLP
6216,Fixes That Fail: Self-Defeating Improvements in Machine-Learning Systems,poster,Accept (Poster),5.6,"[6, 3, 5, 7, 7]","Ruihan Wu, Chuan Guo, Awni Hannun, Laurens van der Maaten",https://openreview.net/forum?id=xZvuqfT6Otj
7640,Optimization-Based Algebraic Multigrid Coarsening Using Reinforcement Learning,poster,Accept (Poster),5.0,"[3, 6, 7, 4]","Ali Taghibakhshi, Scott MacLachlan, Luke Olson, Matthew West",https://openreview.net/forum?id=xXYjxli-2i
442,Novel Visual Category Discovery with Dual Ranking Statistics and Mutual Knowledge Distillation,poster,Accept (Poster),7.0,"[7, 8, 6, 7]","Bingchen Zhao, Kai Han",https://openreview.net/forum?id=xWq1MVj7YrE
4200,Learning Diverse Policies in MOBA Games via Macro-Goals,poster,Accept (Poster),5.75,"[7, 5, 5, 6]","Yiming Gao, Bei Shi, Xueying Du, Liang Wang, Guangwei Chen, Zhenjie Lian, Fuhao Qiu, GUOAN HAN, Weixuan Wang, Deheng Ye, QIANG FU, Yang Wei, Lanxiao Huang",https://openreview.net/forum?id=xVs5d5ZSWaa
6289,Robust Allocations with Diversity Constraints,poster,Accept (Poster),6.25,"[5, 8, 6, 6]","Zeyu Shen, Lodewijk L. Gelauff, Ashish Goel, Aleksandra Korolova, Kamesh Munagala",https://openreview.net/forum?id=xVZx1SXb_IU
