Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL
11,DR-Encoder: Encode Low-rank Gradients with Random Prior for Large Language Models Differentially Privately,ai alignment,Huiwen Wu;Deyi Zhang;Xiaohan Li;Xiaogang Xu;Jiafei Wu;Zhe Liu;,Zhejiang Laboratory;Chinese University of Hong Kong;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34985,https://ojs.aaai.org/index.php/AAAI/article/view/34985/37140
12,Dynamic Algorithm Termination for Branch-and-Bound-based Neural Network Verification,ai alignment,Konstantin Kaulen;Matthias König;Holger H. Hoos;,RWTH Aachen University;Leiden University;,Germany;Netherlands;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34946,https://ojs.aaai.org/index.php/AAAI/article/view/34946/37101
13,Dynamic Back-Substitution in Bound-Propagation-Based Neural Network Verification,ai alignment,Panagiotis Kouvaros;Benedikt Brückner;Patrick Henriksen;Alessio Lomuscio;,Safe Intelligence;University of Limassol;Imperial College London;,United Kingdom;Cyprus;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34949,https://ojs.aaai.org/index.php/AAAI/article/view/34949/37104
14,Enhance Modality Robustness in Text-Centric Multimodal Alignment with Adversarial Prompting,ai alignment,Yun-Da Tsai;Ting-Yu Yen;Keng-Te Liao;Shou-De Lin;,National Taiwan University;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34989,https://ojs.aaai.org/index.php/AAAI/article/view/34989/37144
15,ERCI: An Explainable Experience Replay Approach with Causal Inference for Deep Reinforcement Learning,ai alignment,Jingwen Wang;Dehui du;Lili Tian;Yikang Chen;Yida Li;YiYang Li;,East China Normal University;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34981,https://ojs.aaai.org/index.php/AAAI/article/view/34981/37136
16,Evaluate with the Inverse: Efficient Approximation of Latent Explanation Quality Distribution,ai alignment,Carlos Eiras-Franco;Anna Hedström;Marina M.-C. Höhne;,Universidade da Coruña;Leibniz Institute of Agricultural Engineering and Bioeconomy e.V.;Berlin Institute for the Foundations of Learning and Data;University of Potsdam;,Spain;Germany;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34935,https://ojs.aaai.org/index.php/AAAI/article/view/34935/37090
17,Evaluating Mathematical Reasoning Beyond Accuracy,ai alignment,Shijie Xia;Xuefeng Li;Yixin Liu;Tongshuang Wu;Pengfei Liu;,Shanghai Jiao Tong University;Shanghai Artificial Intelligence Laboratory;Generative AI Research Lab;Yale University;Carnegie Mellon University;,China;;United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34987,https://ojs.aaai.org/index.php/AAAI/article/view/34987/37142
18,Exploring Intrinsic Alignments Within Text Corpus,ai alignment,Zi Liang;Pinghui Wang;Ruofei Zhang;Haibo Hu;Shuo Zhang;Qingqing Ye;Nuo Xu;Yaxin Xiao;Chen Zhang;Lizhen Cui;,Hong Kong Polytechnic University;Xi'an Jiao Tong University;Apple;Zhejiang Createlink Technology;Shandong University;,China;United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34957,https://ojs.aaai.org/index.php/AAAI/article/view/34957/37112
19,Generalizing Alignment Paradigm of Text-to-Image Generation with Preferences Through f-Divergence Minimization,ai alignment,Haoyuan Sun;Bo Xia;Yongzhe Chang;Xueqian Wang;,Tsinghua University;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34978,https://ojs.aaai.org/index.php/AAAI/article/view/34978/37133
20,IBAS:Imperceptible Backdoor Attacks in Split Learning with Limited Information,ai alignment,Peng Xi;Shaoliang Peng;Wenjuan Tang;,Hunan University;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34986,https://ojs.aaai.org/index.php/AAAI/article/view/34986/37141
21,In Search of Trees: Decision-Tree Policy Synthesis for Black-Box Systems via Search,ai alignment,Emir Demirović;Christian Schilling;Anna Lukina;,Delft University of Technology;Aalborg University;,Netherlands;Denmark;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34934,https://ojs.aaai.org/index.php/AAAI/article/view/34934/37089
22,Increased Compute Efficiency and the Diffusion of AI Capabilities,ai alignment,Konstantin F. Pilz;Lennart Heim;Nicholas Brown;,Georgetown University;University of Oxford;Independent Researcher;,United States;United Kingdom;;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34971,https://ojs.aaai.org/index.php/AAAI/article/view/34971/37126
23,Internal Activation Revision: Safeguarding Vision Language Models Without Parameter Update,ai alignment,Qing Li;Jiahui Geng;Derui Zhu;Zongxiong Chen;Kun Song;Lei Ma;Fakhri Karray;,Mohamed bin Zayed University of Artificial Intelligence;Technical University of Munich;Fraunhofer Institute for Open Communication Systems;University of Tokyo;University of Alberta;,United Arab Emirates;Germany;Japan;Canada;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34954,https://ojs.aaai.org/index.php/AAAI/article/view/34954/37109
24,Is Poisoning a Real Threat to DPO? Maybe More So Than You Think,ai alignment,Pankayaraj Pathmanathan;Souradip Chakraborty;Xiangyu Liu;Yongyuan Liang;Furong Huang;,University of Maryland;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34968,https://ojs.aaai.org/index.php/AAAI/article/view/34968/37123
25,Is Your Autonomous Vehicle Safe? Understanding the Threat of Electromagnetic Signal Injection Attacks on Traffic Scene Perception,ai alignment,Wenhao Liao;Sineng Yan;Youqian Zhang;Xinwei Zhai;Yuanyuan Wang;Eugene Fu;,Shenzhen University;Hong Kong Polytechnic University;Education University of Hong Kong;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34958,https://ojs.aaai.org/index.php/AAAI/article/view/34958/37113
26,JailPO: A Novel Black-Box Jailbreak Framework via Preference Optimization Against Aligned LLMs,ai alignment,Hongyi Li;Jiawei Ye;Jie Wu;Tianjie Yan;Chu Wang;Zhixin Li;,Fudan University;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34953,https://ojs.aaai.org/index.php/AAAI/article/view/34953/37108
27,Joint Scoring Rules: Competition Between Agents Avoids Performative Prediction,ai alignment,Rubi Hudson;,University of Toronto;,Canada;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34944,https://ojs.aaai.org/index.php/AAAI/article/view/34944/37099
28,LEGEND: Leveraging Representation Engineering to Annotate Safety Margin for Preference Datasets,ai alignment,Duanyu Feng;Bowen Qin;Chen Huang;Youcheng Huang;Zheng Zhang;Wenqiang Lei;,Sichuan University;Engineering Research Center of Machine Learning and Industry Intelligence;Beijing Academy of Artificial Intelligence;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34937,https://ojs.aaai.org/index.php/AAAI/article/view/34937/37092
29,LLMs in the Classroom: Outcomes and Perceptions of Questions Written with the Aid of AI,ai alignment,Gavin Witsken;Igor Crk;Eren Gultepe;,Southern Illinois University Edwardsville;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34984,https://ojs.aaai.org/index.php/AAAI/article/view/34984/37139
30,MAPLE: A Framework for Active Preference Learning Guided by Large Language Models,ai alignment,Saaduddin Mahmud;Mason Nakamura;Shlomo Zilberstein;,University of Massachusetts Amherst;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34964,https://ojs.aaai.org/index.php/AAAI/article/view/34964/37119
31,Maximizing Signal in Human-Model Preference Alignment,ai alignment,Kelsey Kraus;Margaret Kroll;,Cisco Systems;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34950,https://ojs.aaai.org/index.php/AAAI/article/view/34950/37105
32,ME: Modelling Ethical Values for Value Alignment,ai alignment,Eryn Rigley;Adriane Chapman;Christine Evers;Will McNeill;,University of Southampton;,United Kingdom;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34974,https://ojs.aaai.org/index.php/AAAI/article/view/34974/37129
33,Measuring Error Alignment for Decision-Making Systems,ai alignment,Binxia Xu;Antonis Bikakis;Daniel F.O. Onah;Andreas Vlachidis;Luke Dickens;,University College London;,United Kingdom;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34988,https://ojs.aaai.org/index.php/AAAI/article/view/34988/37143
34,MIA-Tuner: Adapting Large Language Models as Pre-training Text Detector,ai alignment,Wenjie Fu;Huandong Wang;Chen Gao;Guanghua Liu;Yong Li;Tao Jiang;,Huazhong University of Science and Technology;Tsinghua University;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34939,https://ojs.aaai.org/index.php/AAAI/article/view/34939/37094
35,MMJ-Bench: A Comprehensive Study on Jailbreak Attacks and Defenses for Vision Language Models,ai alignment,Fenghua Weng;Yue Xu;Chengyan Fu;Wenjie Wang;,ShanghaiTech University;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34983,https://ojs.aaai.org/index.php/AAAI/article/view/34983/37138
36,Multi-Agent Security Tax: Trading Off Security and Collaboration Capabilities in Multi-Agent Systems,ai alignment,Pierre Peigné;Mikolaj Kniejski;Filip Sondej;Matthieu David;Jason Hoelscher-Obermaier;Christian Schroeder de Witt;Esben Kran;,PRISM;Apart Research;Jagiellonian University;University of Oxford;,;Poland;United Kingdom;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34970,https://ojs.aaai.org/index.php/AAAI/article/view/34970/37125
37,Neural Continuous-Time Supermartingale Certificates,ai alignment,Grigory Neustroev;Mirco Giacobbe;Anna Lukina;,Delft University of Technology;University of Birmingham;,Netherlands;United Kingdom;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34966,https://ojs.aaai.org/index.php/AAAI/article/view/34966/37121
38,Neurons to Words: A Novel Method for Automated Neural Network Interpretability and Alignment,ai alignment,Lukas-Santo Puglisi;Fabio Valdés;Jakob Johannes Metzger;,Independent Researcher;FernUniversität in Hagen;Max Delbrück Center for Molecular Medicine;,;Germany;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34972,https://ojs.aaai.org/index.php/AAAI/article/view/34972/37127
39,On the Consideration of AI Openness: Can Good Intent Be Abused?,ai alignment,Yeeun Kim;Hyunseo Shin;Eunkyung Choi;Hongseok Oh;Hyunjun Kim;Wonseok Hwang;,University of Seoul;Independent Researcher;LBox;,South Korea;;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34948,https://ojs.aaai.org/index.php/AAAI/article/view/34948/37103
40,Partial Identifiability in Inverse Reinforcement Learning for Agents with Non-Exponential Discounting,ai alignment,Joar Max Viktor Skalse;Alessandro Abate;,University of Oxford;,United Kingdom;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34977,https://ojs.aaai.org/index.php/AAAI/article/view/34977/37132
41,"Political Bias Prediction Models Focus on Source Cues, Not Semantics",ai alignment,Selin Chun;Daejin Choi;Taekyoung Kwon;,Seoul National University;Incheon National University;Ewha Womans University;,South Korea;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34932,https://ojs.aaai.org/index.php/AAAI/article/view/34932/37087
42,Quantifying Misalignment Between Agents: Towards a Sociotechnical Understanding of Alignment,ai alignment,Aidan Kierans;Avijit Ghosh;Hananel Hazan;Shiri Dori-Hacohen;,University of Connecticut;Hugging Face;Tufts University;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34947,https://ojs.aaai.org/index.php/AAAI/article/view/34947/37102
43,Reinforcement Learning Platform for Adversarial Black-box Attacks with Custom Distortion Filters,ai alignment,Soumyendu Sarkar;Ashwin Ramesh Babu;Sajad Mousavi;Vineet Gundecha;Sahand Ghorbanpour;Avisek Naug;Ricardo Luna Gutiérrez;Antonio Guillen;Desik Rengarajan;,Hewlett Packard Enterprise;Amazon;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34976,https://ojs.aaai.org/index.php/AAAI/article/view/34976/37131
44,Retention Score: Quantifying Jailbreak Risks for Vision Language Models,ai alignment,Zaitang LI;Pin-Yu Chen;Tsung-Yi Ho;,Chinese University of Hong Kong;IBM;,China;United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34956,https://ojs.aaai.org/index.php/AAAI/article/view/34956/37111
45,Retrieving Versus Understanding Extractive Evidence in Few-Shot Learning,ai alignment,Karl Elbakian;Samuel Carton;,University of New Hampshire;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34936,https://ojs.aaai.org/index.php/AAAI/article/view/34936/37091
46,Risk Controlled Image Retrieval,ai alignment,Kaiwen Cai;Chris Xiaoxuan Lu;Xingyu Zhao;Wei Huang;Xiaowei Huang;,University of Liverpool;University College London;University of Warwick;Purple Mountain Laboratories;,United Kingdom;China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34931,https://ojs.aaai.org/index.php/AAAI/article/view/34931/37086
47,Robust Multi-Objective Preference Alignment with Online DPO,ai alignment,Raghav Gupta;Ryan Sullivan;Yunxuan Li;Samrat Phatale;Abhinav Rastogi;,Google;University of Maryland;,United Kingdom;United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34942,https://ojs.aaai.org/index.php/AAAI/article/view/34942/37097
48,SafeInfer: Context Adaptive Decoding Time Safety Alignment for Large Language Models,ai alignment,Somnath Banerjee;Sayan Layek;Soham Tripathy;Shanu Kumar;Animesh Mukherjee;Rima Hazra;,Indian Institute of Technology Kharagpur;Microsoft;Singapore University of Technology and Design;,India;Singapore;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34927,https://ojs.aaai.org/index.php/AAAI/article/view/34927/37082
49,SafetyPrompts: A Systematic Review of Open Datasets for Evaluating and Improving Large Language Model Safety,ai alignment,Paul Röttger;Fabio Pernisi;Bertie Vidgen;Dirk Hovy;,Bocconi University;Contextual AI;,Italy;;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34975,https://ojs.aaai.org/index.php/AAAI/article/view/34975/37130
50,Scaling Trends for Data Poisoning in LLMs,ai alignment,Dillon Bowen;Brendan Murphy;Will Cai;David Khachaturov;Adam Gleave;Kellin Pelrine;,"FAR.AI;University of California, Berkeley;University of Cambridge;McGill University;Mila;",United States;United Kingdom;Canada;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34929,https://ojs.aaai.org/index.php/AAAI/article/view/34929/37084
51,SEAL: Systematic Error Analysis for Value ALignment,ai alignment,Manon Revel;Matteo Cargnelutti;Tyna Eloundou;Greg Leppert;,Harvard University;Harvard Law School;OpenAI;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34973,https://ojs.aaai.org/index.php/AAAI/article/view/34973/37128
52,Searching for Unfairness in Algorithms’ Outputs: Novel Tests and Insights,ai alignment,Ian Davidson;S. S. Ravi;,"University of California, Davis;University of Virginia;",United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34933,https://ojs.aaai.org/index.php/AAAI/article/view/34933/37088
53,Sequence to Sequence Reward Modeling: Improving RLHF by Language Feedback,ai alignment,Jiayi Zhou;Jiaming Ji;Josef Dai;Yaodong Yang;,Peking University;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34992,https://ojs.aaai.org/index.php/AAAI/article/view/34992/37147
54,Sequential Decision Making in Stochastic Games with Incomplete Preferences over Temporal Objectives,ai alignment,Abhishek Ninad Kulkarni;Jie Fu;Ufuk Topcu;,University of Texas at Austin;University of Florida;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34951,https://ojs.aaai.org/index.php/AAAI/article/view/34951/37106
55,Sequential Preference Optimization: Multi-Dimensional Preference Alignment with Implicit Reward Modeling,ai alignment,Xingzhou Lou;Junge Zhang;Jian Xie;Lifeng Liu;Dong Yan;Kaiqi Huang;,Chinese Academy of Sciences;University of Chinese Academy of Sciences;Baichuan Inc.;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34963,https://ojs.aaai.org/index.php/AAAI/article/view/34963/37118
56,Single Character Perturbations Break LLM Alignment,ai alignment,Leon Lin;Hannah Brown;Kenji Kawaguchi;Michael Shieh;,National University of Singapore;,Singapore;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34959,https://ojs.aaai.org/index.php/AAAI/article/view/34959/37114
57,SMLE: Safe Machine Learning via Embedded Overapproximation,ai alignment,Matteo Francobaldi;Michele Lombardi;,University of Bologna;,Italy;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34938,https://ojs.aaai.org/index.php/AAAI/article/view/34938/37093
58,Stream Aligner: Efficient Sentence-Level Alignment via Distribution Induction,ai alignment,Hantao Lou;Jiaming Ji;Kaile Wang;Yaodong Yang;,Peking University;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34962,https://ojs.aaai.org/index.php/AAAI/article/view/34962/37117
59,Strong Empowered and Aligned Weak Mastered Annotation for Weak-to-Strong Generalization,ai alignment,Yongqi Li;Xin Miao;Mayi Xu;Tieyun Qian;,Wuhan University;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34955,https://ojs.aaai.org/index.php/AAAI/article/view/34955/37110
60,SYNAPSE: SYmbolic Neural-Aided Preference Synthesis Engine,ai alignment,Sadanand Modak;Noah Tobias Patton;Isil Dillig;Joydeep Biswas;,University of Texas at Austin;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34965,https://ojs.aaai.org/index.php/AAAI/article/view/34965/37120
61,Text-Diffusion Red-Teaming of Large Language Models: Unveiling Harmful Behaviors with Proximity Constraints,ai alignment,Jonathan Nöther;Adish Singla;Goran Radanovic;,Max Planck Institute for Software Systems;Saarland University;,Germany;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34967,https://ojs.aaai.org/index.php/AAAI/article/view/34967/37122
62,The Partially Observable Off-Switch Game,ai alignment,Andrew Garber;Rohan Subramani;Linus Luu;Mark Bedaywi;Stuart Russell;Scott Emmons;,"University of California, Berkeley;ML Alignment & Theory Scholars Program;",United States;;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34940,https://ojs.aaai.org/index.php/AAAI/article/view/34940/37095
63,Token Highlighter: Inspecting and Mitigating Jailbreak Prompts for Large Language Models,ai alignment,Xiaomeng Hu;Pin-Yu Chen;Tsung-Yi Ho;,Chinese University of Hong Kong;IBM;,China;United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34943,https://ojs.aaai.org/index.php/AAAI/article/view/34943/37098
64,Towards a Theory of AI Personhood,ai alignment,Francis Rhys Ward;,Imperial College London;,United Kingdom;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34982,https://ojs.aaai.org/index.php/AAAI/article/view/34982/37137
65,UFID: A Unified Framework for Black-box Input-level Backdoor Detection on Diffusion Models,ai alignment,Zihan Guan;Mengxuan Hu;Sheng Li;Anil Kumar Vullikanti;,University of Virginia;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34941,https://ojs.aaai.org/index.php/AAAI/article/view/34941/37096
66,Verification of Neural Networks Against Convolutional Perturbations via Parameterised Kernels,ai alignment,Benedikt Brückner;Alessio Lomuscio;,Safe Intelligence;Imperial College London;,United States;United Kingdom;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34930,https://ojs.aaai.org/index.php/AAAI/article/view/34930/37085
67,A Denoising Pre-training Framework for Accelerating Novel Material Discovery,ai for social impact track,Shuaike Shen;Ke Liu;Muzhi Zhu;Hao Chen;,Zhejiang University;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/35058,https://ojs.aaai.org/index.php/AAAI/article/view/35058/37213
68,A Spatio-temporal Cluster-aware Supervised Learning Framework for Predicting County-level Drug Overdose Deaths,ai for social impact track,Zixuan Feng;Qing Ye;Weijun Xie;Qiushi Chen;,Pennsylvania State University;Georgia Institute of Technology;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/35015,https://ojs.aaai.org/index.php/AAAI/article/view/35015/37170
69,"Accessible, At-Home Detection of Parkinson’s Disease via Multi-Task Video Analysis",ai for social impact track,Md Saiful Islam;Tariq Adnan;Jan Freyberg;Sangwu Lee;Abdelrahman Abdelkader;Meghan Pawlik;Cathe Schwartz;Karen Jaffe;Ruth B. Schneider;Ray Dorsey;Ehsan Hoque;,University of Rochester;Google;University of Rochester Medical Center;InMotion;,United States;United Kingdom;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/35031,https://ojs.aaai.org/index.php/AAAI/article/view/35031/37186
70,Active Geospatial Search for Efficient Tenant Eviction Outreach,ai for social impact track,Anindya Sarkar;Alex DiChristofano;Sanmay Das;Patrick J. Fowler;Nathan Jacobs;Yevgeniy Vorobeychik;,Washington University in St. Louis;George Mason University;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/35055,https://ojs.aaai.org/index.php/AAAI/article/view/35055/37210
71,Adaptive Multi-Faceted Service Capabilities Co-Prediction for Nationwide Terminal Stations in Logistics,ai for social impact track,Shuxin Zhong;Kimberly Liu;Wenjun Lyu;Haotian Wang;Guang Wang;Yunhuai Liu;Tian He;Yu Yang;Desheng Zhang;,Hong Kong University of Science and Technology;University of Pennsylvania;Rutgers University;JD;Florida State University;Peking University;Lehigh University;,China;United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/35079,https://ojs.aaai.org/index.php/AAAI/article/view/35079/37234
72,AirRadar: Inferring Nationwide Air Quality in China with Deep Neural Networks,ai for social impact track,Qiongyan Wang;Yutong Xia;Siru Zhong;Weichuang Li;Yuankai Wu;Shifen Cheng;Junbo Zhang;Yu Zheng;Yuxuan Liang;,Hong Kong University of Science and Technology;National University of Singapore;Sichuan University;Chinese Academy of Sciences;JD.com;,China;Singapore;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/35069,https://ojs.aaai.org/index.php/AAAI/article/view/35069/37224
73,Aligning Time-series by Local Trends: Applications in Public Health,ai for social impact track,Ajitesh Srivastava;,University of Southern California;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/35062,https://ojs.aaai.org/index.php/AAAI/article/view/35062/37217
74,Black-Box Optimization with Implicit Constraints for Public Policy,ai for social impact track,Wenqian Xing;JungHo Lee;Chong Liu;Shixiang Zhu;,Stanford University;Carnegie Mellon University;State University of New York at Albany;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/35074,https://ojs.aaai.org/index.php/AAAI/article/view/35074/37229
75,"Bridging the Gap: Enhancing LLM Performance for Low-Resource African Languages with New Benchmarks, Fine-Tuning, and Cultural Adjustments",ai for social impact track,Tuka Alhanai;Adam Kasumovic;Mohammad M. Ghassemi;Aven Zitzelberger;Jessica M. Lundin;Guillaume Chabot-Couture;,Ghamut Corporation;Bill and Melinda Gates Foundation;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/34996,https://ojs.aaai.org/index.php/AAAI/article/view/34996/37151
76,Cognitive Bias and Reassignment: Who Can Contribute High Quality LLM Data,ai for social impact track,Yunfan Gao;Yun Xiong;Zhongyuan Hu;Yiming Zhang;Meng Wang;Haofen Wang;,Tongji University;Fudan University;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/35018,https://ojs.aaai.org/index.php/AAAI/article/view/35018/37173
77,Component-Level Segmentation for Oracle Bone Inscription Decipherment,ai for social impact track,Zhikai Hu;Yiu-ming Cheung;Yonggang Zhang;Zhang Peiying;Tang Pui Ling;,Hong Kong Baptist University;University of Hong Kong;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/35030,https://ojs.aaai.org/index.php/AAAI/article/view/35030/37185
78,Constraint Optimisation Approaches for Designing Group-Living Captive Breeding Programmes,ai for social impact track,Matthew Forshaw;Rachel Gray;Bridgett vonHoldt;Alexander Ochoa;Joshua M. Miller;Kristin E. Brzeski;Adalgisa Caccone;Evelyn L. Jensen;,Newcastle University;Alan Turing Institute;Princeton University;Yale University;MacEwan University;Michigan Technological University;,United Kingdom;United States;Canada;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/35016,https://ojs.aaai.org/index.php/AAAI/article/view/35016/37171
79,Constraint-aware Pareto Optimization for Tree-Structured Networks: Addressing Decarbonization Targets with Hydropower Expansion,ai for social impact track,Marc Grimson;Zhongdi Qu;Yue Mao;Aaron M Ferber;Felipe Siqueira Pacheco;Sebastian Heilpern;Hector Angarita;Alexander Flecker;Carla P Gomes;,Cornell University;Stanford University;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/35019,https://ojs.aaai.org/index.php/AAAI/article/view/35019/37174
