Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL
14,CariesXrays: Enhancing Caries Detection in Hospital-Scale Panoramic Dental X-rays via Feature Pyramid Contrastive Learning,ai for social impact track,Bingzhi Chen;Sisi Fu;Yishu Liu;Jiahui Pan;Guangming Lu;Zheng Zhang;,South China Normal University;Guangdong Provincial Key Laboratory of Novel Security Intelligence Technologies;Harbin Institute of Technology;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30196,https://ojs.aaai.org/index.php/AAAI/article/view/30196/32123
15,Causally Aware Generative Adversarial Networks for Light Pollution Control,ai for social impact track,Yuyao Zhang;Ke Guo;Xiao Zhou;,Renmin University of China;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30261,https://ojs.aaai.org/index.php/AAAI/article/view/30261/32249
16,Characterizing Information Seeking Events in Health-Related Social Discourse,ai for social impact track,Omar Sharif;Madhusudan Basak;Tanzia Parvin;Ava Scharfstein;Alphonso Bradham;Jacob T. Borodovsky;Sarah E. Lord;Sarah M. Preum;,Dartmouth College;Chittagong University of Engineering and Technology;Dartmouth Health;,United States;Bangladesh;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30241,https://ojs.aaai.org/index.php/AAAI/article/view/30241/32210
17,CityPulse: Fine-Grained Assessment of Urban Change with Street View Time Series,ai for social impact track,Tianyuan Huang;Zejia Wu;Jiajun Wu;Jackelyn Hwang;Ram Rajagopal;,"Stanford University;University of California, San Diego;",United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30216,https://ojs.aaai.org/index.php/AAAI/article/view/30216/32163
18,CLIPSyntel: CLIP and LLM Synergy for Multimodal Question Summarization in Healthcare,ai for social impact track,Akash Ghosh;Arkadeep Acharya;Raghav Jain;Sriparna Saha;Aman Chadha;Setu Sinha;,Indian Institute of Technology Patna;Stanford University;Amazon;Indira Gandhi Institute of Medical Sciences;,India;United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30206,https://ojs.aaai.org/index.php/AAAI/article/view/30206/32143
19,Combining Deep Learning and Street View Imagery to Map Smallholder Crop Types,ai for social impact track,Jordi Laguarta Soler;Thomas Friedel;Sherrie Wang;,Massachusetts Institute of Technology;PEAT GmbH;,United States;Germany;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30225,https://ojs.aaai.org/index.php/AAAI/article/view/30225/32178
20,Decision-Making for Land Conservation: A Derivative-Free Optimization Framework with Nonlinear Inputs,ai for social impact track,Cassidy K. Buhler;Hande Y. Benson;,Drexel University;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30195,https://ojs.aaai.org/index.php/AAAI/article/view/30195/32122
21,Deep Reinforcement Learning for Early Diagnosis of Lung Cancer,ai for social impact track,Yifan Wang;Qining Zhang;Lei Ying;Chuan Zhou;,University of Michigan;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30248,https://ojs.aaai.org/index.php/AAAI/article/view/30248/32224
22,Deploying ADVISER: Impact and Lessons from Using Artificial Intelligence for Child Vaccination Uptake in Nigeria,ai for social impact track,Opadele Kehinde;Ruth Abdul;Bose Afolabi;Parminder Vir;Corinne Namblard;Ayan Mukhopadhyay;Abiodun Adereni;,HelpMum;Vanderbilt University;,Nigeria;United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30223,https://ojs.aaai.org/index.php/AAAI/article/view/30223/32175
23,Depression Detection via Capsule Networks with Contrastive Learning,ai for social impact track,Han Liu;Changya Li;Xiaotong Zhang;Feng Zhang;Wei Wang;Fenglong Ma;Hongyang Chen;Hong Yu;Xianchao Zhang;,Dalian University of Technology;Peking University;Shenzhen MSU-BIT University;Pennsylvania State University;Zhejiang Lab;,China;United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30228,https://ojs.aaai.org/index.php/AAAI/article/view/30228/32184
24,DISCount: Counting in Large Image Collections with Detector-Based Importance Sampling,ai for social impact track,Gustavo Perez;Subhransu Maji;Daniel Sheldon;,University of Massachusetts Amherst;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30235,https://ojs.aaai.org/index.php/AAAI/article/view/30235/32198
25,Discretionary Trees: Understanding Street-Level Bureaucracy via Machine Learning,ai for social impact track,Gaurab Pokharel;Sanmay Das;Patrick Fowler;,George Mason University;Washington University in St. Louis;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30236,https://ojs.aaai.org/index.php/AAAI/article/view/30236/32200
26,Early Detection of Extreme Storm Tide Events Using Multimodal Data Processing,ai for social impact track,Marcel Barros;Andressa Pinto;Andres Monroy;Felipe Moreno;Jefferson Coelho;Aldomar Pietro Silva;Caio Fabricio Deberaldini Netto;José Roberto Leite;Marlon Mathias;Eduardo Tannuri;Artur Jordao;Edson Gomi;Fabio Cozman;Marcelo Dottori;Anna Helena Reali Costa;,Universidade de São Paulo;Massachusetts Institute of Technology;,Brazil;United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30194,https://ojs.aaai.org/index.php/AAAI/article/view/30194/32120
27,Estimating On-Road Transportation Carbon Emissions from Open Data of Road Network and Origin-Destination Flow Data,ai for social impact track,Jinwei Zeng;Yu  Liu;Jingtao Ding;Jian Yuan;Yong Li;,Tsinghua University;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30257,https://ojs.aaai.org/index.php/AAAI/article/view/30257/32242
28,Evaluating Pre-trial Programs Using Interpretable Machine Learning Matching Algorithms for Causal Inference,ai for social impact track,Travis Seale-Carlisle;Saksham Jain;Courtney Lee;Caroline Levenson;Swathi Ramprasad;Brandon Garrett;Sudeepa Roy;Cynthia Rudin;Alexander Volfovsky;,University of Aberdeen;University of Washington;Duke University;,United Kingdom;United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30239,https://ojs.aaai.org/index.php/AAAI/article/view/30239/32206
29,Fair Graph Learning Using Constraint-Aware Priority Adjustment and Graph Masking in River Networks,ai for social impact track,Erhu He;Yiqun Xie;Alexander Sun;Jacob Zwart;Jie Yang;Zhenong Jin;Yang Wang;Hassan Karimi;Xiaowei Jia;,University of Pittsburgh;University of Maryland;University of Texas at Austin;U.S. Geological Survey;University of Minnesota;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30212,https://ojs.aaai.org/index.php/AAAI/article/view/30212/32155
30,Fair Multivariate Adaptive Regression Splines for Ensuring Equity and Transparency,ai for social impact track,Parian Haghighat;Denisa Gándara;Lulu Kang;Hadis Anahideh;,University of Illinois at Chicago;University of Texas at Austin;University of Massachusetts Amherst;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30211,https://ojs.aaai.org/index.php/AAAI/article/view/30211/32153
31,Fair Sampling in Diffusion Models through Switching Mechanism,ai for social impact track,Yujin Choi;Jinseong Park;Hoki Kim;Jaewook Lee;Saerom Park;,Seoul National University;Ulsan National Institute of Science and Technology;,South Korea;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30202,https://ojs.aaai.org/index.php/AAAI/article/view/30202/32135
32,Fairness-Aware Structured Pruning in Transformers,ai for social impact track,Abdelrahman Zayed;Gonçalo Mordido;Samira Shabanian;Ioana Baldini;Sarath Chandar;,Quebec AI Institute;Polytechnique Montreal;Independent Researcher;IBM;Canadian Institute for Advanced Research;,Canada;;United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30256,https://ojs.aaai.org/index.php/AAAI/article/view/30256/32240
33,FairPlay: A Multi-Sided Fair Dynamic Pricing Policy for Hotels,ai for social impact track,Errikos Streviniotis;Athina Georgara;Filippo Bistaffa;Georgios Chalkiadakis;,Technical University of Crete;Athena Research Center;Artificial Intelligence Research Institute;,Greece;Spain;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30243,https://ojs.aaai.org/index.php/AAAI/article/view/30243/32214
34,Federated Learning via Input-Output Collaborative Distillation,ai for social impact track,Xuan Gong;Shanglin Li;Yuxiang Bao;Barry Yao;Yawen Huang;Ziyan Wu;Baochang Zhang;Yefeng Zheng;David Doermann;,University at Buffalo;Harvard Medical School;Virginia Tech;Beihang University;Tencent;United Imaging Intelligence;Zhongguancun Laboratory;Nanchang Institute of Technology;,United States;China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30209,https://ojs.aaai.org/index.php/AAAI/article/view/30209/32149
35,Finding ε and δ of Traditional Disclosure Control Systems,ai for social impact track,Saswat Das;Keyu Zhu;Christine Task;Pascal Van Hentenryck;Ferdinando Fioretto;,University of Virginia;Georgia Institute of Technology;Knexus Research Corporation;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30204,https://ojs.aaai.org/index.php/AAAI/article/view/30204/32139
36,From Artificially Real to Real: Leveraging Pseudo Data from Large Language Models for Low-Resource Molecule Discovery,ai for social impact track,Yuhan Chen;Nuwa Xi;Yanrui Du;Haochun Wang;Jianyu Chen;Sendong Zhao;Bing Qin;,Harbin Institute of Technology;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30198,https://ojs.aaai.org/index.php/AAAI/article/view/30198/32127
37,GLH-Water: A Large-Scale Dataset for Global Surface Water Detection in Large-Size Very-High-Resolution Satellite Imagery,ai for social impact track,Yansheng Li;Bo Dang;Wanchun Li;Yongjun Zhang;,Wuhan University;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30226,https://ojs.aaai.org/index.php/AAAI/article/view/30226/32180
38,Graph Bayesian Optimization for Multiplex Influence Maximization,ai for social impact track,Zirui Yuan;Minglai Shao;Zhiqian Chen;,Tianjin University;Mississippi State University;,China;United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30255,https://ojs.aaai.org/index.php/AAAI/article/view/30255/32238
39,Grey-Box Bayesian Optimization for Sensor Placement in Assisted Living Environments,ai for social impact track,Shadan Golestan;Omid Ardakanian;Pierre Boulanger;,University of Alberta;,Canada;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30208,https://ojs.aaai.org/index.php/AAAI/article/view/30208/32147
40,Harnessing Network Effect for Fake News Mitigation: Selecting Debunkers via Self-Imitation Learning,ai for social impact track,Xiaofei Xu;Ke Deng;Michael Dann;Xiuzhen Zhang;,RMIT University;,Australia;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30252,https://ojs.aaai.org/index.php/AAAI/article/view/30252/32232
41,HarvestNet: A Dataset for Detecting Smallholder Farming Activity Using Harvest Piles and Remote Sensing,ai for social impact track,Jonathan Xu;Amna Elmustafa;Liya Weldegebriel;Emnet Negash;Richard Lee;Chenlin Meng;Stefano Ermon;David Lobell;,University of Waterloo;Stanford University;Ghent University;Mekelle University;,Canada;United States;Belgium;Ethiopia;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30251,https://ojs.aaai.org/index.php/AAAI/article/view/30251/32230
42,Hear You Say You: An Efficient Framework for Marine Mammal Sounds’ Classification,ai for social impact track,Xiangrui  Liu;Xiaoou Liu;Shan Du;Julian  Cheng;,University of British Columbia;,Canada;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30230,https://ojs.aaai.org/index.php/AAAI/article/view/30230/32188
43,I Open at the Close: A Deep Reinforcement Learning Evaluation of Open Streets Initiatives,ai for social impact track,R. Teal Witter;Lucas Rosenblatt;,New York University;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30250,https://ojs.aaai.org/index.php/AAAI/article/view/30250/32228
44,Identifying and Addressing Disparities in Public Libraries with Bayesian Latent Variable Modeling,ai for social impact track,Zhi Liu;Sarah Rankin;Nikhil Garg;,Cornell University;New York Public Library;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30231,https://ojs.aaai.org/index.php/AAAI/article/view/30231/32190
45,Identifying Guarantors of War Veterans Using Robust-SEAL: A Case of the Korean War,ai for social impact track,Jong in Choi;Won Kyung Lee;Jae Hwan Lee;So Young Sohn;,Yonsei University;Korea Credit Information Services;Science and Technology Facilities Council;,South Korea;United Kingdom;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30201,https://ojs.aaai.org/index.php/AAAI/article/view/30201/32133
46,IndicCONAN: A Multilingual Dataset for Combating Hate Speech in Indian Context,ai for social impact track,Nihar Ranja Sahoo;Gyana Prakash Beria;Pushpak Bhattacharyya;,Indian Institute of Technology Bombay;,India;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30237,https://ojs.aaai.org/index.php/AAAI/article/view/30237/32202
47,Interpretable Long-Form Legal Question Answering with Retrieval-Augmented Large Language Models,ai for social impact track,Antoine Louis;Gijs van Dijck;Gerasimos Spanakis;,Maastricht University;,Netherlands;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30232,https://ojs.aaai.org/index.php/AAAI/article/view/30232/32192
48,iTrendRNN: An Interpretable Trend-Aware RNN for Meteorological Spatiotemporal Prediction,ai for social impact track,Xu Huang;Chuyao Luo;Bowen Zhang;Huiwei Lin;Xutao Li;Yunming Ye;,Harbin Institute of Technology;Shenzhen Technology University;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30217,https://ojs.aaai.org/index.php/AAAI/article/view/30217/32164
49,Leveraging Opposite Gender Interaction Ratio as a Path towards Fairness in Online Dating Recommendations Based on User Sexual Orientation,ai for social impact track,Yuying Zhao;Yu Wang;Yi Zhang;Pamela Wisniewski;Charu Aggarwal;Tyler Derr;,Vanderbilt University;IBM;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30263,https://ojs.aaai.org/index.php/AAAI/article/view/30263/32253
50,Long-Term Fair Decision Making through Deep Generative Models,ai for social impact track,Yaowei Hu;Yongkai Wu;Lu Zhang;,University of Arkansas;Clemson University;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30215,https://ojs.aaai.org/index.php/AAAI/article/view/30215/32161
51,MedAlign: A Clinician-Generated Dataset for Instruction Following with Electronic Medical Records,ai for social impact track,Scott L. Fleming;Alejandro Lozano;William J. Haberkorn;Jenelle A. Jindal;Eduardo Reis;Rahul Thapa;Louis Blankemeier;Julian Z. Genkins;Ethan Steinberg;Ashwin Nayak;Birju Patel;Chia-Chun Chiang;Alison Callahan;Zepeng Huo;Sergios Gatidis;Scott Adams;Oluseyi Fayanju;Shreya J. Shah;Thomas Savage;Ethan Goh;Akshay S. Chaudhari;Nima Aghaeepour;Christopher Sharp;Michael A. Pfeffer;Percy Liang;Jonathan H. Chen;Keith E. Morse;Emma P. Brunskill;Jason A. Fries;Nigam H. Shah;,Stanford School of Medicine;Stanford University;Hospital Israelita Albert Einstein;Stanford Health Care;Vanderbilt University School of Medicine;Vanderbilt University Medical Center;Mayo Clinic;,United States;Brazil;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30205,https://ojs.aaai.org/index.php/AAAI/article/view/30205/32141
52,"Multi-Modal Discussion Transformer: Integrating Text, Images and Graph Transformers to Detect Hate Speech on Social Media",ai for social impact track,Liam Hebert;Gaurav Sahu;Yuxuan Guo;Nanda Kishore Sreenivas;Lukasz Golab;Robin Cohen;,University of Waterloo;,Canada;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30213,https://ojs.aaai.org/index.php/AAAI/article/view/30213/32157
53,Multiple-Source Localization from a Single-Snapshot Observation Using Graph Bayesian Optimization,ai for social impact track,Zonghan Zhang;Zijian Zhang;Zhiqian Chen;,Mississippi State University;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30262,https://ojs.aaai.org/index.php/AAAI/article/view/30262/32251
54,Nowcasting Temporal Trends Using Indirect Surveys,ai for social impact track,Ajitesh Srivastava;Juan Marcos Ramirez;Sergio Díaz-Aranda;Jose Aguilar;Antonio Fernández Anta;Antonio Ortega;Rosa Elvira Lillo;,University of Southern California;IMDEA Networks Institute;Universidad Carlos III de Madrid;,United States;Spain;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30242,https://ojs.aaai.org/index.php/AAAI/article/view/30242/32212
55,On the Actionability of Outcome Prediction,ai for social impact track,Lydia T. Liu;Solon Barocas;Jon Kleinberg;Karen Levy;,Cornell University;Princeton University;Microsoft;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30229,https://ojs.aaai.org/index.php/AAAI/article/view/30229/32186
56,Outlier Ranking for Large-Scale Public Health Data,ai for social impact track,Ananya Joshi;Tina Townes;Nolan Gormley;Luke  Neureiter;Roni Rosenfeld;Bryan Wilder;,Carnegie Mellon University;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30222,https://ojs.aaai.org/index.php/AAAI/article/view/30222/32173
57,Physics-Informed Graph Neural Networks for Water Distribution Systems,ai for social impact track,Inaam Ashraf;Janine Strotherm;Luca Hermes;Barbara Hammer;,Bielefeld University;,Germany;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30192,https://ojs.aaai.org/index.php/AAAI/article/view/30192/32116
58,Pre-trained Online Contrastive Learning for Insurance Fraud Detection,ai for social impact track,Rui Zhang;Dawei Cheng;Jie Yang;Yi Ouyang;Xian Wu;Yefeng Zheng;Changjun Jiang;,Tongji University;Shanghai Artificial Intelligence Laboratory;Key Laboratory of Artificial Intelligence;Tencent;,China;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30259,https://ojs.aaai.org/index.php/AAAI/article/view/30259/32246
59,Preventing Eviction-Caused Homelessness through ML-Informed Distribution of Rental Assistance,ai for social impact track,Catalina Vajiac;Arun Frey;Joachim Baumann;Abigail Smith;Kasun Amarasinghe;Alice Lai;Kit T. Rodolfa;Rayid Ghani;,Carnegie Mellon University;Stanford University;University of Zurich;Zurich University of Applied Sciences;University of Chicago;,United States;Switzerland;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30246,https://ojs.aaai.org/index.php/AAAI/article/view/30246/32220
60,Promoting Fair Vaccination Strategies through Influence Maximization: A Case Study on COVID-19 Spread,ai for social impact track,Nicola Neophytou;Afaf Taik;Golnoosh Farnadi;,Quebec AI Institute;Université de Montréal;McGill University;,Canada;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30234,https://ojs.aaai.org/index.php/AAAI/article/view/30234/32196
61,Quantile-Regression-Ensemble: A Deep Learning Algorithm for Downscaling Extreme Precipitation,ai for social impact track,Thomas Bailie;Yun Sing Koh;Neelesh Rampal;Peter B. Gibson;,University of Auckland;National Institute of Water and Atmospheric Research;,New Zealand;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30193,https://ojs.aaai.org/index.php/AAAI/article/view/30193/32118
62,Referee-Meta-Learning for Fast Adaptation of Locational Fairness,ai for social impact track,Weiye Chen;Yiqun Xie;Xiaowei Jia;Erhu He;Han Bao;Bang An;Xun Zhou;,University of Maryland;University of Pittsburgh;University of Iowa;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30197,https://ojs.aaai.org/index.php/AAAI/article/view/30197/32125
63,RLPeri: Accelerating Visual Perimetry Test with Reinforcement Learning and Convolutional Feature Extraction,ai for social impact track,Tanvi Verma;Linh Le Dinh;Nicholas Tan;Xinxing Xu;Chingyu Cheng;Yong Liu;,"Agency for Science, Technology and Research;Singapore National Eye Centre;",Singapore;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30247,https://ojs.aaai.org/index.php/AAAI/article/view/30247/32222
64,Scaling Up Pareto Optimization for Tree Structures with Affine Transformations: Evaluating Hybrid Floating Solar-Hydropower Systems in the Amazon,ai for social impact track,Marc Grimson;Rafael Almeida;Qinru Shi;Yiwei Bai;Héctor Angarita;Felipe Siqueira Pacheco;Rafael Schmitt;Alexander Flecker;Carla P. Gomes;,Cornell University;University of Texas Rio Grande Valley;Stanford University;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30210,https://ojs.aaai.org/index.php/AAAI/article/view/30210/32151
65,Self-Supervised Framework Based on Subject-Wise Clustering for Human Subject Time Series Data,ai for social impact track,Eunseon Seong;Harim Lee;Dong-Kyu Chae;,Hanyang University;,South Korea;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30240,https://ojs.aaai.org/index.php/AAAI/article/view/30240/32208
66,SimFair: Physics-Guided Fairness-Aware Learning with Simulation Models,ai for social impact track,Zhihao Wang;Yiqun Xie;Zhili Li;Xiaowei Jia;Zhe Jiang;Aolin Jia;Shuo Xu;,University of Maryland;University of Pittsburgh;University of Florida;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30249,https://ojs.aaai.org/index.php/AAAI/article/view/30249/32226
67,"Social, Legal, Ethical, Empathetic, and Cultural Rules: Compilation and Reasoning",ai for social impact track,Nicolas Troquard;Martina De Sanctis;Paola Inverardi;Patrizio Pelliccione;Gian Luca Scoccia;,Gran Sasso Science Institute;,Italy;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30245,https://ojs.aaai.org/index.php/AAAI/article/view/30245/32218
68,Spatial-Logic-Aware Weakly Supervised Learning for Flood Mapping on Earth Imagery,ai for social impact track,Zelin Xu;Tingsong Xiao;Wenchong He;Yu Wang;Zhe Jiang;Shigang  Chen;Yiqun Xie;Xiaowei Jia;Da Yan;Yang Zhou;,University of Florida;University of Maryland;University of Pittsburgh;Indiana University Bloomington;Auburn University;,United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30253,https://ojs.aaai.org/index.php/AAAI/article/view/30253/32234
69,Stable Matchings in Practice: A Constraint Programming Approach,ai for social impact track,Zhaohong Sun;Naoyuki Yamada;Yoshihiro Takenami;Daisuke Moriwaki;Makoto Yokoo;,Kyushu University;CyberAgent Inc;,Japan;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30244,https://ojs.aaai.org/index.php/AAAI/article/view/30244/32216
70,T-NET: Weakly Supervised Graph Learning for Combatting Human Trafficking,ai for social impact track,Pratheeksha Nair;Javin Liu;Catalina Vajiac;Andreas Olligschlaeger;Duen Horng Chau;Mirela Cazzolato;Cara Jones;Christos Faloutsos;Reihaneh Rabbany;,McGill University;Quebec AI Institute;Carnegie Mellon University;i3 LLC;Georgia Institute of Technology;University of Sao Paulo;Marinus Analytics;,Canada;United States;Brazil;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30233,https://ojs.aaai.org/index.php/AAAI/article/view/30233/32194
71,TAU: Trajectory Data Augmentation with Uncertainty for Next POI Recommendation,ai for social impact track,Zhuang Zhuang;Tianxin Wei;Lingbo Liu;Heng Qi;Yanming Shen;Baocai Yin;,Dalian University of Technology;University of Illinois Urbana-Champaign;Pengcheng Laboratory;,China;United States;,Technical,https://ojs.aaai.org/index.php/AAAI/article/view/30265,https://ojs.aaai.org/index.php/AAAI/article/view/30265/32257
