Index,Title,Session/Area,Authors,Affiliation,Status,OpenReview URL,PDF URL
1,Scaling In-the-Wild Training for Diffusion-based Illumination Harmonization and Editing by Imposing Consistent Light Transport,"applications to computer vision, audio, language, and other modalities",Lvmin Zhang;Anyi Rao;Maneesh Agrawala;,Stanford University;Hong Kong University of Science and Technology;,Oral,https://openreview.net/forum?id=u1cQYxRI1H,https://openreview.net/pdf?id=u1cQYxRI1H
2,Safety Alignment Should be Made More Than Just a Few Tokens Deep,"alignment, fairness, safety, privacy, and societal considerations",Xiangyu Qi;Ashwinee Panda;Kaifeng Lyu;Xiao Ma;Subhrajit Roy;Ahmad Beirami;Prateek Mittal;Peter Henderson;,"Princeton University;University of Maryland;University of California, Berkeley;DeepMind;Google;Massachusetts Institute of Technology;",Oral,https://openreview.net/forum?id=6Mxhg9PtDE,https://openreview.net/pdf?id=6Mxhg9PtDE
3,"Simplifying, Stabilizing and Scaling Continuous-time Consistency Models",generative models,Cheng Lu;Yang Song;,OpenAI;,Oral,https://openreview.net/forum?id=LyJi5ugyJx,https://openreview.net/pdf?id=LyJi5ugyJx
4,SAM 2: Segment Anything in Images and Videos,"applications to computer vision, audio, language, and other modalities",Nikhila Ravi;Valentin Gabeur;Yuan-Ting Hu;Ronghang Hu;Chaitanya Ryali;Tengyu Ma;Haitham Khedr;Roman Rädle;Chloe Rolland;Laura Gustafson;Eric Mintun;Junting Pan;Kalyan Vasudev Alwala;Nicolas Carion;Chao-Yuan Wu;Ross Girshick;Piotr Dollar;Christoph Feichtenhofer;,"Meta;University of California, San Diego;;Chinese University of Hong Kong;Allen Institute for Artificial Intelligence;",Oral,https://openreview.net/forum?id=Ha6RTeWMd0,https://openreview.net/pdf?id=Ha6RTeWMd0
5,Do I Know This Entity? Knowledge Awareness and Hallucinations in Language Models,interpretability and explainable AI,Javier Ferrando;Oscar Balcells Obeso;Senthooran Rajamanoharan;Neel Nanda;,Barcelona Supercomputing Center;ETH Zurich;Google;,Oral,https://openreview.net/forum?id=WCRQFlji2q,https://openreview.net/pdf?id=WCRQFlji2q
6,Representation Alignment for Generation: Training Diffusion Transformers Is Easier Than You Think,generative models,Sihyun Yu;Sangkyung Kwak;Huiwon Jang;Jongheon Jeong;Jonathan Huang;Jinwoo Shin;Saining Xie;,Korea Advanced Institute of Science and Technology;Korea University;Google;New York University;,Oral,https://openreview.net/forum?id=DJSZGGZYVi,https://openreview.net/pdf?id=DJSZGGZYVi
7,BigCodeBench: Benchmarking Code Generation with Diverse Function Calls and Complex Instructions,datasets and benchmarks,Terry Yue Zhuo;Vu Minh Chien;Jenny Chim;Han Hu;Wenhao Yu;Ratnadira Widyasari;Imam Nur Bani Yusuf;Haolan Zhan;Junda He;Indraneil Paul;Simon Brunner;Chen GONG;James Hoang;Armel Randy Zebaze;Xiaoheng Hong;Wen-Ding Li;Jean Kaddour;Ming Xu;Zhihan Zhang;Prateek Yadav;Naman Jain;Alex Gu;Zhoujun Cheng;Jiawei Liu;Qian Liu;Zijian Wang;Binyuan Hui;Niklas Muennighoff;David Lo;Daniel Fried;Xiaoning Du;Harm de Vries;Leandro Von Werra;,";Tohoku University;Queen Mary University of London;Huawei;Tencent;Singapore Management University;University of Innsbruck;University of Virginia;INRIA;Intel;Cornell University;Uber Technologies Inc.;University of North Carolina;University of California, Berkeley;Massachusetts Institute of Technology;University of California, San Diego;Alibaba Group;TikTok;Allen Institute for Artificial Intelligence;Carnegie Mellon University;Monash University;ServiceNow;Hugging Face;",Oral,https://openreview.net/forum?id=YrycTjllL0,https://openreview.net/pdf?id=YrycTjllL0
8,Artificial Kuramoto Oscillatory Neurons,"unsupervised, self-supervised, semi-supervised, and supervised representation learning",Takeru Miyato;Sindy Löwe;Andreas Geiger;Max Welling;,Eberhard Karls University of Tübingen;;University of Tuebingen;University of Amsterdam;,Oral,https://openreview.net/forum?id=nwDRD4AMoN,https://openreview.net/pdf?id=nwDRD4AMoN
9,Unlocking the Power of Function Vectors for Characterizing and Mitigating Catastrophic Forgetting in Continual Instruction Tuning,"transfer learning, meta learning, and lifelong learning",Gangwei Jiang;Caigao JIANG;Zhaoyi Li;Siqiao Xue;JUN ZHOU;Linqi Song;Defu Lian;Ying Wei;,University of Science and Technology of China;Alibaba Group;starguest.ai;Ant Group;City University of Hong Kong;Zhejiang University;,Oral,https://openreview.net/forum?id=gc8QAQfXv6,https://openreview.net/pdf?id=gc8QAQfXv6
10,Cybench: A Framework for Evaluating Cybersecurity Capabilities and Risks of Language Models,datasets and benchmarks,Andy K Zhang;Neil Perry;Riya Dulepet;Joey Ji;Celeste Menders;Justin W Lin;Eliot Jones;Gashon Hussein;Samantha Liu;Donovan Julian Jasper;Pura Peetathawatchai;Ari Glenn;Vikram Sivashankar;Daniel Zamoshchin;Leo Glikbarg;Derek Askaryar;Haoxiang Yang;Aolin Zhang;Rishi Alluri;Nathan Tran;Rinnara Sangpisit;Kenny O Oseleononmen;Dan Boneh;Daniel E. Ho;Percy Liang;,Stanford University;Gray Swan;;,Oral,https://openreview.net/forum?id=tc90LV0yRL,https://openreview.net/pdf?id=tc90LV0yRL
