Index,Title,Session/Area,Authors,Affiliation,Status,OpenReview URL,PDF URL
1,Understanding deep learning requires rethinking generalization,,Chiyuan Zhang;Samy Bengio;Moritz Hardt;Benjamin Recht;Oriol Vinyals,,Oral,https://openreview.net/forum?id=Sy8gdB9xx,https://openreview.net/pdf?id=Sy8gdB9xx
2,Neural Architecture Search with Reinforcement Learning,,Barret Zoph;Quoc Le,,Oral,https://openreview.net/forum?id=r1Ue8Hcxg,https://openreview.net/pdf?id=r1Ue8Hcxg
3,Making Neural Programming Architectures Generalize via Recursion,,Jonathon Cai;Richard Shin;Dawn Song,,Oral,https://openreview.net/forum?id=BkbY4psgg,https://openreview.net/pdf?id=BkbY4psgg
4,Towards Principled Methods for Training Generative Adversarial Networks,,Martin Arjovsky;Leon Bottou,,Oral,https://openreview.net/forum?id=Hk4_qw5xe,https://openreview.net/pdf?id=Hk4_qw5xe
5,SampleRNN: An Unconditional End-to-End Neural Audio Generation Model,,Soroush Mehri;Kundan Kumar;Ishaan Gulrajani;Rithesh Kumar;Shubham Jain;Jose Sotelo;Aaron Courville;Yoshua Bengio,,Poster,https://openreview.net/forum?id=SkxKPDv5xl,https://openreview.net/pdf?id=SkxKPDv5xl
6,Semi-supervised Knowledge Transfer for Deep Learning from Private Training Data,,Nicolas Papernot;Martín Abadi;Úlfar Erlingsson;Ian Goodfellow;Kunal Talwar,,Oral,https://openreview.net/forum?id=HkwoSDPgg,https://openreview.net/pdf?id=HkwoSDPgg
7,Discrete Variational Autoencoders,,Jason Tyler Rolfe,,Poster,https://openreview.net/forum?id=ryMxXPFex,https://openreview.net/pdf?id=ryMxXPFex
8,Deep Information Propagation,,Samuel S. Schoenholz;Justin Gilmer;Surya Ganguli;Jascha Sohl-Dickstein,,Poster,https://openreview.net/forum?id=H1W1UN9gg,https://openreview.net/pdf?id=H1W1UN9gg
9,Learning Graphical State Transitions,,Daniel D. Johnson,,Oral,https://openreview.net/forum?id=HJ0NvFzxl,https://openreview.net/pdf?id=HJ0NvFzxl
10,End-to-end Optimized Image Compression,,Johannes Ballé;Valero Laparra;Eero P. Simoncelli,,Oral,https://openreview.net/forum?id=rJxdQ3jeg,https://openreview.net/pdf?id=rJxdQ3jeg
11,Introspection:Accelerating Neural Network Training By Learning Weight Evolution,,Abhishek Sinha;Aahitagni Mukherjee;Mausoom Sarkar;Balaji Krishnamurthy,,Poster,https://openreview.net/forum?id=Hkg8bDqee,https://openreview.net/pdf?id=Hkg8bDqee
12,Fine-grained Analysis of Sentence Embeddings Using Auxiliary Prediction Tasks,,Yossi Adi;Einat Kermany;Yonatan Belinkov;Ofer Lavi;Yoav Goldberg,,Poster,https://openreview.net/forum?id=BJh6Ztuxl,https://openreview.net/pdf?id=BJh6Ztuxl
13,Temporal Ensembling for Semi-Supervised Learning,,Samuli Laine;Timo Aila,,Poster,https://openreview.net/forum?id=BJ6oOfqge,https://openreview.net/pdf?id=BJ6oOfqge
14,"Snapshot Ensembles: Train 1, Get M for Free",,Gao Huang;Yixuan Li;Geoff Pleiss;Zhuang Liu;John E. Hopcroft;Kilian Q. Weinberger,,Poster,https://openreview.net/forum?id=BJYwwY9ll,https://openreview.net/pdf?id=BJYwwY9ll
15,Structured Attention Networks,,Yoon Kim;Carl Denton;Luong Hoang;Alexander M. Rush,,Poster,https://openreview.net/forum?id=HkE0Nvqlg,https://openreview.net/pdf?id=HkE0Nvqlg
16,The Concrete Distribution: A Continuous Relaxation of Discrete Random Variables,,Chris J. Maddison;Andriy Mnih;Yee Whye Teh,,Poster,https://openreview.net/forum?id=S1jE5L5gl,https://openreview.net/pdf?id=S1jE5L5gl
17,Dynamic Coattention Networks For Question Answering,,Caiming Xiong;Victor Zhong;Richard Socher,,Poster,https://openreview.net/forum?id=rJeKjwvclx,https://openreview.net/pdf?id=rJeKjwvclx
18,Entropy-SGD: Biasing Gradient Descent Into Wide Valleys,,Pratik Chaudhari;Anna Choromanska;Stefano Soatto;Yann LeCun;Carlo Baldassi;Christian Borgs;Jennifer Chayes;Levent Sagun;Riccardo Zecchina,,Poster,https://openreview.net/forum?id=B1YfAfcgl,https://openreview.net/pdf?id=B1YfAfcgl
19,Amortised MAP Inference for Image Super-resolution,,Casper Kaae Sønderby;Jose Caballero;Lucas Theis;Wenzhe Shi;Ferenc Huszár,,Oral,https://openreview.net/forum?id=S1RP6GLle,https://openreview.net/pdf?id=S1RP6GLle
20,On Large-Batch Training for Deep Learning: Generalization Gap and Sharp Minima,,Nitish Shirish Keskar;Dheevatsa Mudigere;Jorge Nocedal;Mikhail Smelyanskiy;Ping Tak Peter Tang,,Oral,https://openreview.net/forum?id=H1oyRlYgg,https://openreview.net/pdf?id=H1oyRlYgg
21,Metacontrol for Adaptive Imagination-Based Optimization,,Jessica B. Hamrick;Andrew J. Ballard;Razvan Pascanu;Oriol Vinyals;Nicolas Heess;Peter W. Battaglia,,Poster,https://openreview.net/forum?id=Bk8BvDqex,https://openreview.net/pdf?id=Bk8BvDqex
22,Unrolled Generative Adversarial Networks,,Luke Metz;Ben Poole;David Pfau;Jascha Sohl-Dickstein,,Poster,https://openreview.net/forum?id=BydrOIcle,https://openreview.net/pdf?id=BydrOIcle
23,Bidirectional Attention Flow for Machine Comprehension,,Minjoon Seo;Aniruddha Kembhavi;Ali Farhadi;Hannaneh Hajishirzi,,Poster,https://openreview.net/forum?id=HJ0UKP9ge,https://openreview.net/pdf?id=HJ0UKP9ge
24,A Learned Representation For Artistic Style,,Vincent Dumoulin;Jonathon Shlens;Manjunath Kudlur,,Poster,https://openreview.net/forum?id=BJO-BuT1g,https://openreview.net/pdf?id=BJO-BuT1g
25,Calibrating Energy-based Generative Adversarial Networks,,Zihang Dai;Amjad Almahairi;Philip Bachman;Eduard Hovy;Aaron Courville,,Poster,https://openreview.net/forum?id=SyxeqhP9ll,https://openreview.net/pdf?id=SyxeqhP9ll
26,Learning End-to-End Goal-Oriented Dialog,,Antoine Bordes;Y-Lan Boureau;Jason Weston,,Oral,https://openreview.net/forum?id=S1Bb3D5gg,https://openreview.net/pdf?id=S1Bb3D5gg
27,Optimization as a Model for Few-Shot Learning,,Sachin Ravi;Hugo Larochelle,,Oral,https://openreview.net/forum?id=rJY0-Kcll,https://openreview.net/pdf?id=rJY0-Kcll
28,Zoneout: Regularizing RNNs by Randomly Preserving Hidden Activations,,David Krueger;Tegan Maharaj;Janos Kramar;Mohammad Pezeshki;Nicolas Ballas;Nan Rosemary Ke;Anirudh  Goyal;Yoshua Bengio;Aaron Courville;Christopher Pal,,Poster,https://openreview.net/forum?id=rJqBEPcxe,https://openreview.net/pdf?id=rJqBEPcxe
29,Capacity and Trainability in Recurrent Neural Networks,,Jasmine Collins;Jascha Sohl-Dickstein;David Sussillo,,Poster,https://openreview.net/forum?id=BydARw9ex,https://openreview.net/pdf?id=BydARw9ex
30,Combining policy gradient and Q-learning,,Brendan O'Donoghue;Remi Munos;Koray Kavukcuoglu;Volodymyr Mnih,,Poster,https://openreview.net/forum?id=B1kJ6H9ex,https://openreview.net/pdf?id=B1kJ6H9ex
31,Density estimation using Real NVP,,Laurent Dinh;Jascha Sohl-Dickstein;Samy Bengio,,Poster,https://openreview.net/forum?id=HkpbnH9lx,https://openreview.net/pdf?id=HkpbnH9lx
32,Learning to Act by Predicting the Future,,Alexey Dosovitskiy;Vladlen Koltun,,Oral,https://openreview.net/forum?id=rJLS7qKel,https://openreview.net/pdf?id=rJLS7qKel
33,Learning to Repeat: Fine Grained Action Repetition for Deep Reinforcement Learning,,Sahil Sharma;Aravind S. Lakshminarayanan;Balaraman Ravindran,,Poster,https://openreview.net/forum?id=B1GOWV5eg,https://openreview.net/pdf?id=B1GOWV5eg
34,Pointer Sentinel Mixture Models,,Stephen Merity;Caiming Xiong;James Bradbury;Richard Socher,,Poster,https://openreview.net/forum?id=Byj72udxe,https://openreview.net/pdf?id=Byj72udxe
35,Reinforcement Learning with Unsupervised Auxiliary Tasks,,Max Jaderberg;Volodymyr Mnih;Wojciech Marian Czarnecki;Tom Schaul;Joel Z Leibo;David Silver;Koray Kavukcuoglu,,Oral,https://openreview.net/forum?id=SJ6yPD5xg,https://openreview.net/pdf?id=SJ6yPD5xg
36,What does it take to generate natural textures?,,Ivan Ustyuzhaninov *;Wieland Brendel *;Leon Gatys;Matthias Bethge,,Poster,https://openreview.net/forum?id=BJhZeLsxx,https://openreview.net/pdf?id=BJhZeLsxx
37,Deep Learning with Dynamic Computation Graphs,,Moshe Looks;Marcello Herreshoff;DeLesley Hutchins;Peter Norvig,,Poster,https://openreview.net/forum?id=ryrGawqex,https://openreview.net/pdf?id=ryrGawqex
38,Hierarchical Multiscale Recurrent Neural Networks,,Junyoung Chung;Sungjin Ahn;Yoshua Bengio,,Poster,https://openreview.net/forum?id=S1di0sfgl,https://openreview.net/pdf?id=S1di0sfgl
39,Dropout with Expectation-linear Regularization,,Xuezhe Ma;Yingkai Gao;Zhiting Hu;Yaoliang Yu;Yuntian Deng;Eduard Hovy,,Poster,https://openreview.net/forum?id=rkGabzZgl,https://openreview.net/pdf?id=rkGabzZgl
40,Central Moment Discrepancy (CMD) for Domain-Invariant Representation Learning,,Werner Zellinger;Thomas Grubinger;Edwin Lughofer;Thomas Natschläger;Susanne Saminger-Platz,,Poster,https://openreview.net/forum?id=SkB-_mcel,https://openreview.net/pdf?id=SkB-_mcel
41,Hyperband: Bandit-Based Configuration Evaluation for Hyperparameter Optimization,,Lisha Li;Kevin Jamieson;Giulia DeSalvo;Afshin Rostamizadeh;Ameet Talwalkar,,Poster,https://openreview.net/forum?id=ry18Ww5ee,https://openreview.net/pdf?id=ry18Ww5ee
42,Latent Sequence Decompositions,,William Chan;Yu Zhang;Quoc Le;Navdeep Jaitly,,Poster,https://openreview.net/forum?id=SyQq185lg,https://openreview.net/pdf?id=SyQq185lg
43,A Compositional Object-Based Approach to Learning Physical Dynamics,,Michael Chang;Tomer Ullman;Antonio Torralba;Joshua Tenenbaum,,Poster,https://openreview.net/forum?id=Bkab5dqxe,https://openreview.net/pdf?id=Bkab5dqxe
44,Deep Predictive Coding Networks for Video Prediction and Unsupervised Learning,,William Lotter;Gabriel Kreiman;David Cox,,Poster,https://openreview.net/forum?id=B1ewdt9xe,https://openreview.net/pdf?id=B1ewdt9xe
45,Episodic Exploration for Deep Deterministic Policies for StarCraft Micromanagement,,Nicolas Usunier;Gabriel Synnaeve;Zeming Lin;Soumith Chintala,,Poster,https://openreview.net/forum?id=r1LXit5ee,https://openreview.net/pdf?id=r1LXit5ee
46,Improving Policy Gradient by Exploring Under-appreciated Rewards,,Ofir Nachum;Mohammad Norouzi;Dale Schuurmans,,Poster,https://openreview.net/forum?id=ryT4pvqll,https://openreview.net/pdf?id=ryT4pvqll
47,Pruning Convolutional Neural Networks for Resource Efficient Inference,,Pavlo Molchanov;Stephen Tyree;Tero Karras;Timo Aila;Jan Kautz,,Poster,https://openreview.net/forum?id=SJGCiw5gl,https://openreview.net/pdf?id=SJGCiw5gl
48,Recurrent Batch Normalization,,Tim Cooijmans;Nicolas Ballas;César Laurent;Çağlar Gülçehre;Aaron Courville,,Poster,https://openreview.net/forum?id=r1VdcHcxx,https://openreview.net/pdf?id=r1VdcHcxx
49,Revisiting Classifier Two-Sample Tests,,David Lopez-Paz;Maxime Oquab,,Poster,https://openreview.net/forum?id=SJkXfE5xx,https://openreview.net/pdf?id=SJkXfE5xx
50,Stochastic Neural Networks for Hierarchical Reinforcement Learning,,Carlos Florensa;Yan Duan;Pieter Abbeel,,Poster,https://openreview.net/forum?id=B1oK8aoxe,https://openreview.net/pdf?id=B1oK8aoxe
51,A recurrent neural network without chaos,,Thomas Laurent;James von Brecht,,Poster,https://openreview.net/forum?id=S1dIzvclg,https://openreview.net/pdf?id=S1dIzvclg
52,A Simple but Tough-to-Beat Baseline for Sentence Embeddings,,Sanjeev Arora;Yingyu Liang;Tengyu Ma,,Poster,https://openreview.net/forum?id=SyK00v5xx,https://openreview.net/pdf?id=SyK00v5xx
53,Adversarially Learned Inference,,Vincent Dumoulin;Ishmael Belghazi;Ben Poole;Alex Lamb;Martin Arjovsky;Olivier Mastropietro;Aaron Courville,,Poster,https://openreview.net/forum?id=B1ElR4cgg,https://openreview.net/pdf?id=B1ElR4cgg
54,Energy-based Generative Adversarial Networks,,Junbo Zhao;Michael Mathieu;Yann LeCun,,Poster,https://openreview.net/forum?id=ryh9pmcee,https://openreview.net/pdf?id=ryh9pmcee
55,Incremental Network Quantization: Towards Lossless CNNs with Low-precision Weights,,Aojun Zhou;Anbang Yao;Yiwen Guo;Lin Xu;Yurong Chen,,Poster,https://openreview.net/forum?id=HyQJ-mclg,https://openreview.net/pdf?id=HyQJ-mclg
56,Learning through Dialogue Interactions by Asking Questions,,Jiwei Li;Alexander H. Miller;Sumit Chopra;Marc'Aurelio Ranzato;Jason Weston,,Poster,https://openreview.net/forum?id=rkE8pVcle,https://openreview.net/pdf?id=rkE8pVcle
57,Learning to Play in a Day: Faster Deep Reinforcement Learning by Optimality Tightening,,Frank S.He;Yang Liu;Alexander G. Schwing;Jian Peng,,Poster,https://openreview.net/forum?id=rJ8Je4clg,https://openreview.net/pdf?id=rJ8Je4clg
58,Sigma Delta Quantized Networks,,Peter O'Connor;Max Welling,,Poster,https://openreview.net/forum?id=HkNRsU5ge,https://openreview.net/pdf?id=HkNRsU5ge
59,Learning Visual Servoing with Deep Features and Fitted Q-Iteration,,Alex X. Lee;Sergey Levine;Pieter Abbeel,,Poster,https://openreview.net/forum?id=r1YNw6sxg,https://openreview.net/pdf?id=r1YNw6sxg
60,Towards a Neural Statistician,,Harrison Edwards;Amos Storkey,,Poster,https://openreview.net/forum?id=HJDBUF5le,https://openreview.net/pdf?id=HJDBUF5le
61,EPOpt: Learning Robust Neural Network Policies Using Model Ensembles,,Aravind Rajeswaran;Sarvjeet Ghotra;Balaraman Ravindran;Sergey Levine,,Poster,https://openreview.net/forum?id=SyWvgP5el,https://openreview.net/pdf?id=SyWvgP5el
62,Q-Prop: Sample-Efficient Policy Gradient with An Off-Policy Critic,,Shixiang Gu;Timothy Lillicrap;Zoubin Ghahramani;Richard E. Turner;Sergey Levine,,Oral,https://openreview.net/forum?id=SJ3rcZcxl,https://openreview.net/pdf?id=SJ3rcZcxl
63,A Compare-Aggregate Model for Matching Text Sequences,,Shuohang Wang;Jing Jiang,,Poster,https://openreview.net/forum?id=HJTzHtqee,https://openreview.net/pdf?id=HJTzHtqee
64,Improving Neural Language Models with a Continuous Cache,,Edouard Grave;Armand Joulin;Nicolas Usunier,,Poster,https://openreview.net/forum?id=B184E5qee,https://openreview.net/pdf?id=B184E5qee
65,Learning to Generate Samples from Noise through Infusion Training,,Florian Bordes;Sina Honari;Pascal Vincent,,Poster,https://openreview.net/forum?id=BJAFbaolg,https://openreview.net/pdf?id=BJAFbaolg
66,Highway and Residual Networks learn Unrolled Iterative Estimation,,Klaus Greff;Rupesh K. Srivastava;Jürgen Schmidhuber,,Poster,https://openreview.net/forum?id=Skn9Shcxe,https://openreview.net/pdf?id=Skn9Shcxe
